Rank,Type,ID,Molecule_Count
6260,RefSeq,3DXK_A,1
6261,RefSeq,3DXK_B,1
6262,RefSeq,Q27757,1
6263,RefSeq,NP_573474,1
6264,RefSeq,P12504,1
6265,RefSeq,Q7RTX1,1
6266,RefSeq,Q7RTX0,1
6267,RefSeq,Q2FZQ3,1
6268,RefSeq,1BQN_A,1
6269,RefSeq,1BQM_B,1
6270,RefSeq,1BQM_A,1
6271,RefSeq,1BQN_B,1
6272,RefSeq,Q6Q2J0,1
6273,RefSeq,Q95N78,1
6274,RefSeq,NP_036663,1
6275,RefSeq,O88587,1
6276,RefSeq,P12872,1
6277,RefSeq,Q62463,1
6278,RefSeq,A5PKW4,1
6279,RefSeq,P62330,1
6280,RefSeq,P23467,1
6281,RefSeq,P24053,1
6282,RefSeq,Q64244,1
6283,RefSeq,O14745,1
6284,RefSeq,C9JQD8,1
6285,RefSeq,2AD5_A,1
6286,RefSeq,1WVC_A,1
6287,RefSeq,2AD5_B,1
6288,RefSeq,I3VR33,1
6289,RefSeq,Q24498,1
6290,RefSeq,NP_005476,1
6291,RefSeq,P09955,1
6292,RefSeq,3C4H_A,1
6293,RefSeq,Q96LA9,1
6294,RefSeq,O35543,1
6295,RefSeq,P52792,1
6296,RefSeq,Q07071,1
6297,RefSeq,NP_796304,1
6298,RefSeq,Q8VD38,1
6299,RefSeq,Q9MYX2,1
6300,RefSeq,P32198,1
6301,RefSeq,3D04_A,1
6302,RefSeq,3D04_B,1
6303,RefSeq,P59538,1
6304,RefSeq,NP_000405,1
6305,RefSeq,NP_001104318,1
6306,RefSeq,2PHB_A,1
6307,RefSeq,NP_038765,1
6308,RefSeq,P19711,1
6309,RefSeq,Q10738,1
6310,RefSeq,NP_003733,1
6311,RefSeq,1C70_B,1
6312,RefSeq,1C70_A,1
6313,RefSeq,NP_002968,1
6314,RefSeq,NP_001043,1
6315,RefSeq,1BL4_A,1
6316,RefSeq,1NJE_A,1
6317,RefSeq,1NJC_A,1
6318,RefSeq,1NJA_A,1
6319,RefSeq,NP_004514,1
6320,RefSeq,Q62633,1
6321,RefSeq,P70172,1
6322,RefSeq,2QOA_A,1
6323,RefSeq,Q6IYF9,1
6324,RefSeq,NP_001001518,1
6325,RefSeq,Q64560,1
6326,RefSeq,P47205,1
6327,RefSeq,1SV3_A,1
6328,RefSeq,O60427,1
6329,RefSeq,Q920R3,1
6330,RefSeq,Q9Z122,1
6331,RefSeq,NP_002416,1
6332,RefSeq,NP_002413,1
6333,RefSeq,P06804,1
6334,RefSeq,P21842,1
6335,RefSeq,1XZ8_B,1
6336,RefSeq,1LOQ_A,1
6337,RefSeq,Q8JZL2,1
6338,RefSeq,Q5U431,1
6339,RefSeq,4EYJ_A,1
6340,RefSeq,Q99LR1,1
6341,RefSeq,O25801,1
6342,RefSeq,P25961,1
6343,RefSeq,P01270,1
6344,RefSeq,E2JF22,1
6345,RefSeq,Q92508,1
6346,RefSeq,3KPW_A,1
6347,RefSeq,P9WI73,1
6348,RefSeq,2PZI_A,1
6349,RefSeq,NP_000136,1
6350,RefSeq,NP_775115,1
6351,RefSeq,NP_571987,1
6352,RefSeq,O08726,1
6353,RefSeq,NP_037163,1
6354,RefSeq,Q9Y237,1
6355,RefSeq,Q7Z418,1
6356,RefSeq,P36021,1
6357,RefSeq,P04185,1
6358,RefSeq,Q63633,1
6359,RefSeq,Q93088,1
6360,RefSeq,O70370,1
6361,RefSeq,P38605,1
6362,RefSeq,P33247,1
6363,RefSeq,P38604,1
6364,RefSeq,3OXI_A,1
6365,RefSeq,Q8N474,1
6366,RefSeq,1D1P_A,1
6367,RefSeq,1DG9_A,1
6368,RefSeq,P17439,1
6369,RefSeq,3PM1_A,1
6370,RefSeq,3V78_B,1
6371,RefSeq,3PM1_B,1
6372,RefSeq,3V78_A,1
6373,RefSeq,O54050,1
6374,RefSeq,P0A3G3,1
6375,RefSeq,Q9NS86,1
6376,RefSeq,3LLE_B,1
6377,RefSeq,3LLE_A,1
6378,RefSeq,NP_067594,1
6379,RefSeq,NP_004869,1
6380,RefSeq,Q72502,1
6381,RefSeq,P25102,1
6382,RefSeq,P40189,1
6383,RefSeq,NP_037297,1
6384,RefSeq,P42582,1
6385,RefSeq,Q08369,1
6386,RefSeq,Q16798,1
6387,RefSeq,P48163,1
6388,RefSeq,Q96SN7,1
6389,RefSeq,Q61125,1
6390,RefSeq,Q9JHF9,1
6391,RefSeq,5ABP_A,1
6392,RefSeq,8ABP_A,1
6393,RefSeq,3PCE_A,1
6394,RefSeq,3PCE_M,1
6395,RefSeq,P16638,1
6396,RefSeq,2FHY_A,1
6397,RefSeq,2FHY_L,1
6398,RefSeq,NP_940982,1
6399,RefSeq,Q60714,1
6400,RefSeq,Q6PCB7,1
6401,RefSeq,H9YX08,1
6402,RefSeq,2WOU_A,1
6403,RefSeq,P19320,1
6404,RefSeq,P41740,1
6405,RefSeq,Q9Z1J7,1
6406,RefSeq,NP_004172,1
6407,RefSeq,4EN4_A,1
6408,RefSeq,3ELC_C,1
6409,RefSeq,3ELC_A,1
6410,RefSeq,P59722,1
6411,RefSeq,NP_001630,1
6412,RefSeq,P11498,1
6413,RefSeq,Q61391,1
6414,RefSeq,P46059,1
6415,RefSeq,NP_599024,1
6416,RefSeq,2AY9_B,1
6417,RefSeq,2AY9_A,1
6418,RefSeq,Q92482,1
6419,RefSeq,Q8R2N1,1
6420,RefSeq,Q9JJJ3,1
6421,RefSeq,O60602,1
6422,RefSeq,NP_004203,1
6423,RefSeq,2VTA_A,1
6424,RefSeq,P13807,1
6425,RefSeq,P97313,1
6426,RefSeq,NP_035289,1
6427,RefSeq,O13383,1
6428,RefSeq,P78317,1
6429,RefSeq,P52633,1
6430,RefSeq,Q8IZK6,1
6431,RefSeq,P40933,1
6432,RefSeq,Q13261,1
6433,RefSeq,B6TK44,1
6434,RefSeq,B4FS76,1
6435,RefSeq,Q2TU57,1
6436,RefSeq,Q9NYV7,1
6437,RefSeq,Q9HCE7,1
6438,RefSeq,1AJP_B,1
6439,RefSeq,1AJP_A,1
6440,RefSeq,O95822,1
6441,RefSeq,3V3Q_B,1
6442,RefSeq,3V3Q_A,1
6443,RefSeq,Q9R1S4,1
6444,RefSeq,1D7J_A,1
6445,RefSeq,P04201,1
6446,RefSeq,2ZVJ_A,1
6447,RefSeq,Q9NR19,1
6448,RefSeq,NP_002652,1
6449,RefSeq,O75084,1
6450,RefSeq,1XGE_A,1
6451,RefSeq,1LI6_A,1
6452,RefSeq,Q9Y5X4,1
6453,RefSeq,Q8I5R7,1
6454,RefSeq,NP_001245284,1
6455,RefSeq,P55087,1
6456,RefSeq,P04401,1
6457,RefSeq,O94830,1
6458,RefSeq,P28799,1
6459,RefSeq,1FV0_A,1
6460,RefSeq,2TOH_A,1
6461,RefSeq,P05089,1
6462,RefSeq,P78540,1
6463,RefSeq,P01111,1
6464,RefSeq,NP_671512,1
6465,RefSeq,Q9WVC8,1
6466,RefSeq,O75832,1
6467,RefSeq,P41586,1
6468,RefSeq,O00574,1
6469,RefSeq,2CTC_A,1
6470,RefSeq,3EOV_A,1
6471,RefSeq,1BR6_A,1
6472,RefSeq,P35713,1
6473,RefSeq,P43680,1
6474,RefSeq,2XUZ_A,1
6475,RefSeq,NP_032203,1
6476,RefSeq,Q28204,1
6477,RefSeq,Q28067,1
6478,RefSeq,P48029,1
6479,RefSeq,1EOC_A,1
6480,RefSeq,1EOC_B,1
6481,RefSeq,Q9H999,1
6482,RefSeq,P06702,1
6483,RefSeq,4TIM_B,1
6484,RefSeq,4TIM_A,1
6485,RefSeq,1OKL_A,1
6486,RefSeq,P17861,1
6487,RefSeq,Q05469,1
6488,RefSeq,Q9H5I1,1
6489,RefSeq,P51580,1
6490,RefSeq,B2RQC6,1
6491,RefSeq,O14492,1
6492,RefSeq,P23687,1
6493,RefSeq,Q9L4Q3,1
6494,RefSeq,NP_000112,1
6495,RefSeq,NP_001107657,1
6496,RefSeq,D5FGE8,1
6497,RefSeq,P35375,1
6498,RefSeq,NP_004954,1
6499,RefSeq,NP_683765,1
6500,RefSeq,P43346,1
6501,RefSeq,P40238,1
6502,RefSeq,P26281,1
6503,RefSeq,Q9NZM1,1
6504,RefSeq,Q9NRC8,1
6505,RefSeq,Q12778,1
6506,RefSeq,Q9GZU7,1
6507,RefSeq,4HBV_A,1
6508,RefSeq,Q92736,1
6509,RefSeq,4FCF_A,1
6510,RefSeq,4AWO_A,1
6511,RefSeq,NP_001718,1
6512,RefSeq,Q61586,1
6513,RefSeq,NP_783300,1
6514,RefSeq,P40925,1
6515,RefSeq,Q13574,1
6516,RefSeq,Q15382,1
6517,RefSeq,P23471,1
6518,RefSeq,Q9ULD8,1
6519,RefSeq,P23469,1
6520,RefSeq,NP_003548,1
6521,RefSeq,3ZYF_A,1
6522,RefSeq,P48547,1
6523,RefSeq,Q5VWZ2,1
6524,RefSeq,A6T5R0,1
6525,RefSeq,NP_073603,1
6526,RefSeq,P09601,1
6527,RefSeq,P61077,1
6528,RefSeq,P49842,1
6529,RefSeq,P09871,1
6530,RefSeq,Q9H015,1
6531,RefSeq,Q9UBP0,1
6532,RefSeq,Q61009,1
6533,RefSeq,2AEZ_A,1
6534,RefSeq,Q9NRM2,1
6535,RefSeq,P61020,1
6536,RefSeq,O95785,1
6537,RefSeq,Q9UGP8,1
6538,RefSeq,Q5JRS4,1
6539,RefSeq,Q96S97,1
6540,RefSeq,P30520,1
6541,RefSeq,Q9H8H3,1
6542,RefSeq,Q99442,1
6543,RefSeq,O00629,1
6544,RefSeq,Q08378,1
6545,RefSeq,P52888,1
6546,RefSeq,O15258,1
6547,RefSeq,Q9NRP0,1
6548,RefSeq,P54819,1
6549,RefSeq,O75439,1
6550,RefSeq,Q9NQW7,1
6551,RefSeq,P14314,1
6552,RefSeq,Q6UW68,1
6553,RefSeq,P49407,1
6554,RefSeq,Q9NRF9,1
6555,RefSeq,P32321,1
6556,RefSeq,Q8NEW0,1
6557,RefSeq,Q9BZE1,1
6558,RefSeq,Q9Y3B7,1
6559,RefSeq,O15144,1
6560,RefSeq,P08758,1
6561,RefSeq,P13667,1
6562,RefSeq,P61960,1
6563,RefSeq,O43760,1
6564,RefSeq,Q96BY9,1
6565,RefSeq,Q9C037,1
6566,RefSeq,O00461,1
6567,RefSeq,O95758,1
6568,RefSeq,P30041,1
6569,RefSeq,P35221,1
6570,RefSeq,Q9Y4A5,1
6571,RefSeq,Q86UY5,1
6572,RefSeq,P54105,1
6573,RefSeq,Q16630,1
6574,RefSeq,O60716,1
6575,RefSeq,Q969G3,1
6576,RefSeq,Q9Y450,1
6577,RefSeq,P09669,1
6578,RefSeq,P18085,1
6579,RefSeq,P98179,1
6580,RefSeq,O43808,1
6581,RefSeq,Q9Y570,1
6582,RefSeq,Q9UH99,1
6583,RefSeq,Q9Y2B0,1
6584,RefSeq,P63313,1
6585,RefSeq,P52434,1
6586,RefSeq,Q53H12,1
6587,RefSeq,Q5JTH9,1
6588,RefSeq,Q9Y241,1
6589,RefSeq,Q99547,1
6590,RefSeq,Q8WU58,1
6591,RefSeq,Q9Y4L1,1
6592,RefSeq,Q9Y490,1
6593,RefSeq,Q9BXJ8,1
6594,RefSeq,P50552,1
6595,RefSeq,O94886,1
6596,RefSeq,P12429,1
6597,RefSeq,Q6ZR08,1
6598,RefSeq,O95336,1
6599,RefSeq,Q8TAD4,1
6600,RefSeq,Q5JSL3,1
6601,RefSeq,Q7Z5L9,1
6602,RefSeq,P17677,1
6603,RefSeq,Q14166,1
6604,RefSeq,Q00059,1
6605,RefSeq,Q13409,1
6606,RefSeq,Q16643,1
6607,RefSeq,P20290,1
6608,RefSeq,Q13895,1
6609,RefSeq,O43813,1
6610,RefSeq,P32322,1
6611,RefSeq,P31930,1
6612,RefSeq,O75616,1
6613,RefSeq,P50402,1
6614,RefSeq,Q8IZ83,1
6615,RefSeq,P38606,1
6616,RefSeq,P10070,1
6617,RefSeq,Q8WVV4,1
6618,RefSeq,O14681,1
6619,RefSeq,Q9UGJ1,1
6620,RefSeq,Q9NXH9,1
6621,RefSeq,Q9UHX1,1
6622,RefSeq,Q5SW79,1
6623,RefSeq,P17568,1
6624,RefSeq,O95861,1
6625,RefSeq,Q15365,1
6626,RefSeq,Q8N1S5,1
6627,RefSeq,Q9Y266,1
6628,RefSeq,O94905,1
6629,RefSeq,O60869,1
6630,RefSeq,P49321,1
6631,RefSeq,Q92685,1
6632,RefSeq,Q9UNS2,1
6633,RefSeq,Q15629,1
6634,RefSeq,P42765,1
6635,RefSeq,P33552,1
6636,RefSeq,Q12860,1
6637,RefSeq,Q08752,1
6638,RefSeq,Q9NSI8,1
6639,RefSeq,Q9UQ80,1
6640,RefSeq,P14866,1
6641,RefSeq,Q9Y2V2,1
6642,RefSeq,Q15691,1
6643,RefSeq,Q7Z2W4,1
6644,RefSeq,O00161,1
6645,RefSeq,P37108,1
6646,RefSeq,Q96KP4,1
6647,RefSeq,Q7KZF4,1
6648,RefSeq,P49406,1
6649,RefSeq,Q15435,1
6650,RefSeq,Q7L2H7,1
6651,RefSeq,Q9GZT3,1
6652,RefSeq,A4D1E9,1
6653,RefSeq,Q96DV4,1
6654,RefSeq,Q8WUA4,1
6655,RefSeq,O43237,1
6656,RefSeq,Q9BRY0,1
6657,RefSeq,Q96QU8,1
6658,RefSeq,Q9BYT8,1
6659,RefSeq,P60468,1
6660,RefSeq,Q9NTZ6,1
6661,RefSeq,O60664,1
6662,RefSeq,P11172,1
6663,RefSeq,Q14677,1
6664,RefSeq,Q03252,1
6665,RefSeq,Q8TEQ6,1
6666,RefSeq,Q7Z2K6,1
6667,RefSeq,P09012,1
6668,RefSeq,Q96AE4,1
6669,RefSeq,Q13505,1
6670,RefSeq,P48047,1
6671,RefSeq,Q8TEQ8,1
6672,RefSeq,O75143,1
6673,RefSeq,P62328,1
6674,RefSeq,P82650,1
6675,RefSeq,O95319,1
6676,RefSeq,P30084,1
6677,RefSeq,Q5T280,1
6678,RefSeq,Q2TB90,1
6679,RefSeq,Q12904,1
6680,RefSeq,Q99832,1
6681,RefSeq,P67809,1
6682,RefSeq,Q9H857,1
6683,RefSeq,P11717,1
6684,RefSeq,Q8IWR1,1
6685,RefSeq,Q14566,1
6686,RefSeq,Q9H939,1
6687,RefSeq,Q9UKX7,1
6688,RefSeq,Q14699,1
6689,RefSeq,Q9BY44,1
6690,RefSeq,P29803,1
6691,RefSeq,Q9HCC0,1
6692,RefSeq,Q92600,1
6693,RefSeq,Q6P1A2,1
6694,RefSeq,Q14244,1
6695,RefSeq,Q9Y6N5,1
6696,RefSeq,Q9P2E9,1
6697,RefSeq,Q9Y2T2,1
6698,RefSeq,P24539,1
6699,RefSeq,Q9UBQ5,1
6700,RefSeq,P26583,1
6701,RefSeq,P23193,1
6702,RefSeq,P42167,1
6703,RefSeq,Q96HY6,1
6704,RefSeq,Q9H1C4,1
6705,RefSeq,Q8NI36,1
6706,RefSeq,P13498,1
6707,RefSeq,P11279,1
6708,RefSeq,P10768,1
6709,RefSeq,P20042,1
6710,RefSeq,Q9HAW4,1
6711,RefSeq,Q9NXE4,1
6712,RefSeq,Q6NXT4,1
6713,RefSeq,Q9UMX0,1
6714,RefSeq,Q6DD87,1
6715,RefSeq,P50395,1
6716,RefSeq,O00425,1
6717,RefSeq,O75369,1
6718,RefSeq,O60493,1
6719,RefSeq,Q9Y263,1
6720,RefSeq,P02008,1
6721,RefSeq,P50851,1
6722,RefSeq,Q9BWH6,1
6723,RefSeq,Q9Y230,1
6724,RefSeq,O95139,1
6725,RefSeq,Q9BXK5,1
6726,RefSeq,P05387,1
6727,RefSeq,P24534,1
6728,RefSeq,O43292,1
6729,RefSeq,O43156,1
6730,RefSeq,Q5TF21,1
6731,RefSeq,Q9BPX5,1
6732,RefSeq,Q96I24,1
6733,RefSeq,O15120,1
6734,RefSeq,Q96IX5,1
6735,RefSeq,Q9NYB0,1
6736,RefSeq,Q96J02,1
6737,RefSeq,Q9Y3B9,1
6738,RefSeq,Q15021,1
6739,RefSeq,O43681,1
6740,RefSeq,Q9BUV8,1
6741,RefSeq,Q9H2U1,1
6742,RefSeq,Q99575,1
6743,RefSeq,O75348,1
6744,RefSeq,O94822,1
6745,RefSeq,Q13501,1
6746,RefSeq,O75844,1
6747,RefSeq,P07108,1
6748,RefSeq,Q92572,1
6749,RefSeq,Q8N4V1,1
6750,RefSeq,O75592,1
6751,RefSeq,Q7Z2T5,1
6752,RefSeq,P49915,1
6753,RefSeq,O43583,1
6754,RefSeq,Q9Y6W5,1
6755,RefSeq,O15270,1
6756,RefSeq,P31146,1
6757,RefSeq,Q9Y6Y8,1
6758,RefSeq,Q969Z0,1
6759,RefSeq,Q5T0W9,1
6760,RefSeq,Q5T160,1
6761,RefSeq,Q7Z4W1,1
6762,RefSeq,P30740,1
6763,RefSeq,Q9NRX4,1
6764,RefSeq,Q92804,1
6765,RefSeq,P61764,1
6766,RefSeq,P63279,1
6767,RefSeq,Q9BPW8,1
6768,RefSeq,Q8IZW8,1
6769,RefSeq,P07197,1
6770,RefSeq,P49770,1
6771,RefSeq,Q9NPD3,1
6772,RefSeq,O43847,1
6773,RefSeq,Q9UNL2,1
6774,RefSeq,P50748,1
6775,RefSeq,Q15070,1
6776,RefSeq,Q96R06,1
6777,RefSeq,O43598,1
6778,RefSeq,Q9BQG0,1
6779,RefSeq,P17858,1
6780,RefSeq,Q5U3C3,1
6781,RefSeq,O00567,1
6782,RefSeq,Q9UI26,1
6783,RefSeq,Q99805,1
6784,RefSeq,P55735,1
6785,RefSeq,Q5T8P6,1
6786,RefSeq,Q9HB71,1
6787,RefSeq,Q13596,1
6788,RefSeq,Q03519,1
6789,RefSeq,O43396,1
6790,RefSeq,O60264,1
6791,RefSeq,Q9UJX3,1
6792,RefSeq,P60903,1
6793,RefSeq,Q27J81,1
6794,RefSeq,P36957,1
6795,RefSeq,Q9Y6D6,1
6796,RefSeq,Q63HN8,1
6797,RefSeq,Q14139,1
6798,RefSeq,Q86V85,1
6799,RefSeq,Q5T6F2,1
6800,RefSeq,Q9UN86,1
6801,RefSeq,Q14444,1
6802,RefSeq,P62314,1
6803,RefSeq,Q05639,1
6804,RefSeq,Q9UK41,1
6805,RefSeq,O95864,1
6806,RefSeq,Q9NY65,1
6807,RefSeq,O60762,1
6808,RefSeq,Q15149,1
6809,RefSeq,P61619,1
6810,RefSeq,O43795,1
6811,RefSeq,Q13263,1
6812,RefSeq,Q8WYA6,1
6813,RefSeq,P16949,1
6814,RefSeq,O43822,1
6815,RefSeq,Q13042,1
6816,RefSeq,Q5JTV8,1
6817,RefSeq,Q5SRE5,1
6818,RefSeq,Q15286,1
6819,RefSeq,Q15003,1
6820,RefSeq,Q9NR50,1
6821,RefSeq,Q12873,1
6822,RefSeq,Q9C0E8,1
6823,RefSeq,O94919,1
6824,RefSeq,Q13283,1
6825,RefSeq,O75380,1
6826,RefSeq,Q9NVC3,1
6827,RefSeq,Q96JI7,1
6828,RefSeq,P36543,1
6829,RefSeq,P15924,1
6830,RefSeq,O75828,1
6831,RefSeq,Q9BT09,1
6832,RefSeq,Q92609,1
6833,RefSeq,P31483,1
6834,RefSeq,P57678,1
6835,RefSeq,Q9ULX6,1
6836,RefSeq,Q9Y295,1
6837,RefSeq,P13073,1
6838,RefSeq,P30040,1
6839,RefSeq,Q15631,1
6840,RefSeq,Q9NVS2,1
6841,RefSeq,O60711,1
6842,RefSeq,Q9BSD7,1
6843,RefSeq,Q15006,1
6844,RefSeq,Q3YEC7,1
6845,RefSeq,Q9NTI5,1
6846,RefSeq,P12829,1
6847,RefSeq,Q86SK9,1
6848,RefSeq,Q8NBJ5,1
6849,RefSeq,Q8WXF1,1
6850,RefSeq,Q9Y5L0,1
6851,RefSeq,Q9Y5Q9,1
6852,RefSeq,Q9P0L0,1
6853,RefSeq,Q06210,1
6854,RefSeq,Q8TAQ2,1
6855,RefSeq,Q7L8L6,1
6856,RefSeq,Q9UFN0,1
6857,RefSeq,P62318,1
6858,RefSeq,O95197,1
6859,RefSeq,Q8WW12,1
6860,RefSeq,O60925,1
6861,RefSeq,P08243,1
6862,RefSeq,Q9UKD2,1
6863,RefSeq,Q969V3,1
6864,RefSeq,P78382,1
6865,RefSeq,Q9UBR2,1
6866,RefSeq,O60234,1
6867,RefSeq,Q9P0I2,1
6868,RefSeq,P46926,1
6869,RefSeq,P49419,1
6870,RefSeq,Q9NTJ5,1
6871,RefSeq,Q99426,1
6872,RefSeq,Q96NJ6,1
6873,RefSeq,P32004,1
6874,RefSeq,Q9P287,1
6875,RefSeq,O15446,1
6876,RefSeq,P48059,1
6877,RefSeq,Q9Y3E0,1
6878,RefSeq,P46379,1
6879,RefSeq,Q5XKP0,1
6880,RefSeq,P12814,1
6881,RefSeq,Q9Y2Z0,1
6882,RefSeq,Q9BW92,1
6883,RefSeq,P20073,1
6884,RefSeq,Q9NZT2,1
6885,RefSeq,Q9Y6I8,1
6886,RefSeq,Q9Y617,1
6887,RefSeq,Q9Y4W6,1
6888,RefSeq,Q9Y289,1
6889,RefSeq,O14561,1
6890,RefSeq,P46459,1
6891,RefSeq,O75534,1
6892,RefSeq,P52597,1
6893,RefSeq,P13804,1
6894,RefSeq,Q68CP9,1
6895,RefSeq,P82673,1
6896,RefSeq,Q9UHA2,1
6897,RefSeq,Q8NE86,1
6898,RefSeq,P16930,1
6899,RefSeq,P12074,1
6900,RefSeq,P69892,1
6901,RefSeq,P26038,1
6902,RefSeq,O76003,1
6903,RefSeq,Q96EY8,1
6904,RefSeq,Q9UNZ2,1
6905,RefSeq,Q9Y3D6,1
6906,RefSeq,Q8TEM1,1
6907,RefSeq,Q8IZL8,1
6908,RefSeq,O15371,1
6909,RefSeq,Q9BXJ9,1
6910,RefSeq,Q9P0S9,1
6911,RefSeq,Q6NXT1,1
6912,RefSeq,Q9NZL9,1
6913,RefSeq,Q96EL2,1
6914,RefSeq,Q16555,1
6915,RefSeq,Q5VYK3,1
6916,RefSeq,P99999,1
6917,RefSeq,O75663,1
6918,RefSeq,Q12824,1
6919,RefSeq,Q92900,1
6920,RefSeq,Q8WY22,1
6921,RefSeq,Q9NX55,1
6922,RefSeq,Q9H061,1
6923,RefSeq,P34810,1
6924,RefSeq,Q96I15,1
6925,RefSeq,Q9BZF9,1
6926,RefSeq,P62633,1
6927,RefSeq,Q14964,1
6928,RefSeq,O60645,1
6929,RefSeq,O95163,1
6930,RefSeq,P23284,1
6931,RefSeq,O95292,1
6932,RefSeq,Q13423,1
6933,RefSeq,P60059,1
6934,RefSeq,Q9NXW2,1
6935,RefSeq,P12532,1
6936,RefSeq,Q8IY67,1
6937,RefSeq,P82933,1
6938,RefSeq,Q969N2,1
6939,RefSeq,Q53R41,1
6940,RefSeq,P69891,1
6941,RefSeq,Q9UKY7,1
6942,RefSeq,Q86V81,1
6943,RefSeq,Q9UPN7,1
6944,RefSeq,P16422,1
6945,RefSeq,P31946,1
6946,RefSeq,Q15084,1
6947,RefSeq,O43488,1
6948,RefSeq,Q92575,1
6949,RefSeq,Q9Y3C4,1
6950,RefSeq,P48960,1
6951,RefSeq,Q9NR45,1
6952,RefSeq,O43291,1
6953,RefSeq,Q9UNQ2,1
6954,RefSeq,Q9HDC9,1
6955,RefSeq,Q96I99,1
6956,RefSeq,Q9BRQ6,1
6957,RefSeq,Q9NVI1,1
6958,RefSeq,Q6YP21,1
6959,RefSeq,P37837,1
6960,RefSeq,P62820,1
6961,RefSeq,Q15785,1
6962,RefSeq,P10412,1
6963,RefSeq,P60981,1
6964,RefSeq,O75352,1
6965,RefSeq,P41227,1
6966,RefSeq,Q14165,1
6967,RefSeq,Q92504,1
6968,RefSeq,Q5VW32,1
6969,RefSeq,Q9Y3A5,1
6970,RefSeq,O96005,1
6971,RefSeq,Q9Y5J1,1
6972,RefSeq,O94874,1
6973,RefSeq,Q6PGP7,1
6974,RefSeq,P40222,1
6975,RefSeq,Q9P2W9,1
6976,RefSeq,Q8TDN6,1
6977,RefSeq,Q9H974,1
6978,RefSeq,Q96HC4,1
6979,RefSeq,P56385,1
6980,RefSeq,P00414,1
6981,RefSeq,Q13011,1
6982,RefSeq,P31150,1
6983,RefSeq,Q9BY32,1
6984,RefSeq,P50570,1
6985,RefSeq,P63010,1
6986,RefSeq,Q08379,1
6987,RefSeq,Q9BRP8,1
6988,RefSeq,Q9Y4P3,1
6989,RefSeq,P67936,1
6990,RefSeq,Q96KR1,1
6991,RefSeq,Q00325,1
6992,RefSeq,Q04864,1
6993,RefSeq,Q99627,1
6994,RefSeq,Q14203,1
6995,RefSeq,P24390,1
6996,RefSeq,Q16401,1
6997,RefSeq,O15173,1
6998,RefSeq,Q6JBY9,1
6999,RefSeq,Q6AI08,1
7000,RefSeq,P61221,1
7001,RefSeq,P43246,1
7002,RefSeq,Q96P70,1
7003,RefSeq,Q9H4B6,1
7004,RefSeq,P48634,1
7005,RefSeq,Q9H444,1
7006,RefSeq,Q15459,1
7007,RefSeq,Q8NBS9,1
7008,RefSeq,P11171,1
7009,RefSeq,P13693,1
7010,RefSeq,O95169,1
7011,RefSeq,Q9Y3B3,1
7012,RefSeq,P78406,1
7013,RefSeq,Q6YN16,1
7014,RefSeq,Q15637,1
7015,RefSeq,Q12874,1
7016,RefSeq,Q9H3P7,1
7017,RefSeq,Q9NQR4,1
7018,RefSeq,Q14728,1
7019,RefSeq,Q06323,1
7020,RefSeq,Q9Y3L5,1
7021,RefSeq,O00400,1
7022,RefSeq,O00154,1
7023,RefSeq,P33316,1
7024,RefSeq,P19388,1
7025,RefSeq,P03886,1
7026,RefSeq,P33121,1
7027,RefSeq,P10620,1
7028,RefSeq,Q56VL3,1
7029,RefSeq,Q9Y3I0,1
7030,RefSeq,Q6PKG0,1
7031,RefSeq,Q6ZNB6,1
7032,RefSeq,P25815,1
7033,RefSeq,O95299,1
7034,RefSeq,P35237,1
7035,RefSeq,P29084,1
7036,RefSeq,Q9Y679,1
7037,RefSeq,Q13838,1
7038,RefSeq,Q96A65,1
7039,RefSeq,O00233,1
7040,RefSeq,Q96H79,1
7041,RefSeq,Q9BRQ8,1
7042,RefSeq,Q9BWM7,1
7043,RefSeq,Q1KMD3,1
7044,RefSeq,Q5BJD5,1
7045,RefSeq,Q15050,1
7046,RefSeq,O43809,1
7047,RefSeq,Q9C0C2,1
7048,RefSeq,Q9ULA0,1
7049,RefSeq,O43826,1
7050,RefSeq,Q9NRN7,1
7051,RefSeq,Q8NEH6,1
7052,RefSeq,P38919,1
7053,RefSeq,P12270,1
7054,RefSeq,Q9NYU2,1
7055,RefSeq,Q9Y6M9,1
7056,RefSeq,Q8TEA8,1
7057,RefSeq,Q9BXU3,1
7058,RefSeq,Q9BVK6,1
7059,RefSeq,Q14318,1
7060,RefSeq,O94826,1
7061,RefSeq,P62304,1
7062,RefSeq,P27105,1
7063,RefSeq,Q15800,1
7064,RefSeq,Q3ZAQ7,1
7065,RefSeq,Q14684,1
7066,RefSeq,P09497,1
7067,RefSeq,Q9BZZ5,1
7068,RefSeq,O75396,1
7069,RefSeq,Q9UBU9,1
7070,RefSeq,Q9Y2A7,1
7071,RefSeq,Q96GC9,1
7072,RefSeq,Q05707,1
7073,RefSeq,O75347,1
7074,RefSeq,Q9BZK7,1
7075,RefSeq,Q6IN84,1
7076,RefSeq,Q9NRG9,1
7077,RefSeq,Q8TF72,1
7078,RefSeq,Q9UNI1,1
7079,RefSeq,NP_001962,1
7080,RefSeq,P68404,1
7081,RefSeq,NP_001229342,1
7082,RefSeq,NP_006246,1
7083,RefSeq,O60841,1
7084,RefSeq,4E96_A,1
7085,RefSeq,NP_001020108,1
7086,RefSeq,B5DFE2,1
7087,RefSeq,P49585,1
7088,RefSeq,NP_001748,1
