Rank,Type,ID,Molecule_Count
2646,RefSeq,P54748,5
2647,RefSeq,P52209,5
2648,RefSeq,P09382,5
2649,RefSeq,P21556,5
2650,RefSeq,P12337,5
2651,RefSeq,P21451,5
2652,RefSeq,P70536,5
2653,RefSeq,P23739,5
2654,RefSeq,P28300,5
2655,RefSeq,Q6P7A9,5
2656,RefSeq,NP_002554,5
2657,RefSeq,P46616,5
2658,RefSeq,Q14576,5
2659,RefSeq,P41182,5
2660,RefSeq,NP_000495,5
2661,RefSeq,P9WG47,5
2662,RefSeq,NP_001184152,5
2663,RefSeq,NP_001092289,5
2664,RefSeq,P08219,5
2665,RefSeq,P08220,5
2666,RefSeq,Q8NI77,5
2667,RefSeq,NP_002155,5
2668,RefSeq,P46721,5
2669,RefSeq,Q92993,5
2670,RefSeq,P43119,5
2671,RefSeq,NP_001153633,5
2672,RefSeq,Q62868,5
2673,RefSeq,O08914,5
2674,RefSeq,NP_001138774,5
2675,RefSeq,O75343,5
2676,RefSeq,P33402,5
2677,RefSeq,Q14654,5
2678,RefSeq,Q09428,5
2679,RefSeq,NP_740721,5
2680,RefSeq,Q9Y6A2,5
2681,RefSeq,NP_001159533,5
2682,RefSeq,P95276,5
2683,RefSeq,NP_000951,5
2684,RefSeq,P55157,5
2685,RefSeq,Q13586,5
2686,RefSeq,Q6V1X1,5
2687,RefSeq,Q86TI2,5
2688,RefSeq,P28907,5
2689,RefSeq,O75899,5
2690,RefSeq,Q9UBS5,5
2691,RefSeq,NP_001180235,5
2692,RefSeq,P13516,5
2693,RefSeq,Q96JM7,5
2694,RefSeq,P07686,5
2695,RefSeq,P30561,5
2696,RefSeq,NP_001091671,5
2697,RefSeq,Q03111,5
2698,RefSeq,P24008,5
2699,RefSeq,P31214,5
2700,RefSeq,NP_001171536,5
2701,RefSeq,Q28156,5
2702,RefSeq,Q8NHU3,5
2703,RefSeq,AAH00368,5
2704,RefSeq,P49019,5
2705,RefSeq,NP_001002911,5
2706,RefSeq,P49881,5
2707,RefSeq,E3UJZ5,5
2708,RefSeq,AAI42682,5
2709,RefSeq,P11413,5
2710,RefSeq,P11474,5
2711,RefSeq,Q13507,5
2712,RefSeq,P17752,5
2713,RefSeq,B2GV46,5
2714,RefSeq,P05121,5
2715,RefSeq,P04792,5
2716,RefSeq,P04439,5
2717,RefSeq,Q8WWX8,5
2718,RefSeq,NP_001157,5
2719,RefSeq,Q13489,5
2720,RefSeq,NP_001158,5
2721,RefSeq,O15550,5
2722,RefSeq,P11344,5
2723,RefSeq,A2RP81,5
2724,RefSeq,Q9ERZ4,5
2725,RefSeq,P14916,5
2726,RefSeq,Q9Z0U5,5
2727,RefSeq,YP_001253342,5
2728,RefSeq,AAH92442,5
2729,RefSeq,Q96W81,5
2730,RefSeq,CAA54142,5
2731,RefSeq,NP_077809,5
2732,RefSeq,P15559,5
2733,RefSeq,O35913,5
2734,RefSeq,NP_000955,5
2735,RefSeq,Q9R0W2,5
2736,RefSeq,NP_002256,5
2737,RefSeq,NP_005692,5
2738,RefSeq,NP_034735,5
2739,RefSeq,Q92753,5
2740,RefSeq,NP_001124468,5
2741,RefSeq,P00761,5
2742,RefSeq,Q28044,5
2743,RefSeq,P25779,5
2744,RefSeq,Q0VTR6,5
2745,RefSeq,G3HDX1,5
2746,RefSeq,P02770,5
2747,RefSeq,Q8VC69,5
2748,RefSeq,NP_062187,5
2749,RefSeq,P05981,5
2750,RefSeq,NP_001231612,5
2751,RefSeq,BAE54513,5
2752,RefSeq,YP_016573,5
2753,RefSeq,NP_001033688,4
2754,RefSeq,P43235,4
2755,RefSeq,F5B4I0,4
2756,RefSeq,Q62137,4
2757,RefSeq,Q62120,4
2758,RefSeq,Q6DWJ6,4
2759,RefSeq,NP_006630,4
2760,RefSeq,NP_001035,4
2761,RefSeq,P18084,4
2762,RefSeq,Q9UBT2,4
2763,RefSeq,P14600,4
2764,RefSeq,Q9UBL3,4
2765,RefSeq,Q15291,4
2766,RefSeq,Q60613,4
2767,RefSeq,Q4VQ11,4
2768,RefSeq,Q61618,4
2769,RefSeq,P0C6X6,4
2770,RefSeq,P05532,4
2771,RefSeq,NP_001124527,4
2772,RefSeq,NP_004750,4
2773,RefSeq,P25090,4
2774,RefSeq,O60658,4
2775,RefSeq,P00750,4
2776,RefSeq,P16177,4
2777,RefSeq,Q9BY66,4
2778,RefSeq,NP_620637,4
2779,RefSeq,NP_620448,4
2780,RefSeq,Q15370,4
2781,RefSeq,P13612,4
2782,RefSeq,Q04760,4
2783,RefSeq,P14550,4
2784,RefSeq,Q9WUD2,4
2785,RefSeq,Q13126,4
2786,RefSeq,P15692,4
2787,RefSeq,Q8N543,4
2788,RefSeq,Q9H6Z9,4
2789,RefSeq,Q9HCG7,4
2790,RefSeq,Q07699,4
2791,RefSeq,O60939,4
2792,RefSeq,Q9H1C0,4
2793,RefSeq,Q9BZ95,4
2794,RefSeq,P24046,4
2795,RefSeq,P50129,4
2796,RefSeq,Q15119,4
2797,RefSeq,Q16654,4
2798,RefSeq,Q8NET8,4
2799,RefSeq,NP_001009877,4
2800,RefSeq,NP_940799,4
2801,RefSeq,P27791,4
2802,RefSeq,Q91ZY3,4
2803,RefSeq,Q61263,4
2804,RefSeq,P00491,4
2805,RefSeq,P55859,4
2806,RefSeq,P50225,4
2807,RefSeq,P49888,4
2808,RefSeq,Q60614,4
2809,RefSeq,Q16769,4
2810,RefSeq,Q9NXS2,4
2811,RefSeq,P10608,4
2812,RefSeq,P06762,4
2813,RefSeq,Q9QYJ6,4
2814,RefSeq,O60603,4
2815,RefSeq,Q9UBL9,4
2816,RefSeq,NP_000834,4
2817,RefSeq,P62942,4
2818,RefSeq,P02708,4
2819,RefSeq,NP_001243514,4
2820,RefSeq,NP_001005407,4
2821,RefSeq,Q9P0X4,4
2822,RefSeq,NP_001243290,4
2823,RefSeq,P11103,4
2824,RefSeq,Q9EPK8,4
2825,RefSeq,P05412,4
2826,RefSeq,P08473,4
2827,RefSeq,Q6P988,4
2828,RefSeq,P20153,4
2829,RefSeq,P34021,4
2830,RefSeq,Q9Y5X9,4
2831,RefSeq,Q9BXA5,4
2832,RefSeq,Q16552,4
2833,RefSeq,Q13093,4
2834,RefSeq,P17655,4
2835,RefSeq,P54709,4
2836,RefSeq,Q61503,4
2837,RefSeq,P48443,4
2838,RefSeq,Q92570,4
2839,RefSeq,Q12830,4
2840,RefSeq,NP_003045,4
2841,RefSeq,Q8BRU6,4
2842,RefSeq,Q923Y8,4
2843,RefSeq,P00797,4
2844,RefSeq,P08236,4
2845,RefSeq,P13674,4
2846,RefSeq,P30553,4
2847,RefSeq,Q9NYA1,4
2848,RefSeq,Q13304,4
2849,RefSeq,P51582,4
2850,RefSeq,Q9UKP6,4
2851,RefSeq,P80365,4
2852,RefSeq,Q9NR63,4
2853,RefSeq,Q99523,4
2854,RefSeq,Q9Y239,4
2855,RefSeq,P39748,4
2856,RefSeq,P42679,4
2857,RefSeq,P51817,4
2858,RefSeq,NP_001006945,4
2859,RefSeq,NP_003168,4
2860,RefSeq,NP_055387,4
2861,RefSeq,NP_543013,4
2862,RefSeq,NP_002741,4
2863,RefSeq,NP_005237,4
2864,RefSeq,NP_775267,4
2865,RefSeq,BAA36547,4
2866,RefSeq,NP_002750,4
2867,RefSeq,NP_996844,4
2868,RefSeq,NP_004577,4
2869,RefSeq,NP_001006666,4
2870,RefSeq,Q86Y07,4
2871,RefSeq,P62280,4
2872,RefSeq,P62888,4
2873,RefSeq,P61313,4
2874,RefSeq,P61254,4
2875,RefSeq,P23396,4
2876,RefSeq,P62269,4
2877,RefSeq,P62266,4
2878,RefSeq,P42677,4
2879,RefSeq,P62241,4
2880,RefSeq,P18077,4
2881,RefSeq,P62424,4
2882,RefSeq,P63173,4
2883,RefSeq,P15880,4
2884,RefSeq,P61353,4
2885,RefSeq,P61247,4
2886,RefSeq,P27635,4
2887,RefSeq,P32969,4
2888,RefSeq,P62081,4
2889,RefSeq,P62851,4
2890,RefSeq,P62847,4
2891,RefSeq,P60866,4
2892,RefSeq,P30050,4
2893,RefSeq,P25398,4
2894,RefSeq,P62917,4
2895,RefSeq,P62753,4
2896,RefSeq,P62277,4
2897,RefSeq,P62857,4
2898,RefSeq,P62913,4
2899,RefSeq,Q02543,4
2900,RefSeq,P62906,4
2901,RefSeq,P50914,4
2902,RefSeq,P62841,4
2903,RefSeq,P62750,4
2904,RefSeq,P46778,4
2905,RefSeq,O95436,4
2906,RefSeq,P15917,4
2907,RefSeq,P09238,4
2908,RefSeq,Q9UNA0,4
2909,RefSeq,Q8TBC4,4
2910,RefSeq,Q13564,4
2911,RefSeq,Q9UBE0,4
2912,RefSeq,P17844,4
2913,RefSeq,Q9Y6K1,4
2914,RefSeq,NP_056216,4
2915,RefSeq,NP_001175,4
2916,RefSeq,NP_054721,4
2917,RefSeq,P9WIS7,4
2918,RefSeq,NP_000011,4
2919,RefSeq,P19785,4
2920,RefSeq,I6LNT8,4
2921,RefSeq,B2LUN4,4
2922,RefSeq,NP_476500,4
2923,RefSeq,P42263,4
2924,RefSeq,Q60795,4
2925,RefSeq,P14207,4
2926,RefSeq,P15328,4
2927,RefSeq,Q96NT5,4
2928,RefSeq,P41440,4
2929,RefSeq,Q6ZN18,4
2930,RefSeq,P30838,4
2931,RefSeq,Q96FW1,4
2932,RefSeq,P35520,4
2933,RefSeq,Q13155,4
2934,RefSeq,Q94F81,4
2935,RefSeq,Q15750,4
2936,RefSeq,NP_002568,4
2937,RefSeq,NP_998725,4
2938,RefSeq,CAG47067,4
2939,RefSeq,Q96Q04,4
2940,RefSeq,Q9Y2H9,4
2941,RefSeq,Q96RG2,4
2942,RefSeq,P0DPI0,4
2943,RefSeq,NP_036245,4
2944,RefSeq,CAI14764,4
2945,RefSeq,P29401,4
2946,RefSeq,P12236,4
2947,RefSeq,Q06830,4
2948,RefSeq,O75643,4
2949,RefSeq,P04899,4
2950,RefSeq,Q709F0,4
2951,RefSeq,Q9NSD9,4
2952,RefSeq,P0DP23,4
2953,RefSeq,P30519,4
2954,RefSeq,Q9UKK9,4
2955,RefSeq,P30837,4
2956,RefSeq,P62937,4
2957,RefSeq,P55786,4
2958,RefSeq,P38646,4
2959,RefSeq,P13861,4
2960,RefSeq,P43686,4
2961,RefSeq,P36776,4
2962,RefSeq,Q9Y265,4
2963,RefSeq,O14929,4
2964,RefSeq,Q08211,4
2965,RefSeq,P17174,4
2966,RefSeq,P51149,4
2967,RefSeq,Q9BZE4,4
2968,RefSeq,P37268,4
2969,RefSeq,Q9H773,4
2970,RefSeq,Q9UHL4,4
2971,RefSeq,Q14839,4
2972,RefSeq,Q9NRL2,4
2973,RefSeq,P04156,4
2974,RefSeq,P00766,4
2975,RefSeq,AAA24585,4
2976,RefSeq,NP_036611,4
2977,RefSeq,P97477,4
2978,RefSeq,NP_112214,4
2979,RefSeq,NP_001013725,4
2980,RefSeq,NP_002410,4
2981,RefSeq,NP_055726,4
2982,RefSeq,NP_005560,4
2983,RefSeq,NP_006204,4
2984,RefSeq,P04441,4
2985,RefSeq,NP_001159403,4
2986,RefSeq,NP_001024,4
2987,RefSeq,Q01538,4
2988,RefSeq,P30279,4
2989,RefSeq,Q01043,4
2990,RefSeq,Q8WYR1,4
2991,RefSeq,Q9Z1L0,4
2992,RefSeq,Q92905,4
2993,RefSeq,NP_003598,4
2994,RefSeq,NP_004293,4
2995,RefSeq,ABJ54071,4
2996,RefSeq,NP_005292,4
2997,RefSeq,NP_006284,4
2998,RefSeq,NP_032339,4
2999,RefSeq,Q9JKC1,4
3000,RefSeq,NP_056646,4
3001,RefSeq,P21700,4
3002,RefSeq,C4LRQ6,4
3003,RefSeq,P03474,4
3004,RefSeq,A5Z252,4
3005,RefSeq,P49356,4
3006,RefSeq,P25116,4
3007,RefSeq,AHN13044,4
3008,RefSeq,Q9ULW0,4
3009,RefSeq,P43005,4
3010,RefSeq,Q14416,4
3011,RefSeq,Q13003,4
3012,RefSeq,O35904,4
3013,RefSeq,NP_057051,4
3014,RefSeq,EAX07085,4
3015,RefSeq,NP_004349,4
3016,RefSeq,AAH95408,4
3017,RefSeq,NP_004408,4
3018,RefSeq,Q13418,4
3019,RefSeq,Q9NQR1,4
3020,RefSeq,NP_079033,4
3021,RefSeq,P62575,4
3022,RefSeq,P00469,4
3023,RefSeq,Q05932,4
3024,RefSeq,P00375,4
3025,RefSeq,C3SWJ7,4
3026,RefSeq,NP_954592,4
3027,RefSeq,Q9NY59,4
3028,RefSeq,P04054,4
3029,RefSeq,P14555,4
3030,RefSeq,NP_001832,4
3031,RefSeq,P15144,4
3032,RefSeq,Q9NR22,4
3033,RefSeq,O95136,4
3034,RefSeq,Q16548,4
3035,RefSeq,P11412,4
3036,RefSeq,P17931,4
3037,RefSeq,Q29010,4
3038,RefSeq,NP_444178,4
3039,RefSeq,P30989,4
3040,RefSeq,Q9EPX4,4
3041,RefSeq,P21588,4
3042,RefSeq,P13661,4
3043,RefSeq,Q9F663,4
3044,RefSeq,Q01469,4
3045,RefSeq,Q6QLK5,4
3046,RefSeq,P0C1U9,4
3047,RefSeq,P9WG45,4
3048,RefSeq,P0A017,4
3049,RefSeq,P22300,4
3050,RefSeq,P20237,4
3051,RefSeq,P10063,4
3052,RefSeq,P10064,4
3053,RefSeq,Q12791,4
3054,RefSeq,O15554,4
3055,RefSeq,NP_001547,4
3056,RefSeq,P48974,4
3057,RefSeq,Q9H9Z2,4
3058,RefSeq,P70496,4
3059,RefSeq,Q64729,4
3060,RefSeq,P80385,4
3061,RefSeq,P54645,4
3062,RefSeq,Q11130,4
3063,RefSeq,NP_032454,4
3064,RefSeq,NP_001005738,4
3065,RefSeq,P08104,4
3066,RefSeq,P24462,4
3067,RefSeq,Q9HB55,4
3068,RefSeq,Q06486,4
3069,RefSeq,Q9ERM3,4
3070,RefSeq,Q9Z2A7,4
3071,RefSeq,AAZ82016,4
3072,RefSeq,P32247,4
3073,RefSeq,P15428,4
3074,RefSeq,P43004,4
3075,RefSeq,O02824,4
3076,RefSeq,P54687,4
3077,RefSeq,Q9QZX8,4
3078,RefSeq,P26435,4
3079,RefSeq,Q9BW60,4
3080,RefSeq,NP_001154825,4
3081,RefSeq,NP_742107,4
3082,RefSeq,NP_751895,4
3083,RefSeq,P08419,4
3084,RefSeq,P14740,4
3085,RefSeq,Q7TMA4,4
3086,RefSeq,Q9UBN4,4
3087,RefSeq,Q9BQB4,4
3088,RefSeq,Q9H7B4,4
3089,RefSeq,Q80Z39,4
3090,RefSeq,NP_057646,4
3091,RefSeq,P49682,4
3092,RefSeq,NP_001498,4
3093,RefSeq,P11597,4
3094,RefSeq,O00418,4
3095,RefSeq,O15527,4
3096,RefSeq,P18405,4
3097,RefSeq,P49654,4
3098,RefSeq,P47199,4
3099,RefSeq,Q9BEG3,4
3100,RefSeq,P51450,4
3101,RefSeq,P16473,4
3102,RefSeq,Q9Y468,4
3103,RefSeq,P10145,4
3104,RefSeq,NP_149039,4
3105,RefSeq,NP_001782,4
3106,RefSeq,EMB09144,4
3107,RefSeq,Q62968,4
3108,RefSeq,A4TVL0,4
3109,RefSeq,P22443,4
3110,RefSeq,Q9H237,4
3111,RefSeq,O14638,4
3112,RefSeq,P19156,4
3113,RefSeq,NP_001124170,4
3114,RefSeq,Q9UPP1,4
3115,RefSeq,P00591,4
3116,RefSeq,P70502,4
3117,RefSeq,P11715,4
3118,RefSeq,O43868,4
3119,RefSeq,P59533,4
3120,RefSeq,NP_112290,4
3121,RefSeq,O08532,4
3122,RefSeq,O95718,4
3123,RefSeq,P62508,4
3124,RefSeq,Q86VZ5,4
3125,RefSeq,O94759,4
3126,RefSeq,Q8NHM5,4
3127,RefSeq,Q63424,4
3128,RefSeq,P06700,4
3129,RefSeq,P31213,4
3130,RefSeq,P06730,4
3131,RefSeq,P00813,4
3132,RefSeq,P34897,4
3133,RefSeq,Q9ULD4,4
3134,RefSeq,NP_001420,4
3135,RefSeq,P0DUB6,4
3136,RefSeq,NP_004178,4
3137,RefSeq,P33302,4
3138,RefSeq,P35991,4
3139,RefSeq,NP_215062,4
3140,RefSeq,NP_076869,4
3141,RefSeq,P9WPL4,4
3142,RefSeq,ABC40742,4
3143,RefSeq,Q04400,4
3144,RefSeq,Q62666,4
3145,RefSeq,P69996,4
3146,RefSeq,XP_001352189,4
3147,RefSeq,P05181,4
3148,RefSeq,Q9H7Z7,4
3149,RefSeq,P30531,4
3150,RefSeq,P31648,4
3151,RefSeq,P47811,4
3152,RefSeq,P9WPP9,4
3153,RefSeq,Q9UNU6,4
3154,RefSeq,P9WPP7,4
3155,RefSeq,NP_001106210,4
3156,RefSeq,NP_036649,4
3157,RefSeq,NP_037102,4
3158,RefSeq,NP_004442,4
3159,RefSeq,ZP_02619427,4
3160,RefSeq,NP_570718,4
3161,RefSeq,P05959,4
3162,RefSeq,P24740,4
3163,RefSeq,P03369,4
3164,RefSeq,Q9ERZ3,4
3165,RefSeq,NP_001035751,4
3166,RefSeq,NP_001127757,4
3167,RefSeq,NP_006177,4
3168,RefSeq,NP_001025174,4
3169,RefSeq,NP_002934,4
3170,RefSeq,P19091,4
3171,RefSeq,NP_000957,4
3172,RefSeq,NP_005645,4
3173,RefSeq,P10613,4
3174,RefSeq,P23743,4
3175,RefSeq,BAC16799,4
3176,RefSeq,NP_002763,4
3177,RefSeq,P37058,4
3178,RefSeq,1BQI_A,4
3179,RefSeq,Q25615,4
3180,RefSeq,Q0VTR8,4
3181,RefSeq,Q4G017,4
3182,RefSeq,NP_001164560,4
3183,RefSeq,P20648,4
3184,RefSeq,P51164,4
3185,RefSeq,NP_001070659,4
3186,RefSeq,NP_000060,4
3187,RefSeq,CAH72619,4
3188,RefSeq,NP_001895,4
3189,RefSeq,NP_001239563,4
3190,RefSeq,NP_001177848,4
3191,RefSeq,A3RLP8,4
3192,RefSeq,NP_001165291,4
3193,RefSeq,NP_001191340,4
3194,RefSeq,Q9BU89,4
3195,RefSeq,P00807,4
3196,RefSeq,NP_001032436,4
3197,RefSeq,CAI12638,4
3198,RefSeq,P00730,4
3199,RefSeq,P00166,4
3200,RefSeq,P29473,4
3201,RefSeq,NP_036779,4
3202,RefSeq,NP_035230,4
3203,RefSeq,NP_001069826,4
3204,RefSeq,2OS9_A,4
3205,RefSeq,P47748,3
3206,RefSeq,P52332,3
3207,RefSeq,Q01726,3
3208,RefSeq,Q9UIF9,3
3209,RefSeq,Q9UIF8,3
3210,RefSeq,Q9NVM4,3
3211,RefSeq,O60678,3
3212,RefSeq,NP_203694,3
3213,RefSeq,P0DTC1,3
3214,RefSeq,P25322,3
3215,RefSeq,P35917,3
3216,RefSeq,Q9JI35,3
3217,RefSeq,Q9WMX2,3
3218,RefSeq,NP_001034708,3
3219,RefSeq,NP_038650,3
3220,RefSeq,Q15131,3
3221,RefSeq,P08709,3
3222,RefSeq,P00760,3
3223,RefSeq,NP_000497,3
3224,RefSeq,P16610,3
3225,RefSeq,P32248,3
3226,RefSeq,NP_001128516,3
3227,RefSeq,Q13617,3
3228,RefSeq,P62877,3
3229,RefSeq,P26010,3
3230,RefSeq,NP_001619,3
3231,RefSeq,NP_114188,3
3232,RefSeq,NP_001243228,3
3233,RefSeq,Q8N371,3
3234,RefSeq,P35573,3
3235,RefSeq,P70627,3
3236,RefSeq,O15438,3
3237,RefSeq,P02753,3
3238,RefSeq,Q9Y5S1,3
3239,RefSeq,P18688,3
3240,RefSeq,NP_001154889,3
3241,RefSeq,NP_001074924,3
3242,RefSeq,P30082,3
3243,RefSeq,O60894,3
3244,RefSeq,Q91Y86,3
3245,RefSeq,P26012,3
3246,RefSeq,P23791,3
3247,RefSeq,P50482,3
3248,RefSeq,Q9Z2V5,3
3249,RefSeq,NP_112503,3
3250,RefSeq,Q9P0U3,3
3251,RefSeq,P45974,3
3252,RefSeq,AAI30529,3
3253,RefSeq,Q13451,3
3254,RefSeq,Q02790,3
3255,RefSeq,P35349,3
3256,RefSeq,P12268,3
3257,RefSeq,P56696,3
3258,RefSeq,Q9NR82,3
3259,RefSeq,Q64640,3
3260,RefSeq,P9WID5,3
3261,RefSeq,NP_002653,3
3262,RefSeq,NP_002654,3
3263,RefSeq,NP_001158195,3
3264,RefSeq,Q15562,3
3265,RefSeq,P46937,3
3266,RefSeq,NP_065110,3
3267,RefSeq,Q9JJX6,3
3268,RefSeq,Q01815,3
3269,RefSeq,P21275,3
3270,RefSeq,BAB91222,3
3271,RefSeq,NP_004094,3
3272,RefSeq,P35790,3
3273,RefSeq,Q9UBS0,3
3274,RefSeq,P22199,3
3275,RefSeq,P50993,3
3276,RefSeq,P54710,3
3277,RefSeq,Q13733,3
3278,RefSeq,P13637,3
3279,RefSeq,P14415,3
3280,RefSeq,Q8NCG7,3
3281,RefSeq,Q9Y4K0,3
3282,RefSeq,P0A9P4,3
3283,RefSeq,P51682,3
3284,RefSeq,NP_077046,3
3285,RefSeq,NP_599155,3
3286,RefSeq,NP_444435,3
3287,RefSeq,Q15465,3
3288,RefSeq,P23921,3
3289,RefSeq,P04141,3
3290,RefSeq,P10147,3
3291,RefSeq,Q16658,3
3292,RefSeq,Q07973,3
3293,RefSeq,P04799,3
3294,RefSeq,NP_001138897,3
3295,RefSeq,NP_001159687,3
3296,RefSeq,P49448,3
3297,RefSeq,Q9NPC2,3
3298,RefSeq,Q63931,3
3299,RefSeq,P33012,3
3300,RefSeq,P29452,3
3301,RefSeq,Q9NRA0,3
3302,RefSeq,NP_795344,3
3303,RefSeq,P56718,3
3304,RefSeq,P61794,3
3305,RefSeq,Q01196,3
3306,RefSeq,Q13951,3
3307,RefSeq,NP_115670,3
3308,RefSeq,NP_055030,3
3309,RefSeq,NP_006292,3
3310,RefSeq,Q00532,3
3311,RefSeq,NP_006540,3
3312,RefSeq,NP_036527,3
3313,RefSeq,NP_004374,3
3314,RefSeq,NP_001249,3
3315,RefSeq,NP_002587,3
3316,RefSeq,NP_002935,3
3317,RefSeq,AAB40118,3
3318,RefSeq,NP_006365,3
3319,RefSeq,NP_872198,3
3320,RefSeq,Q01813,3
3321,RefSeq,P39023,3
3322,RefSeq,P05386,3
3323,RefSeq,P49207,3
3324,RefSeq,P35268,3
3325,RefSeq,P18124,3
3326,RefSeq,P46777,3
3327,RefSeq,P08708,3
3328,RefSeq,P62829,3
3329,RefSeq,Q9Y3U8,3
3330,RefSeq,P62861,3
3331,RefSeq,P46781,3
3332,RefSeq,P26373,3
3333,RefSeq,P63220,3
3334,RefSeq,P46779,3
3335,RefSeq,P61513,3
3336,RefSeq,P46776,3
3337,RefSeq,Q07020,3
3338,RefSeq,P18621,3
3339,RefSeq,P42766,3
3340,RefSeq,P40429,3
3341,RefSeq,P62899,3
3342,RefSeq,P84098,3
3343,RefSeq,P62263,3
3344,RefSeq,P36578,3
3345,RefSeq,P62979,3
3346,RefSeq,NP_001036194,3
3347,RefSeq,P04233,3
3348,RefSeq,P41212,3
3349,RefSeq,P51511,3
3350,RefSeq,O30463,3
3351,RefSeq,P22906,3
3352,RefSeq,Q16543,3
3353,RefSeq,Q9UJW3,3
3354,RefSeq,XP_001350099,3
3355,RefSeq,P20786,3
3356,RefSeq,NP_001138778,3
3357,RefSeq,P9WHH9,3
3358,RefSeq,NP_002418,3
3359,RefSeq,NP_004320,3
3360,RefSeq,NP_079440,3
3361,RefSeq,O08537,3
3362,RefSeq,P42226,3
3363,RefSeq,Q6ZQW0,3
3364,RefSeq,P11497,3
3365,RefSeq,1ELR_A,3
3366,RefSeq,Q12906,3
3367,RefSeq,O75604,3
3368,RefSeq,NP_001884,3
3369,RefSeq,P61024,3
3370,RefSeq,P62805,3
3371,RefSeq,NP_002638,3
3372,RefSeq,NP_000294,3
3373,RefSeq,Q2M385,3
3374,RefSeq,P12955,3
3375,RefSeq,Q9UBM7,3
3376,RefSeq,NP_001058,3
3377,RefSeq,Q99P97,3
3378,RefSeq,Q5RJZ2,3
3379,RefSeq,O75376,3
3380,RefSeq,Q99P96,3
3381,RefSeq,Q6P6W3,3
3382,RefSeq,NP_079103,3
3383,RefSeq,B1WBY8,3
3384,RefSeq,Q4QQW4,3
3385,RefSeq,Q99P99,3
3386,RefSeq,Q96KB5,3
3387,RefSeq,P61075,3
3388,RefSeq,Q99558,3
3389,RefSeq,NP_002749,3
3390,RefSeq,Q9NRH2,3
3391,RefSeq,NP_003001,3
3392,RefSeq,Q16881,3
3393,RefSeq,Q6P5Z2,3
3394,RefSeq,Q9Y3S1,3
3395,RefSeq,Q6ZN16,3
3396,RefSeq,Q3U3Q1,3
3397,RefSeq,Q28021,3
3398,RefSeq,Q6VAB6,3
3399,RefSeq,P31391,3
3400,RefSeq,P30874,3
3401,RefSeq,O75400,3
3402,RefSeq,O60832,3
3403,RefSeq,P29692,3
3404,RefSeq,Q08945,3
3405,RefSeq,P48556,3
3406,RefSeq,Q16186,3
3407,RefSeq,O75306,3
3408,RefSeq,P46013,3
3409,RefSeq,O75694,3
3410,RefSeq,Q07955,3
3411,RefSeq,Q9BXS5,3
3412,RefSeq,P78371,3
3413,RefSeq,Q15758,3
3414,RefSeq,Q13813,3
3415,RefSeq,P60174,3
3416,RefSeq,Q9P2R7,3
3417,RefSeq,Q13162,3
3418,RefSeq,Q9NZ01,3
3419,RefSeq,P51665,3
3420,RefSeq,P61981,3
3421,RefSeq,Q96AG4,3
3422,RefSeq,O43707,3
3423,RefSeq,O00203,3
3424,RefSeq,Q9P0J0,3
3425,RefSeq,Q16629,3
3426,RefSeq,P54577,3
3427,RefSeq,P13639,3
3428,RefSeq,P05455,3
3429,RefSeq,P62995,3
3430,RefSeq,P78347,3
3431,RefSeq,P02545,3
3432,RefSeq,P62195,3
3433,RefSeq,Q14974,3
3434,RefSeq,P84103,3
3435,RefSeq,Q9Y383,3
3436,RefSeq,Q92621,3
3437,RefSeq,P53618,3
3438,RefSeq,Q15717,3
3439,RefSeq,Q9BUJ2,3
3440,RefSeq,P42285,3
3441,RefSeq,Q9BSJ2,3
3442,RefSeq,O15042,3
3443,RefSeq,O00571,3
3444,RefSeq,Q58FF8,3
3445,RefSeq,Q8N1F7,3
3446,RefSeq,P09172,3
3447,RefSeq,O60313,3
3448,RefSeq,Q96S53,3
3449,RefSeq,Q9NTJ3,3
3450,RefSeq,P05141,3
3451,RefSeq,Q09161,3
3452,RefSeq,P63167,3
3453,RefSeq,O76094,3
3454,RefSeq,Q99623,3
3455,RefSeq,P40938,3
3456,RefSeq,P11216,3
3457,RefSeq,Q01081,3
3458,RefSeq,P04075,3
3459,RefSeq,P26641,3
3460,RefSeq,P54136,3
3461,RefSeq,P31040,3
3462,RefSeq,Q9UHD8,3
3463,RefSeq,P49748,3
3464,RefSeq,P17987,3
3465,RefSeq,Q96G23,3
3466,RefSeq,P46940,3
3467,RefSeq,Q07666,3
3468,RefSeq,P84090,3
3469,RefSeq,Q14697,3
3470,RefSeq,P17980,3
3471,RefSeq,Q53GQ0,3
3472,RefSeq,P16615,3
3473,RefSeq,Q15029,3
3474,RefSeq,Q14980,3
3475,RefSeq,P57088,3
3476,RefSeq,P62993,3
3477,RefSeq,Q99460,3
3478,RefSeq,P51610,3
3479,RefSeq,Q9Y678,3
3480,RefSeq,P52292,3
3481,RefSeq,Q92878,3
3482,RefSeq,O00232,3
3483,RefSeq,Q9Y262,3
3484,RefSeq,P53007,3
3485,RefSeq,Q14152,3
3486,RefSeq,Q01082,3
3487,RefSeq,Q9NZ08,3
3488,RefSeq,Q92974,3
3489,RefSeq,Q9Y5B9,3
3490,RefSeq,Q29RF7,3
3491,RefSeq,P61026,3
3492,RefSeq,O43242,3
3493,RefSeq,Q14978,3
3494,RefSeq,Q01650,3
3495,RefSeq,P42785,3
3496,RefSeq,P16403,3
