ID,Activity_Level,Toxicity_Level,Rank_Score,Active_Count,Total_Assay_Count,Active_Targets,Active_Accessions,Toxicity_Targets
T31149,活性,高毒性,6,19,967,134391;1901;1559;60590;1903,NP_001391;P21453;NP_005217;BAC78637;BAC78638;Q8TDV0;NP_000762;Q99500;AAB09537,BAC78637;BAC78638
TN1950,活性,高毒性,6,19,613,2034;5742;886474;27006;259249;25255;7299;29127;2671;123228,NP_214877;P14679;NP_036923;NP_037409;P23219;NP_660205;Q07343;Q08499;NP_065688;NP_005253;ACG60652;NP_001421,
T7797,活性,高毒性,6,19,180,5139;81638;24180;185;186;6915;1551,P50052;P30556;P25095;P29089;Q14432;NP_000756;P21731,
T7789,活性,高毒性,6,19,13002,18815;3553;18793;25255;79915;18792;1457,NP_035243;P50750;NP_036923;O60563;NP_000567;3MY1_A;3MY5_A;AAH15051;AAI07878;NP_032903;3H30_A;P68400;NP_032899,79915
T6573,活性,高毒性,6,19,709,110813108;397393;16408;1514;823;281105;1508,AAB17381;CAI16307;P07384;NP_001903;NP_032426;P07688;AAH95408;P07858;3I06_A;CAQ07474;P00784,
T75437,活性,高毒性,6,19,381,5645;28234;280960;18671;5646;1559;10599;5644,P07477;O42713;P11712;Q9Y6L6;Q9NPD5;P35030;P80457;P07478;P21447,18671
T0253,活性,高毒性,6,19,1600,1128;1133;1132;22068;1131,P20309;NP_038866;P08912;NP_036257;NP_000729;P08172;P08173;P11229;NP_000732,
T4576,活性,高毒性,6,19,106,1814;1815;1813;150;6532;148;3757;1129;6530;1812;6531;6915;3350;4988,NP_058950;P08908;P35372;Q12809;NP_057658;Q01959;P21728;P35462;P31645;P08913;P35348;P08172;NP_387512;P23975;NP_000788;P21731,
T14388,活性,高毒性,6,19,128,25116;3290;15483,Q5XX84;P16232;P28845;P50172,
T21807,活性,高毒性,6,19,116,247;6002;3248;1576;19885;2770;4137;43740578;246,P0DTD1;NP_000851;AAC39835;O15296;2O23_A;AAC52118;NP_059488;AAG24257;2W2I_A;2O23_B;AAI14949;AAP35567;NP_002060;NP_035411,
TCS1372,活性,高毒性,6,19,983,8856;2099;5241;1557;2737;1565;367;1544,ANW61984;AEP43755;AAI32976;ABB72139;ADZ17384;EAW99313;AAV41877;AAI13617,
T1680,活性,高毒性,6,19,1732,3758;134864;814112;1551;1565;7468;653361,ANW61984;NP_612200;O96028;NP_000756;AAI36361;NP_000256;XP_001349989,
T0399,活性,高毒性,6,18,1651,2101;8856;277328;2099;1576;4780;116160065;1557;1544,AAH11558;AEP43755;NP_808449;AAA29795;ABI96208;ADZ17384;EAW99313;AAV41877;ADZ17378,2101
T12503,活性,高毒性,6,18,153,1559;1576;116160065;1557;4137;1544,NP_000752;AAA29795;NP_059488;ABI96208;NP_000760;AAI14949;NP_000762;AAI07878,
T4466,活性,高毒性,6,18,563,367;1565;1128,AAI32976;ANW61984;NP_000729,
T6687,活性,高毒性,6,18,1616,5743;5742;1559;24693;9734;15558,NP_000954;Q63921;P23219;P11712;NP_542158;NP_001308829;QLI62812;P35354;NP_766400;AGS09764,
T0653,活性,高毒性,6,18,1096,2101;8856;7253;1557;1544,EAW81333;ADZ17384;EAW99313;AAP35567;AAV41877;ADZ17378,2101
T0716,活性,高毒性,6,18,1280,1814;4837;2593;27232;1813;5409;1551;1565;3176;154,ANW61984;AAH21195;Q14749;NP_000756;NP_387512;P40261;NP_000015;P21964;P11086;Q14353;P50135,
T4794,活性,高毒性,6,18,862,2101;9356;2100;43;1557;1559;18399;1565;1544,ANW61984;1CZC_A;Q8VC69;AAV31779;AAA68151;EAW99313;AAV41877;Q4U2R8;ADZ17378;AGS09764,2101
T27599,活性,高毒性,6,18,844,25083;8856;24174;24175;1557;11069;151;1565,ANW61984;P22909;P18089;P22086;NP_612514;ADZ17384;P19328;AAV41877;Q8WZA2,
T21012,活性,高毒性,6,18,1267,8856;7253;4297;3725;2737;1557;4221;196;1544,NP_000235;EAX06628;EAL24281;EAW81333;NP_000760;ADZ17384;EAW99313;AAV41877;NP_005924;AAI13617,
T35028,活性,高毒性,6,18,120,24417;2914;1544,P05177;P31423;Q14833,
T3514,活性,高毒性,6,18,86,64223;79109;2475;253260;57521,P42345;Q8N122;Q9BVC4;Q9BPZ7;Q6R327,
T2142,活性,高毒性,6,18,805,150;1814;1813;28989;3757;5243;152;151,NP_000786;NP_001273728;P18825;P18089;P08913;NP_387512;NP_000918;NP_001191727,
T9106,活性,高毒性,6,18,1128,7941;2648;3276;886474;116160065;5650,NP_214877;AAH19268;AAA29795;NP_644806;NP_066564;NP_001161829,
T0088,活性,高毒性,6,18,1192,1813;1128;3676;1565;154,NP_000786;ANW61984;NP_000729;NP_000015;NP_000876,
T1191L,活性,高毒性,6,18,1702,239;247;2099;6002;2876;2770;2879;246,AAC39835;P36969;O15296;AEP43755;NP_000688;AAC52118;P07203;NP_002060,
T8528,活性,高毒性,6,18,990,1559;22066;1812;22067;1557,NP_000785;AAB26273;NP_000760;NP_000762;AAI07878;Q9QX29;AAC05178,
T0920,活性,高毒性,6,18,1404,6532;3274;134391;2629;1268;1565;1544,NP_000752;ANW61984;P10635;P31645;Q8TDV0;P21554;P25021;NP_001020332;NP_000097;P04062,
T204087,活性,高毒性,6,18,546,405;811941;10460;7334;4300;123228,NP_660205;AAB69734;NP_003339;XP_001348533;NP_006333;NP_004520;2QQS_A;AAC03365,AAB69734;811941
T9892,活性,高毒性,6,18,453,5651;1786;280685;3205;4313;10213;5071;317,AAK85233;DAA21754;AAQ89316;AAH09524;578162;AAI36532;NP_002763;BAA25751;NP_001370;NP_004521;CAQ07474,
T0490,活性,高毒性,6,18,4142,4790;6833;148;3783750;1559;16408;3356;1544,NP_032426;NP_000343;AAH33210;P35348;EAW99313;CAD53472;P28223;AGS09764,
T6S0722,活性,高毒性,6,18,551,51426;11201;9610;11168;25;29127;2671;231,NP_005148;CAA58789;NP_057302;NP_037409;AAF25870;AAC83551;NP_009126;P86926;NP_004283;P15121;2QQS_A;NP_005253,
TJS0315,活性,高毒性,6,18,684,771;24192;768;4170;759;105501;2597;29127;7421,P00915;NP_037409;P07943;NP_002037;NP_001017535;AAG24257;Q07820;2W2I_A;CAQ08732;AAI07878;NP_598837;2QQS_A;2ISV_A;Q16790;O43570,
T4274,活性,高毒性,6,18,249,1576;1588;24831;8856,B45705;P59594;ABI96208;EAW77416;ADZ17384;NP_001257783,
T2535,活性,高毒性,6,18,382,,ACA62796,
T2718,活性,高毒性,6,18,804,5893;1576;60482;14282;3061;8438,P08684;Q09472;NP_001136020;NP_032062;NP_602296;AAI07878;NP_001516;NP_068587,
T1362,活性,高毒性,6,18,813,493724;28989;3251;2854,O75388;Q9BV86;P00492;1VFN_A;3NRZ_C;AAG24257;P55859,
TJS0339,活性,高毒性,6,18,1132,771;80733;768;759;4129;763;766;762;23632;761,AAR07906;P00915;P43166;Q9ULX7;BAC78637;Q99N23;BAC78638;Q16790;P27338;P35218;P22748;P07451;O43570,BAC78637;BAC78638
T28165,活性,高毒性,6,18,140,29254,O35678;Q8R431;Q99685;O00519,
T1175,活性,高毒性,6,18,1507,150;1814;43;3350;1813;1812;1565;1544,NP_000752;ANW61984;P08908;AAH21195;P21728;P35462;AAA68151;P08913,
T10977,活性,高毒性,6,18,1012,3783;3781;1544;11168;1576;3106;3456;3782;3458,NP_002241;P01574;NP_000752;NP_059488;AAF25870;NP_740721;AAC83551;NP_000610;NP_001191016,3458
T7561,活性,高毒性,6,18,542,12669;243764;1128;1133;1132;22066;12671;22068;12672;213788;5999,NP_038866;P12657;Q9ERZ3;Q9ERZ4;NP_036257;NP_000729;NP_005604;P32211;NP_000732;AAC05178;Q920H4,
T23318L,活性,高毒性,6,18,221,3362;15565;4137,Q9R1C8;NP_000862;AAI14949;AAI07878;P50406,
T1410,活性,高毒性,6,18,2312,1559;1576;3778;1551;15499,NP_059488;ABI96208;NP_002238;NP_000756;AGS09764;AAH94064,
T86777,活性,高毒性,6,18,612,1814;187;177343;29994;51377;26054;836;4609;1235;57337;123228,NP_005152;NP_004358;P01106;NP_660205;AAI29989;AAF04852;NP_004337;NP_741406;AAD31528;NP_387512;BAA89212,
T30544,活性,高毒性,6,18,100,3757;3741,Q12809;P22460,
T5553,活性,高毒性,6,18,1302,2264;2099;1557;3356;1544,AEP43755;AAH96839;EAW99313;AAV41877;P22455,
T21322,活性,高毒性,6,18,243,2065;1956,P00533;P21860;NP_958441,
T5980,活性,高毒性,6,18,976,27199;1565;81285,Q9GZT9;Q9H255;NP_543008;ANW61984,
T6464,活性,高毒性,6,18,589,1559;1557;1576;1551;1565;196;1544,ANW61984;EAL24281;ABI96208;QLI62812;EAW99313;NP_000756;AAV41877;AGS09764,
T10441,活性,高毒性,6,18,706,5914;8856;1559;4780;1551;5144,ADZ17337;AAY56401;NP_006155;ABI96208;Q08499;QLI62812;ADZ17384;NP_000756;AGS09764,
T0051,活性,高毒性,6,18,2022,1557,AAV41877,
T3O2749,活性,高毒性,6,18,257,,1USK_B;1LAN_A;1F2O_A,
T1137,活性,高毒性,6,18,1808,367;1812;956592;839,AAI32976;AAH04460;P09992;NP_000785,956592
T14076,活性,高毒性,6,18,345,9970;239;1559;5027;18439;1551;1565;29665,ANW61984;NP_002553;Q64663;P18054;ABI96208;QLI62812;Q99572;NP_000756;Q9Z1M0;ADZ17385,
T29652,活性,高毒性,6,18,195,55300;29290;29316;5298;55361;25369,Q8TCG2;P42356;P25099;P30542;P30543;Q9UBF8;P29276;P29274;Q9BTU6,
T23264L,活性,高毒性,6,18,204,150;1128;3360;79246;147;148;151;153;1565;58963;3458;154;1544,B45705;NP_000752;Q13639;P35368;P35563;P18089;AAG24257;P08913;NP_000610;P35348;P11229;P07550;Q9JJ16;NP_001020332;P08588;NP_000097,3458
T7363,活性,高毒性,6,18,508,1559;1557;1551;367;3356;1544,AAI32976;AAH96839;ABI96208;QLI62812;EAW99313;NP_000756;AAV41877;AGS09764,
T2316,活性,高毒性,6,18,210,25253;1803;13482,P14740;NP_001926;P28843;P27487,
T5160,活性,高毒性,6,18,161,6850;1559;2538;1551;6095,P35398;NP_599023;P51449;ABI96208;QLI62812;NP_000756;NP_000142;P43405;Q92753,6850;P43405
T0013,活性,高毒性,6,18,900,6850;1576;1551;1557;196;1544,EAL24281;ABI96208;EAW99313;NP_000756;AAV41877;P43405,6850;P43405
T1324,活性,高毒性,6,18,1165,24417;2917;2918;24419;2914;2916,P31423;NP_073157;Q14833;NP_870989;AAG24257;NP_000834;P35349;NP_001120795;NP_001243743,
TN2364,活性,高毒性,6,18,690,2099;1576;4780;1557;196;1544,AAH11558;AEP43755;EAL24281;AAY56401;NP_006155;ABI96208;EAW99313;AAV41877;CAQ07474,
T21128,活性,高毒性,6,18,837,1559;1576;1565;116160065;1557;1544,NP_000752;BAC78637;BAC78638;NP_059488;AAA29795;NP_000760;NP_000762;AAI07878;NP_001020332,BAC78637;BAC78638
T19733,活性,高毒性,6,18,1308,2737;1557;8856;1544,AAY56401;ADZ17384;EAW99313;AAV41877;AAI13617,
T12853,活性,高毒性,6,18,819,3553;259249;116160065;79915;101772,NP_848757;AAA29795;NP_000567;AAH15051;AAI07878;AAC47329;ACG60652,79915
T60616,活性,高毒性,6,18,149,9759;10014;10013;9612;51564;3065;8841;79885;9734;83933;55869,Q96DB2;Q9UQL6;Q8WUI4;Q9UKV0;Q9BY41;Q13547;Q9Y618;P56524;Q969S8;Q9UBN7;O15379,
T1420,活性,高毒性,6,18,1797,1813;2908;3172;4170;367;440503,NP_000786;ADP91253;NP_000448;AAI32976;1N8E_E;2W2I_A;NP_001138884;AAI07878;2QQS_A;AAF64255;NP_057090;CAQ07474;NP_001013728,
T3S0807,活性,高毒性,6,18,240,25229;53949;1576;24260;25111;81645;3782;3781,P08485;P0DTD1;B45705;Q9H2S1;Q9UGI6;2O23_A;P08483;NP_059488;P10980;2O23_B;P08911;P08482,
T2687,活性,高毒性,6,18,480,8856;680;1557;1559;1576;116160065;1551;1565;1544,P32247;ANW61984;AAA29795;ABI96208;ADZ17384;EAW99313;NP_000756;AAV41877;AGS09764,
T4938,活性,高毒性,6,18,197,887009;9581;9446;29994;5997907;888371;116160065;196,BAE64671;AAK85233;NP_001612;XP_717710;AAI51237;AAA29795;NP_217253;NP_004823;NP_214572;CAQ07474;BAA89212,
T0834,活性,高毒性,6,18,1344,2100;771;768;2099;759;760;766;23632;1557;1544,P43166;P00915;Q9ULX7;Q92731;AEP43755;P00918;EAW99313;AAV41877;Q16790;O43570,
T4503,活性,高毒性,6,18,739,24660;1559;4780;24831;5468;5144;1544,BAH02283;NP_058733;AAH11558;Q08499;EAW99313;NP_001257783;AGS09764,
T11326,活性,高毒性,6,18,199,1815;1813;3354;147;3352;27346;3351;3363;3350;4988,Q5BJF2;P14416;P28221;P08908;P35372;P35368;P28566;P21917;P28222;P34969,
T0672,活性,高毒性,6,18,690,25675;1813;3156,P51639;P04035;AAH21195,
T0949,活性,高毒性,6,18,1351,5340;5243,P00750;P00747;1CEB_A;ACA62796;NP_000918;NP_000292,
T7198,活性,高毒性,6,18,74,3757,Q12809,
T10216,活性,高毒性,6,18,82,4907;23959,P21589;Q61503,
T62461,活性,高毒性,6,18,822,3320;3248;20586;6772;116160065;1557;8912,NP_000851;NP_001167549;BAC78637;BAC78638;AAA29795;NP_066921;NP_000760;AAI08696;AAP35567;Q99685;NP_009330;CAQ07474,BAC78637;20586;BAC78638
T22382,活性,高毒性,6,17,379,239;1080;190;25255;181263,NP_044650;NP_036923;NP_000483;NP_001024547;P18054;BAH02301;NP_000466,
T9549,活性,高毒性,6,17,644,2648;6850;2854;3064;24267;7421;196;3656265,O75388;NP_001017535;EAL24281;AAG24257;P22734;XP_843920;P42858;AAI07878;NP_066564;P43405,6850;P43405
T8035,活性,高毒性,6,17,225,1559;1576;19885;1557;1544,NP_000752;NP_059488;NP_000760;NP_000762;AAI07878;NP_035411,
T7163,活性,高毒性,6,17,161,31;6850;60581;32;43740568,O00763;Q13085;P11497;P43405,6850;P43405
T4885,活性,高毒性,6,17,386,2902;2904;6507;24411;24409;24408;170796;2905;1443616;2903;191573;24412;24410,Q9R1M7;AAR07906;O59010;NP_000825;NP_001127880;NP_000826;NP_001172020;Q00959;Q8VHN2;P43003;Q00960;P35439;Q00961;Q62645,
T6215,活性,高毒性,6,17,369,1586;24831;5241;2099,P05093;P06401;NP_001257783;AEP43755,
T6631,活性,高毒性,6,17,388,3356;1557;19885;2737;24831;1565;196,ANW61984;EAL24281;AAH96839;AAH14804;NP_001257783;AAV41877;AAI13617,
T2433,活性,高毒性,6,17,742,2475;5591,P78527;NP_008835;P42345,
T3947,活性,高毒性,6,17,1214,2101;43;1557;1559;7157;856395;1565;1544,ANW61984;AFN61604;AAA68151;EAW99313;AAV41877;ADZ17378;AGS09764;DAA06693,2101
T1598,活性,高毒性,6,17,2195,259249;22068;2876;22066,NP_038866;AAC05178;ACG60652;P07203,
T7879,活性,高毒性,6,17,104,28989;6850;5294;30955;1551;1565;7468,ANW61984;Q9BV86;Q9JHG7;O96028;NP_000756;P48736;P43405,6850;P43405
T3783,活性,高毒性,6,17,487,771;2648;54106;768;886474;759;64127;51752;8767;766;377677;5650,NP_214877;P43166;P00915;CAA96025;Q8N1Q1;YP_758647;AAH30775;EAW82767;BAG55070;NP_644806;CAA84846;NP_003812;NP_066564;Q16790;O43570,
T21712,活性,高毒性,6,17,308,2982;2983;2977,O75343;Q02108;P33402;Q02153,
T7176,活性,高毒性,6,17,95,3358;11255;6530;1132;10280;27346;3363;3269,Q5BJF2;P35367;Q99720;P34969;P28335;P08173;P23975;Q9Y5N1,
T22708,活性,高毒性,6,17,469,2854;1559;19885;4780;1551;1557,O75388;AAH14804;NP_006155;ABI96208;NP_000756;AAV41877;AGS09764,
T1630,活性,高毒性,6,17,1239,956586;5743;956584;6002;100009274;24693;2770,AAC39835;Q63921;AAP35567;NP_002060;P35354;P13699;P12822,956586;956584
T4562L,活性,高毒性,6,17,599,1557;1576;2737;1551;1565;1544,ANW61984;ABI96208;EAW99313;NP_000756;AAV41877;AAI13617,
T1436,活性,高毒性,6,17,1781,9356;3064;3205;18399;4137,NP_002102;AAI14949;Q8VC69;Q4U2R8,9356
T6S1101,活性,高毒性,6,17,623,5034;771;24192;760;2931;766;25255;762;2671,P43166;NP_036923;P07943;P00918;AAH10859;NP_005253;NP_063937;P22748;O43570,
T5953,活性,高毒性,6,17,1412,1576;2395;3676;1544,P08684;NP_000752;BAC78637;BAC78638;NP_059488;NP_000876,BAC78637;BAC78638
T4981,活性,高毒性,6,17,1223,1128;25229;1133;1132;22068;25111,NP_038866;NP_036257;NP_000729;NP_542951;NP_000732;P08482;NP_113735,
T0469,活性,高毒性,6,17,2016,4837;4215;1813;2593;134864;27232;3356;5409;1812;3176,NP_000786;NP_976226;NP_612200;NP_000785;H9TVJ1;AAH96839;Q14749;P40261;AAA51985;P21964;P11086;Q14353;P50135,
T73270,活性,高毒性,6,17,785,1813;281312;886474;2931;2932;5650,NP_214877;NP_000786;NP_002084;AAG02439;P49840;AAI02981;P49841;NP_644806;NP_063937,
T17214,活性,高毒性,6,17,420,8856;7253;1557;1559;1576;4780;2737;1588;367,AAI32976;EAW81333;NP_006155;ABI96208;EAW77416;AGS09764;ADZ17384;AAV41877;AAI13617,
T20882,活性,高毒性,6,17,1560,7253;887836;45427576;5335;886987;45425256,P9WPJ7;EAW81333;AAI36467;P9WPJ9,
T0448,活性,高毒性,6,17,1758,5743;443551;5742;443460;23435,P05979;P23219;P35354;P25025;Q13148;P25024;P79208,
T23349,活性,高毒性,6,17,886,4887;170848;1559;1880;19885;1565;1393;1395,NP_000901;ANW61984;P49146;NP_579856;ABI96208;AAR18078;QLI62812;NP_004942;NP_035411;CAA41086,
T5448,活性,高毒性,6,17,427,51053;2740;5243,AAB64013;AAI07878;NP_056979,
T1518,活性,高毒性,6,17,766,28234;134391;8647;8714;185;10599;5144,P30556;O15438;Q9NPD5;Q9Y6L6;Q08499;O95342;Q8TDV0,
TMO2790,活性,高毒性,6,17,2009,5241;1565;5468;367;1544,BAH02283;ANW61984;1LRH_C;AAI32976;ABB72139;EAW99313,
T12367,活性,高毒性,6,17,57,5293,O00329,
T22956,活性,高毒性,6,17,186,4837;2593;27232;5409;3176,Q14749;P40261;P21964;P11086;Q14353;P50135,
T63838,活性,高毒性,6,17,141,,O95342;Q6R6I7;Q6R6I6;Q9HBX9,
T73444,活性,高毒性,6,17,620,4194;672;4193;580;4780;7849;79915,AAB34216;Q99728;NP_002384;AAH15051;NP_002383;AAI07878;CAA56931;P38398;AAB32188,79915
T22875,活性,高毒性,6,17,923,1813;9581;53627;3553;1559;5347;2671;3416;1557;1544,NP_000786;NP_000752;NP_004960;AAI51237;NP_000567;NP_000760;NP_005021;NP_000762;AAI07878;AAP35567;Q9JJJ7;NP_005253;1VRU_A,
T5051,活性,高毒性,6,17,1053,1128;1133;1132;200315;51752;22068;7458;58190,NP_038866;NP_067021;NP_036257;NP_000729;NP_663745;AAI07878;NP_000732;AAH30775;2QQS_A;AAH66928,
T21066,活性,高毒性,6,17,165,4837;2593;27232;1017;5423;4286;54737;5732;11201;5409;994;3176,CAA48375;1DE9_A;2W2I_A;NP_002681;NP_059990;NP_009126;NP_001341533;P40261;NP_000947;Q14749;AAH09953;P21964;P11086;Q14353;CAA43985;P50135,
T20436,活性,高毒性,6,17,940,2902;2904;2906;24411;116443;24408;116444;24409;2905;170796;2903;191573;24412;24410,Q9R1M7;Q8TCU5;O60391;Q13224;Q14957;Q12879;Q00959;Q8VHN2;O15399;P35439;Q00960;Q05586;Q00961;Q62645,
T22418,活性,高毒性,6,17,313,6850,P43405;ACA62796;ABI96208,6850;P43405
T3728,活性,高毒性,6,17,2483,771;768;277328;759;760;4780;766;23632;6256;1544,P43166;P00915;Q9ULX7;P00918;ADZ17354;NP_808449;NP_006155;EAW99313;Q16790;O43570,
T5077,活性,高毒性,6,17,1105,2908;19885;4780;24831;9971;367;3725,ADP91253;EAX06628;AAI32976;ADZ17382;NP_006155;AAH14804;NP_001257783,
T8950,活性,高毒性,6,17,972,2831;239;7341;2548;2671;246,EAW86722;NP_000688;NP_000143;AAC52118;P18054;AAC50996;NP_005253,
T6599,活性,高毒性,6,17,848,3783750;8484;59350;5243;6595;79915;196;134;100911796,NP_003605;P0DMS8;NP_001612;P30542;NP_067647;EAW58811;AAH15051;CAD53472;NP_000918;P28647,79915
T60366,活性,高毒性,6,17,315,150;6582;148;6530;1812;3269;3350;55244;100730517,NP_001091683;P08908;P31389;Q96FL8;NP_000785;P21728;P08913;P35348;P23975;O15244,
T5654,活性,高毒性,6,17,490,43;2099;8856;7253;5241;6256;1557;1544,AEP43755;ADZ17354;EAW81333;ABB72139;AAA68151;ADZ17384;EAW99313;AAV41877,
T35885,活性,高毒性,6,17,711,813594;351;28989;29994;19885;23435;2671;856395,NP_001273728;P05067;Q13148;CAD52000;NP_005253;NP_035411;BAA89212;CAQ07474;DAA06693,351
T15146,活性,高毒性,6,17,552,405;6955;947286;947294;839;10460;58190;10951;947287,NP_067021;NP_417297;NP_001120700;AAB69001;NP_417299;NP_417296;AAH04460;AAI07878;2QQS_A;AAC03365;NP_006333,
T6912,活性,高毒性,6,17,245,11545;142;1559;1557;1565;1544,NP_000752;4PAX_A;P09874;AAG24257;NP_000760;2W2I_A;P11103;NP_000762;NP_001020332;NP_000097,
T12788,活性,高毒性,6,17,682,4837;2593;27232;9807;5409;3176,Q92551;Q14749;P40261;P21964;P11086;Q14353;P50135,
TN9696,活性,高毒性,6,17,37,,,
T7992,活性,高毒性,6,17,723,4985;1576;83817;4988;4986,P35372;P41143;NP_059488;P41145;3F32_A;P37136,
T0195,活性,高毒性,6,17,2531,3778;26986;956592,NP_002238;AAG02439;P09992;NP_002559,
T6426,活性,高毒性,6,17,110,3757;1588;24831,EAW77416;AAI07878;NP_001257783;NP_001191727,
T5955,活性,高毒性,6,17,519,43;8856;2908;1576;4780;7157;1565;196;1544,ANW61984;ADP91253;EAL24281;AAY56401;NP_006155;ABI96208;AFN61604;AAA68151;ADZ17384;EAW99313,
T9987,活性,高毒性,6,17,852,672;20586;1557;1559;2931;2932;23435;116160065;6607;1565;1544,AAC37594;NP_000752;NP_002084;NP_001167549;BAC78637;BAC78638;AAA29795;Q13148;NP_000760;NP_000762;NP_059107;NP_001020332;NP_063937,BAC78637;20586;BAC78638
T22387,活性,高毒性,6,17,392,840;841;842;10411;51377;839;51567;11069;5429;5347;51053;3417,O95398;NP_057698;CAG38738;NP_006493;NP_056979;Q14790;AAH04460;CAL20848;AAI07878;NP_005021;P55210;AAD31528;P55211;Q8WZA2,3417
T4570,活性,高毒性,6,17,1033,1551;4780,2W2I_A;NP_000756;AAP35567;NP_006155,
T60653,活性,高毒性,6,17,923,4864;9367;672;20586;22861;116160065;6607;6595;79915,AAC37594;NP_001167549;BAC78637;BAC78638;AAA29795;EAW58811;AAH15051;NP_127497;NP_059107;NP_000262;NP_004242,79915;BAC78637;20586;BAC78638
T8445,活性,高毒性,6,17,786,7253;10392;170572;285242;3359;2671;9177,O95264;A5X5Y0;P46098;NP_006083;AAI27629;Q8WXA8;NP_005253,
T4114,活性,高毒性,6,17,979,190;5347;11069;1812;2671;8912;123228,NP_660205;NP_000785;NP_005021;NP_000466;NP_005253;Q8WZA2;NP_066921,
TN6982,活性,高毒性,6,17,2043,100037999;7137;4170;7139;172532;7134;598;1544,CAA80661;NP_612815;NP_003271;CAA46986;AAI07736;2QQI_A;EAW99313;NP_001001431;NP_492143;NP_000354,
T6929,活性,高毒性,6,17,682,8856;1557;1576;4780;2737;1565;196;1544,ANW61984;EAL24281;NP_006155;ABI96208;ADZ17384;EAW99313;AAV41877;AAI13617,
T1748,活性,高毒性,6,17,371,9970;28989;115;3106;3456,Q26304;P01574;O60503;Q9BV86;ADZ17385,3106;3456
T19812,活性,高毒性,6,17,1642,43;5141;5999;1544,P27815;NP_000752;ABC94591;2QQI_A;P22303,
TN1717,活性,高毒性,6,17,494,79212,P23978,
T2223,活性,高毒性,6,17,2206,140;6850;2099;850992;9475;3791;1544,AAR07906;2UY5_A;P35968;NP_000752;P0DMS8;AEP43755;NP_004841;P29029;P43405,6850;P43405
T7914,活性,高毒性,6,16,812,2101;5241;4780;7157;196;1544,AAH11558;EAL24281;AFN61604;ABB72139;EAW99313;ADZ17378,2101
T1860,活性,高毒性,6,16,128,25451;29707;140674;289606;140675;29708;79211;65191;29705;29709;81658;24947;24922;29689;25450,P28473;P15431;P19969;P62813;P63138;P63079;O09028;P18506;P30191;P18508;Q9ES14;P20236;P28471;P23574;P23576;Q91ZM7,
T0304,活性,高毒性,6,16,2877,2908;3276;3783750;1551;367,ADP91253;AAH19268;P22079;AAI32976;AAG24257;NP_000756;CAD53472,
T0881,活性,高毒性,6,16,2717,5340,3KIV_A;1CEA_A;NP_000292;P00747,
T1296,活性,高毒性,6,16,1762,181263;4286,NP_001341533;NP_001024547;AAK85233,
T0878,活性,高毒性,6,16,1414,5423;9212;51426;3551;1576;14282;5429;1551;196,NP_057302;EAL24281;O14920;NP_006493;ABI96208;NP_002681;NP_032062;O15151;NP_000756;P04637;2QQS_A;Q96GD4,
T17006,活性,高毒性,6,16,164,6850;79054;1559;7468;171384,P11712;Q8R455;O96028;Q1A7N1;Q7Z2W7;P43405,6850;P43405
T1161,活性,高毒性,6,16,2162,1551,O42713;NP_000756;AAN87168,
T3018,活性,高毒性,6,16,1049,2671;3553;813594;29994,AAG24257;NP_000567;CAD52000;2W2I_A;2QQS_A;NP_005253;BAA89212,
T13127,活性,高毒性,6,16,470,2100;8856;2099;2908;2737;1557;1544,ADP91253;AEP43755;AAY56401;AAV31779;ADZ17384;EAW99313;AAV41877;AAI13617,
T3S1775,活性,高毒性,6,16,1009,20586;9429;5243;1576;123228;1557;4137;1544,NP_000752;Q9UNQ0;NP_001167549;BAC78637;NP_660205;BAC78638;NP_059488;NP_000760;AAI14949;P08183,BAC78637;20586;BAC78638
T7000,活性,高毒性,6,16,1160,6529;2099;1551;232333;79212;7157;3779,P30531;AEP43755;P31648;NP_004128;AFN61604;NP_000756;P23978,
T65355,活性,高毒性,6,16,392,2101;1128;2908;24831;367,ADP91253;AAI32976;NP_000729;NP_001257783;ADZ17378,2101
T3996,活性,高毒性,6,16,610,1814;1128;2099;1565;3356,ANW61984;AEP43755;AAH96839;NP_000729;NP_387512,
T3556,活性,高毒性,6,16,157,7398;7874;79837;1576;1557;1544,AAH18745;NP_000752;NP_003461;NP_059488;NP_000760;O94782;Q8TAF3;Q8TBX8,
T9285,活性,高毒性,6,16,816,405;105501;22066;178296;10460;22068,NP_505172;NP_038866;AAF61483;NP_006333;AAI07878;Q9XUB2;NP_598837;AAC05178;AAC03365,
T0268,活性,高毒性,6,16,1292,3757;1814;25229,P08482;NP_387512;NP_001191727,
TQ0308,活性,高毒性,6,16,925,2548,NP_000143;2CBU_A,
T22850,活性,高毒性,6,16,712,615074;54106;4985;1133;18749;4988;4986,P08912;P35372;P41143;NP_000905;NP_035230;NP_001069826;P41145;BAG55070;NP_000902,
T7091,活性,高毒性,6,16,585,14293;1133;101772;2357,NP_038549;NP_848757;P25090;NP_036257;NP_001180235;NP_001005738;P25089;P21462,
T0796,活性,高毒性,6,16,1730,1813;3356;1565;5999;154,ANW61984;AAH21195;AAH96839;NP_005604;NP_000015,
T3052,活性,高毒性,6,16,486,19885;7151;2101;7157,ADZ17378;AAH14804;NP_001119587,2101
T13464L,活性,高毒性,6,16,248,1544;54658;24451;1559;1576;79239;6622,P08684;NP_000752;P37840;P23711;P06762;NP_000762;AAI07878;P22309,
