ID,Activity_Level,Toxicity_Level,Rank_Score,Active_Count,Total_Assay_Count,Active_Targets,Active_Accessions,Toxicity_Targets
T4351,高活性,低毒性,1,317,622,29335;100135587;4985;18386;100379267;24613;887;18390;100135588;18387;4988;4986;25601,P33535;P33533;P42866;NP_058863;P35372;P33534;P41143;P47748;P41145;NP_001033688;P32300;P41144;P32239;P97266;NP_001138755;NP_000903,
T21281,高活性,低毒性,1,247,280,771;80733;3636621;765;768;759;760;766;23632;762;763;887836;11238;45427576;855692;377677;280741,Q9ULX7;Q8N1Q1;Q3I4V7;A6YCJ1;B5SU02;P35218;P43166;P23280;Q31FD6;Q16790;Q6FTL6;Q5AJ71;O43570;C0IX24;P53615;Q99N23;Q95323;A0A0H3GB68;B2V8E3;P9WPJ9;P00915;O24855;P00918;Q5TU56;Q9Y2D0;P22748,
T4988,高活性,低毒性,1,206,613,1215;1513;5476;1520;1515;8722,P0DTD1;Q9UBX1;P27958;C1KIQ2;P00734;P23946;O60911;P07858;A3EZI9;P43235;NP_001161066;P0C6U8;A3EZJ3;F5B4I0;D2K2A8;P25774;P07711,
T23782,高活性,低毒性,1,193,237,3636621;762;280741;771;765;12352;759;760;45427576;80733;11238;855692;886987;768;766;23632;763;887836;45425256,Q9ULX7;Q3I4V7;A6YCJ1;B5SU02;P35218;P43166;3D8W_A;P23280;P22748;Q31FD6;NP_001122302;P23589;Q6FTL6;C0IX24;Q5AJ71;O43570;P53615;Q99N23;Q95323;A0A0H3GB68;3DBU_A;B2V8E3;P9WPJ9;P9WPJ7;Q5U9J1;P00915;NP_001209;O24855;P00918;Q5TU56;Q9Y2D0;Q16790,
T9323,高活性,低毒性,1,187,210,3636621;762;280741;771;765;759;760;71934;80733;11238;855692;886987;761;41601394;768;766;23632;763;45425256,Q9ULX7;Q3I4V7;2POW_A;A6YCJ1;B5SU02;P35218;P07451;P43166;P23280;Q9D6N1;Q31FD6;Q16790;Q6FTL6;Q5AJ71;O43570;C0IX24;P53615;Q99N23;Q95323;A0A0H3GB68;B2V8E3;P9WPJ7;Q5U9J1;P00915;O24855;P00918;Q5TU56;P40881;Q9Y2D0;P22748,
T7503,高活性,低毒性,1,176,439,3932;22848;2580;3718;2869;5562;3791;4058;2260;238;6093;7297;3456;10188;5588;9212;6197;6790;5979;9475;3106;57118;3716;8576,P01574;Q13464;Q13131;Q9UM73;Q9R117;O60674;Q62137;P01889;Q07912;P23458;Q62120;P06239;P51812;O14976;NP_002218;P34947;O14965;Q96GD4;P52333;Q8IU85;P35968;Q2M2I8;P29376;P07949;O75116;O75716;P52332;P11362;Q04759;P29597,
T7813,高活性,低毒性,1,163,241,17202;124274;4161;4157;17199;4160;4159;17203;17201,P56450;Q01727;P32245;P41968;P33032;P41149;Q6DWJ6;Q01726;P33033,
TQ0053,高活性,低毒性,1,137,152,983;1020;1019;891;8851,P11802;P51946;P50750;P50613;O60563;Q15078;Q8TD08;P24941;P14635;P24864;P06493;P24385;Q00535;P20248,
T13320L,高活性,低毒性,1,128,157,150;1815;3274;140;4543;4887;24173;25265;29336;29412;10800;16177;10280;1136;29709;81574;14811;84109;154;4986;135;24208;1128;306255;1134;2099;3757;4985;25399;101823647;1131;257648;3350;24410;1814;3759;3758;1909;29559;623;6530;2550;1812;146;153;3269;83612;24521;3761;624;134;3769;1813;6532;4886;2908;3766;1129;24408;81812;6531;4988;6869;1910,NP_000665;NP_000701;NP_001034;NP_112258;NP_899156;NP_000669;XP_001057307;NP_000785;NP_057658;NP_671482;AAD14378;NP_000675;NP_000731;NP_113970;NP_000015;NP_000902;NP_006630;NP_000734;NP_000788;NP_937822;NP_058687;NP_000515;NP_000070;NP_032196;NP_036634;NP_000900;NP_000787;NP_001018087;NP_001461;NP_058887;NP_032388;NP_037051;NP_112396;NP_000672;NP_001036;NP_110502;NP_058706;NP_036932;NP_036706;NP_000614;NP_071640;NP_000729;P35560;NP_000666;NP_001049;NP_005857;NP_000229;NP_000903;NP_001035;NP_001091683;NP_001948;P49658;NP_000901;NP_000106;NP_000116;NP_000730;NP_000905;P48048;NP_005949;NP_058937,
T14894,高活性,低毒性,1,128,250,5594;5595,P27361;P28482,
T16567,高活性,低毒性,1,126,184,64223;5294;79109;2475;253260;57521,P42336;P42345;Q8N122;Q9BVC4;P48736;Q9BPZ7;Q6R327,
T4577,高活性,低毒性,1,126,301,29412;1815;24173;3358;150;1565;3357;1128;148;3757;3363;7421;3350;1816;1814;1812;3269;3356;1813;1129;29413;25549,ANW61984;P08908;NP_057658;P35462;P08913;P41595;P08172;P11229;P43140;P15823;Q01827;P21917;P21728;P28223;P21918;P23944;P35348;NP_387512;P34969;P35367;P14416;Q12809;P28335;P11473,
T2494,高活性,低毒性,1,125,413,3690;3678;3674;3694;3685;3693;3688,P18564;P05106;P08514;P05556;P06756;P18084;P08648,
T7173,高活性,低毒性,1,121,299,100135587;18386;4985;100379267;24613;18387;18390;5173;4988;4986;25601,P33535;P33533;P42866;B3DH72;P33534;P35372;P41143;A3QJX7;P01213;P41145;P41144;B8JHS2;P97266;P32300,
T69742,高活性,低毒性,1,119,121,1021;5291;1019,P11802;P50750;P42338;P42336;O60885;Q00534,
T9650,高活性,低毒性,1,117,266,1559;5159;1576;3791;2050,P08684;P35968;P11712;P09619;P54760,
T16974,高活性,低毒性,1,116,129,7317;7324;10054,Q9UBT2;P51965;P22314,
T8658,高活性,低毒性,1,116,218,2033;8019;1387;6046,Q9H8M2;Q9UIF9;P25440;Q58F21;P55201;Q09472;Q15059;Q92793;P21675;O60885;Q9UIF8;Q9BXF3,
T7218,高活性,低毒性,1,115,372,29335;24807;100135587;18386;4985;24613;100379267;18390;4988;4986;25601,P33533;P33535;P42866;P14600;P35372;P41143;P41145;NP_001033688;P34975;P41144;P97266;Q8CGM4;P32300,
T9141,高活性,低毒性,1,114,230,5594;5595,P28482;P27361,
TQ0208,高活性,低毒性,1,109,275,9869;3276;79084;1789;3919476;10419;4297;55170;56339;84444;2146;29443;10919;6839;79813;56950;11185;84787;10498;10196;1786;2145;5929;880357;84661;11091;77219763;9070,1JQD_A;Q9UBC3;Q9HXQ1;V5TFZ2;Q15910;Q96KQ7;Q86U44;Q9UBL3;O95050;Q96LA8;Q86X55;1QAN_A;Q15047;Q9C005;Q03164;O14744;Q92800;O43463;Q9H9B1;Q9NVM4;Q9HCE5;P0DTD1;Q86Y97;Q2FZ43;1S4D_A;Q8TEK3;Q9BQA1;P26358;O60678;1NW7_A;Q15291;Q99873;1AQI_A;P10760;Q9NRG4;P61964;2H23_A,
T11383,高活性,低毒性,1,101,195,2264;4916;6850;3932;1455;3718;7010;9833;25;640;3791;1263;4140;57551;2260;57396;238;2242;8536;5601;3717;6093;3654;51776;3643;4751;4914;2324;5159;1456;6714;23683;4915;7297;10769;4233;1436;558;4145;9252;695;4067;818;1859;2534;2321;2011;5871;6197;6790;9748;2322;50488;53944;3984;1196;2872;2263;3815;817;6788;10733;2261;1969;9448;5979;9475;6198;147746;2444;2241;5156;1588;11183,Q9NYY3;P07333;P35916;P35968;O00444;Q02763;P10721;P21802;P09619;P17948;P36888;Q9H4B4;P11362;P22607;P11511;P22455;P16234,
T21519,高活性,低毒性,1,97,251,135;11542;100135472;136;11540;29290;282133;57413;29316;11539;25369;134;100911796,P29275;Q60612;Q60613;P30543;NP_001041695;P0DMS8;NP_037028;Q4VQ11;NP_058851;P47745;P25099;NP_000667;NP_445746;NP_000666;P28647;Q61618;NP_001075445;P30542;P29276;P29274;P28190,
T16844,高活性,低毒性,1,96,113,25451;29707;140674;289606;140675;29708;79211;65191;29705;29709;81658;24947;24922;29689;25450,P28473;P15431;P19969;P62813;P63138;P63079;O09028;P18506;P30191;P18508;Q9ES14;P20236;P28471;P23574;P23576;Q91ZM7,
T12154,高活性,低毒性,1,92,134,3757;1565,Q12809;P10635,
T7040,高活性,低毒性,1,85,268,81638;24180;281607;185;186;24182;29553,P50052;P30556;P25095;NP_203694;P29089;P35351;P25104;NP_000677,
T9458,高活性,低毒性,1,84,155,4835998;1489749;4836014;918764;935181;43740578;4836003,P0DTD1;P0C6W5;P0C6X1;Q9BYF1;P0C6W3;P0C6X5;P0C6X7;P0DTC1;P0C6X4;P0C6X6;P07858;Q98VG9;P0C6X9;P0C6W4;P0C6Y4;P0C6U8;P0C6Y2;P07711,
T8463,高活性,低毒性,1,83,200,983;905;595;12443;1019;5925;1021;896;9134,P11802;P50750;O60563;P30281;P24941;P06400;P25322;Q00534;P24864;O60583;O96020;P06493;P24385;P20248,
T7637,高活性,低毒性,1,76,150,18386;4985;100379267;24613;18390;4988;4986;25601,P33535;P33533;P42866;P35372;P41143;P41145;P97266;P32300,
T28294,高活性,低毒性,1,76,197,289606;79211;29705;29709;2559;25451;29707;140674;2554;24947;24922;2561;29708;65191;2566;140675;25450;2556;81658;29689,P28473;P15431;P18507;P63079;P34903;Q91ZM7;P19969;O09028;P30191;P18508;Q16445;P28471;P23576;P18506;P23574;P14867;P62813;P63138;Q9ES14;P20236;P47870,
T63321,高活性,低毒性,1,76,161,5687;5692;5689;5696;5694;5691;5699;5688;5690;5693;5686;143471;5682;5685;5684;5698;5683;5695;122706,P25788;P25787;P60900;Q8TAA3;P49721;P28065;O14818;P20618;P28072;P28070;P25789;P49720;P28066;P28074;P28062;A5LHX3;P25786;P40306;Q99436,
T10651,高活性,低毒性,1,74,192,18596;780;3815;16590;19713;5159;5979;18595;1436;12978;14257,P09581;P07333;P26618;P10721;P35917;P09619;P07949;P35546;Q08345;P05622;P16234;P05532,
T27828,高活性,低毒性,1,68,105,2902;29629;2904;2906;24411;116443;50592;116444;24408;29627;2905;24409;170796;2903;191573;29628;24412;24410,P19490;Q9R1M7;Q8TCU5;O60391;Q13224;Q14957;P19491;P19492;P19493;Q12879;Q00959;Q8VHN2;O15399;P35439;Q00960;Q05586;Q00961;Q62645,
T4464,高活性,低毒性,1,67,160,771;28989;765;768;412;10013;759;760;71934;763;766;762;23632;2876;11238;2879;1588,P00915;P43166;1TTM_A;P36969;Q9ULX7;Q9BV86;P23280;P00918;Q9D6N1;Q16790;P07203;Q9Y2D0;P08842;P11511;P35218;P22748;Q9UBN7;O43570,
T60636,高活性,低毒性,1,67,213,85268;6532;3274;100135589;3757;11255;59340;303330;100135541;99296;152;100033901;3269;6531,NP_001091683;P18825;P81908;NP_001153638;Q12809;Q01959;Q9QYN8;NP_009163;P31645;Q5U3Y7;Q60492;NP_001124527;P58406;P35367;Q9Y5N1;Q9JI35,
T16021,高活性,低毒性,1,66,126,998;5879;5880;5881,P63000;P15153;P60953;P60763,
T11328,高活性,低毒性,1,65,142,2475;5289,Q8NEB9;P42336;P42345,
T4544,高活性,低毒性,1,64,101,11027185;2879,P36969;Q5L478;Q9WMX2;Q81258;Q8JXU8,
T9034,高活性,低毒性,1,64,180,816;9261;8569;84446;1455;5562;11200;57396;1613;5601;3654;6300;6732;23683;415116;1453;5594;9263;8798;8444;8550;9212;11040;818;1859;5871;5292;50488;53944;7867;1452;1196;983;2872;817;10733;9448;6198;5599;25865;1457,3FHR_A;NP_003659;Q9BUB5;2JBP_A;2JBO_A;NP_004626;Q8IW41;P49137;NP_004750;P28482;Q16644,
T29221,高活性,低毒性,1,63,215,3362;6531;117194;27346,P28473;P15431;P28221;Q5BJF2;P08908;P63079;Q01959;NP_473371;P28222;Q91ZM7;P19969;O09028;P46098;P30191;P18508;P28471;P23576;P18506;Q96LB1;P50406;P23574;P62813;P14416;P63138;Q9ES14;P20236,
T61360,高活性,低毒性,1,62,129,3480;6850;3932;2932;25;5562;3791;57551;8445;2260;57396;1198;238;10298;6093;3717;102800317;6098;23683;120892;1454;4233;1436;1195;9149;8444;1020;9212;5566;695;6197;1859;2534;2321;5586;5871;7301;8851;50488;1196;5747;6788;2261;9448;5979;11183,P49759;Q9HAZ1;Q92630;Q15078;O43781;P49761;P49760;Q9Y463;P06241;Q13627;P49841;P49674;Q00535,
T26778,高活性,低毒性,1,62,123,29412;24173;25083;25229;53949;24174;29413;24175;6530;24260;25111;81645,P43140;P08485;P23975;P15823;P22909;P08483;P10980;P22086;P19328;P08911;P23944;P08482,
T15767,高活性,低毒性,1,62,185,79084;10419,O14744;Q9BQA1;NP_001034708,
T16132,高活性,低毒性,1,61,166,135;1559;136;57413;25369;134,P29275;P0DMS8;NP_001075445;P30542;ABI96208;NP_000667;QLI62812;P30543;NP_001041695;NP_000666;P29274,
TQ0037,高活性,低毒性,1,59,127,3718;3106;7297;3791;3456;4128,P35968;P01574;O60674;P01889;P21397;P23458;P29597;P52333,
T10429,高活性,低毒性,1,57,187,1020;5595;5594;8851;9891;225689,Q8TD08;O60285;P27361;P24941;P24864;Q15078;P28482;Q00535,
T3461,高活性,低毒性,1,57,165,81638;24180;100009164;281607;185;186;24182,P50052;P30556;P34976;P25095;P29089;P35351;P25104,
TP1905,高活性,低毒性,1,57,171,29335;100135587;18386;4985;24613;100379267;18390;18387;4988;25601,P33533;P33535;P42866;P33534;P35372;P41143;NP_038650;P34975;NP_000902;P41144;P32300;NP_001138755;P97266,
T16962,高活性,低毒性,1,55,130,10014;51564;10013;9759;3066;3065;8841;79885;9734;55869,Q96DB2;Q9UQL6;Q8WUI4;Q9UKV0;Q9BY41;Q13547;P56524;Q92769;Q9UBN7;O15379,
T17073,高活性,低毒性,1,55,148,590;351;6622,P06276;P37840;P05067,
T61668,高活性,低毒性,1,54,57,289606;79211;29705;29709;2558;2555;25451;29707;2563;140674;2554;24947;2560;24922;2561;29708;65191;140675;2566;25450;2556;2557;81658;29689,P28473;P15431;P18507;P63079;P34903;Q91ZM7;P19969;P18505;O09028;P31644;P30191;P18508;P48169;P28471;P23576;O14764;P47869;P18506;P23574;P14867;P62813;P63138;Q9ES14;P20236;P47870,
T8619,高活性,低毒性,1,54,56,4916;3480;1025;1432;3718;4486;2869;2932;25;57551;4058;2260;57396;238;1613;5601;3717;10298;5159;2931;23683;5613;120892;815;1436;4233;9149;10188;5588;1020;142;5566;695;6197;1859;1022;2321;5292;5871;6790;7301;1452;5605;1196;29110;5747;5604;9448;5979;57118;9641;5156;5599,P09874,
T23315,高活性,低毒性,1,51,115,150;3358;187;3354;2359;11255;10280;27346;3357;2358;1128;266977;1880;728;3351;2859;3363;1901;8477;6530;151;3361;3356;6532;3352;1129;2740;152;338557;139760;6531,P28221;Q5BJF2;Q01959;Q5T601;P35414;P08913;P41595;P08172;P28222;P11229;Q5NUL3;Q8TDV5;Q99720;P18825;P43220;Q9HC97;P32249;P28223;P25089;P18089;P28566;P34969;P21730;P21453;P25090;P31645;Q8IYL9;P47898;P28335;P23975;Q9Y5N1,
T11345,高活性,低毒性,1,51,55,9706;595;7272;1019;152110;81788;8900;1021;2322;896,P11802;P51946;Q8IYT8;P50750;P78396;O60563;Q9H093;Q6ZWH5;P24941;P30281;Q00534;P36888;P24864;P33981;P24385;P20248,
T10215,高活性,低毒性,1,50,88,6795;595;5595;5293;1263;1021;225689;5291;5288;10769;23552;5598;5594;5347;8558;5596;896;1018;1020;5294;5287;9212;6790;983;5597;1019,P42338;O00329;Q9NYV4;Q9H4B4;Q16659;P28482;P24385;Q13164;Q9NYY3;P50613;P42336;P27361;Q9UQB9;Q00526;Q9BWU1;O75747;P50750;Q8TD08;P30281;O14965;P31152;P48736;P06493;O00750;Q96GD4;Q00535;P53350;P11802;Q15131;P24941;Q00534;P49336;Q8IZL9,
T6870,高活性,低毒性,1,50,111,55851;23621;5664;25825;51107;5663;83464;23385,P56817;Q8WW43;Q96BI3;Q92542;P49810;P49768;Q9NZ42;Q9Y5Z0,
T11689,高活性,低毒性,1,50,134,5151;5140;50940;5141;10846;8654;27115;5153,Q08493;P27815;O60658;Q01064;Q07343;Q13370;Q9HCR9;Q08499;Q9Y233;Q9NP56;O76074,
T86723,高活性,低毒性,1,50,54,983;595;1020;1019;891;8851;1021;896;1018,P11802;P50750;O60563;Q15078;P30281;P24941;P14635;Q00526;Q00534;P24864;O96020;P06493;P24385;Q00535;P20248,
T11994,高活性,低毒性,1,50,118,5645;5340;5646;2147;2155;615026;5624;5327;2159;5328;780933;5644;17175;10747,P07477;P08709;P00760;P00734;P00749;P04070;P00750;P00742;O00187;P00747;P35030;NP_000497;Q91WP0;1K22_H;P07478;Q9UJ71,
T62119,高活性,低毒性,1,49,136,150;3358;140;11255;24890;3357;4986;2099;8856;3757;4985;1814;2100;25149;6530;24693;151;153;2693;6532;1813;2908;152;2862;6531,Q63921;P41143;P03372;Q01959;P35462;P08913;P41595;P04150;P08588;P0DMS8;Q92731;P18825;O43193;O75469;P06211;NP_001116214;Q92847;P18089;P14416;Q62986;Q12809;P31645;P41145;NP_001201832;P28335;P23975;Q9Y5N1,
TP1008,高活性,低毒性,1,48,63,100135626;24807;100720631;6865;101839819;25007;24808;6870;6869;21338,P14600;P29371;NP_067357;P21452;P16610;P16177;P51144;P30547;NP_001048;NP_001050;NP_056542;Q64077;P25103,
T50042,高活性,低毒性,1,48,53,4916;3932;1025;1432;4486;2932;25;3791;57551;4058;2260;57396;238;1613;5601;6093;4914;5159;2931;23683;4915;5613;120892;815;1436;4233;9149;10188;1020;5566;695;6197;1859;1022;2321;5871;7301;1452;5605;1196;5604;9448;5979;57118;9641;5156;5599,,
T16270,高活性,低毒性,1,48,101,9759;51564;10013;10014;9734;1576;3065;8841;79885;3066;83933;55869,NP_003874;P08684;Q96DB2;Q8WUI4;Q9UKV0;Q9UQL6;NP_005465;Q9BY41;Q13547;Q9UBN7;NP_004955;NP_001518;P56524;Q969S8;NP_006035;Q92769;O15379,
T21634,高活性,低毒性,1,46,112,23081;9682;23135;200424;55818;8242;8284;55693;54790;64475,Q9Y4C1;P54001;P41229;O15054;Q9H3R0;Q6B0I6;Q96KS0;Q9BY66;O43151;O75164;Q9GZT9;Q6N021;P29375,
T7130,高活性,低毒性,1,45,159,1236;3577;12765;1559;3579,NP_001161770;NP_000625;P51684;ABI96208;P25025;QLI62812;O95342;P35343;P25024;P32248,
T28167,高活性,低毒性,1,44,136,29412;1814;24173;3358;1815;29581;24318;29238;29413;29595;25187,P43140;P14416;P15823;P08908;P61169;P30994;P08909;P21917;P35462;P19020;P23944;P28223;P28335;NP_387512;P14842,
T6927,高活性,低毒性,1,44,118,5601;102800317;5602;1432;6197;5600;51701;1454;8986;5599,P51812;P45983;NP_001128516;P53779;O75676;Q15759;Q9UBE8;Q16539;NP_620583;NP_620637;NP_620448;NP_002742;P49674;P45984,
T8780,高活性,低毒性,1,43,150,4837;2593;27232;1559;5409;5468;1551;3176,P37231;3FUR_A;ABI96208;QLI62812;Q14749;NP_000756;P40261;P21964;P11086;Q14353;P50135,
T9786,高活性,低毒性,1,42,94,5027;29665;18439,Q9Z1M0;Q64663;Q99572,
T19618,高活性,低毒性,1,42,99,8019;676;1387;6046,P25440;Q58F21;Q15059;Q92793;O60885,
T62622,高活性,低毒性,1,42,82,6097;5468,P51449;P37231,
T29106,高活性,低毒性,1,42,91,6923;3091;8453;6921;9978;7428,Q15370;Q16665;Q13617;Q15369;P62877;P40337,
T21868,高活性,低毒性,1,42,104,3672;3689;3695;3676;3683;3688,P56199;P26010;P20701;P05556;P05107;P13612,
T35317,高活性,低毒性,1,40,111,24192;10327;2739;116463;57016;231,P07943;Q04760;P14550;O60218;P15121;Q5RJP0;NP_001619,
T12427,高活性,低毒性,1,40,92,7297;3791;54496,P35968;O60674;P23458;P29597;Q9NVM4,
T15634,高活性,低毒性,1,39,113,7442;66026;83810;1559;29465;2876;1551;1565;7468,Q9ERZ8;Q8NER1;ANW61984;O35433;ABI96208;QLI62812;O96028;NP_114188;NP_000756;Q9WUD2;P07203,
T60531,高活性,低毒性,1,39,124,29290;282133;25369,P25099;O39930;P30543;P29274;P28190,
T17350,高活性,低毒性,1,39,75,6597;8815;55193;6595;7428,O75531;Q86U86;P51532;P51531;P40337,
TQ0008,高活性,低毒性,1,39,118,948542;4507;88783192;66671551;913817,P0AF14;P0AF12;O24915;A0A0H2UPP7;Q13126;Q9KPI8;B5Y1L0;1Y6Q_B;Q5HFG2;1Y6Q_A,
T16713,高活性,低毒性,1,38,70,58959;1394;104909134,P35353;NP_001243228;P34998,
TQ0292,高活性,低毒性,1,36,84,84023;19219;5734,P32240;Q9TU16;NP_000949;P35408;P43114,
T2012,高活性,低毒性,1,36,131,4837;2593;27232;3717;3718;3106;7297;3456;5409;3716;1551;3176,P29597;P01574;O60674;NP_002218;NP_004963;P01889;P23458;NP_000206;NP_003322;Q14749;P40261;NP_000756;P21964;P11086;P52333;Q14353;P50135,
T41093,高活性,低毒性,1,36,57,771;765;759;760;763;762;11238,P00915;P23280;P00918;Q4CVY4;Q9Y2D0;P35218;P22748;O43570,
T14989,高活性,低毒性,1,36,86,282682;2869;5581;281801;5583;23683;5590;5588;157;5578;5579;7468;5587;5582;5580;9475;6011;156;5584,P05129;P21146;P41743;Q15139;P35626;P05771;3PVU_A;P24723;Q05513;Q02156;P17252;NP_005151;Q05655;P25098;P34947;O96028;Q15835;P43249;O94806;O75116;NP_001610;Q04759,
T10406,高活性,低毒性,1,36,76,11073;84126;1196,P49760;Q92547;Q8WXE1;Q13535,
T4266,高活性,低毒性,1,35,121,4837;2593;27232;3352;3355;5409;1565;3351;3350;3176,P28221;ANW61984;NP_000515;P08908;P30939;NP_000857;Q14749;P28222;P40261;P21964;P11086;Q14353;P50135,
TP1380,高活性,低毒性,1,35,35,8484;2587;14427;50577;29235;14428;29234,NP_034384;NP_003605;NP_032108;NP_003848;NP_001471;NP_062046;NP_037090;NP_062045,
T4651,高活性,低毒性,1,35,108,7422;55239;112399;200424;2321;80312;54790,P15692;O75936;Q8NFU7;Q8N543;O43151;P17948;Q12797;Q8N371;Q9GZT9;Q6N021;Q9H6Z9;Q84406,
T3334,高活性,低毒性,1,35,105,43740568;1489834,Q5L478;AMB37292,
T4428,高活性,低毒性,1,35,75,9212;1559;1557;6790;2322;1565,P10635;P11712;P33261;O14965;P36888;Q96GD4,
T35626,高活性,低毒性,1,35,73,57704;8972;2629;14387;6476;178;2548;22234;7357,Q16739;O43451;O88693;Q9HCG7;P35573;B5THE3;P70699;P04062;P14410;P10253,
T13253,高活性,低毒性,1,35,91,351;23621;3757;25825;3417,P56817;Q12809;P05067;G3IAK4;O75874;Q9Y5Z0,
T13954,高活性,低毒性,1,35,57,23512;8726;7428;2146,P40337;Q15910;Q15022;O75530,
T39208,高活性,低毒性,1,35,67,6329;6323;11280;6331;6326;6324;6327;6334;6328;6332;6336,P35498;Q07699;Q15858;Q9UI33;Q9Y5Y9;Q9UQD0;O60939;Q14524;Q9NY46;P35499;Q01118;Q99250,
T23438,高活性,低毒性,1,33,115,4837;2593;57121;27232;10855;9807;54904;5409;7468;3176,Q92551;Q9Y251;ABI96208;O96028;Q14749;Q9H1C0;P40261;Q9BZ95;P21964;P11086;NP_001136433;Q14353;P50135,
T14071,高活性,低毒性,1,33,47,598;599,P10415;Q07817;Q92843,
T7919,高活性,低毒性,1,33,66,2568;2556;2563;2564;2557;2569;2565;2554;2558;2559;55879;2555;2560;2562;2561;2566;2567,P18507;P18505;O14764;P28472;P78334;P47869;Q9UN88;P31644;Q8N1C3;Q16445;P47870;O00591;P48169;Q99928;P24046;P34903;P14867,
T9081,高活性,低毒性,1,33,45,3358;1815;1814;147;100144487;148;397432;1812;146;3357,P14416;P25100;P50129;P08908;P35368;P21917;P21728;P35462;P41595;P35348;P28223;P28335;P50130,
T22054,高活性,低毒性,1,32,77,5743;443551;5742;443460;24693;29527;240;25290,P05979;Q63921;P09917;P23219;P35355;P12527;P79208;P35354,
T3440,高活性,低毒性,1,32,113,85309;10003,Q9Y3Q0;Q04609;P70627,
T17224,高活性,低毒性,1,32,61,5165;5163;5166;5164,Q15120;Q15119;NP_001135858;NP_002602;Q16654;Q15118;NP_002603,
T39463,高活性,低毒性,1,32,103,1576;1558;2160;3818,P07477;P10632;P08684;P03952;P00734;P00742;P35030;P03951;P07478,
TP2040,高活性,低毒性,1,32,83,100135587;4985;18386;100379267;18390;18387;4988;4986,P42866;P35372;P33534;P41143;P41145;P41144;P97266;P32300,
T14211,高活性,低毒性,1,31,64,5729;11251;8714,Q13258;Q9Y5Y4;Q56D28;O15438,
T11377,高活性,低毒性,1,31,83,6329;6323;6331;6326;6324;6327;6334;6332,P35498;Q15858;Q9UQD0;O60939;Q14524;Q07699;P35499;Q01118;Q99250,
T23396,高活性,低毒性,1,31,109,29412;150;24173;4837;5409;1565;3357;3176;27232;24174;3363;3362;2593;24175;151;25083;115;29413;152;64354,O60503;ANW61984;P22909;P08913;P41595;P19328;P31388;P21964;P43140;P15823;P18825;Q14749;P23944;Q14353;P18089;P50406;P34969;P11086;P50135;P22086;P40261,
T39161,高活性,低毒性,1,31,61,3358;3357;3356;25187,P08909;P41595;NP_000858;P28335;P28223;NP_001159419;NP_001243690,
T14315,高活性,低毒性,1,31,83,2052;13850;414425;65030;2053,P34914;P34913;P80299;P07099;Q6Q2C2,
T84300,高活性,低毒性,1,30,30,5950;7276,P02766;P02753,
T29061,高活性,低毒性,1,30,44,3358;1814;1813;1815;1812;3357;1816,P14416;P21918;P08908;NP_057658;P21917;P21728;P35462;P41595;P28223;P28335,
T10205,高活性,低毒性,1,30,75,23512;8726;2146,Q15910;Q15022;O75530,
T15622,高活性,低毒性,1,30,94,1558;5027;29665;18439,P10632;Q64663;G7N604;Q99572;Q9Z1M0,
T8162,高活性,低毒性,1,29,113,7442;51393;1269;79054;1543;4988;1557;8989;9290;2830;1565;1555;312896;171384;59341;162514,P35372;Q01959;P21554;Q9Y2T6;P04798;P46095;P20813;Q9Y5S1;P10635;P33261;P34972;O75762;Q9HBA0;Q8NER1;Q8R455;Q8NET8;Q7Z2W7;P23975;Q6RI86,
T33600L,高活性,低毒性,1,29,42,29290;25369;29316;100135472,P29275;P25099;P30542;P30543;P29276;P47745;P29274,
T15784,高活性,低毒性,1,29,83,29117;65980,Q9H8M2;Q9NPI1;NP_001009877;NP_001167455,
T11798,高活性,低毒性,1,28,38,397372;84022;25321;185;2693,NP_940799;P30556;Q92847;O08725;Q95254;NP_114464;Q02644,
T77628,高活性,低毒性,1,28,54,10298;282322;1198;817;5170;100303771;5292;25636;9748;1195;56924;8576;11040,P49759;P00517;P22612;1UU9_A;NP_002639;NP_005875;O15530;P18688;NP_006866;NP_001008910;P22694;NP_055535;NP_064553;NP_003983;Q13557;P17612;P27791,
T24885,高活性,低毒性,1,28,82,29412;3358;24173;29581;24473;24318;29413;64354;65032;3362;3350;29595;25187,P19327;P43140;P15823;NP_000515;P61169;P30994;P08909;NP_000862;NP_077341;NP_075227;P23944;P14842;NP_001243690,
T12882,高活性,低毒性,1,28,41,4157;4161;25635;4159,P32245;Q01726;P41968;NP_005903;P33032;NP_005904;P70596;NP_063941;NP_002377;NP_037231,
T85517,高活性,低毒性,1,28,65,100135587;4985;100379267;4988;4986,P35372;P41143;P41145;P41144;P97266,
T3224,高活性,低毒性,1,28,90,5147;5146;5145;5149;5158;5148,P16499;O43924;P35913;Q13956;P51160;P18545,
T68280,高活性,低毒性,1,28,57,225192;3757;59340;11255;170704,Q91ZY1;Q12809;NP_001153638;Q91ZY2;NP_009163;Q91ZY3;Q9H3N8;Q9Y5N1,
T8233,高活性,低毒性,1,27,80,3066;3065;9612;8841,Q9Y618;Q13547;Q92769;O15379,
T12767,高活性,低毒性,1,27,54,6646;100689317;81782;20652,Q61263;Q95214;P24752;O70536;Q60457;P35610,
T16277,高活性,低毒性,1,27,87,28989;216;26227,Q9BV86;O43175;AAH01505;AAG24257,
