rank,ID,SMILES,active_score,activity_level,toxicity_score,P_tox_high,toxicity_level,recommend_score
3697,T17296,COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,0.143823060770532,中,0.7165819,0.5382327,毒,0.04076205861976872
3698,T32845,O=C1CCNc2ccc(Cl)cc2N1c1ccccc1,0.15145233633036,中,0.730889535,0.61473143,毒,0.04075740865519958
3699,T12651,O=C(O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)C1=Cc2cc(O)c(O)cc2[C@H](c2ccc(O)c(O)c2)[C@H]1C(=O)O[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0.1078439807142504,中,0.62213719,0.5534143,毒,0.040750229594272463
3700,T34703,C[C@H]1[C@H](NC(=O)/C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.105206611110132,中,0.61271842,0.5238328,毒,0.04074458257717748
3701,T1029,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.105206592100344,中,0.61271841,0.5238328,毒,0.04074457626710266
3702,T35009,COc1cc(C)cc(C)c1NC(=O)CCN1CCCCC1C,0.1196501501283255,中,0.6598027,0.5733349,毒,0.040704658018250996
3703,T3925,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@H]1O,0.062632092883758,中,0.350723636,0.32594478,低毒,0.04066553753727667
3704,T8302,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1,0.11754859374379852,中,0.65412792,0.55327076,毒,0.04065677661924258
3705,T10356,CCN(CC)CCCNc1ccnc2cc(Cl)ccc12.Cl.Cl,0.1784725266951,中,0.7722699399999999,0.6360636,毒,0.04064355921262674
3706,TN1187,CC(CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C(O)[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O,0.11009748337886349,中,0.6308546399999999,0.47487387,毒,0.04064197513698459
3707,T8763,COc1ccccc1N1CCN(C(=O)Cc2ccccc2)CC1,0.1050574258636025,中,0.6131663940000001,0.54408926,毒,0.04063974288389501
3708,T12715,Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1Nc1nc(Nc2ccc(C#N)cc2)nc2ccccc12,0.23829417685514803,中,0.82948584,0.4307277,毒,0.040632531399347
3709,T77945,CC(=O)N[C@H]1[C@H](OCCCCC(=O)O)O[C@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1,0.08004835747422501,中,0.49242748000000003,0.4601583,低毒,0.04063034652505322
3710,T3643,COc1ccc(S(=O)(=O)Nc2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,0.12817101931434,中,0.683063935,0.5730641,毒,0.04062201850852592
3711,TN1968,COc1cc(/C=C/C(=O)NCC(O)c2ccc(O)cc2)ccc1O,0.10566024079107801,中,0.6156378259999999,0.49402553,毒,0.04061179985582223
3712,T6977,COc1cccc(NC(=O)/C=C/c2ccc(Cl)cc2)c1,0.09705670453949401,中,0.58161157,0.4798197,低毒,0.04060740223325278
3713,TN6909,C=C(C[C@@H](O)[C@](C)(O)[C@H]1CC[C@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.104798064618576,中,0.61271847,0.4544761,毒,0.04058635480652098
3714,T38888,C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)NCCOCCOCCOCCN=[N+]=[N-],0.095883332454102,中,0.57678901,0.5211432,低毒,0.04057888005239963
3715,T67951,COc1cccc(C/N=C(\C)c2c(O)c3ccccc3oc2=O)c1,0.086962125556096,中,0.533746174,0.44922754,低毒,0.04054642375762214
3716,T24733,CC(=O)O.CCCCOC(=O)N[C@@H](CNC(=O)C[C@H]1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)OC,0.08777990805191739,中,0.538118847,0.51674944,低毒,0.04054388514125359
3717,TN1776,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](CC(=O)[C@@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0.08552421307272001,中,0.52602236,0.43291086,低毒,0.04053656467506498
3718,T1808,CC(C)(C)[Si](C)(C)Oc1ccc2oc(=O)c3c(c2c1)CCCN3,0.1161666906904982,中,0.6512080360000001,0.5367551,毒,0.04051800819731937
3719,T87658,Cc1ccc(C)c(NC(=O)NC(C)CCc2ccc(O)cc2)c1,0.147298516699812,中,0.72496034,0.6133816,毒,0.04051293395162062
3720,T10486,O=C1/C(=C/c2ccccc2)C(NC2CCCCC2)c2ccccc21,0.1665000821252288,中,0.75673747,0.63017213,毒,0.04050323122299093
3721,T7294,CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12,0.077342157606625,中,0.47634112,0.44564727,低毒,0.04050090762906872
3722,T4303,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)O,0.095785602405738,中,0.577243825,0.52480066,低毒,0.04049395489312059
3723,T14124,Cn1nc(C(F)(F)F)c(C=C2SC(=S)NC2=O)c1SCc1ccc(Cl)cc1,0.12992926891037898,中,0.68858318,0.5725427,毒,0.04046215974899509
3724,TN7690,N=C(N)NCCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O,0.09710028577509,中,0.583608173,0.5574726,低毒,0.04043176539611183
3725,T38495,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0.0647515786615932,中,0.37564601999999997,0.3406547,低毒,0.04042790584864878
3726,T4435,Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)c2[nH]cc(C#N)c12,0.17410407481010898,中,0.76786763,0.61344916,毒,0.04041519151232789
3727,T3S0601,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=CC3=C5CC(C)(C)CC[C@]5(CO)[C@@H](O)C[C@]34C)[C@]2(C)CO)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,0.0673825337035576,中,0.400388624,0.35401133,低毒,0.04040333375235654
3728,T9900,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](OC(C)=O)[C@H]2OC(C)=O)cc1F,0.0908353825837724,中,0.555377946,0.49927703,低毒,0.04038741438027271
3729,TN9294,Cl.c1ccc(CNc2ncnc3nc[nH]c23)cc1,0.112715860277836,中,0.6417408,0.54394937,毒,0.040381493930449305
3730,T2069L,CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1.Cl,0.170190441946624,中,0.76299902,0.66474015,高毒,0.040335301527983
3731,T3899,O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.063055763088709,中,0.360324614,0.33155784,低毒,0.04033521959329448
3732,TN7216,C[C@@H]1O[C@@H](O[C@H]2[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.06499643191226401,中,0.37957865,0.35980093,低毒,0.040325174032189916
3733,T16939,CCN1C(=CC(C)=Cc2sc3ccc4ccccc4c3[n+]2CC)Sc2ccc3ccccc3c21.[Br-],0.22233380555013602,中,0.81864075,0.5119455,毒,0.0403222922242185
3734,T85317,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O1.[Na+].[Na+],0.0746498413583326,中,0.46008142900000004,0.45550537,低毒,0.04030483567156763
3735,T3670,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,0.06401048231399581,中,0.3704526,0.34587115,低毒,0.04029763271352205
3736,T3432,CC(=O)[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1,0.1417582427596644,中,0.71596145,0.44484445,毒,0.040264805724003074
3737,TN4674,COc1cc(C[C@H]2COC(=O)[C@@]2(Cc2ccc(O)c(OC)c2)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,0.065264894486204,中,0.38308516600000003,0.34513503,低毒,0.04026288154798405
3738,T10089,CC(Oc1ccc2c(c1)Oc1ccccc1S2(=O)=O)C(F)(F)F,0.114369853885027,中,0.64799059,0.5303411,毒,0.04025926478785456
3739,T1622,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.113671337242804,中,0.64590089,0.563469,毒,0.04025091935018676
3740,T64317,COC(=O)[C@@H](NC(=O)[C@H](C)NC(C)=O)C(C)C,0.08442348985995901,中,0.5232323249999999,0.49584427,低毒,0.04025039097591874
3741,TN1222,CC(=O)O[C@@H]1C[C@@]23C[C@@]24CC[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]4CC[C@H]3[C@]2(C)C[C@@H]3O[C@]4(C[C@@H](C)[C@@H]3[C@@]12C)OC[C@@]1(C)O[C@@H]41,0.0616505183014784,中,0.34714556,0.30725434,低毒,0.040248814601421434
3742,T40031,Cl.NCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.14472948444832598,中,0.72202228,0.6289819,毒,0.04023157210372111
3743,T30251,CC(C)(C)OC(=O)NCCN1CC2CN(CCOc3ccc(C#N)cc3F)CC(C1)O2,0.1243956255759,中,0.676586085,0.5784809,毒,0.04023127627637595
3744,T7104,CC(O)C(=O)O.CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,0.1546458712477096,中,0.739866002,0.7018584,高毒,0.04022864876185995
3745,T41244,CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn1cncn1,0.139389821659993,中,0.71144037,0.63552326,毒,0.04022227536397356
3746,T41319,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0.139389821659993,中,0.71144037,0.63552326,毒,0.04022227536397356
3747,T6S1487,CC(C)=CC/C=C(\C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.0633286618811632,中,0.365021367,0.32802618,低毒,0.04021234715102022
3748,TXB-00336,Cc1ccc(N)cc1.O=P(O)(O)Oc1c[nH]c2cc(Cl)c(Br)cc12,0.09541565084812319,中,0.578620673,0.5522486,低毒,0.040206182739649134
3749,T11110,N#Cc1nc2c(nc1C#N)-c1ccccc1/C2=N\OCc1ccccc1,0.196630165346056,中,0.79563288,0.5852611,毒,0.04018474059689727
3750,T10366L,CC(=O)O.N=C(N)NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O,0.08626328330380399,中,0.534188454,0.5245588,低毒,0.040182433358780925
3751,T3920,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3C[C@]4(C)[C@H](C[C@@H](O)[C@@H]5[C@@H]([C@]6(C)CC[C@H](C(C)(C)O)O6)CC[C@]54C)[C@@]4(C)CC[C@H](O)C(C)(C)[C@H]34)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.0655816094041624,中,0.38735019000000004,0.34887284,低毒,0.040178560540954304
3752,T22288,COc1ccc2[nH]c(O)c(C=c3ccc4c(c3)N=NC=4/C=C/c3ccc(N4CCN(C)CC4)nc3)c2c1.Cl.Cl,0.15238316857206521,中,0.73641846,0.64153796,毒,0.040165390242304554
3753,T3409,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](OCCc2ccc(O)c(O)c2)O[C@@H]1CO,0.064057790274612,中,0.373436951,0.34897378,低毒,0.040136244386663446
3754,T12758L,C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1.O=C(O)/C=C\C(=O)O,0.100638793830138,中,0.6015611759999999,0.5675758,低毒,0.04009840266245865
3755,TN2072,O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,0.06648833821939319,中,0.397024636,0.36499855,低毒,0.04009082993959372
3756,T2872,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C,0.066869605558584,中,0.400971287,0.36902943,低毒,0.04005681375657622
3757,T22600,Br.N=C(N)SCc1ccc(B(O)O)cc1,0.06944263853442541,中,0.42331812500000005,0.39261442,低毒,0.0400463109949797
3758,T3924,CC(=O)O[C@H]1[C@H](O[C@H]2CC[C@]34CC35CC[C@]3(C)[C@@H]([C@@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@@H](O)[C@@H]1O,0.0618228708005129,中,0.35267626,0.32612982,低毒,0.040019411944124804
3759,TN7196,O=C(O)c1c[nH]c2cc(Br)c(Br)cc12,0.101921584170703,中,0.6079661550000001,0.5739518,低毒,0.039956710530931826
3760,T8306,COc1cc2c(cc1OC)-c1cc3ccc4c(c3c[n+]1CC2)OCO4.[Cl-],0.11862587233371161,中,0.66320554,0.5672567,毒,0.03995253661466134
3761,T4589,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c2c1[C@H](C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2,0.083903692714368,中,0.524328043,0.48543596,低毒,0.039910633712970066
3762,TN6691,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.06758777932476,中,0.409748261,0.38078436,低毒,0.03989380428158783
3763,T35349,CCOCc1nc(I)c(-c2ccccc2)n1CC(C)(C)O,0.109012322509728,中,0.63407435,0.5672414,毒,0.03989040497238185
3764,T3S1088,C[C@@H]1O[C@H](OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.06344886067390171,中,0.371423163,0.3471564,低毒,0.03988248415365482
3765,T8277,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.063448851927384,中,0.371423163,0.3471564,低毒,0.03988247865579639
3766,T18546,O=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)Oc2ccc([N+](=O)[O-])cc2)N1,0.1218592615981,中,0.67273748,0.5969529,毒,0.03987996903593343
3767,T64365,COc1cc2c(cc1Oc1ccccc1)C(Cc1ccc(Oc3ccccc3)cc1)N(C)CC2,0.1328102179016574,中,0.69977209,0.6218391,毒,0.039873334147259194
3768,T3021,CCN1C[C@]2(COC)CC[C@H](OC)[C@]34C1[C@@H]([C@H](OC)[C@H]23)[C@@]1(OC(C)=O)C[C@H](OC)[C@]2(O)C[C@@H]4[C@@H]1[C@H]2C(=O)c1ccc(OC)cc1,0.10481697200415802,中,0.6196266500000001,0.4745187,毒,0.03986958277807779
3769,T67795,O=C(O)C1CCc2cc(OCCn3ccnc3)ccc21,0.091115644787388,中,0.56265699,0.5388882,低毒,0.039848790349407075
3770,T5741,COC(=O)C1=CC[C@@]23CC[C@@H]([C@@](C)(/C=C/C=C(\C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)OC2=O)[C@@]3(OC(C)=O)CC1,0.0716790372684456,中,0.444446746,0.41405195,低毒,0.039821522398072226
3771,T4961,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)[C@H]1c2c(/C=C/C(=O)O[C@H](Cc3ccc(O)c(O)c3)C(=O)O)ccc(O)c2O[C@@H]1c1ccc(O)c(O)c1,0.0836672142859696,中,0.524161784,0.4851001,低毒,0.03981205798352549
3772,T5S0733,COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@@H]3OC=C[C@H]4[C@H](O)[C@@H]5O[C@]5(CO)[C@@H]34)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O,0.06394916800212079,中,0.37797884,0.34510848,低毒,0.03977773566171406
3773,TN9831,CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc4c(c3O)C=CC(C)(C)O4)oc12,0.1204441590248352,中,0.66976988,0.5302165,毒,0.0397742890880704
3774,T18979,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O][Na])cc4cc(S(=O)(=O)[O][Na])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O][Na])cc2cc(S(=O)(=O)[O][Na])cc(N)c2c1O,0.13779771719321202,中,0.7114737400000001,0.5935259,毒,0.03975825997829515
3775,T2267,Cc1nn(C)c2c1C(c1ccc(C(F)(F)F)cc1)C(C#N)=C(N)O2,0.121849658056908,中,0.67377706,0.5828455,毒,0.03975015368931921
3776,T4663,CC(=O)Nc1ccc(C2=Nc3ccc(Cl)cc3OC2)cc1,0.13858499617527362,中,0.71323836,0.5905096,毒,0.0397408607826152
3777,TN7092,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](O)[C@H](OCCc2ccc(O)c(O)c2)O[C@@H]1CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.06303599003698,中,0.370333084,0.34828788,低毒,0.03969167744359193
3778,T17566,[N-]=[N+]=NCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,0.09486883580406469,中,0.5817165670000001,0.52376217,低毒,0.03968206232483749
3779,T19956,O=C(CI)NCCCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,0.10208101910315251,中,0.611588135,0.49143058,毒,0.0396494790109561
3780,TN1997,CC(C)=CCC[C@@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.067624888897987,中,0.414037389,0.38403866,低毒,0.03962565646724937
3781,TN1685,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.06772764724213401,中,0.414960642,0.38450864,低毒,0.03962333926138855
3782,T78498,COc1cc(CCC(O)CCCCc2ccccc2)ccc1O,0.0879854220677408,中,0.54967009,0.49591786,低毒,0.03962246720107773
3783,T6343,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(/C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(\C)C(=O)NC(=CC1=O)C2=O,0.11217461540190919,中,0.64677883,0.48429453,毒,0.039622448896562384
3784,T10276,CCn1c(-c2nonc2N)nc2c(C#CCO)ncc(OCCCN)c21,0.1296048610180204,中,0.6942959200000001,0.5645097,毒,0.039620734801041786
3785,T60745,O=C(/C=C/c1ccc(F)cc1)Nc1ccc2oc(=O)ccc2c1,0.092917482267264,中,0.57359799,0.49183962,低毒,0.039620201202900725
3786,T3918,CC(C)=CCC[C@@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.0658393673447505,中,0.39866594,0.36877176,低毒,0.03959145407325024
3787,T3S1591,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.0667881190875409,中,0.407235095,0.3783004,低毒,0.039589653066054865
3788,T78015,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CC(C)C)C(=O)O.Cl,0.094781081633221,中,0.582321313,0.564751,低毒,0.039588037729003565
3789,T40660,C=C1[C@H](OC(=O)c2ccccc2)[C@H]2[C@@H](OC(C)=O)[C@](C)(O)[C@H](O)[C@@]2(OC(C)=O)C(=O)[C@@H](C)[C@@H]2O[C@H]2C(C)(C)C(=O)[C@H](O)[C@H]1OC(=O)c1ccccc1,0.15540622962384,中,0.74528006,0.5522117,毒,0.03958506548541074
3790,T10879,Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(=O)O,0.125185375668393,中,0.683813696,0.6276376,毒,0.039581901247440716
3791,T16073,CNC[C@H]1CC[C@H](N)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3OC[C@@](C)(O)[C@@H](NC)[C@@H]3O)[C@@H](N)C[C@H]2N)O1,0.085912745597765,中,0.539535225,0.4773281,低毒,0.03955979307130711
3792,T14389,N#Cc1cc(F)cc(-c2nc(-c3ccc(F)cn3)no2)c1,0.12042229242166962,中,0.6715172699999999,0.5406829,毒,0.03955664336752835
3793,T4574L,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)[O-].[Na+],0.09400339858294,中,0.579259948,0.5673555,低毒,0.039550994807962904
3794,T9305,O=C1NC(=O)C(Cc2c[nH]c3c(Cl)cccc23)N1,0.13037229540587,中,0.69671314,0.5793513,毒,0.039540204104638745
3795,T70358,CS(=O)(=O)O.O.O.O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,0.095400711682706,中,0.585621233,0.5433553,低毒,0.03953202927800221
3796,T39518,O=C1OC2(c3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3Oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc32)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc21,0.0652046964589692,中,0.393864422,0.34972006,低毒,0.03952288637647185
3797,T13717,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0.0625142141453655,中,0.367853656,0.3289029,低毒,0.03951813192002589
3798,T39876,Cl.NCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.1214825550595536,中,0.67475363,0.5907624,毒,0.039511760051444945
3799,T11699,CC[N+]1(C/C2=C/CCCCCC2)CCC(NC(=O)C2c3cc(Cl)ccc3Oc3ccc(Cl)cc32)CC1.[I-],0.1246921790710232,中,0.68317492,0.5938572,毒,0.03950560960955125
3800,T60171,Cl.O=c1nc(NCc2ccc(Cl)c(Cl)c2)[nH]c2ncn(CCN3CCOCC3)c12,0.1179166340914176,中,0.665164356,0.5945482,毒,0.039482692114312164
3801,T14689,CC1(C)CC=C(C#Cc2ccccc2)c2cc(/C=C/c3ccc(C(=O)O)cc3)ccc21,0.158129218406196,中,0.75032076,0.70327395,高毒,0.03948158307345303
3802,TP1458L,CC(=O)O.NC(N)=NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)O,0.08548815837063929,中,0.5381633570000001,0.53018427,低毒,0.039481564078148394
