ID,SMILES,P_act,STRENGTH,P_tox_0,P_tox_1,P_tox_2
T0002,CCNCC.O=S(=O)(O)c1cc(O)ccc1O,0.71080524,0.057470813,0.13473733,0.017780626,0.8474821
T0004,NC(=O)c1ccccc1O,0.6764406,0.07895154,0.15043075,0.024911854,0.8246574
T0005,CC(=O)Oc1ccccc1C(=O)O,0.5448921,0.03122354,0.1346299,0.0018802459,0.86348987
T0006,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-],0.8831414,0.15312682,0.083454624,0.048070077,0.86847526
T0007,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.61541444,0.15450943,0.32358992,0.08099453,0.5954155
T0007L,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,0.5750604,0.15451069,0.3732543,0.06898738,0.5577584
T0008,O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+],0.68375075,0.06896833,0.0763361,0.007000314,0.9166635
T0009,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,0.8007311,0.19766825,0.3383908,0.11558652,0.54602265
T0010,S=c1nc[nH]c2nc[nH]c12,0.6657959,0.029593168,0.05311206,0.003263994,0.943624
T0011,OCCc1ccccc1,0.4378333,0.0488373,0.16999093,0.007989386,0.8220197
T0012,C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,0.70141596,0.15378763,0.2889486,0.12627143,0.5847799
T0013,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,0.6939814,0.08839136,0.23553115,0.029176822,0.7352921
T0014,CC=Cc1ccc(OC)cc1,0.522814,0.08761445,0.32160115,0.041794755,0.6366041
T0015,Cc1ccccc1OCC(O)CO,0.5194041,0.0509881,0.17321499,0.009681182,0.8171038
T0016,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,0.7149161,0.11364763,0.3246301,0.07513455,0.60023534
T0017,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0.67299426,0.070264824,0.14553334,0.010429527,0.8440371
T0018,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,0.7141995,0.119060814,0.12680459,0.032351602,0.84084386
T0019,C[N+](C)(C)CC(=O)O.[Cl-],0.75592566,0.029698124,0.029109668,0.0014802143,0.9694101
T0020,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],0.5834287,0.052282706,0.13651258,0.0071773143,0.85631007
T0022,NCCS(=O)(=O)O,0.64942783,0.03186668,0.07848421,0.0058161737,0.9156996
T0023,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],0.7534358,0.08698815,0.1099538,0.022687346,0.8673589
T0024,CCC1(c2ccccc2)C(=O)NCNC1=O,0.73097795,0.095830545,0.15099156,0.042374127,0.8066343
T0025,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.8076997,0.22587675,0.30746344,0.11603239,0.5765042
T0026,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,0.75869673,0.09483538,0.21960379,0.075939395,0.7044568
T0027,CCCCC(CC)COC(=O)c1ccccc1O,0.58041924,0.084262736,0.18580881,0.017766468,0.79642475
T0028,NCC(O)CC(=O)O,0.7080556,0.027619096,0.065787554,0.0019888629,0.93222356
T0030,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,0.58331156,0.09868222,0.19655576,0.02119617,0.7822481
T0031,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.69785285,0.22708316,0.26782206,0.08808401,0.64409393
T0031L,Cl.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.7041795,0.23861517,0.26232272,0.08991067,0.64776653
T0031L2,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.84023845,0.30514354,0.28699413,0.19210073,0.5209052
T0032,O=C[C@H](O)[C@@H](O)[C@H](O)CO,0.5704501,0.041702684,0.11749324,0.0036629857,0.8788438
T0033,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0.49961942,0.1268084,0.4394397,0.008426022,0.5521342
T0034,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,0.75336176,0.070526496,0.10585739,0.016144872,0.8779977
T0035,C/C=C(/C(=C/C)c1ccc(O)cc1)c1ccc(O)cc1,0.63166755,0.08682735,0.21510236,0.0402129,0.74468476
T0036,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,0.6918821,0.11363258,0.25704283,0.10293021,0.6400269
T0039,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,0.86206555,0.27462888,0.22434162,0.21928439,0.556374
T0040,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,0.7139691,0.20188671,0.40904564,0.20242552,0.3885288
T0042,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,0.56110954,0.112113714,0.1749489,0.019054249,0.80599684
T0043,CC(C)CCCC(C)N,0.48950273,0.08983183,0.13691045,0.039694816,0.8233947
T0044,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,0.6057342,0.12432816,0.2716923,0.065193616,0.66311413
T0045,CC(N)CCCC(C)(C)O.Cl,0.57052547,0.06343013,0.08511218,0.004020504,0.91086733
T0048,CCN(CC)C(=O)c1cccnc1,0.7168323,0.10515658,0.13942337,0.06908343,0.7914932
T0049,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],0.54555213,0.14886416,0.35274786,0.035993006,0.6112591
T0050,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0.7327114,0.07921801,0.16886912,0.020360094,0.81077075
T0051,CCOC(N)=O,0.82670087,0.009567963,0.014779834,0.0003736421,0.9848465
T0053,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.79405224,0.14592868,0.26010385,0.03557943,0.70431674
T0054,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.7847637,0.07641037,0.058381684,0.054102547,0.8875157
T0055,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0.8097668,0.1472085,0.25394794,0.061236065,0.684816
T0056,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.5421889,0.054778446,0.20207453,0.009035081,0.78889036
T0058,CCOc1ccccc1C(N)=O,0.58487916,0.07891897,0.19480298,0.030579159,0.77461785
T0059,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,0.66642517,0.098593734,0.16069151,0.0233507,0.81595784
T0060,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O,0.5085049,0.12673284,0.41543132,0.010611198,0.57395744
T0061,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0.67805535,0.06237336,0.13240284,0.009972204,0.85762495
T0062,Nc1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,0.7220124,0.19856875,0.48908952,0.07007754,0.44083288
T0064,Nc1ncnc2nc[nH]c12,0.77150077,0.058933556,0.04339691,0.013450565,0.94315255
T0066,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,0.7276588,0.100245215,0.21704264,0.038473193,0.7444842
T0067,O=C(O)c1ccc[n+]([O-])c1,0.64439934,0.059017364,0.10834771,0.005834751,0.88581747
T0068,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.6709742,0.15275025,0.28995588,0.047391847,0.66265225
T0069,O=c1cc[nH]c(=O)[nH]1,0.5073981,0.014739259,0.05510081,0.00086411077,0.9440351
T0070,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.6827766,0.11539976,0.2794908,0.041832414,0.6786768
T0071,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,0.6730736,0.09936798,0.22952852,0.028826151,0.74164534
T0072,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl,0.70870537,0.06193336,0.0778981,0.006239979,0.9158619
T0073,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,0.47248104,0.13412547,0.43883595,0.04432682,0.51683724
T0074,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,0.7512128,0.19577621,0.22596072,0.096048124,0.67799115
T0074L,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21.Cl,0.6821302,0.15067388,0.17870532,0.032912474,0.7883822
T0075,O=C(NCCO[N+](=O)[O-])c1cccnc1,0.68134177,0.11387094,0.21668258,0.049970053,0.73334736
T0076,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0.81477225,0.21821025,0.37728247,0.12779278,0.49492478
T0077,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+],0.75070477,0.15372325,0.16304289,0.036933646,0.8000235
T0078,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.98172575,0.27733558,0.23541997,0.33379632,0.43078372
T0078L,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,0.88486576,0.2845745,0.34239075,0.25427246,0.40333682
T0080,CCN(CC)c1cc(C)nc2ncnn12,0.65465665,0.11130175,0.20769785,0.084659785,0.7076423
T0081,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,0.6225378,0.16776586,0.39229298,0.103285186,0.50442183
T0082,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0.85658354,0.21026412,0.27600005,0.06836131,0.65563864
T0083,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,0.826941,0.12357727,0.23068744,0.16165024,0.6076623
T0084,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,0.68427247,0.1261556,0.23444444,0.09035739,0.67519814
T0085,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21.O,0.5649809,0.11578653,0.2582179,0.028378814,0.7134032
T0085L,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,0.66994065,0.12526558,0.29159167,0.06534552,0.64306283
T0086,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,0.5404465,0.14280589,0.37034002,0.103907615,0.52575237
T0087,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.O.[Na+],0.49829197,0.06490846,0.19934642,0.010093914,0.79055965
T0087L,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+],0.50644064,0.070420034,0.19506094,0.010161339,0.79477775
T0088,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl,0.6454559,0.17546818,0.3148978,0.054134533,0.63096774
T0089,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.6560499,0.05805056,0.13547625,0.0033162157,0.8612075
T0090,Cl.N=C(N)NC(=N)N1CCOCC1,0.7404729,0.06320365,0.04949738,0.006902953,0.9435997
T0091,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,0.7633937,0.18994457,0.21713696,0.108496025,0.674367
T0092,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0.63221055,0.15738109,0.23932377,0.059907284,0.70076895
T0093,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,0.8881568,0.2459627,0.32912898,0.25202084,0.41885015
T0093L,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,0.9138942,0.23491848,0.3394014,0.25841165,0.40218696
T0094,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.8829584,0.11416113,0.09453021,0.14933877,0.756131
T0095,Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,0.61307764,0.14012074,0.28335547,0.025755502,0.690889
T0096,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,0.8836986,0.26428062,0.38433942,0.16614172,0.4495188
T0097,O=C(NCCCNc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1)C1CCC1,0.9107496,0.36812317,0.28121525,0.344857,0.37392777
T0097L,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.96690804,0.27366012,0.17417237,0.26932088,0.5565067
T0098,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-],0.5878233,0.08782436,0.20213939,0.016987674,0.78087294
T0099,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.6048131,0.11840832,0.3623774,0.016094036,0.6215286
T0100,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,0.5245446,0.27805373,0.58016384,0.027438812,0.39239728
T0100L,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0.69224054,0.3298501,0.48927453,0.1380337,0.37269184
T0101,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,0.723575,0.14712884,0.29114643,0.058144193,0.65070933
T0103,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl,0.64801466,0.10856145,0.16029854,0.018893074,0.82080835
T0104,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12.Cl,0.70968974,0.106166504,0.20901397,0.024519593,0.76646644
T0106,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,0.5788868,0.04059794,0.124791585,0.009176671,0.8660317
T0107,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,0.9060339,0.10210055,0.07639594,0.11262881,0.81097525
T0108,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,0.8587121,0.17329678,0.2677993,0.091060445,0.6411403
T0109,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0.6533099,0.049187694,0.14043188,0.010119022,0.8494491
T0110,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0.5651534,0.11524373,0.3094931,0.044649452,0.6458574
T0111,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,0.64227575,0.1439672,0.33388686,0.02017914,0.645934
T0112,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,0.7015565,0.111785196,0.20713504,0.01758738,0.77527755
T0113,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,0.7645385,0.17079677,0.25955752,0.06847264,0.67196983
T0114,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.743873,0.08341638,0.16799347,0.047767207,0.7842394
T0115,Cl.c1ccc2c(c1)OCC(C1=NCCN1)O2,0.69335943,0.07350942,0.10075135,0.01276855,0.88648003
T0117,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,0.73970664,0.13448787,0.23480119,0.08107153,0.6841273
T0118,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.8550465,0.28894857,0.3664557,0.1927082,0.44083613
T0119,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,0.6979493,0.08186816,0.15177052,0.02827015,0.81995934
T0120,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,0.91089326,0.2316612,0.35382876,0.11654027,0.52963096
T0121,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.77585685,0.1578368,0.19876485,0.06649207,0.73474306
T0122,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,0.46312833,0.08130832,0.4559468,0.031209787,0.5128434
T0123,Nc1ccc(S(N)(=O)=O)cc1,0.6721798,0.07285722,0.10311868,0.036827195,0.8600542
T0125,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,0.5733348,0.15579942,0.30675426,0.0690276,0.62421817
T0126,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.6898321,0.12148552,0.19568157,0.057739425,0.746579
T0127,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0.7992263,0.30868888,0.36524564,0.2639304,0.370824
T0128,C=CC(N)CCC(=O)O,0.5158738,0.052441366,0.17165694,0.004319592,0.8240234
T0129,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3.[Cl-],0.9030778,0.12695308,0.13202277,0.052887425,0.8150898
T0130,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,0.80650806,0.14739825,0.23628306,0.03680232,0.72691464
T0131,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,0.76611733,0.16520384,0.38701683,0.10095421,0.512029
T0132,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,0.39503813,0.1393326,0.61575663,0.033516705,0.35072663
T0133,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0.7195351,0.14298742,0.2724069,0.09862449,0.6289686
T0134,CC(C)Cn1cnc2c(N)nc3ccccc3c21,0.8958261,0.25170317,0.2371735,0.19485863,0.56796795
T0135,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,0.602451,0.09883762,0.3274625,0.027206127,0.6453314
T0136,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,0.5266585,0.17083375,0.5756176,0.020109037,0.40427336
T0137,CN1CCN2c3ncccc3Cc3ccccc3C2C1,0.8238598,0.19436923,0.29455376,0.07736352,0.62808275
T0138,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,0.856733,0.27451992,0.3507476,0.21259308,0.4366593
T0139,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,0.85021895,0.23023483,0.22856432,0.15444644,0.61698925
T0141,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,0.70531636,0.19261084,0.3732949,0.1709648,0.4557402
T0142,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.5449493,0.09803107,0.2828506,0.044994183,0.6721552
T0143,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O,0.47124586,0.1208264,0.40902132,0.031153256,0.5598254
T0144,Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O,0.62781066,0.090316325,0.18937671,0.0130528435,0.7975704
T0145,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.6471544,0.074803635,0.1868961,0.02817341,0.7849305
T0146,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,0.8192831,0.1572991,0.29773214,0.08675221,0.61551565
T0147,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,0.6440991,0.16983907,0.31721643,0.05072299,0.6320606
T0150,CC(O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.7005779,0.1270709,0.2823478,0.0885855,0.6290667
T0151,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,0.79765105,0.08771673,0.2890127,0.022375688,0.6886116
T0152,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0.9233636,0.2853217,0.19367412,0.3112188,0.49510708
T0153,Cc1c(-c2cnccn2)ssc1=S,0.8546595,0.09180503,0.17980143,0.07277394,0.74742466
T0154,Cl.O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,0.6063752,0.12646186,0.23120596,0.028655296,0.7401387
T0155,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,0.6965945,0.3143365,0.548401,0.10213375,0.3494652
T0156,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],0.5654594,0.06490236,0.20071399,0.0128721725,0.78641385
T0157,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl,0.5543709,0.09494329,0.2532154,0.010441018,0.73634356
T0158,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0.6799018,0.14208888,0.2260727,0.045818824,0.72810847
T0159,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0.682188,0.092665926,0.28416565,0.015445663,0.70038867
T0160,O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,0.6532833,0.18905003,0.30732277,0.12380468,0.5688726
T0161,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.O.[Na+],0.5896759,0.11717716,0.3659021,0.045152552,0.5889454
T0162,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0.6991179,0.1093954,0.21845259,0.034952406,0.746595
T0163,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0.72084177,0.11656543,0.16536745,0.046503387,0.78812915
T0164,N[C@@H]1CCCC[C@H]1N.O=C1[O][Pt][O]C1=O,0.4926094,0.027186878,0.12776212,0.0051106736,0.8671272
T0165,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0.77314985,0.21995598,0.35639507,0.10725663,0.53634834
T0166,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],0.55675787,0.05655405,0.17574874,0.009839674,0.8144116
T0167,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,0.709345,0.13912868,0.25794217,0.07929701,0.66276085
T0168,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2OC(=O)CCC1CCCC1,0.63407665,0.12604333,0.37067947,0.027510164,0.60181034
T0169,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0.5879418,0.14969447,0.31920037,0.07381912,0.6069805
T0170,C[C@@H]1O[C@@H]1P(=O)([O-])[O-].[Ca+2],0.49703106,0.02980788,0.14173387,0.0017706761,0.85649544
T0172,CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,0.72000706,0.10159306,0.13428324,0.017163878,0.8485529
T0173,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,0.7152169,0.11142839,0.14003819,0.027161067,0.83280075
T0174,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl.Cl.O.O.O,0.721645,0.110619366,0.13542989,0.019340966,0.8452292
T0175,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,0.74690926,0.18409714,0.1682483,0.087123804,0.7446279
T0175L,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,0.707549,0.15746364,0.18246995,0.08295118,0.7345788
T0178,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2.O,0.42842308,0.110253125,0.29065993,0.04780414,0.661536
T0179,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,0.84853435,0.307012,0.47723892,0.17912875,0.34363225
T0180,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,0.5618792,0.14188343,0.35301816,0.013748539,0.63323337
T0181,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.80247235,0.07445176,0.12410875,0.028732082,0.8471592
