ID,SMILES,P_act,STRENGTH,P_tox_0,P_tox_1,P_tox_2
T2728,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,0.8373123,0.1374123,0.23013343,0.21610394,0.5537626
T2729,COc1cc2ccc(=O)oc2cc1OC,0.68743306,0.06793735,0.28075346,0.036529195,0.6827174
T2731,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,0.63823694,0.06237057,0.20480584,0.043216594,0.7519776
T2732,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.82317805,0.09994409,0.28525624,0.05996526,0.6547785
T2735,CC(=O)c1ccc(O)c(C(=O)O)c1,0.5411672,0.055246506,0.18953504,0.0072885514,0.8031764
T2736,O=C([O-])C1C2CCC(O2)C1C(=O)O.[Na+],0.52067035,0.024361406,0.059054196,0.0009831581,0.9399626
T2737,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1O,0.40222356,0.112864085,0.6014734,0.021697003,0.37682965
T2738,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@H]1C/C=C1\C=COC1=O,0.5063173,0.11617931,0.33901978,0.07825921,0.58272105
T2739,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,0.5509204,0.07309206,0.29017833,0.015937502,0.6938842
T2740,O=C(O)/C=C/c1ccccc1,0.5487262,0.05255946,0.1797774,0.003915151,0.8163074
T2741,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,0.38204077,0.17548698,0.6355923,0.03703898,0.3273687
T2743,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,0.6194314,0.41653067,0.49083692,0.19505015,0.3141129
T2744,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.5600879,0.09022273,0.30168024,0.026710346,0.67160946
T2745,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,0.691882,0.11363255,0.2570428,0.102930196,0.640027
T2747,O=C(O)C1C2CCC(O2)C1C(=O)O,0.53770417,0.023884121,0.06535095,0.0017166911,0.9329324
T2748,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CC[C@]2(O)C(=O)CO,0.568736,0.09386276,0.21351662,0.06958051,0.71690285
T2749,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O,0.92161644,0.17363936,0.14811905,0.28920943,0.56267154
T2750,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@@]34[C@H](C(C)(C)C)[C@H]5O)[C@@]12O,0.9570181,0.1895604,0.10023483,0.3125746,0.58719057
T2751,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O,0.94522107,0.18010582,0.11683626,0.30326608,0.57989764
T2752,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1.O,0.5347955,0.12311473,0.3064534,0.02930955,0.664237
T2753,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,0.6922392,0.2076752,0.34195495,0.100514315,0.55753076
T2754,O=C1CCC[C@@H]2[C@H]3CCC[N+]4([O-])CCC[C@@H](CN12)[C@@H]34,0.38353994,0.07314794,0.22038324,0.04361346,0.7360033
T2755,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.35832858,0.12562035,0.6546544,0.02461012,0.32073557
T2756,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)OCC[C@]21O,0.460665,0.11605634,0.4853709,0.030633027,0.48399606
T2757,C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,0.461688,0.082374215,0.6071743,0.03234956,0.36047617
T2758,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C,0.41797805,0.090507,0.31914514,0.040460538,0.64039433
T2759,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12,0.46126947,0.12845285,0.5231476,0.021544667,0.4553077
T2760,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O.O.O,0.53070533,0.071607456,0.2179734,0.0085872365,0.77343935
T2761,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.37978584,0.1302337,0.66254014,0.019949421,0.3175105
T2762,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O.Cl,0.47058254,0.122964,0.3089875,0.010185296,0.6808272
T2763,CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,0.52784824,0.10203546,0.2948415,0.12278927,0.58236927
T2764,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,0.817819,0.21741347,0.28787893,0.14135431,0.5707668
T2765,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,0.6064275,0.09931062,0.41817006,0.017635833,0.56419414
T2766,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC,0.4133833,0.14625762,0.6543283,0.02752743,0.31814426
T2767,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,0.3781364,0.12717533,0.6552447,0.02049178,0.3242635
T2768,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]35OC[C@@]6(CCC(C)(C)C[C@H]63)[C@@H](O)C[C@]54C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,0.32346675,0.25276932,0.5980985,0.07842525,0.32347628
T2769,N#CCCN.N#CCCN.O=C(O)/C=C/C(=O)O,0.6696171,0.04047485,0.10757484,0.0060476195,0.8863776
T2770,C=C[C@@H]1C2=CCOC(=O)C2=CO[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.48571742,0.105247535,0.48063293,0.028388886,0.49097815
T2771,Cc1cc(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,0.41670555,0.08694165,0.5849073,0.015048948,0.40004376
T2772,C=CCSC[C@H](N)C(=O)O,0.53776,0.060505617,0.18372257,0.008686573,0.8075909
T2773,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5N(C)C4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,0.56656975,0.13782473,0.44548342,0.11584597,0.43867067
T2774,Cl.O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,0.44637883,0.14243825,0.40810323,0.064080134,0.5278166
T2775,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,0.46485087,0.09008995,0.6341279,0.01841323,0.34745884
T2776,O=C(C=Cc1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,0.47702834,0.098480284,0.6190178,0.036088597,0.3448936
T2777,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,0.36263365,0.18420371,0.6183842,0.036278874,0.345337
T2778,O.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0.6393841,0.08268078,0.22482501,0.02463068,0.75054425
T2779,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],0.91030854,0.12589794,0.08541557,0.0554395,0.8591449
T2780,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,0.5790711,0.1292117,0.50868386,0.031109588,0.4602066
T2781,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,0.9521544,0.10947151,0.1346637,0.087916404,0.7774199
T2782,CCC1=CC2C[N@@]3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,0.61028373,0.12512815,0.3432566,0.07307859,0.5836648
T2784,CCOC(=O)c1c(C)cc(O)cc1O,0.5532737,0.05721668,0.23621672,0.015374061,0.7484093
T2785,COc1ccc2c(C)cc(=O)oc2c1,0.7751863,0.086029775,0.24211515,0.05192391,0.7059609
T2786,O=C1C=CC[C@@H]2[C@H]3CCC[N@@+]4([O-])CCC[C@@H](CN12)[C@@H]34,0.4538509,0.0710675,0.21563128,0.052456316,0.73191243
T2787,O=C(/C=C/c1ccccc1)OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,0.4383093,0.17828928,0.59748733,0.03274838,0.3697643
T2789,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,0.47157887,0.08668515,0.6412251,0.021287581,0.33748737
T2790,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,0.79305065,0.2446407,0.30285913,0.27298915,0.4241517
T2791,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,0.35403782,0.12501489,0.6690848,0.023982001,0.30693325
T2792,N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO.O=S(=O)(O)O,0.53698915,0.04347134,0.23708872,0.0017707571,0.7611405
T2793,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2.Cl,0.52122617,0.094445154,0.27405497,0.0192857,0.7066593
T2794,C[C@@H]1O[C@@H](O[C@H]2C(=O)c3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,0.4525795,0.108067326,0.59130377,0.040914316,0.36778197
T2795,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,0.43733785,0.1452657,0.5737491,0.024973258,0.40127766
T2798,O=c1ccc2cc(O)c(O)cc2o1,0.83314675,0.05261465,0.14547561,0.015647857,0.8388765
T2799,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0.49157652,0.14591596,0.4279676,0.12844901,0.44358337
T2800,CCNC(=O)CC[C@H](N)C(=O)O,0.5693876,0.079968974,0.22502775,0.008494554,0.7664777
T2801,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,0.82489914,0.09064062,0.1667222,0.0308791,0.8023987
T2802,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,0.8343039,0.15985107,0.22969262,0.06643724,0.7038702
T2803,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,0.47437453,0.13267975,0.36987627,0.12827662,0.50184715
T2804,CC1(C)CCCC(C)(C2CCC3(C)C2C(O)CC2C4(C)CCC(O)C(C)(C)C4C(O)CC23C)O1,0.38527468,0.055609267,0.15703464,0.023679955,0.81928545
T2805,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,0.47519797,0.09926338,0.39140153,0.02026118,0.5883373
T2806,CCN1C[C@]2(OC(=O)c3ccccc3NC(C)=O)CC[C@H](OC)[C@]34[C@@H]2C[C@@H]([C@@H]13)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@]1(O)[C@H]2OC,0.7888253,0.19091204,0.3184011,0.22395849,0.4576404
T2807,O=C(O)/C=C/c1ccc(O)c(O)c1,0.54180205,0.05829171,0.27247623,0.007941105,0.7195827
T2808,CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]23C(=O)O[C@@H]2OC(=O)[C@H](O)[C@]213,0.8795207,0.15092231,0.17850289,0.21478228,0.60671484
T2809,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1[C@@H](C2)N(C)CC3,0.76793164,0.16487248,0.38279417,0.10390951,0.5132963
T2810,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@]12C,0.5206558,0.15104525,0.4163757,0.13556536,0.44805893
T2811,COc1ccc2c(c1)[nH]c1c(C)nccc12.Cl,0.7425241,0.14457986,0.24509656,0.050481312,0.7044221
T2812,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)C(O)C1O.O.[Na+].[Na+],0.49493256,0.104768924,0.4296227,0.004807428,0.5655699
T2813,C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@]43C)[C@H]12,0.31718242,0.25291175,0.6075677,0.057584606,0.33484772
T2814,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,0.7283735,0.19999723,0.26491207,0.15252948,0.5825584
T2815,O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,0.54011226,0.10458878,0.47029838,0.053784132,0.47591743
T2816,O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,0.8848827,0.08639906,0.17481376,0.036203727,0.7889825
T2817,COc1cc(C(=O)O[C@H]2[C@@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)ccc1O,0.4006063,0.15434785,0.6152873,0.039423045,0.34528965
T2818,COC(=O)c1ccc(O)c(OC)c1,0.54304457,0.049047753,0.26038605,0.011997529,0.7276165
T2819,COC(=O)/C=C/c1ccc(O)cc1,0.50224,0.05896678,0.24594079,0.0073113,0.74674785
T2820,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(CO)C(O)C(O)C1O,0.6812288,0.09313885,0.28442982,0.054161087,0.66140914
T2821,CCOC(=O)/C=C/c1ccc(O)c(OC)c1,0.4714929,0.07315812,0.36979982,0.018169116,0.61203104
T2822,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.3658418,0.18513559,0.5917889,0.03098517,0.37722594
T2824,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,0.33604237,0.21218204,0.6379676,0.059033733,0.30299863
T2825,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC2O[C@@H]3C[C@H](C)CN[C@H]3[C@@H](C)[C@@H]12,0.39478225,0.11601173,0.35775313,0.13587089,0.50637597
T2826,COc1cc(OC)c(OC)cc1C=O,0.50211287,0.060878407,0.32761016,0.02848445,0.6439054
T2827,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,0.499745,0.145192,0.48540735,0.1192073,0.39538527
T2828,CCCCCCCCCC[C@H](C(=O)O)[C@]1(C(=O)O)CCC(=O)O1,0.51315975,0.08543662,0.22814326,0.021288155,0.75056857
T2829,C=C1C(=O)O[C@@H]2C[C@@]3(C)CCCC(=C)[C@@H]3C[C@H]12,0.51216155,0.118075356,0.30926245,0.15834366,0.5323939
T2830,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.5555176,0.09033893,0.28665966,0.055732362,0.6576079
T2831,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.51686424,0.13072932,0.45417067,0.030974492,0.51485485
T2832,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,0.655118,0.13059667,0.35271162,0.072880015,0.5744084
T2833,C=C1CC[C@H]2C(=C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,0.6228868,0.097475834,0.21580759,0.14281788,0.6413745
T2834,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,0.64438707,0.09119165,0.4238136,0.080725096,0.49546131
T2835,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0.8800816,0.08192164,0.18671735,0.05469698,0.7585857
T2836,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,0.83039755,0.084785484,0.3161143,0.076985985,0.60689974
T2837,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0.89465564,0.08732355,0.15247951,0.033166777,0.8143537
T2838,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0.77704406,0.095000826,0.21546398,0.046336535,0.7381995
T2839,Cc1cc(O)cc(O)c1C(=O)O,0.5870696,0.056459136,0.1990481,0.00804455,0.79290736
T2840,CC(=O)c1c(O)cc(O)cc1O,0.60481447,0.055417124,0.22293037,0.019581534,0.757488
T2841,CC1=CC(=O)c2c(O)cccc2C1=O,0.8304974,0.10316331,0.10238653,0.034276437,0.863337
T2842,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,0.6907895,0.09249327,0.4252313,0.08779772,0.48697093
T2843,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,0.63760364,0.10176514,0.232497,0.04665218,0.72085077
T2844,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.44445425,0.08281889,0.6086866,0.028284373,0.36302903
T2845,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,0.8403107,0.098362766,0.2352179,0.055804506,0.7089776
T2846,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,0.8488824,0.0981852,0.21680845,0.0550002,0.72819144
T2847,O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,0.88924754,0.11296309,0.060049627,0.027690176,0.9122602
T2848,COc1ccc2ccc(=O)oc2c1CC=C(C)C,0.6831588,0.12197212,0.39385253,0.080877416,0.52527004
T2850,CN1CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,0.6225048,0.1300535,0.3304496,0.08005846,0.589492
T2851,O=c1ccc2ccc(O)c(O)c2o1,0.83129585,0.05126568,0.1365513,0.0152346045,0.84821415
T2852,COc1cc(OC)c2ccc(=O)oc2c1,0.71869045,0.067842394,0.24989237,0.034999266,0.7151084
T2853,C=C1C[C@@]2(O)O[C@@]3(C[C@H]2C(C)C)[C@@H](C)CC[C@@H]13,0.43161497,0.15098454,0.3814161,0.23049088,0.38809302
T2854,COc1ccc([C@@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2OC)cc1OC,0.4087168,0.11820968,0.6317503,0.023890996,0.34435874
T2855,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,0.3550445,0.14273253,0.6796095,0.028961666,0.29142883
T2856,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,0.73532087,0.0790767,0.28089583,0.043003052,0.67610115
T2857,O=C(O)c1cc(O)ccc1O,0.63024056,0.042458348,0.13975912,0.0045843623,0.8556565
T2858,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,0.869114,0.08520625,0.20937683,0.042655487,0.7479677
T2859,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0.85903525,0.08884698,0.26783025,0.073353596,0.65881616
T2860,COc1cc(CO)ccc1O,0.54977036,0.053763572,0.28565452,0.025729008,0.6886165
T2861,OCCc1ccc(O)cc1,0.5285178,0.0584965,0.2128461,0.014823944,0.77233
T2862,O=C(O)CCc1ccc(O)cc1,0.5150497,0.05282669,0.22357215,0.003664614,0.7727632
T2863,O=C(O)/C=C/c1ccc(O)cc1,0.5215166,0.056014225,0.22578456,0.005812918,0.7684025
T2864,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,0.5590832,0.107618555,0.30335575,0.046225823,0.6504184
T2865,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)[C@H]2C1,0.44785324,0.13085978,0.41391033,0.10441642,0.48167327
T2866,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.47295815,0.15513912,0.4449016,0.16900042,0.386098
T2868,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,0.7287745,0.27672112,0.31315428,0.17120935,0.5156364
T2869,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0.6705323,0.12679854,0.26561058,0.0677443,0.66664517
T2870,O=C1CCCC2C3CCCN4CCCC(CN12)C34,0.35755005,0.07738891,0.18623747,0.035529528,0.77823305
T2871,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,0.46746957,0.0880115,0.61128384,0.035158884,0.3535573
T2872,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C,0.3643896,0.18351129,0.5990287,0.031941857,0.36902943
T2873,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C,0.3525721,0.19311792,0.6257538,0.036551293,0.33769494
T2874,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4,0.6246544,0.10064369,0.39383873,0.04048484,0.56567645
T2875,O=c1ccc2ccc3occc3c2o1,0.8736734,0.036460515,0.056032725,0.005342388,0.9386249
T2876,O=c1cc(-c2ccccc2)oc2ccccc12,0.8714385,0.09375386,0.120659575,0.029177241,0.8501632
T2877,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,0.7118895,0.023054285,0.092543274,0.0005000321,0.9069567
