Rank,ID,SMILES,Score
1,T0528,COc1ccc(F)cc1,0.8267
2,T0973,Cc1ncc(CO)c(CO)c1O,0.8242
3,T66911,COc1cccc(OC)c1,0.8169
4,T22458,Brc1ccc2c(c1)NCCC2,0.8164
5,T37518,c1ccc(SSc2ccccc2)cc1,0.7905
6,T0973L,Cc1ncc(CO)c(CO)c1O.Cl,0.7866
7,TN9394,COc1ccc(N)cc1.Cl,0.7822
8,TYD-02857,Nc1ccc(Cl)c(OCCF)c1,0.7808
9,T5554,COc1cc(OC)cc(OC)c1,0.7783
10,T2031,CSc1ccccc1NC(C)=O,0.7778
11,T7455,Cl.Nc1ccc(Cl)cc1C(=O)C(F)(F)F,0.7773
12,T86994,CCNc1ccccc1C,0.7734
13,T78509,Cc1ncc(CO)c(C=O)c1O,0.7720
14,T78227,CSCC[C@H](N)C(N)=O.Cl,0.7661
15,T6308,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)C=C2,0.7612
16,T4806,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,0.7593
17,T40731,COc1cccc(OC)c1OC,0.7544
18,TYD-02834,CC(C)Oc1ccc(Cl)cc1N,0.7539
19,T0491,CCOc1cc(C=O)ccc1O,0.7510
20,T9354,O=Cc1ccc(F)cc1F,0.7500
21,T0439,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.7461
22,T19916,FC(F)(F)c1ccccc1-n1ccnc1,0.7446
23,T125297,COC(=O)Cc1ccccc1O,0.7441
24,TN9293,Cc1ccc(C)c(N)c1.Cl,0.7422
25,T7694,N[C@@H](Cc1c[nH]c2cc(F)ccc12)C(=O)O,0.7407
26,T20388,CCn1c2ccccc2c2ccccc21,0.7383
27,TN9749,COc1c(Cl)cc(Cl)c(Cl)c1Cl,0.7368
28,T0241,NC(=O)NS(=O)(=O)c1ccc(N)cc1,0.7368
29,T1690,Nc1c(Br)cc(Br)cc1C=O,0.7363
30,TN7203,Cc1cccc2c1[nH]c1ccccc12,0.7354
31,T20856,COc1c(Cl)ccc(Cl)c1C(=O)O,0.7354
32,T1847,CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S,0.7349
33,TN6520,COC(=O)c1ccc(OC)c(O)c1,0.7334
34,TN7209,O=C1C=C(Br)C(=O)N1,0.7319
35,TN9711,CCc1cc2ccccc2[nH]1,0.7310
36,TN9766,CC1Cc2ccccc2N1,0.7295
37,TN9337,Cc1[nH]c2ccccc2c1C,0.7295
38,TYD-02598,NC(Cc1cccnc1)C(=O)O,0.7285
39,T10164,Oc1cc2cc[nH]c2cc1O,0.7275
40,T0924,CCOC(=O)c1ccc(N)cc1,0.7271
41,T77702,O=C=Nc1ccc(Cl)c(C(F)(F)F)c1,0.7266
42,T50053,Cc1nc[nH]c1-c1ccc(Cl)cc1,0.7256
43,T4630,CCN(CC)C(=O)c1ccc(Cl)cc1,0.7246
44,T7438,COc1cc(O)cc(OC)c1,0.7246
45,T0024,CCC1(c2ccccc2)C(=O)NCNC1=O,0.7197
46,T8051,Cc1occc1SSc1ccoc1C,0.7173
47,TN7087,COC1=CC(=O)C(OC)=CC1=O,0.7173
48,T23394,Cl.NC1CCN(c2cccc(Cl)n2)CC1,0.7148
49,TYD-00220,Cc1cc2ccccc2[nH]1,0.7144
50,TN9778,CCOc1ccc2ccccc2c1,0.7144
51,T20366,Cn1cccc1-c1cccnc1,0.7124
52,TN9281,CCn1ccc2ccccc21,0.7119
53,TN6731,CNc1ccccc1C(=O)OC,0.7119
54,TN9398,c1ccc2c(c1)Cc1ccccc1N2,0.7119
55,T5066,C[N+](C)(C)CCCC[C@H](N)C(=O)O.[Cl-],0.7109
56,TN9691,COc1c(Cl)cc(Cl)cc1Cl,0.7104
57,T68918,[2H]c1c([2H])c([2H])c(C2(c3c([2H])c([2H])c([2H])c([2H])c3[2H])NC(=O)NC2=O)c([2H])c1[2H],0.7104
58,T0939,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.7104
59,TN9401,c1ccc(-c2ccco2)cc1,0.7095
60,TN9218,Cl.Nc1ccccc1-c1ccccc1,0.7090
61,TN6822,COc1cc(C)cc(OC)c1,0.7080
62,T1358,COc1cccc(Cl)c1Cl,0.7065
63,TN9548,CCc1ccc2[nH]ccc2c1,0.7061
64,TN9594,CNc1ccccc1C,0.7056
65,T7473,Brc1ccc2[nH]ccc2c1,0.7056
66,T8637,COc1cc(C=O)c([N+](=O)[O-])cc1OC,0.7041
67,T7540,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,0.7036
68,T20513,NN=c1[nH]c2ccccc2s1,0.7036
69,T41093,Nc1ccc(C[C@H](N)C(=O)O)cc1,0.7017
70,T4761,Cc1ncc(CO)c(C=O)c1O.Cl,0.7012
71,T21425,CCC1(c2ccccc2)NC(=O)N(C)C1=O,0.7007
72,T2971,O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O,0.7007
73,T6974,Cn1ccnc1.O=C1NS(=O)(=O)c2ccccc21,0.6982
74,TN9303,Cc1cc2ccccc2n1C,0.6973
75,T19889,N[C@@H](Cc1c[nH]c2ccc(Br)cc12)C(=O)O,0.6963
76,T7963,O=c1cc(O)cc[nH]1,0.6953
77,T3747,COc1cc(C=O)cc(OC)c1O,0.6948
78,T77560,Nc1nc(-c2ccc(Cl)cc2)cs1,0.6948
79,T0650,CC(=O)Oc1ccccc1,0.6943
80,T50075,Cc1noc(C)c1-c1ccccc1,0.6943
81,T21285,Nc1ccc2c(c1)Cc1ccccc1-2,0.6943
82,T1598,CC(N)C12CC3CC(CC(C3)C1)C2.Cl,0.6934
83,TYD-00517,Cc1ccc2[nH]ccc2c1,0.6934
84,T39686,COc1cccc2ccccc12,0.6919
85,T1299,OCc1cccnc1,0.6919
86,TYD-02831,Cc1c(F)cc(N)cc1F,0.6919
87,T0734,Cc1cc(=O)n(-c2ccccc2)n1C,0.6914
88,TN4525,COC(=O)c1c(O)cccc1O,0.6914
89,T20326,COc1ccccc1OC,0.6909
90,TN9460,COc1ccc(C)c(N)c1,0.6909
91,T1547,COC(=O)[C@@H](N)CS.Cl,0.6909
92,T5921,Nc1cccc2c1CCCC2,0.6899
93,T0596,O=C1NC(=O)C(c2ccccc2)N1,0.6895
94,TN9314,N#Cc1ccccc1N,0.6890
95,TYD-00730,Cc1nc(C)c(C)s1,0.6885
96,T0573,COc1ccc2ccccc2c1,0.6885
97,T16901,CCCCc1ccc(NC(C)=O)c(C)c1,0.6880
98,T4S0554,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c2c(=O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3OC(=O)c3cc(O)c(O)c(O)c3)cc12)c1cc(O)c(O)c(O)c1,0.6880
99,T7716,O=C(O)[C@@H]1Cc2c([nH]c3ccccc23)CN1,0.6875
100,T19895,Cc1ccc(NC(=O)N(C)C)cc1Cl,0.6875
101,T5075,O=P([O-])([O-])O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1OP(=O)(O)O.[K+].[K+],0.6870
102,TN9271,COc1ccc(OC)c(OC)c1,0.6865
103,T23262,NC(C(=O)O)c1ccc(C(=O)O)cc1,0.6860
104,TN9553,Cn1c2ccccc2c2ccccc21,0.6855
105,T207054,CNc1ccccc1,0.6851
106,TL0006,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,0.6846
107,T19380,COc1c(O)cc(O)cc1O,0.6846
108,TN9258,COc1c(C)cc(C)cc1C,0.6841
109,TYD-00510,CC(=O)c1cccc2ccccc12,0.6836
110,T5507,N[C@H](C(=O)O)c1ccc(C(=O)O)cc1,0.6836
111,T10933,N[C@H](CS)C(=O)O,0.6831
112,T4107,Cc1ncc(CO)c(C(=O)O)c1O,0.6831
113,TN9269,Cc1ncc2c(n1)CSC2,0.6826
114,T8584,O=C1C[C@H](c2ccccc2)NC(=O)N1,0.6826
115,T0547,CC(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.6826
116,T8422,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Cu+2],0.6826
117,T36839,CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,0.6821
118,T21529,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,0.6821
119,TN7237,COc1cc2c(c(OC)c1)C(=O)OC2,0.6812
120,T0987,O=c1cc(O)c(Cl)c[nH]1,0.6807
121,T207083,COc1cccc(N)c1,0.6797
122,T20373,c1ccc(-n2cccc2)cc1,0.6797
123,T22956,CC(N)c1cccc(Cl)c1Cl.Cl,0.6792
124,TN9431,COC(=O)CCc1c[nH]c2ccccc12,0.6792
125,TN9684,Cc1cn(C)c2ccccc12,0.6787
126,T5377,C=C(CC(=O)OC)C(=O)OC,0.6777
127,TN1592,NC(Cc1ccccc1)C(=O)O,0.6772
128,T10002,C/C=C/CC1(CC)C(=O)NC(=O)NC1=O,0.6772
129,T4866,Cl.NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,0.6768
130,TN9802,Cc1cc(C)c(N)c(C)c1,0.6763
131,TN6883,O=Cc1cccc2[nH]ccc12,0.6753
132,T50112,Cc1nc(N)sc1CCN.Cl.Cl,0.6738
133,T6728,CN1CCN(c2nc3ccccc3nc2Cl)CC1,0.6729
134,TN9761,COc1cc(C)cc(C)c1C,0.6724
135,T8141,Cl.NC(CS)C(=O)O,0.6724
136,T3018,O=Cc1ccc(O)c(O)c1,0.6719
137,T67910,O=S(=O)(Cl)c1cc(Cl)c(Cl)cc1Cl,0.6714
138,T5429,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(=O)c2c(O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1,0.6704
139,TN9310,Cc1cccc(C(C)C)c1N,0.6704
140,T23974,Nc1cccc(-c2nc3ccc(-c4ccc5nc(-c6cccc(N)c6)[nH]c5c4)cc3[nH]2)c1,0.6699
141,T4181,Cc1cc(Br)ccc1NC(=O)CCl,0.6694
142,T1119,C#CCN[C@@H]1CCc2ccccc21,0.6694
143,T3676,Oc1ccc2c(c1)OCO2,0.6689
144,TN9586,CC(C)c1ccc([N+](=O)[O-])cc1,0.6685
145,T8589,CC[C@H](N)c1ccc(N(C)C)cc1C,0.6685
146,T67294,O=C(O)C1Cc2c([nH]c3ccccc23)CN1,0.6680
147,TN7242,COc1cc(C=O)cc(O)c1O,0.6680
148,T2039,CC(C)Oc1ccc(C(=O)N[C@H](CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc([C@H](C)O)c4n3)cc2)cc1Cl,0.6680
149,T2O2721,N[C@@H](CS)C(=O)O,0.6670
150,TYD-02849,CC(=O)Oc1ccc(N)c2ccccc12,0.6665
151,TN9668,CSCCC(C)=O,0.6660
152,T3088,CCN1C(=O)C=CC1=O,0.6660
153,T4711,O=C(O)c1cnc(O)nc1O,0.6650
154,T3605,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3].[K+].[K+].[K+],0.6650
155,T206032,COc1ccccc1N,0.6650
156,T67939,S=c1[nH]nc(-c2cccc(Br)c2)[nH]1,0.6650
157,T5682,Oc1ccc2cc[nH]c2c1,0.6650
158,TN9369,Cc1ncsc1C,0.6636
159,T7504,CN1C(=O)NC(Cc2c[nH]c3c(Cl)cccc23)C1=O,0.6636
160,Fr16741,O=C1Cc2ccccc2N1,0.6636
161,T203986,CC1=CC(=O)NS(=O)(=O)O1,0.6631
162,TN9270,Cl.Nc1ccc(Cl)cc1,0.6631
163,T0731,CCN(CC)C(=O)c1cccc(C)c1,0.6626
164,T5S0273,C[N+](C)(C)[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],0.6626
165,TN9262,CC(=O)OC(C)c1ccccc1,0.6621
166,TYD-00519,COc1cc(C=O)cc(OC)c1,0.6616
167,T40376,[15NH2][C@@H](Cc1ccccc1)C(=O)O,0.6611
168,TN1925,COC(=O)c1ccccc1N,0.6611
169,T0689,N[C@H](Cc1ccccc1)C(=O)O,0.6611
170,T1347,Nc1nc2ccccc2s1,0.6611
171,T38260,Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2,0.6606
172,T8072,CSC[C@H](N)C(=O)O,0.6606
173,T0087L,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+],0.6606
174,TN1596,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.6606
175,T24897,Cc1csc(-c2[nH]cnc2-c2ccc3ncsc3c2)n1,0.6606
176,T206042,Nc1ccc(-c2ccccc2)cc1,0.6597
177,T19856,S=c1[nH]c2ccccc2s1,0.6587
178,T83984,NC1(C(=O)O)CCC(F)(F)CC1,0.6577
179,T3228,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,0.6577
180,T50014,CC1CC(=O)Nc2ccccc2S1,0.6572
181,T7682,CN(C)C(=N)NCCC[C@H](N)C(=O)O,0.6562
182,TN9332,Cc1ccc2cc[nH]c2c1,0.6553
183,T36710,O=C1c2cccc3cccc(c23)C(=O)N1CCO,0.6548
184,T0164,N[C@@H]1CCCC[C@H]1N.O=C1[O][Pt][O]C1=O,0.6548
185,TN9182,Cc1oc2ccccc2c1C,0.6548
186,T67498,Nc1nnc[nH]1,0.6543
187,TN9709,Cc1ccc2cccc(C)c2n1,0.6538
188,T7344,CNC(=NCCC[C@H](N)C(=O)O)NC,0.6533
189,T10939L,N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O,0.6533
190,T6259,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,0.6533
