ID,SMILES,Best_Gene,DrugCLIP_Score,Activity_Level,Toxicity_Level,Active_Targets,Active_Accessions
TP1380,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)[C@@H](C)O)C(=O)O,RXRA,0.2529,高活性,低毒性,8484;2587;14427;50577;29235;14428;29234,NP_034384;NP_003605;NP_032108;NP_003848;NP_001471;NP_062046;NP_037090;NP_062045
T4213,Cc1cc(C)nc(NC(=S)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1,THRSP,0.2529,活性,毒性,26227,O43175
T11070L,CC(C)(C)OC(=O)N1CCN(C(=O)n2cc(-c3ccc(OC(F)(F)F)cc3)nn2)C(Cc2ccccc2)C1,NR1H3,0.2527,高活性,低毒性,231871;57406;221955;66082;747,Q9Y4D2;Q8NCG7;Q8R2Y0;Q9BV23;Q91WC9
T6262,Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,PPARD,0.2527,活性,毒性,1071;6850;3458,P11597;NP_000610;P43405
T13568L,Cl.N=C(N)c1cc2ccc(OC(=O)c3cccs3)cc2s1,RXRG,0.2527,活性,低毒性,,P09871
T23631,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,THRSP,0.2527,活性,低毒性,,
T21593,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,SCD,0.2522,高活性,毒性,6850;3815;2324;5159;25;2321;3791;16542;1436;1565;7468,P07333;P35968;P35916;ANW61984;P10721;P09619;ABI96208;P00519;O96028;P35918;P17948;P43405
T21738,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,PPARG,0.252,活性,毒性,1551;6850;9536,O14684;P43405;NP_000756;ABI96208
T2480,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,AOC3,0.2517,活性,毒性,23476;9970;6850;10013;1559;6046;8019;1551;676;7468,P25440;Q58F21;NP_031397;Q15059;ABI96208;QLI62812;O96028;O60885;NP_001106653;ADZ17385;NP_000756;P43405;Q26304;Q9UBN7;NP_490597
T3461,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,PPARG,0.2517,高活性,低毒性,81638;24180;100009164;281607;185;186;24182,P50052;P30556;P34976;P25095;P29089;P35351;P25104
T9984,Clc1cccc(Nc2nc(NCc3ccco3)c3ccccc3n2)c1,SCD,0.2515,活性,毒性,,Q07889
T15571,CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(C)cc2)C1=O,THRSP,0.2515,高活性,低毒性,19225;19224,P22437;Q05769
T8325,Cn1cc(-n2cnc3c(NCc4nc5cc(Cl)c(Cl)cc5[nH]4)nc(N4CCOCC4)nc32)cn1,AOC3,0.2512,活性,低毒性,102800317;595;1019;2931;2932;1453;1454;1021,P11802;P50750;P24385;O75909;P49840;P48730;Q00534;Q9NYV4;Q14004;P06493;P49841;P49674
T8457,O=C(NC12CC3CC(CC(C3)C1)C2)c1cnc2ccccc2n1,AOC3,0.2512,活性,低毒性,24414,P23385;NP_001107802
T26866,O=C(O)[C@H]1CCCN(C[C@@H](O)c2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1,PPARG,0.2512,活性,低毒性,8698;53637;1903;1901,O95977;P21453;Q9H228;Q99500
T13392,Cc1noc(C)c1-c1ccc(=O)n(Cc2ccc(C3CO3)cc2)c1,PPARG,0.2512,活性,低毒性,,O60885
T61652,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,RXRG,0.2512,活性,低毒性,,
T23521,CC(C)c1cccc(C(C)C)c1NC(=O)Nc1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,RXRG,0.2512,活性,毒性,6850,P43405;ABI96208
T24885,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,AOC3,0.251,高活性,低毒性,29412;3358;24173;29581;24473;24318;29413;64354;65032;3362;3350;29595;25187,P19327;P43140;P15823;NP_000515;P61169;P30994;P08909;NP_000862;NP_077341;NP_075227;P23944;P14842;NP_001243690
T77549,O=C(O)c1ccc(-c2ccc(OCc3ccccc3)cc2)s1,GPAM,0.251,活性,低毒性,4929,P43354
T6487,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,AOC3,0.2507,活性,毒性,1432;673;5130;1131;5144,P20309;P49585;O00264;Q16539;P04049;Q16584;P45984;P15056;ABI96208;Q9UBE8;P53667;P48729;P45983;P49840;P51617;Q9H2K8;P49137;P11802;P53671;Q9NYL2;Q08499;Q9Y6R4;P49841;O43353;Q9Y572
T9164,C[C@@H](NC(=O)c1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,XPR1,0.2507,活性,低毒性,15930;1558;1559;3620;1557,P10632;P11712;P28776;P33261;P14902
T6216,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,NR1H3,0.2505,活性,毒性,1585;1584;25146;1576;1589;1586,P08684;P15538;P05093;NP_000093;P11715;P19099;P08686
T16090,CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6ncccc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12,AOC3,0.2502,活性,低毒性,367,P10275
T85328,CCCN(C(C)C)[C@@H]1COc2cccc(C(=O)NC(C)C)c2C1,MLXIPL,0.2502,活性,低毒性,24473,P19327
T11826,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,PPARG,0.2498,活性,毒性,10298;5058,Q13153;O96013
T9939,Cc1ccc2oc(=O)c(-c3nc4ccncc4[nH]3)cc2c1,PPARG,0.2496,活性,低毒性,23210,Q6NYC1
T22632,COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,THRSP,0.2496,活性,低毒性,,
TQ0008,CSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O,AOC3,0.2495,高活性,低毒性,948542;4507;88783192;66671551;913817,P0AF14;P0AF12;O24915;A0A0H2UPP7;Q13126;Q9KPI8;B5Y1L0;1Y6Q_B;Q5HFG2;1Y6Q_A
T11447,CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1,THRSP,0.2495,高活性,低毒性,102800317;1020;9149;8444;2932;8798;1454;8445;8851;1195;57396;1198;1196,P49759;Q9HAZ1;Q92630;Q15078;O43781;Q9NR20;P49761;P49760;Q9Y463;Q13627;P49841;P49674;Q00535
T15942,Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,ACACA,0.2494,活性,毒性,12669;1128;25229;574362;240,P12657;P09917;P56489;P11229;A0A8C0MJA7;P08482
T14975,C[C@H](NC(=O)c1cc(Cl)ccc1Oc1ccc(F)cc1)c1ccc(C(=O)O)cc1,MLXIPL,0.2494,活性,低毒性,5732;5734,P35408;P43116;NP_000949
T8236,O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1,PPARG,0.2493,活性,毒性,57552;100911581;222236;221955;747,Q9Y4D2;Q6PIU2;Q8NCG7;BAC78637;P97612;BAC78638;NP_001116310;NP_006124
T5199,COC(=O)C1=C(C(=O)OC)[C@@]2([C@@H](Cc3ccc(C)cc3)Nc3ccccc3)C=C[C@@H]1O2,THRB,0.2493,活性,毒性,5621;7026,NP_066285;NP_044650;NP_000302
T15665,NC(=O)c1ccc(-c2cc(-c3ccc([N+](=O)[O-])cc3)nc(-c3ccco3)c2)cc1,PPARG,0.2485,活性,低毒性,4149;4609,P61244;P01106
T9464,Cc1cc(CN)cc(C)c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1,THRSP,0.2485,活性,毒性,6850;1901;53637;9294;8698;7468,P21453;O96028;O95977;Q9H228;O95136;P43405
T7100,COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,AOC3,0.2484,活性,低毒性,2322;6795;3815;1559;1576;3791;1436;1557,P08684;P07333;P35968;P09581;P11712;P10721;P33261;Q9UQB9;P36888
T26280,CNc1cc(Oc2cc(C(=O)Nc3cc(N4CCN(C)CC4)cc(C(F)(F)F)c3)ccc2C)ncn1,GPAM,0.2482,活性,低毒性,5871,Q12851;O43318
T9258,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,PPARG,0.248,活性,低毒性,281337,Q9BE40
T7300,N[C@@H]1CCCN(c2c(Br)cnc3[nH]cc(NC(=O)C4CC4)c23)C1,PPARD,0.2479,活性,低毒性,,
T6181,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,PPARG,0.2478,活性,低毒性,8658;1559;6093;142,Q13464;Q460N5;Q9Y6F1;Q53GL7;Q9UGN5;P09874;ABI96208;QLI62812;O95271
T4091,Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,PPARG,0.2478,活性,毒性,6850;5594;5595,P28482;P27361;P43405
T4341,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,PPARG,0.2478,活性,低毒性,3757;1559;2159,P00734;Q12809;QLI62812;P00742;NP_000495
TNU0168,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F)c2[nH]1,XPR1,0.2478,活性,低毒性,,
T2032,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,PPARG,0.2477,活性,毒性,3799;6850;2048;84630;5979;3791;2321;5295;9748;1551;1195;7468,P49759;P35968;P24941;ABI96208;P07949;P27986;P29323;O96028;NP_055535;P17948;NP_000756;2VM6_A;Q5TCY1;P33176;1DI8_A;P43405
T12459,COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,RXRG,0.2477,高活性,低毒性,5294;5293;5291;2475;5295,P42338;P42336;O00329;P42345;P27986;P48736
T16425,CCCCCCOc1cc2c(cc1N(C)c1ncc(C(=O)O)cn1)C(C)(C)CCC2(C)C,RXRG,0.2474,活性,毒性,6850;1551;5468;6256;1565;10062,P37231;ANW61984;P19793;ABI96208;NP_002948;NP_000756;Q13133;P43405
T1242,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,NR1H3,0.2473,活性,低毒性,100135587;4985;4988;775;4986,P35372;P41143;Q13936;P41145;P41144;NP_000902;NP_001138755;NP_000903
T4S1637,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,PPARG,0.2473,高活性,毒性,5743;8972;4521;7276;5742;5770;2194;5223;22933;6476;2548;1588;93432,P49327;P02766;P10481;P36639;P23219;Q8IXJ6;Q2M2H8;O43451;O75874;P18031;P15121;P35354;P11511;P18669;P14410;P10253
T22737,c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1,PPARG,0.2472,活性,毒性,51422;6850;5565;5564;2324;1559;5562;2321;3791;90;53632;5571;1196;5563,Q9Y478;P35968;P35916;Q9UGI9;Q9UGJ0;P54646;P49760;ABI96208;QLI62812;P17948;Q13131;Q04771;O43741;P54619;P43405
T24925,CC(C)(C)NCCCNC(=O)c1cccc(Br)c1,THRSP,0.2471,活性,低毒性,1565,ANW61984
T4264,CCCn1c(NC(=O)c2cccc(C(N)=O)c2)nc2ccccc21,PPARA,0.2469,活性,毒性,51135;3654;6885;10454;1196,NP_001020413;NP_003179;NP_003984;O43318;Q15750;NP_001107654
TN1418,COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c12,PPARG,0.2469,活性,低毒性,50507,Q9NPH5
T3216,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,RXRA,0.2469,活性,毒性,140;8647;8856;148;1551;292661;5739;5729;5144,NP_000951;P43119;P0DMS8;P43253;ABI96208;Q08499;O95342;P35348;O75469;NP_001071112;NP_000756;Q13258
T12784,CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2)s1,AOC3,0.2467,活性,低毒性,,
T21764,O=C1NC(=O)C(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)S1,PPARG,0.2467,活性,低毒性,5468,NP_619725
T26861,CC(C)[C@@H](NC(=O)NCC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,THRSP,0.2466,活性,低毒性,1230,Q2V0Q7;P32246
T8874,Cc1noc(C)c1-c1cc(Cl)c(Nc2ccccc2C(=O)O)c(Cl)c1,PPARD,0.2465,活性,低毒性,79068,Q9C0B1
T60164,O=C(O)c1ccc2noc(-c3ccc(-c4ccccc4)cc3)c2c1,PPARG,0.2465,活性,低毒性,117283;9807;51447,Q96PC2;Q9UHH9;Q92551;Q8NFU5
T28258L,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,PPARG,0.2465,活性,低毒性,,
T24644,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,PPARD,0.2463,高活性,毒性,24312;1719;814112;854411;86862560;944790,ABH03417;P07807;O30463;Q9UUP5;P16184;P00374;P00381;Q920D2;XP_001349989;P22906;Q07422;P0ABQ4
T12218,O=C(Nc1ccc(-n2nc(C(F)(F)F)cc2OC(F)F)cc1)c1ccncc1F,PPARG,0.2463,活性,低毒性,,
T72470,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,SCD,0.2463,高活性,毒性,2100;765;768;412;759;760;762,P00915;Q92731;P23280;P00918;P03372;P22748;P08842;Q16790
T10407,Nc1nn2cc(F)cnc2c1C(=O)Nc1cncc(F)c1N1CCC(C(=O)N2CCN(C3COC3)CC2)CC1,THRSP,0.2461,高活性,毒性,11073;84126;1196,P49760;Q92547;Q8WXE1;Q13535
T77655,O=C(Nc1ccc(CO)cc1)c1[nH]c2ccc(Cl)cc2c1Cc1ccccc1,AOC3,0.246,活性,低毒性,9368,O14745
T2913,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@](C)(O)[C@H]2OC(=O)c1ccccc1,NR1H3,0.246,活性,低毒性,1576,P08684
T72102,COc1cc(C)c(Cl)cc1S(=O)(=O)Nc1ccc2c(c1)CCCN2C(=O)c1ccccc1,PPARD,0.246,活性,低毒性,,P04150
T7624,C[C@@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,PPARD,0.246,活性,低毒性,1234,P51681
T39233,Nc1cccc(Nc2ncc(-c3ccc(Cl)cc3)o2)c1,PPARG,0.246,活性,低毒性,,Q9NRC8
T14385,Cl.O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CCCNCCCO)ccc1Cl,NR1H3,0.2458,活性,低毒性,5027,Q99572
T2365,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,THRSP,0.2458,活性,毒性,6850;5294;5289;5293;1559;5291;1551;7468,P42338;P42336;O00329;Q8NEB9;ABI96208;P78527;QLI62812;O96028;NP_000756;P48736;P43405
T3224,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,THRSP,0.2457,高活性,低毒性,5147;5146;5145;5149;5158;5148,P16499;O43924;P35913;Q13956;P51160;P18545
T72617,O=C(NCc1cn[nH]c1)Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,RXRA,0.2455,活性,低毒性,10135,P43490
T4641,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,RXRG,0.2455,活性,低毒性,3757;6606;6607,Q12809;Q16637
T5240,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,SCD,0.2455,活性,毒性,,P9WPP0;P9WPL4
T6239,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O.Cl,THRSP,0.2454,活性,低毒性,595;1019,P11802;P24385
TN1839,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)cc3)oc2c1,PPARD,0.2452,活性,毒性,,
T4185,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,PPARG,0.2452,活性,低毒性,58819;10645;3932;50507;6002;51426;11201;2770;2237,AAC39835;NP_057302;Q96RR4;P00533;NP_004102;AAC35244;NP_009126;NP_002060;2QQS_A;Q9NPH5;P06239;CAQ07474
T9267,CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,THRSP,0.2452,高活性,毒性,3642617;853866;5243,O13332;P08183;Q9Y745;P36107
T15219,O=C(O)CNC(=O)c1c(O)cc(CCc2ccccc2)n2ncnc12,PPARG,0.2451,活性,低毒性,,Q9GZT9;O75936;Q12797
T70812,CN1Cc2nccc(-c3cn(C)nc3-c3ccc(F)cc3)c2C1=O,PPARG,0.245,活性,低毒性,1453,P48730
T9858,CC(C)(C)c1ccc(-c2noc(C3CC(Br)=NO3)n2)cc1,PPARG,0.2449,活性,毒性,,
T3312,CNC(=O)Nc1cc(Oc2cncc(C)c2)c(-c2ccc(OCC(C)(C)O)nc2)cn1,PPARG,0.2449,活性,低毒性,2645,P35557
T14377,COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)c1,AOC3,0.2448,活性,低毒性,24413;5241,P06536;P04150;P06401
T11807,COc1ccc(S(=O)(=O)ON=C2C=C(C)C(=O)C(C)=C2)cc1,FASN,0.2448,活性,低毒性,2033;187;7157;7151,NP_005152;Q09472;NP_001119587;Q8JUX6;P00784
T23513,Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,PPARG,0.2446,活性,低毒性,9970;115;1551;1559;25111;1565,P08485;O60503;ANW61984;ABI96208;QLI62812;ADZ17385;NP_000756;P08173;NP_113735
T4697,CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,ACACA,0.2444,活性,毒性,8019;676;6046,P25440;Q58F21;Q15059;Q12809;O60885
TP1425,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,AOC3,0.2441,活性,低毒性,2862,O43193;NP_001498
T73440,O=C(O)C1CC(OCCOc2ccc(-c3cc(=O)c4cccc(Cl)c4o3)cc2)C1,PPARG,0.244,活性,毒性,,
T7318,C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,XPR1,0.244,高活性,毒性,84126;6850;2580;1558;55781;5291;1576;2475;2879;7468,P10632;P08684;Q8WXE1;Q13535;P42338;O14976;P36969;P42345;Q9BVS4;O96028;P78527;Q13315;P43405
T63642,COc1ccc(-c2ccc3[nH]c(=O)c4nnn(-c5ccc(N6CCNCC6)c(C(F)(F)F)c5)c4c3c2)cn1,AOC3,0.2438,活性,低毒性,55781,Q9BVS4
T31668,CO[C@@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,AOC3,0.2438,活性,低毒性,2159,NP_000495;P00742;2PHB_A
T9199,CCOc1cc(NC(=O)NCc2cc(C)c(-c3cn(C)nc3C(F)(F)F)nn2)cc(C(F)(F)F)n1,AOC3,0.2437,活性,低毒性,9294,O95136
T15614,O=C(N1CCC(C(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1)n1cncn1,PPARG,0.2434,高活性,低毒性,23945;11343;29254,O35678;Q8R431;Q99685;O00519;NP_001243514
T5159,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1.Cl,XPR1,0.2433,活性,低毒性,153;154,P08588;P07550
T6412,Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O,PPARG,0.2432,活性,低毒性,246074,O00767;P07308
T21996,Cl.N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,RXRA,0.2432,活性,低毒性,,P35372;P41143;P41145;P19634
T3555,Cc1ccc(S(=O)(=O)Nc2cc(C(F)(F)F)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,AOC3,0.243,高活性,毒性,6850;115;43740568;7468;9099;9101,O60503;O96028;CAA54800;P40818;O75604;NP_004196;P43405
T1832,Cn1nc(-c2ccc(C(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,PPARG,0.2429,高活性,毒性,4837;6850;886300;888777;5409;1565;3176;9970;27232;51567;2876;5347;7151;2593;45424424;9807;7157;7468;115;2879;2271,O60503;ANW61984;P36969;O95551;Q92551;NP_001119587;P21964;Q26304;ABI96208;Q14749;Q14353;P0DTD1;O96028;P07203;P11086;AAH17444;P50135;P9WHH9;NP_005021;P43405;P40261;ADZ17385;P9WIS7
T19669,COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2OC)cc1N1CCNCC1,ACACA,0.2427,活性,低毒性,3362;7468;1559;1551,ABI96208;NP_000862;QLI62812;O96028;P50406;NP_000756
T21519,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,ACACA,0.2424,高活性,低毒性,135;11542;100135472;136;11540;29290;282133;57413;29316;11539;25369;134;100911796,P29275;Q60612;Q60613;P30543;NP_001041695;P0DMS8;NP_037028;Q4VQ11;NP_058851;P47745;P25099;NP_000667;NP_445746;NP_000666;P28647;Q61618;NP_001075445;P30542;P29276;P29274;P28190
T71822,CON=CNc1nc2nccc(C(C)Oc3ccc(C(C)(C)C)cc3)n2n1,AOC3,0.2423,活性,低毒性,3780,NP_002239
T10905,CN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(F)c3Cl)c2O)CC1,GPAM,0.2423,活性,低毒性,3579,P25025
T6966,N=C(N)NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)O,THRSP,0.2423,活性,低毒性,3690;3674,P05106;P08514
TYD-00667,CCCCCCCCCCCC(O)CC(=O)O,THRSP,0.2423,活性,低毒性,53831,Q9NQS5
T9119,NC(=O)c1cccc(-c2ccc(S(=O)(=O)Nc3ccc4c(c3)N(C(=O)C3CC3)CCC4)cc2)c1,AOC3,0.2422,活性,低毒性,4968,O15527
T11888,O=C(COC(=O)Cc1coc2ccc3ccccc3c12)Nc1nnc(-c2ccccc2)o1,PPARG,0.2422,活性,低毒性,,NP_371243
TQ0082,Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,THRSP,0.2422,高活性,低毒性,4986;4985;4988,P35372;P41143;P41145;NP_000902;NP_001138755;NP_000903
T4171,C[C@H](NC(c1cccc2[nH]c(=O)c(=O)[nH]c12)P(=O)(O)O)c1ccc(Br)cc1,THRSP,0.2421,活性,毒性,2902;6850;2904;2906;24411;116443;116444;24408;24409;2905;2903;24410,Q8TCU5;O60391;Q13224;Q14957;Q12879;Q00959;O15399;P35439;Q00960;Q05586;Q00961;P43405
T61824,O=C(NNC(=O)C1C2C=CC(C3CC23)C1C(=O)O)c1ccc(C(F)(F)F)cc1,PPARG,0.2419,活性,毒性,,
T5190,O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,ACACA,0.2418,活性,毒性,4217,Q99683
T1053,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,THRSP,0.2418,活性,毒性,150;6532;1128;3757;6530;152;1131;6531;4986,P20309;P18825;Q12809;P31645;P41145;Q01959;P08913;P11229;P23975
T25127L,Nc1ccc(SC[C@@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,AOC3,0.2416,高活性,低毒性,24451;79239;25427,P23711;P06762;Q64654
T7334,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,RXRB,0.2416,活性,毒性,774;6850;25399;50688;3757;1559;782;781;257648;7468,Q02294;NP_001182128;Q00975;Q12809;QLI62812;O96028;P54290;P43405;P54283;Q02641;P54289
T40542,CCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,RXRB,0.2413,活性,低毒性,57704,Q9HCG7
T9878,C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1,THRSP,0.2413,活性,低毒性,8856;148;3757;2908;6530;5144;3357;3356;4986,Q12809;P41145;Q08499;P41595;P35348;O75469;P04150;P28223;P23975
T15338,CC(C)c1cc(C(C)C)c(-c2csc(N(CCN(C)C)Cc3cccnc3)n2)c(C(C)C)c1,XPR1,0.2413,活性,低毒性,5724,NP_001158195
T3710,CN1c2ccccc2C(=O)Nc2cnc(Nc3ccc(N4CCC(O)CC4)cc3)nc21,AOC3,0.2412,高活性,毒性,9212;6790;10188,O14965;Q96GD4;Q07912
T10772,CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1,PPARD,0.2412,高活性,毒性,28989;6850;142;43740568;7468;1489834,Q9BV86;AMB37292;P09874;O96028;P43405
