ID,SMILES,Best_Gene,DrugCLIP_Score,Activity_Level,Toxicity_Level,Active_Targets,Active_Accessions
T11039,CC(CCCN)Nc1ccnc2cc(Cl)ccc12,AOC3,0.6064,活性,低毒性,,
T5825,Cl.Cl.N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1,PPARA,0.6064,活性,低毒性,23028,O60341
T7389,Brc1cc2c(cc1[C@@H]1Nc3ccccc3[C@@H]3C=CC[C@@H]31)OCO2,NR1H3,0.606,活性,低毒性,2852,NP_001091671;Q99527
T21871,COC[C@@H]1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,AOC3,0.6055,高活性,低毒性,840;842;836,P55211;P42574;P55210
TQ0019,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)Cc1ccccc1,PPARG,0.6055,活性,低毒性,8876,O95497
T5445,Nc1nc2[nH]ccc2c(=O)[nH]1,AOC3,0.605,活性,低毒性,,Q13627
T9501,O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC1=O)c1cccc(O)c1O,PPARG,0.605,活性,低毒性,,2XUZ_A
T26551,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,THRSP,0.605,活性,低毒性,3269,P35367;O76082
T10809,NC(C(=O)O)c1cc(O)ccc1Cl,AOC3,0.6045,活性,毒性,2915,NP_001137303
T7729,Cn1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cn1,PPARD,0.6045,活性,毒性,6850;6788;6789;120892;7468,Q5S007;Q13188;O96028;Q13043;NP_940980;P43405
T60092,Cc1cccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)c1,PPARG,0.6045,活性,低毒性,,
T2352,O=C(Nc1ccc2c(O)cc(S(=O)(=O)[O-])cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)[O-])cc2c1.[Na+].[Na+],PPARG,0.6045,活性,低毒性,3276,Q99873
T10162,Cc1nccn1CC1CCc2c(c3cccc4c3n2CCC4)C1=O,AOC3,0.604,高活性,低毒性,58963;79246,P35563;Q9JJ16
T14313,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,THRSP,0.6035,活性,低毒性,,
T210502,O=C(CCCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,MLXIPL,0.603,活性,低毒性,885903,P14416;P9WFK7
T19765,OC(c1ccccc1)(c1ccccc1)c1ccccc1Cl,AOC3,0.6025,活性,低毒性,,
TN9451,Nc1ccccc1Cc1ccccc1,THRSP,0.6025,活性,低毒性,,P0DTD1
TN8705,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,PPARG,0.6021,活性,低毒性,,
T67768,O=C(O)c1cc(-c2ccco2)ccc1O,THRSP,0.6021,活性,低毒性,15112,Q9WU19
T36789,CC1CCCCC1=O,THRSP,0.6021,高活性,低毒性,762;759;760,P00918;P00915;P22748
TJS0368,O=c1cc(-c2ccccc2)c2ccc(O)c(O)c2o1,PPARG,0.6016,活性,低毒性,,YP_001315171;2ZVJ_A
T21804,COc1ccc(-c2nc3cc(F)ccc3s2)cc1OC,PPARG,0.6016,活性,低毒性,25690;196,P41738;P35869
T67200,COC(=O)[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,SCD,0.6016,活性,低毒性,,
T2732,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,PPARG,0.6011,活性,低毒性,28234;4286;1432;1559;1995;855480;4986;11096;4985;115004;5693;86859893;9507;10599;5226;6622;8871;945870;4988,P35372;P41143;P37840;Q9Y6L6;Q16539;O75173;Q14576;P0AEK4;P08581;P43351;P00374;NP_001341533;Q8N884;P52209;Q965D7;O15056;Q72547;Q965D6;P10415;Q9UNA0;Q13627;P28074;P11412;Q965D5;P11712;P41145;Q9NPD5;Q8JUX6
TN6922,O[C@@H]1CCCC[C@@H]1O,THRSP,0.6011,高活性,低毒性,760;513212,P00918;Q3SZX4
T9083,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(N)cc2C1=O,AOC3,0.6006,活性,低毒性,,
T1580,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,NR1H3,0.6006,活性,低毒性,29412;6532;25553;6530;6531,P43140;NP_001036;P31645;Q01959;Q9WTR4;P31652;P23975;NP_001035;NP_001165975
T6604,Cl.NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1,PPARA,0.6006,活性,低毒性,,
T14779,O=C1c2ccccc2-c2c(NCCc3ccccc3)c(=O)[nH]c3cccc1c23,PPARG,0.6006,活性,毒性,6195;6850;25643;5732;6196;55704;6197;65975;7468,P51812;CAC29064;P08753;BAE44387;Q15418;O96028;NP_000947;Q15349;P43405
T66355,CCCC(CC)C(=O)O,THRSP,0.6006,活性,低毒性,,
TNU0159,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O,XPR1,0.6006,活性,毒性,7083,P04183
T7356,O=C1CN(c2ccccc2)S(=O)(=O)N1,RXRB,0.6001,活性,低毒性,5770,P18031
T36866,O=c1cc(O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,THRSP,0.6001,活性,低毒性,,
T4562,Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,AOC3,0.5996,活性,低毒性,150;6532;3757;151;3359,P46098;P18089;P31645;Q12809;P08913
T0570,O=C(O)c1cc(O)cc(O)c1,AOC3,0.5996,活性,低毒性,771;768;759;760;766;23632;27198,P00915;P43166;Q9ULX7;P00918;Q2PCB5;NP_115943;Q16790;O43570
T14198,N[C@@H](COC(c1cccc(F)c1)c1ccccc1OCc1ccccc1)C(=O)O,GPAM,0.5996,活性,低毒性,6536;29234;9152,O08726;P48067;Q9Y345
T38310,CN(C)c1ccc(-c2nc3ccccc3s2)cc1,PPARG,0.5996,活性,低毒性,351;116160065,Q27757;P08659;P05067
T12681,OC1CCN2Cc3ccccc3N=C12,FASN,0.5991,活性,低毒性,590,P06276
TJS0328,O=c1cc(-c2ccccc2)c2cc(O)c(O)cc2o1,PPARA,0.5991,活性,低毒性,4170,Q07820
T20102,O=c1[nH]cnc2[nH]nnc12,GPAM,0.5981,活性,低毒性,200316;5243,NP_660341
T74005,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,PPARG,0.5981,活性,低毒性,2591;11226;55568;2590;2589;79623,P30613;Q8NCL4;Q96FL9;Q10472;Q14435;Q10471;Q86SR1
T60707,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,PPARA,0.5977,活性,低毒性,1814;6532;1128;148;1129;6530;1812;6531;4988,P35372;P31645;Q01959;P21728;P35462;P35348;P08172;P11229;P23975
T10822,COc1cc2oc(-c3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3)cc(=O)c2c(O)c1OC,PPARG,0.5977,活性,低毒性,29290,P25099
T9618,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1cc(-c2ccccc2)c(=O)n2c1sc1ccc(OC3CCCCC3)cc12,PPARG,0.5977,活性,低毒性,,P29990;V5TFZ2
T1884,O=C(c1ccc2nccnc2c1)N1CCCCC1,THRSP,0.5972,活性,低毒性,2890;3248;2892;2891;2893,NP_001106283;P15428;NP_001077089;NP_001243672;NP_001244952
TN6993,CC(=O)C=Cc1ccccc1,THRSP,0.5967,活性,毒性,,
T2A2524,COc1ccc(C=O)c(O)c1,AOC3,0.5962,活性,低毒性,8805;51592,Q9UPN9;O15164
T50088,N=C(Nc1ccccc1)c1cccs1,PPARG,0.5957,活性,低毒性,4842,P29475
T2761,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,PPARG,0.5952,活性,低毒性,84706,Q8TD30
T31482,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,AOC3,0.5947,活性,毒性,,
T14080,Cc1ccc(O)c(NC(=O)CCc2ccccc2)c1,AOC3,0.5947,活性,低毒性,,
T10115,O=c1oc2ccccc2cc1[N+](=O)[O-],PPARD,0.5947,活性,低毒性,,
T3S1628,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)c(O)cc(O)c12,PPARG,0.5947,活性,低毒性,,4KC3_B
T5327,COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1,ACACA,0.5942,活性,低毒性,3757;3350;6530;6531,Q12809;P23975;Q01959;P08908
T4262,NC(=O)CS(=O)C(c1ccc(F)cc1)c1ccc(F)cc1,GPAM,0.5942,活性,低毒性,24898,P23977
T14561,CNC(=O)COc1cc2cc(Nc3nc(N4CCC(C(=O)N(C)C)CC4)ncc3Cl)cc(OC)c2n(C)c1=O,AOC3,0.5928,活性,低毒性,604;1128;1129,P11229;P08172;P08173;P41182
T10712,Cc1cc(C(=O)N(C)[C@H](CN2CC(O)C2)C(C)C)ccc1F,PPARA,0.5928,高活性,低毒性,3762;3760,NP_000881;NP_001247439
T16741,CN(C)C(=O)c1ccc(Cn2c(C(=O)O)cc3c(Br)cc(Sc4ccc(Cl)c(Cl)c4)cc32)cc1,PPARG,0.5928,活性,低毒性,6009,Q15382
T77614,CN(C(=S)NN=C(c1ccccn1)c1ccccn1)C1CCCCC1,PPARG,0.5928,活性,毒性,,
T4S1050,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,NR1H4,0.5918,高活性,毒性,57406;29254;5770,P0C6X7;Q8R431;P22736;P29466;P18031;Q9BV23
T1876,Cc1ccc(NC(=S)NNc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])cc1Cl,PPARG,0.5913,活性,低毒性,,
T26914,O=C(c1cccnc1)N1CCN2C(=O)c3ccncc3[C@]12c1ccc(Cl)cc1,MLXIPL,0.5903,活性,低毒性,,
TN6739,COc1ccc2c(c1OC)C(OC)N(C)c1c-2ccc2cc3c(cc12)OCO3,PPARG,0.5903,活性,低毒性,1543;1545;1544,P05177;Q16678;P04798
T2385,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,PPARG,0.5903,活性,低毒性,25552;20537;64522;6524;6523;246787;6531,P31639;P13866;Q01959;NP_573517;NP_001243243;NP_072112;NP_037165;NP_003032;NP_062784
T21314,C[Si](C)(C)c1cc(C(=O)Nc2ccc(C(=O)O)cc2)cc([Si](C)(C)C)c1,PPARG,0.5903,活性,低毒性,,
T4201,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],THRSP,0.5903,活性,低毒性,878149;948669,P24735;P0AD65;P00811
T2954,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,PPARG,0.5898,活性,毒性,,3OAY_H
T4999,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,PPARG,0.5894,活性,低毒性,64522;6523;6524,P53792;P31639;P13866;NP_001243243;NP_003032
T11155,O=C1[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cccc(O)c3)N2C(=O)N1Cc1ccccc1,RXRB,0.5894,活性,低毒性,,P52732
T9993,CC(=O)NC1CCN(c2ncnc3[nH]cc(-c4cccc(Cl)c4)c23)CC1,PPARG,0.5889,高活性,低毒性,6788;6789;120892,Q13043;Q5S007;Q13188
TJS0338,Cc1cc(=O)oc2cc(O)c(O)cc12,PPARG,0.5889,活性,低毒性,4170,2O23_A;2O23_B;Q07820
T37655,O=C(O)c1ccc(C(=O)N2CCc3c(c(=O)oc4ccccc34)C2)cc1,PPARG,0.5889,活性,低毒性,10797,P13995
T50042,Nc1ncnc2scc(-c3ccccc3)c12,THRSP,0.5889,高活性,低毒性,4916;3932;1025;1432;4486;2932;25;3791;57551;4058;2260;57396;238;1613;5601;6093;4914;5159;2931;23683;4915;5613;120892;815;1436;4233;9149;10188;1020;5566;695;6197;1859;1022;2321;5871;7301;1452;5605;1196;5604;9448;5979;57118;9641;5156;5599,
T1864,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1,PPARG,0.5884,活性,低毒性,1551,NP_000756;ABI96208
T6S2099,O=C1O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC[C@H]2O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2[C@@H]2C1=CC(=O)[C@](O)(O3)C2(O)O,NR1H4,0.5879,活性,低毒性,29230,P52020
TN1160,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)c1cc(O)c(O)c(O)c1,PPARG,0.5879,活性,低毒性,1576;1557;1559,P53634;P11712;P08684;P33261
T7626,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,THRSP,0.5879,活性,低毒性,3757;1128;1129,Q12809;P08172;P11229
T12747,c1cc(-c2ncco2)cc(-c2nnc(Nc3ccc4[nH]ncc4c3)s2)c1,PPARG,0.5874,活性,低毒性,9475,O75116
T6662,CN1[C@@H]2C[C@@H](O)C[C@H]1[C@@H]1O[C@@H]12,AOC3,0.5869,活性,毒性,,
T7659,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,NR1H3,0.5869,活性,毒性,4837;595;85420;6850;25522;22933;5581;100303771;5409;1198;3176;27232;5583;29340;23683;1195;7151;5590;170538;24681;5588;28989;2593;11040;81749;5292;9748;7157;25023;5578;5579;5587;24680;7468;282322;5582;1019;817;5580;25636;8576;5584,P05129;P68403;Q9BV86;P09215;Q15139;P41743;NP_001119587;NP_006866;P09216;P22694;NP_003983;P17612;P05771;P21964;P24385;P00517;P22612;Q8IXJ6;P05696;P11309;P24723;Q64617;NP_001008910;Q14749;Q05513;P63319;Q13557;Q02156;P17252;P27791;Q14353;P49759;Q05655;O96028;NP_055535;P11086;O94806;P50135;P11802;Q9WTQ0;NP_002639;P09217;NP_997700;P18688;Q04759;P40261;P43405
T8219,O=C1C(=O)N(Cc2ccc(C(F)(F)F)cc2)c2c(Cl)cccc21,PPARG,0.5859,高活性,低毒性,81645;1133;25229;1131,P20309;P08912;BAB91222;P10980;AAA40660;P08482
T3879,COc1cc([C@@H]2Oc3c(O)cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3[C@H]2CO)ccc1O,PPARG,0.5859,活性,低毒性,,O42713;P36021
TN2277,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c(C(C)=O)c(C)cc2c1,PPARG,0.5859,活性,低毒性,,
T1355,COC(=O)c1cc(O)cc(O)c1,PPARG,0.5859,活性,低毒性,771;768;759;760;766;23632,P43166;P00915;Q9ULX7;P00918;Q16790;O43570
T37753,CC(C)c1ncc(Cc2ccccc2)[nH]c1=O,THRSP,0.5859,活性,低毒性,823,P07384
TN1134,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)C5CC[C@]43C)C2[C@]1(C)O,NR1H3,0.585,活性,毒性,6850,P43405
T7763,O=C1CCC(N2C(=O)c3cccc(O)c3C2=O)C(=O)N1,AOC3,0.5845,活性,低毒性,,Q96SW2;Q16531
T40446,COc1ccc2[nH]c(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc2c1,PPARG,0.5845,活性,低毒性,2357,NP_001180235
T66903,O.O=C(O)c1cc(O)c(O)c(O)c1,AOC3,0.584,活性,低毒性,,
T22417,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,PPARG,0.584,活性,低毒性,51426;5328,2W2I_A;NP_057302;P00749
T2389,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,AOC3,0.5835,活性,毒性,150;6850;6524;64522;115584;6523,P53792;P31639;P13866;Q8WWX8;P08913;NP_001243243;NP_003032;P43405
T67685,Cc1cc(=O)oc2cc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)ccc12,PPARG,0.5835,高活性,低毒性,771;759;768,P00915;Q16790;O43570
T11114,CNCCC(c1cccs1)c1ccc(O)c2ccccc12,PPARA,0.583,活性,毒性,4837;2593;27232;6850;115;84706;5409;3176,O60503;P43405;Q14749;Q8TD30;P40261;P21964;P11086;Q14353;P50135
T8859,COc1cc2c[n+](C)c3c4cc5c(cc4ccc3c2cc1OC)OCO5,PPARG,0.583,活性,毒性,,
T3388,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1O,PPARG,0.5825,活性,低毒性,3558,P01375;P60568
T60149,O=C(CS(=O)(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,PPARG,0.582,活性,低毒性,3290,P28845
T8162,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O,PPARG,0.582,高活性,低毒性,7442;51393;1269;79054;1543;4988;1557;8989;9290;2830;1565;1555;312896;171384;59341;162514,P35372;Q01959;P21554;Q9Y2T6;P04798;P46095;P20813;Q9Y5S1;P10635;P33261;P34972;O75762;Q9HBA0;Q8NER1;Q8R455;Q8NET8;Q7Z2W7;P23975;Q6RI86
T73027,O=C(CCN1CCOCC1)Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1,PPARG,0.582,活性,毒性,,Q9Y6F1
T19700,CC(C)n1nnc2cc(C(=O)O)ccc21,THRSP,0.582,活性,低毒性,338442;8843,NP_006009;P49019;Q8TDS4
T4763,O[C@@H]1CCCC[C@H]1O,THRSP,0.582,高活性,低毒性,760;513212,P00918;Q3SZX4
T26778,CCCN(c1ccncc1)n1ccc2ccccc21,NR1H3,0.5815,高活性,低毒性,29412;24173;25083;25229;53949;24174;29413;24175;6530;24260;25111;81645,P43140;P08485;P23975;P15823;P22909;P08483;P10980;P22086;P19328;P08911;P23944;P08482
T38395,O=Cc1ccc[nH]1,THRSP,0.5815,活性,低毒性,,Q9L4Q3
T5016,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,PPARG,0.5811,活性,低毒性,,P53792;P31639;Q923I7
T61214,CN1CCN(C(=S)SSC(=S)N2CCN(C)CC2)CC1,PPARG,0.5811,高活性,低毒性,7157;26227,P04637;O43175;Q99685
T11076,Clc1cccc(Cl)c1CSc1nnc(-c2ccc[nH]2)o1,THRSP,0.5811,活性,低毒性,,P32297;P30926
T5308,O=C(O)Cc1ccccc1O,GPAM,0.5806,活性,低毒性,25400;231,P11275;P15121
T77514,OB(O)c1cccc(Cl)c1,GPAM,0.5806,高活性,低毒性,11313;10434,O95372;O75608
T0855,COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,PPARG,0.5801,活性,低毒性,1646;5743;5742;8644;998;5879,P52895;P23219;P63000;P60953;P35354;P42330
T23132,Cl.Cl.N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,PPARG,0.5801,活性,低毒性,,
T20568,O=C(c1ccccc1)C1CCCCC1,THRSP,0.5801,活性,毒性,1557;1544,AAV41877;EAW99313
T39598,Oc1ccc(Cl)cc1O,PPARG,0.5796,活性,毒性,,
TQ0180,O=C(O)C[C@@H]1C(=O)O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC[C@H]2O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2[C@H]1[C@H](O)C(=O)O3,PPARG,0.5796,活性,低毒性,7150;29230,P52020;P11387
T68174,COc1ccc(Cc2ccccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,PPARG,0.5796,活性,低毒性,6523,P31639;P13866
T3828,Oc1cc(O)c2c(c1)O[C@@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,PPARG,0.5791,活性,低毒性,1557;1544,P05177;P33261
T17114,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,ACACA,0.5786,活性,低毒性,396924;24192;396816;10327;317748;78959;57016;231,P51635;P16116;P07943;P14550;O60218;P80276;P15121;NP_001619;P50578
T15604,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(Cl)cc1,THRSP,0.5786,活性,低毒性,,Q93009;P54578
T60009,COc1cc2ncnc(-c3c(-c4ccccc4)n(Cc4ccccc4Br)c4ccccc34)c2cc1OCCCN1CCOCC1,AOC3,0.5781,活性,毒性,5243,P08183;P08684
T10840L,COc1cc2c(NCC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,GPAM,0.5781,高活性,毒性,10919;1786,Q9Y6K1;Q9UBC3;Q96KQ7;P26358
TN2539,C=C1C(=O)O[C@@H]2C[C@]3(C)C(=C[C@H]12)[C@@H](C)CC[C@H]3O,SCD,0.5781,活性,低毒性,7323,P61077
T7984,O=C1CC(c2ccccc2O)Oc2ccccc21,THRSP,0.5781,活性,低毒性,29290;8644;3290;367;83817,P25099;P0DMS8;P28845;P37136;P42330;P10275
T8324,CCCCC(C(=O)O)N1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O,ACACA,0.5771,活性,低毒性,,
T60404,COc1ccc(CC(=O)Nc2cccc(O)c2)cc1,PPARG,0.5771,活性,低毒性,,Q96P20
T6501,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,PPARG,0.5771,活性,毒性,763;7468;6850,O96028;P35218;P43405
T8191,C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(=O)[O-],THRSP,0.5771,活性,低毒性,6583,Q9H015
TN2101,CCCCCC1=CC(=O)C=C(OC)C1=O,AOC3,0.5767,活性,低毒性,240;5743,P35354;P09917
T34093,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,GPAM,0.5767,活性,低毒性,759;760;71934,P00918;P00915;Q9D6N1
T4S0792,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O,PPARG,0.5767,活性,低毒性,,
T2555,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],THRB,0.5767,活性,低毒性,150;1128;148;3757;1129;1133;152;1131;3269;6869,P20309;P08912;P18825;Q12809;P08913;P35348;P08172;P08173;P11229;P35367;P25103
T22497,O=C(O)CCC(CCCS)C(=O)O,GPAM,0.5757,活性,低毒性,,Q04609
T1820,Cc1[nH]c2ccccc2c1CCNC(=O)c1cccs1,ACACA,0.5752,活性,低毒性,1551;1565;9970,ANW61984;3DXK_A;3DXK_B;ABI96208;NP_000756;ADZ17385
T8714,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,PPARG,0.5747,活性,低毒性,139760,NP_848566
T4523,CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,NR1H3,0.5737,活性,毒性,28989;6850;142;415116;5292;11040,Q9P1W9;Q9BV86;P11309;P09874;Q86V86;P43405
T67897,CC(C)[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)Nc1nccs1,PPARG,0.5737,活性,低毒性,3313;3309,P11021;P38646
T13884,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCCN2CCOCC2)c1)c1cc(OC)c(OC)c(OC)c1,THRSP,0.5737,活性,低毒性,,
T79123,Nc1nccc(Sc2cnc(N3CCC4(CC3)Cc3ccccc3[C@H]4N)nn2)c1Cl,NR1H4,0.5732,活性,低毒性,,Q06124
TN1804,COc1cc([C@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@@H]2CO)ccc1O,PPARG,0.5732,活性,低毒性,,O42713
T24678,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc2[nH]ccc2c1,ACACA,0.5728,高活性,低毒性,4129;25750,P19643;P21397;P21396;P27338
T36123,Cn1nc(-c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,PPARG,0.5728,高活性,毒性,3707576;58819;3326;1017;5604;45424424;886300;888777;5243;51567;84867;5784;5347;994;4088;5778,CAA48375;O95551;P08238;NP_002746;BAA01847;AAL68976;Q9H3R0;NP_001138884;3I06_A;NP_002823;AAC35244;NP_005392;AAH09953;CAA43985;NP_116170;P9WHH9;1ELR_A;NP_005021;AAI07878;P9WIS7
T8877,O=C1C=Cc2cc(Br)ccc2C1=O,THRSP,0.5728,活性,低毒性,43740578,P0DTD1
T71961,COC(=O)CCC(=O)C(=O)OC,AOC3,0.5723,活性,低毒性,,
T5071,CC(C)CC(=O)C(=O)O,NR1H4,0.5723,活性,低毒性,,
T15597,CN1CC(=O)N2[C@H](c3c[nH]c4ccc(Cl)cc34)c3cc4c(cc3C[C@H]2C1=O)OCO4,PPARG,0.5723,活性,低毒性,8394,NP_003548
T9830,Cc1cccc(OC2CCN(Cc3cc(=O)[nH]c(=O)[nH]3)CC2)c1C,PPARG,0.5723,活性,低毒性,,
T9293,O=C(Nc1ccc2c(c1)C(=O)c1ccccc1C2=O)c1ccccc1,PPARG,0.5723,活性,低毒性,,Q9BYF1;P07711
T3797,COc1cc(C2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3OC2CO)ccc1O,PPARG,0.5723,活性,低毒性,,P45452
T88914,O=C(Cc1ccc(C2CC2)c(F)c1)N1CCN(c2ccc(Cl)nn2)CC1,PPARG,0.5723,活性,低毒性,79646,Q9H999
T8388,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,THRSP,0.5723,活性,毒性,397552;1565;6850;1551,ANW61984;P19156;ABI96208;NP_000756;P43405
T7565,CCCCCCCC(O)CC(=O)O,AOC3,0.5718,活性,低毒性,53831,NP_065103;Q9NQS5
T3681,Oc1ccc(C2CCCCC2)cc1,SCD,0.5718,活性,低毒性,,
T7368,Oc1ccc(-c2cnc3ccc(NCc4ccco4)nn23)cc1,PPARG,0.5713,活性,毒性,6850;1559;10413;7157;1551;7151;1565;7468,ANW61984;NP_001119587;ABI96208;QLI62812;O96028;NP_000756;P43405;NP_001123617
T24064,CCC1(c2cnc[nH]2)Cc2ccc(F)cc2C1,THRSP,0.5713,高活性,低毒性,150;152;151;147,P35368;P08913;P18089;P18825
