name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,max_tc,best_match,best_target
T3636,COc1cc2c(cc1OC)CN(C(=O)/C=C/c1c(-c3ccccc3)n(C)c3ncccc13)CC2,453.54,4.86,56.6,0,4,5,0,0.1739,Firsocostat (GS-0976),ACC
T3659,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,459.91,4.31,79.8,1,7,4,0,0.1739,Cilofexor (GS-9674),FXR
T3689,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,468.56,3.51,68.5,1,4,2,0,0.1739,Denifanstat (TVB-2640),FASN
T4105,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,375.43,3.69,75.4,1,4,4,0,0.1739,Firsocostat (GS-0976),ACC
T4342,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(OC(=O)CN)CC4)c3)c2C1,521.54,3.37,142.3,3,7,6,1,0.1739,BI-1467335,AOC3/VAP-1
T6341,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1,521.54,3.37,142.3,3,7,6,1,0.1739,BI-1467335,AOC3/VAP-1
T16962,O=C(NO)c1ccc(CN2CCCc3cc(Cl)ccc32)cc1,316.79,3.41,52.6,2,3,3,0,0.1739,BI-1467335,AOC3/VAP-1
T8700,O=C(CSc1ccc2ccccc2n1)NNC(=O)c1ccc(Cl)cc1,371.85,3.44,71.1,2,4,4,0,0.1739,BI-1467335,AOC3/VAP-1
T12075,O=c1cc(N2CCN(c3cccc(Cl)c3)CC2)[nH]c(=O)n1C1CCCCC1,388.9,3.02,61.3,1,4,3,0,0.1739,VK2809,THR-beta
T4A2399,[H][C@]12CC[C@]3(C)[C@@H](c4ccc(=O)oc4)[C@@H](OC(C)=O)[C@H]4O[C@]43[C@]1([H])CC[C@]1(O)C[C@@H](O)CC[C@@]12C,458.55,2.91,109.5,2,7,2,0,0.1739,Obeticholic acid (OCA),FXR
TQ0101,CN1CCN(C(=O)c2ccc(-c3ccc4c(C=O)c(O)ccc4c3)s2)CC1,380.47,3.47,60.9,1,5,3,0,0.1739,Denifanstat (TVB-2640),FASN
T12432,O=C(N[C@H]1CCCC[C@H]1C(=O)O)c1cnn2c(O)cc(-c3ccccc3)nc12,380.4,2.48,116.8,3,5,4,0,0.1739,Denifanstat (TVB-2640),FASN
T13356,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1cccnc1,425.49,3.36,78.4,1,5,6,0,0.1739,Firsocostat (GS-0976),ACC
T12877L,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,407.45,2.02,80.0,0,6,3,0,0.1739,Denifanstat (TVB-2640),FASN
T14557,CCOCCn1cc(C(=O)Nc2ccc(-n3nc(-c4cccnc4)cc3C(F)(F)F)cn2)ccc1=O,498.47,3.8,103.9,1,6,8,0,0.1739,BI-1467335,AOC3/VAP-1
T21826,O=C(CCl)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCl)cc2)cc1,401.27,2.87,92.3,2,4,6,0,0.1739,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
TN6784,CCOC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,388.37,2.24,133.5,4,8,7,0,0.1739,VK2809,THR-beta
T22115,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccc([N+](=O)[O-])c(Cl)c1,328.69,2.87,128.3,1,7,4,0,0.1739,BI-1467335,AOC3/VAP-1
T22595,O=C(c1ccc(Cl)cc1)N1CCN(c2ccc([N+](=O)[O-])c3ncccc23)CC1,396.83,3.76,79.6,0,5,3,0,0.1739,Denifanstat (TVB-2640),FASN
T12612,CCOc1cc([C@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,460.51,2.43,119.1,1,7,8,0,0.1739,Firsocostat (GS-0976),ACC
T18976,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C2c1ccccc1C(=O)O,418.4,4.52,99.1,1,6,4,0,0.1739,Cilofexor (GS-9674),FXR
T10413,CCCn1c(=O)[nH]c2cc(C(=O)Nc3nc4c(s3)CN(C(=O)OC(C)(C)C)CC4)ccc2c1=O,485.57,3.1,126.4,2,7,4,0,0.1739,BI-1467335,AOC3/VAP-1
TQ0289,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(NC(=O)c2cc(F)cc(F)c2)cc1,396.46,3.65,75.3,2,3,7,0,0.1739,BI-1467335,AOC3/VAP-1
T35317,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,419.38,3.7,85.1,1,5,4,0,0.1739,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T26623,CC(=O)c1cccc(NC(=O)N2CCC(Cc3ccc(-n4cccc4)cc3)CC2)c1,401.51,5.17,54.3,1,2,5,1,0.1739,Denifanstat (TVB-2640),FASN
T16581,NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,334.78,3.29,75.7,2,3,6,0,0.1739,BI-1467335,AOC3/VAP-1
T11061,CCc1c(C(=O)OC)ncc2[nH]c3cc(OC)c(OC)cc3c12,314.34,3.08,73.4,1,5,4,0,0.1739,BI-1467335,AOC3/VAP-1
T9004,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCc1ccccc1,490.65,3.87,66.0,1,8,7,0,0.1739,Firsocostat (GS-0976),ACC
T67839,COc1ccc(-n2nc3ccc(NC(=O)CCl)cc3n2)cc1,316.75,2.61,69.0,1,4,4,0,0.1739,BI-1467335,AOC3/VAP-1
T67923,CCN1CCN(c2ccc(NC(=O)c3cc4ccccc4oc3=O)cc2)CC1,377.44,3.19,65.8,1,5,4,0,0.1739,Denifanstat (TVB-2640),FASN
T19710,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,333.45,3.93,55.4,1,4,5,0,0.1739,BI-1467335,AOC3/VAP-1
T77606,O=C(c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1)N1CCCC1,350.3,3.24,63.6,0,4,2,0,0.1739,Denifanstat (TVB-2640),FASN
T14307,[H][C@]1([C@H](O)C2CCCCC2)NC(=O)C2(CCN(Cc3ccc(Oc4ccc(C(=O)O)cc4)cc3)CC2)N(CCCC)C1=O,577.72,4.58,119.4,3,6,10,1,0.1739,Cilofexor (GS-9674),FXR
T85310,N#Cc1cccc(CN2CCc3ncn(Cc4ccc(Cl)cc4)c(=O)c3C2)c1,390.87,3.37,61.9,0,4,4,0,0.1739,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T63991,COc1cc(OC)c2c(=O)nc(-c3ccc(OCC(=O)Nc4ccc(N5CCN(C)CC5)c(Cl)c4)cc3)[nH]c2c1,564.04,4.03,109.0,2,8,8,1,0.1739,BI-1467335,AOC3/VAP-1
T201415,CN1Cc2c(NCc3ccc(CN4CCN(c5ccc(C#N)c(F)c5)CC4)cc3)cccc2C(=O)N1C1CCC(=O)NC1=O,595.68,3.24,112.0,2,8,7,1,0.1739,Denifanstat (TVB-2640),FASN
T35887,COc1ccc(CNc2ccc([N+](=O)[O-])c3nonc23)cc1,300.27,2.75,103.3,1,7,5,0,0.1739,BI-1467335,AOC3/VAP-1
T70348,[H][C@@]12C[C@H](c3ccccc3C(F)(F)F)C[C@]1([H])CN(c1nc(C)cc(C(=O)O)n1)C2,391.39,4.13,66.3,1,4,3,0,0.1739,Denifanstat (TVB-2640),FASN
T9192,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,435.53,3.25,97.2,2,6,7,0,0.1736,Firsocostat (GS-0976),ACC
T39647,CCCN(C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)O)C3)c(C)n2)nnn1C,445.52,3.19,119.7,1,7,8,0,0.1736,Firsocostat (GS-0976),ACC
T25384,CCOC(=O)Nc1ccc(SC[C@H]2CO[C@](Cn3ccnc3)(c3ccc(OC)cc3)O2)cc1,469.56,4.52,83.8,1,7,9,0,0.1736,Firsocostat (GS-0976),ACC
T0343,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,418.45,2.97,117.0,1,8,8,0,0.1735,VK2809,THR-beta
T3072,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@@H]1CCCN1,444.54,3.41,91.4,3,7,6,0,0.1735,Denifanstat (TVB-2640),FASN
T3703,[H][C@]12CCCN1CCN(C(=O)c1cc(S(=O)(=O)Nc3ccccc3F)c(F)cc1Cl)C2,455.91,3.34,69.7,1,4,4,0,0.1735,Denifanstat (TVB-2640),FASN
T4453,CC(C)[C@H](/N=C(/NS(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1)C(N)=O,572.52,4.64,117.2,2,5,7,1,0.1735,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T6084,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,436.31,2.87,97.4,3,6,5,0,0.1735,Denifanstat (TVB-2640),FASN
T6875,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,404.29,4.24,68.0,1,4,5,0,0.1735,Cilofexor (GS-9674),FXR
T11850,[H][C@@]12C=CC[C@]1([H])[C@H](c1ccc(C(=O)O)cc1)Nc1c(OCC)cccc12,335.4,4.61,58.6,2,3,4,0,0.1735,VK2809,THR-beta
TQ0011,Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,374.75,2.61,85.2,2,5,2,0,0.1735,Denifanstat (TVB-2640),FASN
TQ0078,COc1ccc(F)cc1-c1cc(NC(=O)[C@@H]2CCCNC2)ncc1Cl,363.82,3.49,63.2,2,4,4,0,0.1735,Denifanstat (TVB-2640),FASN
T9980,O=C(c1ccc(Cn2c(CO)cc3ccccc32)cc1)N1CCN(c2ccc3c(c2)OCO3)CC1,469.54,3.87,67.2,1,5,5,0,0.1735,Denifanstat (TVB-2640),FASN
T60095,O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(-c2cnc[nH]2)cc1,442.91,4.71,79.7,1,4,6,0,0.1735,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T11031,Cc1c(Cc2ccccc2F)c(OC(C)C)nn1-c1ncc(C2CC2)cn1,366.44,4.37,52.8,0,4,6,0,0.1735,VK2809,THR-beta
T31195,CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,319.45,2.76,53.6,2,3,8,0,0.1735,Cilofexor (GS-9674),FXR
TQ0151,[H][C@@]12CCCN1C(=O)c1cc(OC)ccc1-n1cnc(C(=O)OCC)c12,341.37,2.35,73.7,0,5,3,0,0.1735,Denifanstat (TVB-2640),FASN
T4309,O=S(=O)(c1ccc2c(c1)C(=NO)c1cc(S(=O)(=O)N3CCCCC3)ccc1-2)N1CCCCC1,489.62,3.24,107.3,1,6,4,0,0.1733,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T6861,CCOC(=O)COc1ccc(C=C2SC(=S)NC2=O)cc1OC,353.42,2.13,73.9,1,7,6,0,0.1733,BI-1467335,AOC3/VAP-1
T13612,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,394.52,4.52,58.6,1,3,2,0,0.1733,BI-1467335,AOC3/VAP-1
T16022,CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,415.8,4.16,64.6,1,4,7,0,0.1733,BI-1467335,AOC3/VAP-1
T9146,Nc1nc(NCc2ccc(Oc3ccccc3)cc2)nc(-c2c(F)cccc2CO)n1,417.44,4.16,106.2,3,7,7,0,0.1733,BI-1467335,AOC3/VAP-1
T14089,CCCCOCCOc1nc(-c2ccc(C(=O)O)c(F)c2)sc1C,353.42,4.15,68.7,1,5,9,0,0.1733,BI-1467335,AOC3/VAP-1
T30140,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,371.55,2.81,88.2,3,7,7,0,0.1733,BI-1467335,AOC3/VAP-1
T40087,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1,323.32,3.22,57.8,2,2,4,0,0.1733,BI-1467335,AOC3/VAP-1
T62413,Cc1nc2ncccc2c(=O)n1-c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1,432.48,5.01,76.9,1,4,4,1,0.1733,BI-1467335,AOC3/VAP-1
T78597,Cc1ccc(C(=O)Nc2cccc(-c3nccn3C)c2)cc1NC(=O)c1ccccc1,410.48,4.9,76.0,2,3,5,0,0.1733,BI-1467335,AOC3/VAP-1
T204465,COc1cc(OC)cc(C(=O)Nc2cccc(-c3nc4cccnc4s3)c2)c1,391.45,4.63,73.3,1,6,5,0,0.1733,BI-1467335,AOC3/VAP-1
T0076,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,426.49,3.08,84.4,1,6,4,0,0.1731,Denifanstat (TVB-2640),FASN
T1123,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,348.36,2.08,81.4,1,5,1,0,0.1731,Cilofexor (GS-9674),FXR
T3985,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(O[C@@H](C)C(N)=O)cc1OCC2,382.42,2.03,110.1,1,6,5,0,0.1731,VK2809,THR-beta
T6150,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,399.52,6.0,54.9,1,4,5,1,0.1731,Cilofexor (GS-9674),FXR
T6852,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21,377.4,2.42,84.7,1,5,4,0,0.1731,Cilofexor (GS-9674),FXR
T7005,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,433.34,4.67,90.0,4,4,7,0,0.1731,VK2809,THR-beta
TL0007,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1,308.33,3.35,74.6,2,4,6,0,0.1731,BI-1467335,AOC3/VAP-1
T15199,CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2ncc(C#N)[nH]2)CC1,461.61,5.97,103.7,2,5,4,1,0.1731,Denifanstat (TVB-2640),FASN
T8801,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@@H]3N)nc21,399.93,4.49,93.7,3,6,5,0,0.1731,VK2809,THR-beta
TQ0014,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CC1,442.59,4.11,85.6,1,5,7,0,0.1731,Cilofexor (GS-9674),FXR
T9235,CC(=O)N1CCN(c2ccc([N+](=O)[O-])c(-c3ccc(F)c(C=C4SC(=O)NC4=O)c3)n2)CC1,471.47,2.79,125.8,1,8,4,0,0.1731,Denifanstat (TVB-2640),FASN
T9226,COc1ccccc1N1CCN(C2CCCCC2NS(=O)(=O)c2ccccc2)CC1,429.59,3.11,61.9,1,5,6,0,0.1731,Firsocostat (GS-0976),ACC
T24410,Cc1c[nH]c2ncnc(N3CCN(C(=Nc4cccc(Br)c4)NC#N)[C@@H](C)C3)c12,453.35,3.3,96.2,2,5,2,0,0.1731,Denifanstat (TVB-2640),FASN
T26647,CC1=C(C(=O)Nc2cc(Cl)ccc2Cl)C(c2ccco2)C2=C(CCCC2=O)N1,417.29,5.19,71.3,2,4,3,1,0.1731,VK2809,THR-beta
T12433,CC(C)c1cnc(-c2cc(Cl)ccc2F)cc1Nc1ccncc1C(=O)NC(CO)CO,458.92,3.89,107.4,4,6,8,0,0.1731,VK2809,THR-beta
T28257,CC(C)NC(=O)C[C@H]1CCCN(C(=O)c2ccc(N3CCCC3)cc2Cl)c2ccccc21,454.01,5.38,52.7,1,3,5,1,0.1731,VK2809,THR-beta
T28257L,CC(C)NC(=O)C[C@@H]1CCCN(C(=O)c2ccc(N3CCCC3)cc2Cl)c2ccccc21,454.01,5.38,52.7,1,3,5,1,0.1731,VK2809,THR-beta
T77783,CCn1c2ccccc2c2cc(NC(=O)CN3CCN(c4ccccn4)CC3)ccc21,413.53,3.97,53.4,1,4,5,0,0.1731,Cilofexor (GS-9674),FXR
T18719,CC(CCC(=O)ON1C(=O)CCC1=O)SSc1ccccn1,340.43,2.6,76.6,0,7,7,0,0.1731,Firsocostat (GS-0976),ACC
T37824,CCOc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C#Cc2cnc(C(=O)O)cc2OC)c2ncccc12,537.98,4.59,127.7,2,7,7,1,0.1731,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T24625,CN1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3ccccn3)CC2)C1,394.91,3.65,50.1,0,5,2,0,0.1731,Cilofexor (GS-9674),FXR
T206046,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@H]3N)nc21,385.9,3.93,93.7,3,6,5,0,0.1731,VK2809,THR-beta
T0816,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,324.4,2.21,92.3,2,4,4,0,0.1728,Denifanstat (TVB-2640),FASN
T1473,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,329.44,3.47,76.8,2,4,0,0,0.1728,Obeticholic acid (OCA),FXR
T2681,CC(C)(O)c1nc(-c2cccc(CNC(=O)c3cnc(-c4ccccn4)nc3)c2)no1,416.44,2.75,126.9,2,8,6,0,0.1728,BI-1467335,AOC3/VAP-1
T3983,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1coc(-c2ccccc2)n1,456.42,5.12,94.1,1,6,6,1,0.1728,BI-1467335,AOC3/VAP-1
T5479,O=C(O)c1ccc(C(=O)N[C@@H](c2ccc(OC(F)(F)F)c(F)c2)c2ncccc2F)nc1,453.32,3.87,101.4,2,5,6,0,0.1728,BI-1467335,AOC3/VAP-1
T21164,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,387.2,2.42,86.0,1,4,4,0,0.1728,Resmetirom,THR-beta
T14881,Cc1c(C(N)=O)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,380.66,4.91,60.9,1,2,3,0,0.1728,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T9622,O=C(O)c1ccc(C2(NC(=O)c3cccc4ccn(Cc5ccc(C(F)(F)F)cc5)c34)CC2)cc1,478.47,5.83,71.3,2,2,6,1,0.1728,BI-1467335,AOC3/VAP-1
T23525,NCCCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,340.88,3.29,72.2,2,3,8,0,0.1728,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T23209,O=C(NCc1ccccc1)c1ccc2c(=O)n(-c3cccc(C(F)(F)F)c3)c(=S)[nH]c2c1,455.46,5.0,66.9,2,3,4,0,0.1728,BI-1467335,AOC3/VAP-1
T27650,C=CC(=O)Nc1ccc(F)c(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,354.34,3.07,97.0,2,5,5,0,0.1728,BI-1467335,AOC3/VAP-1
T32368,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1Cl,479.88,3.5,83.7,1,4,4,0,0.1728,BI-1467335,AOC3/VAP-1
T13477,CCOc1ccc(NC(=S)N(CCO)Cc2cc3cc(C)cc(C)c3[nH]c2=O)cc1,425.55,3.73,77.6,3,4,7,0,0.1728,BI-1467335,AOC3/VAP-1
T69913,NCc1cc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)nc(C(F)(F)F)c1,399.34,2.51,88.7,2,5,4,0,0.1728,BI-1467335,AOC3/VAP-1
T14953,Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,334.79,2.67,98.0,2,5,3,0,0.1728,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T25526,O=C(O)CCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,309.33,3.03,95.1,3,3,5,0,0.1728,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
TCA2511,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],330.47,3.69,54.4,1,3,1,0,0.1728,Obeticholic acid (OCA),FXR
T23158,Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1,322.76,4.19,77.8,1,5,2,0,0.1728,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T4263,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,390.4,2.65,116.7,2,7,6,0,0.1727,Firsocostat (GS-0976),ACC
T6154,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,568.1,3.99,105.8,2,5,5,1,0.1727,Denifanstat (TVB-2640),FASN
TQ0230,O=C(CNc1cccc(Cl)c1)NC1CCCN(c2ncnc3[nH]ccc23)C1,384.87,2.81,85.9,3,5,5,0,0.1727,Cilofexor (GS-9674),FXR
T15578,COc1cc2c3c(n(CCCN4CCOCC4)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2,478.5,2.68,88.5,0,8,6,0,0.1727,Firsocostat (GS-0976),ACC
T14119,Cc1ccc([C@H]2c3c(nc4sc(C)nn34)CCN2C(=O)COc2ccc(NS(C)(=O)=O)nc2Cl)c(F)c1,565.05,3.52,118.8,1,8,6,1,0.1727,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T9777,COc1cccc(C=NNc2ncnc3scc(-c4ccccc4)c23)c1O,376.44,4.52,79.6,2,7,5,0,0.1727,Firsocostat (GS-0976),ACC
T60108,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,485.54,4.79,89.1,1,7,6,0,0.1727,Firsocostat (GS-0976),ACC
T1042,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,312.42,2.32,50.2,1,3,2,0,0.1724,Denifanstat (TVB-2640),FASN
T1995,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,524.69,4.82,108.5,3,8,10,1,0.1724,BI-1467335,AOC3/VAP-1
T2302,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,499.51,4.77,130.2,4,8,9,0,0.1724,BI-1467335,AOC3/VAP-1
T2332,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,447.89,4.28,88.8,2,4,7,0,0.1724,Firsocostat (GS-0976),ACC
T3371,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@@]1(C)C=O,486.69,5.38,94.8,3,4,2,1,0.1724,Obeticholic acid (OCA),FXR
T3976,CCCCCCCC(=O)c1c(O)cc(O)cc1CC(=O)OCC,322.4,3.75,83.8,2,5,10,0,0.1724,Aramchol,SCD1
T6867,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,452.52,4.82,104.8,3,6,7,0,0.1724,BI-1467335,AOC3/VAP-1
T5315,CCOC(=O)NC(=O)c1ccsc1NC(=O)c1nc2ccccc2s1,375.43,3.5,97.4,2,7,4,0,0.1724,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T5491,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,467.42,4.59,97.2,2,5,7,0,0.1724,BI-1467335,AOC3/VAP-1
T16116,CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O,428.32,3.32,104.5,3,4,10,0,0.1724,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T11898,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,502.49,3.93,96.8,2,7,7,1,0.1724,Cilofexor (GS-9674),FXR
T3S1850,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O)[C@@]1(C)CO,488.71,5.18,98.0,4,4,2,1,0.1724,Obeticholic acid (OCA),FXR
T8974,CC(C)(C)C1CCN(C(=O)n2ncc(C(O)(c3ccccc3)c3ccccc3)n2)CC1,418.54,4.29,71.2,1,4,3,0,0.1724,Denifanstat (TVB-2640),FASN
T19764,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,310.35,2.93,82.1,1,5,10,0,0.1724,BI-1467335,AOC3/VAP-1
TN1403,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@@H](O)[C@H](O)[C@@]1(C)CO,488.71,5.18,98.0,4,4,2,1,0.1724,Obeticholic acid (OCA),FXR
T30937,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,381.82,2.99,87.2,1,4,4,0,0.1724,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T13253,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,513.8,4.46,102.5,2,6,3,1,0.1724,BI-1467335,AOC3/VAP-1
T24905,CCOC(=O)N1CCC(NC(=S)Nc2cc(Cl)cc(Cl)c2)CC1,376.31,3.9,53.6,2,3,3,0,0.1724,Denifanstat (TVB-2640),FASN
T11137,CC(C)(C)c1cc(/C=C/C(=O)C(=O)O)cc(C(C)(C)C)c1O,304.39,3.65,74.6,2,3,3,0,0.1724,BI-1467335,AOC3/VAP-1
T67892,CN1N=C(SCc2ccc(Cl)cc2Cl)Sc2c1cnn(C)c2=O,387.32,3.83,50.5,0,6,2,0,0.1724,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T62281,O=C(Cn1nc(-c2ccc(Cl)cc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,424.29,5.01,64.0,1,3,4,1,0.1724,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T62160,Cn1nc(C(F)(F)F)cc1C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,416.43,2.87,84.3,1,4,4,0,0.1724,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
