name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,ref_drug,ref_target,similarity,dili_prob,dili_risk
T0076,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,426.49,3.08,84.4,1,6,4,0,Obeticholic acid (OCA),FXR,0.0980,0.3961,Low
T6043,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,456.47,5.77,67.3,1,4,5,1,Obeticholic acid (OCA),FXR,0.0980,0.8937,High
T39630,Cc1cc(S(=O)(=O)Nc2cscn2)c(F)cc1N(C)[C@H]1CCN(Cc2ccccc2)C1,460.6,4.1,65.5,1,6,7,0,Obeticholic acid (OCA),FXR,0.0980,0.6563,High
T11070,CC(C)(C)OC(=O)N1CCN(C(=O)n2ncc(-c3ccc(OC(F)(F)F)cc3)n2)C(Cc2ccccc2)C1,531.54,4.98,89.8,0,6,4,1,Obeticholic acid (OCA),FXR,0.0980,0.9793,High
T11070L,CC(C)(C)OC(=O)N1CCN(C(=O)n2cc(-c3ccc(OC(F)(F)F)cc3)nn2)C(Cc2ccccc2)C1,531.54,4.98,89.8,0,6,4,1,Obeticholic acid (OCA),FXR,0.0980,0.9792,High
T9075,O=C(Nc1ccncc1)c1cn(Cc2ccc(Cl)c(Cl)c2)c(=O)c2cnn(C3CCNCC3)c12,497.39,4.12,93.8,2,5,5,0,Obeticholic acid (OCA),FXR,0.0980,0.953,High
T62832,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc([C@H](O)Cn2ccc3cccc(C(=O)O)c32)c1,456.54,5.26,97.7,3,4,6,1,Obeticholic acid (OCA),FXR,0.0980,0.7479,High
T6949,CCN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(C5CC5)nc4)cc23)c1F,512.54,4.01,120.9,2,6,8,1,Obeticholic acid (OCA),FXR,0.0980,0.987,High
T40357,CNc1cc(N2CCC3(CC2)CN(c2cc(F)c(CN4CCC(C)(C)CC4)cc2F)CC(=O)N3)ncn1,513.64,3.39,76.6,2,7,5,1,Obeticholic acid (OCA),FXR,0.0980,0.449,Low
T6S1918,C/C=C(/C)C(=O)O[C@H]1c2cc(OC)c(OC)c(OC)c2[C@@H]2C(=C[C@H](C)[C@]1(C)O)C=C1OCOC1=C2OC,514.57,4.43,101.9,1,9,6,1,Obeticholic acid (OCA),FXR,0.0980,0.8129,High
T13774,O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,406.4,3.9,67.4,2,3,6,0,Obeticholic acid (OCA),FXR,0.0978,0.688,High
TQ0105,CC(C)C(=O)c1cn(CC(=O)COc2ccc(Oc3ccccc3)cc2)c2ccc(C(=O)O)cc12,471.51,5.62,94.8,1,5,10,1,Obeticholic acid (OCA),FXR,0.0978,0.969,High
T7136,CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N,366.42,3.04,99.4,2,6,6,0,Obeticholic acid (OCA),FXR,0.0978,0.9819,High
T7699,CCCNC(=O)c1nnc2c(-c3c(F)cccc3OC)cccc2c1N,354.39,3.17,90.1,2,5,5,0,Obeticholic acid (OCA),FXR,0.0978,0.9804,High
T40271,CCN(C[C@H](C)O)C(=O)Nc1ncc(Cc2cccc(F)c2)s1,337.42,3.11,65.5,2,4,6,0,Obeticholic acid (OCA),FXR,0.0978,0.8096,High
T11476,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1,389.46,3.03,91.2,2,6,6,0,Obeticholic acid (OCA),FXR,0.0978,0.9535,High
T12733,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,358.42,3.19,67.3,1,5,5,0,Obeticholic acid (OCA),FXR,0.0978,0.675,High
T4581,[H][C@]12SCC(O)=C(C(=O)OC(c3ccccc3)c3ccccc3)N1C(=O)[C@H]2NC(=O)Cc1ccccc1,500.58,3.73,95.9,2,6,7,1,Obeticholic acid (OCA),FXR,0.0978,0.9443,High
T2555,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,484.66,4.67,55.8,1,6,9,0,Obeticholic acid (OCA),FXR,0.0978,0.0014,Low
T1534,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,426.56,3.96,55.6,1,3,7,0,Obeticholic acid (OCA),FXR,0.0978,0.1975,Low
T64362,O=c1ccccn1-c1ccc(N[C@H]2CC[C@H](Nc3ncc(OC(F)F)cn3)C2)nc1,414.42,3.07,94,2,7,7,0,Obeticholic acid (OCA),FXR,0.0978,0.9699,High
T13254L,CCOC(=O)Nc1cc(NCCN(C)C)c2nc(-c3ccccc3)c(-c3ccccc3)nc2n1,456.55,4.9,92.3,2,7,8,0,Obeticholic acid (OCA),FXR,0.0978,0.9894,High
T12680,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,426.56,3.96,55.6,1,3,7,0,Obeticholic acid (OCA),FXR,0.0978,0.1596,Low
T22414,O=c1[nH]c(CS[C@H]2CC[C@H](O)CC2)nc2cc(OCC3CC3)cc(F)c12,378.47,3.39,75.2,2,5,6,0,Obeticholic acid (OCA),FXR,0.0978,0.6926,High
T15027,[H][C@]12c3c[nH]c4cccc(c34)C[C@@]1([H])C(C)(C)N1C(=O)C(C(C)=O)=C(O)[C@@]12[H],336.39,2.83,73.4,2,3,1,0,Obeticholic acid (OCA),FXR,0.0978,0.8989,High
T9214,Cc1[nH]n(-c2ccccc2)c(=O)c1C1(C(F)(F)F)C(=O)N(c2ccccc2)C2=C1C(=O)C(C)(C)CC2,495.5,4.96,75.2,1,3,3,0,Obeticholic acid (OCA),FXR,0.0978,0.9823,High
T6S1292,CCC/C=C1\OC(=O)C2=C1CC[C@H]1[C@H]3C=C4C(=O)O/C(=C\CCC)[C@@]4(CC3)[C@@H]21,380.48,5.13,52.6,0,4,4,1,Obeticholic acid (OCA),FXR,0.0978,0.5036,High
T8733,CC(C)=CCOc1ccc(C2=C(CC(C)C)C(=O)OC2=O)cc1,314.38,3.91,52.6,0,4,6,0,Obeticholic acid (OCA),FXR,0.0976,0.7559,High
T73499,CCOc1ccc(-c2cc(OC)cc(C(=O)OC(C)C)n2)cc1,315.37,3.72,57.7,0,5,6,0,Obeticholic acid (OCA),FXR,0.0976,0.9473,High
T2957,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O,372.42,2.99,74.2,1,6,7,0,Obeticholic acid (OCA),FXR,0.0976,0.6712,High
T3101,CCOC(=O)c1c2c3c(cccc3[nH]c1=O)C(=O)c1ccccc1-2,319.32,2.92,76.2,1,4,2,0,Obeticholic acid (OCA),FXR,0.0976,0.9806,High
T15362,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,350.41,4.8,77.8,3,3,5,0,Obeticholic acid (OCA),FXR,0.0976,0.8925,High
T87658,Cc1ccc(C)c(NC(=O)NC(C)CCc2ccc(O)cc2)c1,312.41,4.15,61.4,3,2,5,0,Obeticholic acid (OCA),FXR,0.0976,0.5757,High
T15053,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2nonc12,371.39,2.58,103.6,1,8,5,0,Obeticholic acid (OCA),FXR,0.0976,0.878,High
T67775,O=C(Nc1ccc(OS(=O)(=O)c2ccccc2)cc1)C12CC3CC(CC(C3)C1)C2,411.52,4.61,72.5,1,4,5,0,Obeticholic acid (OCA),FXR,0.0976,0.7708,High
T5916,CN(C(=O)OCC1c2ccccc2-c2ccccc21)[C@@H](Cc1ccccc1)C(=O)O,401.46,4.56,66.8,1,3,6,0,Obeticholic acid (OCA),FXR,0.0976,0.895,High
T9029,CCCCCCc1ccc(NC(=O)c2ccc([N+](=O)[O-])o2)cc1,316.36,4.56,85.4,1,4,8,0,Obeticholic acid (OCA),FXR,0.0976,0.9214,High
T3214,CS(=O)(=O)Nc1cc([N+](=O)[O-])ccc1OC1CCCCC1,314.36,2.68,98.5,1,5,5,0,Obeticholic acid (OCA),FXR,0.0976,0.8883,High
TQ0277,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,533.61,4.2,135.5,3,8,8,1,Obeticholic acid (OCA),FXR,0.0973,0.9547,High
T13424,O=C(Nc1cc(Cl)cc(Cl)c1)[C@H]1CCCC[C@H]1C(=O)O,316.18,3.82,66.4,2,2,3,0,Obeticholic acid (OCA),FXR,0.0972,0.7694,High
TN6770,O=C(CCCCCCCCc1ccccc1)c1c(O)cccc1O,326.44,5.25,57.5,2,3,10,1,Obeticholic acid (OCA),FXR,0.0972,0.3668,Low
T12367,CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1,432.89,3.12,108,2,6,5,0,Obeticholic acid (OCA),FXR,0.0971,0.9215,High
T0371,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,527.64,3.52,121.9,2,6,7,1,Obeticholic acid (OCA),FXR,0.0971,0.9464,High
T9706,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,456.51,3.51,119.1,2,6,5,0,Obeticholic acid (OCA),FXR,0.0971,0.9828,High
TN11236,COc1cc2c(c(OC)c1OC)-c1c3cc4c(c1OC(C)(C(C)CO)C(=O)OC2C(C)C(C)C3)OCO4,514.57,4.3,101.9,1,9,5,1,Obeticholic acid (OCA),FXR,0.0971,0.9362,High
T14337,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2ccnc2)cc1,475.64,5.07,90.3,1,6,10,1,Obeticholic acid (OCA),FXR,0.0971,0.9132,High
T16994,CCc1cc(C(N)=O)ccc1-n1nc(C(C)C)c2c(-n3cnc(-c4cnn(C)c4)c3)ccnc21,454.54,3.79,109.4,1,5,6,0,Obeticholic acid (OCA),FXR,0.0971,0.9945,High
T6510,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,452.56,2.27,91.9,2,7,5,0,Obeticholic acid (OCA),FXR,0.0971,0.9277,High
T3672,CC(=O)OC1CC(=O)OC(C)(C)C2CC(=O)C3(C)C(CCC4(C)C(c5ccoc5)OC(=O)C5OC543)C12C,514.57,3.69,121.6,0,9,2,1,Obeticholic acid (OCA),FXR,0.0971,0.8079,High
TN1776,[H][C@@]12CC=C3C(C)(C)[C@H](O)C(=O)C[C@@]3([H])[C@]1(C)C(=O)C[C@@]1(C)[C@@]2(C)C[C@@H](O)[C@]1([H])[C@@](C)(O)C(=O)/C=C/C(C)(C)OC(C)=O,558.71,3.5,138.2,3,8,5,1,Obeticholic acid (OCA),FXR,0.0971,0.1935,Low
T23438,COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1,410.9,5.95,64.3,1,3,5,1,Obeticholic acid (OCA),FXR,0.0968,0.9698,High
T73440,O=C(O)C1CC(OCCOc2ccc(-c3cc(=O)c4cccc(Cl)c4o3)cc2)C1,414.84,4.37,86,1,5,7,0,Obeticholic acid (OCA),FXR,0.0968,0.9639,High
T27229,Cc1ccnc2c1nc(C1CC1)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,383.45,5.03,68,1,3,5,1,Obeticholic acid (OCA),FXR,0.0968,0.961,High
T61485,CCCc1cc(=O)nc(SCC(=O)c2ccc3c(c2)CCCC(=O)N3)[nH]1,371.46,2.97,91.9,2,5,6,0,Obeticholic acid (OCA),FXR,0.0968,0.9138,High
T6852,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21,377.4,2.42,84.7,1,5,4,0,Obeticholic acid (OCA),FXR,0.0968,0.9525,High
T4280,CCCCCO[C@H]1CC[C@H](NC(=O)c2cnn3c(C)cc(C)nc23)CC1,358.49,3.59,68.5,1,4,7,0,Obeticholic acid (OCA),FXR,0.0968,0.7498,High
T7280,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc2ccccc2c1,428.54,3,64.7,2,4,5,0,Obeticholic acid (OCA),FXR,0.0968,0.4888,Low
T61189,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC(O)CC3)cc1-2,349.39,2.65,78.5,2,5,2,0,Obeticholic acid (OCA),FXR,0.0968,0.7754,High
T2S0663,CCC1=N[C@H]2C[C@@]3(C(=O)N(OC)c4ccccc43)[C@H]3C[C@@H]1[C@@H]2CO3,326.4,2.49,51.1,0,4,2,0,Obeticholic acid (OCA),FXR,0.0968,0.5295,High
T24948,CCC(=O)N1c2ccc(S(=O)(=O)Nc3cccc(OC)c3)cc2CC1C,374.46,3.18,75.7,1,4,5,0,Obeticholic acid (OCA),FXR,0.0968,0.8749,High
T14366,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12,422.57,3.77,86.3,4,5,9,0,Obeticholic acid (OCA),FXR,0.0968,0.6295,High
T33602,CCCCCC1(C)CC(Nc2ccc([N+](=O)[O-])c3nonc23)CC(C)(C)N1[O],390.46,4.47,117.2,1,7,7,0,Obeticholic acid (OCA),FXR,0.0968,0.8772,High
T0216,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,382.53,3.82,53.2,1,3,6,0,Obeticholic acid (OCA),FXR,0.0968,0.379,Low
T1487,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,410.47,3.29,85.5,2,4,8,0,Obeticholic acid (OCA),FXR,0.0968,0.8526,High
TN1848,CC(C)=CCC/C(C)=C/Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)c(O)cc1O,424.49,5.45,107.2,4,6,6,1,Obeticholic acid (OCA),FXR,0.0968,0.5184,High
T7560,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,439.58,2.41,88.5,0,7,5,0,Obeticholic acid (OCA),FXR,0.0968,0.5362,High
T6171,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,391.42,3.42,81.6,2,6,5,0,Obeticholic acid (OCA),FXR,0.0968,0.957,High
T27257,O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,458.9,2.31,111.2,3,5,4,0,Obeticholic acid (OCA),FXR,0.0968,0.9647,High
T9754,CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,556.71,4.32,100.5,1,9,8,1,Obeticholic acid (OCA),FXR,0.0965,0.9535,High
T8536,Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1Cl,359.81,3.52,66.7,0,4,3,0,Obeticholic acid (OCA),FXR,0.0964,0.941,High
T1819,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,341.41,3.64,81.7,3,3,7,0,Obeticholic acid (OCA),FXR,0.0964,0.7874,High
T0089,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.9,3.15,53,1,4,8,0,Obeticholic acid (OCA),FXR,0.0964,0.1059,Low
T1469,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,388.9,3.15,53,1,4,8,0,Obeticholic acid (OCA),FXR,0.0964,0.1578,Low
T6738,CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CF,386.42,2.57,84.5,2,4,9,0,Obeticholic acid (OCA),FXR,0.0964,0.5979,High
T2470,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1,382.46,2.86,84.5,2,4,9,0,Obeticholic acid (OCA),FXR,0.0964,0.6891,High
T12981,COc1cc(/C=C/C2=CC(=O)[C@H]3C[C@@H]2C3(C)C)cc(O)c1O,300.35,3.29,66.8,2,4,3,0,Obeticholic acid (OCA),FXR,0.0964,0.6829,High
T68053,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1,373.38,2.89,70.1,1,3,4,0,Obeticholic acid (OCA),FXR,0.0964,0.6344,High
T87526,O=C(O)C1C2C=CC(C3CC23)C1C(=O)Nc1ccc(Cc2ccncc2)cc1,374.44,3.38,79.3,2,3,5,0,Obeticholic acid (OCA),FXR,0.0964,0.752,High
T14323,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,478.94,4.59,109.4,3,7,7,0,Obeticholic acid (OCA),FXR,0.0962,0.9743,High
T63056,CCOc1cc([C@@H](CS(C)(=O)=O)N2Cc3cccc(NC(=O)C4CC4)c3C2=O)ccc1OC,472.56,3.18,102,1,6,9,0,Obeticholic acid (OCA),FXR,0.0962,0.8866,High
T26866,O=C(O)[C@H]1CCCN(C[C@@H](O)c2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1,528.49,4.91,125.7,2,8,7,1,Obeticholic acid (OCA),FXR,0.0962,0.9459,High
T15798,Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12,451.53,2.51,129.5,3,7,5,0,Obeticholic acid (OCA),FXR,0.0962,0.8269,High
T21319,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,447.49,3.23,103,1,7,3,0,Obeticholic acid (OCA),FXR,0.0962,0.9606,High
T62973,Cc1cc(N(C)C(=O)[C@H]2CC[C@H](Oc3cccc(CO)c3)CC2)ccc1CN1CCN[C@@H](C)C1,465.64,3.88,65,2,5,7,0,Obeticholic acid (OCA),FXR,0.0962,0.1402,Low
T7392,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,597.76,4.84,108.2,2,6,10,1,Obeticholic acid (OCA),FXR,0.0962,0.1726,Low
T38170,COC1(C(=O)N2Cc3nc(Cl)nc(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)c3C2)CCOCC1,499.92,3.94,102.6,2,7,5,0,Obeticholic acid (OCA),FXR,0.0962,0.8983,High
T2027,O=C(COc1ccc(Cl)cc1)NC1CCC(NC(=O)COc2ccc(Cl)cc2)CC1,451.35,3.99,76.7,2,4,8,0,Obeticholic acid (OCA),FXR,0.0959,0.795,High
T6183,O=C(COc1ccc(Cl)cc1)N[C@H]1CC[C@H](NC(=O)COc2ccc(Cl)cc2)CC1,451.35,3.99,76.7,2,4,8,0,Obeticholic acid (OCA),FXR,0.0959,0.6723,High
TYD-02843,CC(C)CC(=O)NS(=O)(=O)c1ccc(Br)cc1,320.21,2.3,63.2,1,3,4,0,Obeticholic acid (OCA),FXR,0.0959,0.8564,High
T13389,COc1ccc(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C)C(C)C)cc1,499.53,2.71,104.8,2,5,9,0,Obeticholic acid (OCA),FXR,0.0957,0.7635,High
T24105,Cn1c(-c2nc3cc(C(=O)N4CCCC(N)C4)ccc3n2C)cc2ccccc21,387.49,3.3,69.1,1,3,2,0,Obeticholic acid (OCA),FXR,0.0957,0.8508,High
T2249,O=C(O)c1cc(C(F)(F)F)ccc1N1CC[C@H](OCc2ccccn2)C1,366.34,3.59,62.7,1,4,5,0,Obeticholic acid (OCA),FXR,0.0957,0.9294,High
T4223,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,450.56,3.2,82.6,1,5,6,0,Obeticholic acid (OCA),FXR,0.0957,0.7208,High
T13586L,O=C(c1ccc(N2CCOCC2)cc1)N1CCCC(N(Cc2ccccc2)C(=O)CCl)CC1,470.01,3.79,53.1,0,4,6,0,Obeticholic acid (OCA),FXR,0.0957,0.812,High
T50083,CC(C)N1CCC(NC(=O)c2ccc3c(=O)n4c(nc3c2)CCCCC4)CC1,382.51,2.73,67.2,1,4,3,0,Obeticholic acid (OCA),FXR,0.0957,0.4782,Low
T67832,COc1ccc(CNC(=O)c2c(Cl)ccnc2OCC2CC2)cc1F,364.8,3.6,60.5,1,4,7,0,Obeticholic acid (OCA),FXR,0.0957,0.7551,High
T38843,OC[C@H]1O[C@@H](c2cc(Cc3ccc(C4CC4)cc3)c(Cl)c3c2CCO3)[C@H](O)[C@@H](O)[C@@H]1O,446.93,2.26,99.4,4,6,5,0,Obeticholic acid (OCA),FXR,0.0957,0.53,High
T9544,Cc1ccccc1C(=O)ON=C1CCCCC1c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],397.39,4.68,124.9,0,7,5,0,Obeticholic acid (OCA),FXR,0.0957,0.9702,High
T2615,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,401.85,3.3,94.1,3,6,2,0,Obeticholic acid (OCA),FXR,0.0957,0.8322,High
T6837,[H][C@]1(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)CCN(C)C[C@H]1O,401.85,3.3,94.1,3,6,2,0,Obeticholic acid (OCA),FXR,0.0957,0.8322,High
T11901,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(c1)CCN2C(=O)C1CCOCC1,396.46,3.63,58.6,1,3,4,0,Obeticholic acid (OCA),FXR,0.0957,0.7703,High
T9545,COc1ccc(C(=O)ON=C2CCCCC2c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,413.39,4.38,134.2,0,8,6,0,Obeticholic acid (OCA),FXR,0.0957,0.977,High
T27357,COC(=O)C1=C(CF)NC(C)=C(C(=O)OC(C)C)C1c1c(F)ccc(Cl)c1C(F)(F)F,467.82,4.81,64.6,1,5,5,0,Obeticholic acid (OCA),FXR,0.0957,0.7953,High
TQ0029,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nc(CO)c(Cc4ccc(F)cc4)cc32)[C@@H](CN2CCOC[C@H]2C)CN1,539.7,2.31,81.2,2,7,7,1,Obeticholic acid (OCA),FXR,0.0957,0.123,Low
T6055,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,394.48,2.09,95.3,3,6,6,0,Obeticholic acid (OCA),FXR,0.0957,0.7602,High
T16483,C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1,428.46,5.48,70.5,1,3,6,1,Obeticholic acid (OCA),FXR,0.0957,0.9513,High
T2058,Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1,418.54,3.73,77.5,3,4,6,0,Obeticholic acid (OCA),FXR,0.0957,0.3416,Low
T19794,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,417.39,2.9,74.6,2,4,3,0,Obeticholic acid (OCA),FXR,0.0957,0.9235,High
T23074,COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O,443.55,3.65,53.1,0,5,5,0,Obeticholic acid (OCA),FXR,0.0957,0.4132,Low
T10813,COc1ccc(CCN2CCC[C@H](CN3CCc4cc(OC)c(OC)cc4CC3=O)C2)cc1OC,482.62,3.6,60.5,0,6,9,0,Obeticholic acid (OCA),FXR,0.0957,0.2608,Low
TQ0040,Cc1c(F)c(Nc2ccc(-c3cn(C)cn3)cn2)cc2c1ncn2CC1CC1,376.44,4.43,60.6,1,4,5,0,Obeticholic acid (OCA),FXR,0.0957,0.9508,High
T8775,[H][C@@]12Cc3c[nH]c4cccc(c34)C1=C[C@H](NC(=O)N(CC)CC)CN2C,338.46,2.84,51.4,2,2,3,0,Obeticholic acid (OCA),FXR,0.0957,0.5084,High
T40848,CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1,421.59,4.89,92,3,7,10,0,Obeticholic acid (OCA),FXR,0.0957,0.6426,High
TN7256,CC(=O)O[C@H]1[C@H](OC(C)(C)[C@H]2CC=C(C)CC2)O[C@H](C)[C@H](O)[C@@H]1OC(=O)C=C(C)C,424.53,3.44,91.3,1,7,6,0,Obeticholic acid (OCA),FXR,0.0957,0.2301,Low
T2379,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,529.73,4.83,59.1,1,5,6,1,Obeticholic acid (OCA),FXR,0.0952,0.0803,Low
T6651,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.35,2.37,64.3,2,3,7,0,Obeticholic acid (OCA),FXR,0.0952,0.5075,High
T67850,C[C@@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.35,2.37,64.3,2,3,7,0,Obeticholic acid (OCA),FXR,0.0952,0.5093,High
T19959,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,344.75,3.93,81.5,1,5,5,0,Obeticholic acid (OCA),FXR,0.0952,0.9827,High
T5046,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,361.7,4.4,68.7,1,4,5,0,Obeticholic acid (OCA),FXR,0.0952,0.9633,High
T5466,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2ncc(C)[nH]2)C(=O)N3)CC1,445.54,4.66,73,3,4,5,0,Obeticholic acid (OCA),FXR,0.0952,0.7517,High
T2709,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,504.66,4.62,95.2,2,5,5,1,Obeticholic acid (OCA),FXR,0.0952,0.9274,High
T5428,C[C@@H]1CCNC(=O)c2cc3ccc(C(=O)Nc4nc5ccccc5n4CCCN(C)C)cc3n21,458.57,3.89,84.2,2,4,6,0,Obeticholic acid (OCA),FXR,0.0952,0.7746,High
T89425,Cc1ccc(-c2noc(C3CC3)n2)cc1S(=O)(=O)NC(C)C(=O)N1CC=C(c2ccccc2)CC1,492.6,3.91,105.4,1,6,7,0,Obeticholic acid (OCA),FXR,0.0952,0.9425,High
T0918,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,387.48,3.74,57.2,0,6,9,0,Obeticholic acid (OCA),FXR,0.0952,0.5132,High
T5S1261,COc1ccc(C[C@@H]2COc3c(C)c(O)c(C)c(O)c3C2=O)cc1,328.36,3.16,76,2,5,3,0,Obeticholic acid (OCA),FXR,0.0952,0.8256,High
T8974,CC(C)(C)C1CCN(C(=O)n2ncc(C(O)(c3ccccc3)c3ccccc3)n2)CC1,418.54,4.29,71.2,1,4,3,0,Obeticholic acid (OCA),FXR,0.0952,0.9349,High
T7128,CCCCN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,422.55,4.93,66.5,1,3,9,0,Obeticholic acid (OCA),FXR,0.0952,0.8545,High
