ID,SMILES,MolWt
T7951,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCOCC1,513.60
T8404,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O.Cl.O,433.84
T8369,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,604.13
T8349,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,364.44
T8342,CC(C)(C)c1ccc2cc(C#N)c(C#N)cc2c1,234.30
T8345,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,271.34
T8336,NNC(=O)c1sc2cccc(Cl)c2c1Cl,261.13
T8344,Clc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,291.81
T8350,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,351.86
T8348,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,281.36
T8146,CCC(=O)O.CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,496.57
T8395,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,370.49
T8368,CC(=O)CCC=C(C)CCC=C(C)C,194.32
T8329,CC(C)c1noc(C2CCN(c3ncnc(Nc4ccc(S(C)(=O)=O)cc4F)c3[N+](=O)[O-])CC2)n1,505.53
T8367,C=C(C)C1CCC(C)(O)CC1.C=C1CCC(C(C)(C)O)CC1.CC(C)=C1CCC(C)(O)CC1.CC1=CC[C@@H](C(C)(C)O)CC1,617.01
T8370,CN(C)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,417.55
T8351,O=C(O)c1cc2cccc(O)c2cc1O,204.18
T8354,CSc1nc2[n-]nc([N+](=O)[O-])c(=O)n2n1.O.O.[Na+],286.21
T8346,COc1cc(C(=O)Nc2ccccc2-c2cn3c(CN4CCNCC4)csc3n2)cc(OC)c1OC,507.62
T8416,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl,448.89
T8377,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,339.33
T8216,COCCOc1cnc(Sc2cc(C)c(-c3csc(NC(=O)c4ccncc4)n3)c(C)c2)cn1.Cc1ccc(S(=O)(=O)O)cc1,665.82
TN2103,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,866.78
T8372,CC(C)c1ccc(OCC(=O)NC2CC(C)(C)NC(C)(C)C2)c(Br)c1,411.38
T8364,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,387.23
T8326,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,458.42
TQ0025,C[C@H](NC(=O)c1c(C(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1)c1ccc(C(=O)O)cc1,483.39
TQ0027,CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-].[Na+].[Na+],372.37
TQ0044,[O-][n+]1cccc(-c2nc3c(Cl)cccc3cc2[C@@H](Nc2ncnc3cccnc23)C(F)(F)F)c1,482.85
T7430,Cn1cnc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c21,370.80
TQ0170,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)[C@@H](O)[C@H]3O[C@]132,400.52
TQ0185,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CCC1=CCOC1=O,334.46
TQ0192,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,335.40
TQ0198,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,616.84
TQ0201,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,300.27
T7604,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,723.65
TQ0208,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,384.42
TQ0211,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(O)=C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)C=C(C)C)[C@@H]24,520.53
T7902,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,363.42
T7848,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,383.35
T7886,Cn1nc(C(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)c2c1-c1cc(Cl)ccc1OC2,487.94
TN1011,C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2O)[C@H](O)[C@H](O)[C@H]1O,448.38
TN1053,O=C1c2cc(CO)cc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,432.38
TN1563,C=C(CC[C@@H](C(=O)O)[C@H]1[C@H](O)C[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](OC(C)=O)CC[C@]4(C)C3=CC[C@]12C)C(C)C,526.76
TN1691,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)ccc1O,392.50
TN1704,CC1(C)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,646.82
TN1773,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1,784.98
TN1787,COc1ccc([C@@H]2COc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3C2)c(O)c1OC,464.47
TN1839,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)cc3)oc2c1,314.29
TN1902,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)[N+](C)(C)CC2,314.41
TN1918,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,270.28
TN1982,COc1c(CC=C(C)C)c(O)cc2oc(=O)c3c4ccc(O)cc4oc3c12,366.37
TN1983,C[C@@H]1O[C@@H](O[C@H]2C(=O)c3c(O)cc(O)cc3O[C@H]2c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,450.40
TN1984,O=C(/C=C/c1ccc(O)cc1)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,418.40
TN2154,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,446.36
TN2264,CC1=CCC(O)(C(C)C)CC1,154.25
TN2268,CCCc1ccc(O)c(-c2cc(CCC)ccc2O)c1,270.37
TN2286,CC(=O)O[C@@H]1CC[C@]2(C)C3=C(CC[C@H]2C1(C)C)[C@]1(C)CC[C@H]([C@@H](CCC=C(C)C)C(=O)O)[C@@]1(C)CC3,498.75
TN2289,CC1(C)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,822.94
TN2354,COc1ccc2c(c1OC)O[C@H]1c3ccc(O)cc3OC[C@@H]21,300.31
T3S0381,Cc1cc(O)c2c(c1)C(=O)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,416.38
T4S1658,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccc(O)cc4)[C@H]3C[C@@]12O[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@H]1O,600.57
T4S0398,OC[C@H]1O[C@@H](OC/C=C/c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,296.32
T3859,COc1ccc(C2COc3cc(O)ccc3C2)c(O)c1OC,302.33
TQ0171,CC(=O)O[C@H]1[C@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@@H](OC(C)=O)[C@@H]1O,869.06
TQ0287,O=C(O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,430.37
T8301,O=S(=O)([O-])c1ccc2c(N=Nc3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+],604.48
T8502,O=C(NC1CCN(Cc2ccccc2)CC1)C12CC3CC(CC(C3)C1)C2,352.52
T8501,O=C(NC1CCN(Cc2ccccc2)CC1)C12CC3CC(C1)CC(c1ccccc1)(C3)C2,428.62
T2797,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,214.27
T8371,CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,433.55
T8491,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)N[C@H]1CCN(C(=O)N(C)C)C1,439.49
T8508,O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO,403.52
T8449,O=C(Nc1ccc(F)cc1)N1CCc2ccccc2C1c1ccc(C(F)(F)F)cc1,414.40
T8515,O=c1[nH]c(Cc2ccccn2)nc2c1cnn2C1CCOCC1,311.35
T8494,CCCCCCNC(=N)NCc1ccccc1.Cl,269.82
T8446,O=c1cc(CCl)[nH]c2c(-c3cccc4ccccc34)c(C(F)(F)F)nn12,377.75
T8459,O=[N+]([O-])c1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-].[Na+].[Na+],296.11
T8415,Cl.O=C(O)C1CN(Cc2ccccc2)CCO1,257.72
T8443,Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1,328.42
T8482,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,510.37
T8441,c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1,292.39
T8439,Br.Br.N=C(NCc1ccc(Cl)cc1)SCCCc1cnc[nH]1,470.66
T8454,Cc1ncc(C)n2nc([C@@H]3C[C@H]3c3nc4c5cccnc5ccn4c3C)nc12,369.43
T8233,CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1,287.29
T8514,Cn1nc(N2CCC(OC(=O)N3CCN(C4CCC4)CC3)CC2)ccc1=O,375.47
T8435,Cl.O=c1[nH]c2cc(-n3ccnc3)c([N+](=O)[O-])cc2[nH]c1=O,309.67
T8510,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2ccccc12,518.58
T8505,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,401.80
T8495,Cc1noc(C)c1-c1cc(C(O)(c2ccccn2)c2ccccn2)c2nc(C3CC3)[nH]c2c1,437.50
T8512,CCn1c(=O)c2c(C)c(C(=O)N3CCC(O)CC3)sc2n(CCC(F)(F)F)c1=O,433.45
T8493,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@@H](O)[C@@H](O)C1)c1cc2cc(Cl)ccc2[nH]1,457.91
T8483,COC(=O)[C@H](CS)NC(=O)c1ccc(Br)cc1,318.19
T8334,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1ccc(Cl)c(Cl)c1,326.18
T8341,CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C,263.41
T7904,CCN(CC)c1ccc(CCNC(=O)c2ccc(O)cc2)cc1,312.41
T8378,Cc1nc2ccc(-n3c(-c4nonc4N)nc4cnccc43)cc2[nH]1.Cl.Cl,405.25
T8457,O=C(NC12CC3CC(CC(C3)C1)C2)c1cnc2ccccc2n1,307.40
T8513,CC(C)[C@@H]1CN(c2nc(Nc3cc(C(C)(C)C)[nH]n3)c3cc[nH]c3n2)CCN1,382.52
T8421,O=C(CCl)c1ccccc1Nc1cccc(C(F)(F)F)c1,313.71
T8434,Cc1ccc(O)c(/N=N/c2ccccc2)n1,213.24
T8504,CO[C@H]1CC[C@@H](O[C@H]2C[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)/C=C(\C)C(=O)[C@H](C)C[C@H](C)C(=O)O)O4)O3)O[C@]3(O[C@@H]([C@H]4O[C@@](O)(CO)[C@H](C)C[C@@H]4C)C[C@@H]3C)[C@@H]2C)O[C@@H]1C,867.13
T8503,CC(=O)N[C@H]1[C@@H](OC(C)C)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,389.40
T8458,N#Cc1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-].[Na+].[Na+],276.12
T8450,O=C(CSc1nnc(NCc2ccccc2)s1)NCC1CCCCC1,376.55
T8490,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,411.79
T8452,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,314.26
T8440,c1ccc(Nc2c(-c3ccccn3)nc3ccccn23)cc1,286.34
T8442,COc1cc(CN(CCN)C(=O)c2cccs2)ccc1OCc1ccccc1.Cl,432.97
T8448,O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,236.27
T8419,CN(C)c1ccc(C(=O)On2nnc3ccccc32)cc1,282.30
T8081,O=C1Nc2ccc(Br)cc2/C1=C/c1cc(O)c(O)c(Br)c1,411.05
T7061,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,297.42
T12073,COc1ccc(C2Nc3cccc(O)c3C(=O)N2Cc2ccccc2)cc1COc1ccc(NC(C)=O)cc1,523.59
T13584,C[n+]1ccc(/C=C/c2ccc3c(c2)c2cc(/C=C/c4cc[n+](C)cc4)ccc2n3CCOCCOCCOCC[N+]2(C)CCCCC2)cc1.[I-].[I-].[I-],1042.62
T8444,Cn1c(SCc2ccc(C(C)(C)C)cc2)nc(N)cc1=O,303.43
T8423,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,379.46
T13055,Cl.Cn1cc(C(=O)Nc2ccc([C@@H]3C[C@H]3NCC3CC3)cc2)cn1,346.86
T8453,O=C(c1ccc(C(=O)N2CCC(N3CCCCC3)CC2)cc1)N1CCC(N2CCCCC2)CC1,466.67
T8487,COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)[C@H](C)c4ccc(F)cc4)cc3)cn2n1,559.62
T8430,CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,450.55
T8497,O=C(Nc1ccc(F)cc1)c1cnc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,467.21
T13016,CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc21.O=C(O)C(=O)O,415.49
T10656,C=C1C(=O)O[C@H](CCCCCCCC)[C@H]1C(=O)O,254.33
T8499,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,510.64
T13009,COc1cc(/C=C/c2ccc(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)cc2)cc(OC)c1,475.54
T15373,CCc1n(CC(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c2ccccc2[n+]1C.[Cl-],392.97
T11980,O=C1CCC(N2Cc3c(C#CCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7cc(Cl)ccc76)[C@H]5c5cccc(Cl)c5F)cc4)cccc3C2=O)C(=O)N1,889.81
T8463,C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,471.53
T8418,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2CC(F)(F)F,527.55
T8431,Fc1c(Br)cccc1Nc1ncnc2cc3c(cc12)OCCO3,376.19
T8461,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21,254.24
T8445,c1ccc2c(CSc3ncnc4nc[nH]c34)cccc2c1,292.37
T8092,C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.[Na+],521.70
T5134,O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,774.78
T7065,Clc1ccc2nsnc2c1NC1=NCCN1,253.72
T4966,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,337.34
T8425,CCCCCC=CCC=CCCCCCCCC(=O)NCCO,323.52
T8462,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,248.31
T8507,O=C(NC(=S)Nc1ccc(Cl)cn1)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,419.89
T8426,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,688.74
T7677,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,356.38
T8438,Cc1c(Cl)cccc1NC(=O)c1cnc2ccccc2n1,297.75
T11394,O=C1CN(c2cn[nH]c(=O)c2Cl)CCN1Cc1ccccc1C(F)(F)F,386.76
T11461,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(-c2nnc(C3CCNCC3)o2)cc1,416.53
T12856,N#CC(CCCN1CCN(N=Cc2cccnc2)CC1)(c1ccccc1)c1ccccc1,423.56
T12979,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1O[C@H]1CCOC1,462.47
T14907,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,421.93
T15052,CS(=O)(=O)CCC#N,133.17
T15437,O=C(N[C@H]1CCc2cc(F)cc(F)c2NC1=O)c1n[nH]c(Cc2ccccc2)n1,397.39
T15555,N=C(Nc1ccc(OCCCCCOc2ccc(NC(=N)c3ccccc3)cc2)cc1)c1ccccc1,492.62
T15559,N#Cc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1OC1CCOCC1,457.53
T16074,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,358.65
T16144,CN1CCN(Cc2ccc(-c3cn([C@H]4CC[C@H](O)CC4)c4nc(NCCC5CC5)ncc34)cc2)CC1,488.68
T16289,O=C(O)C(O)(Cc1cccnc1)P(=O)(O)O,247.14
TQ0121,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1,523.66
T7133,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,383.46
T7596,CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1,336.41
T8466,COc1ccc(-c2csc(NC(=O)[C@H](Cc3c[nH]c4ccccc34)NS(=O)(=O)c3ccc(C)cc3)n2)cc1,546.67
T8467,NC(=O)c1ccc(-c2cnn3ccc(NCc4cccnc4)nc23)cc1,344.38
T8468,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(O)cc1O,382.46
T8469,Fc1ccc(Nc2nc3ccccc3nc2Nc2ccc(F)cc2)cc1,348.36
T8470,Cc1cc(CN[C@H](CO)C(=O)O)c(OCc2cccc(C#N)c2)cc1OCc1cccc(-c2ccc3c(c2)OCCO3)c1C,594.66
T8471,O=C(O)c1cc2c(Cl)c(N3CCN(S(=O)(=O)c4c(Cl)cccc4Cl)CC3)ccc2o1,489.76
T8472,COc1cc(F)cc([C@@H](CO)NC(=O)[C@@H](C)N2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Cl)cc3C2=O)c1,584.05
T8473,O=C(C#Cc1ccccc1)c1cccc([N+](=O)[O-])c1,251.24
T8476,CCN(CC)c1ccc(C=NNC(=O)c2ccncc2)c(O)c1,312.37
T8477,O=C(ON=C1c2ccccc2-c2nc3ccccc3nc21)c1ccco1,341.33
T13176,C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,421.96
T20765,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,558.65
T14331,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,460.54
T14687,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,425.47
T13858,Cl.N[C@@H](Cc1ccccc1)C(=O)N1CC(=Cc2ccc(Cl)c(Cl)c2)C(=O)C(=Cc2ccc(Cl)c(Cl)c2)C1,596.77
T10305,CCCCCCCOc1ccc(CCC(N)(CO)CO)cc1C(F)(F)F.Cl,413.91
T10353,CCCc1c(-c2ccccc2)[nH]n(-c2ccccn2)c1=O,279.34
T12374,Cl.Cl.N=C(N)NCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)Nc1ccc2ccccc2c1,519.48
T12579,O=C1C(=Cc2ccc(Cl)c(Cl)c2)CNCC1=Cc1ccc(Cl)c(Cl)c1,413.13
T14078,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3cccc(C(C)(C)O)n3)nn2)nc(N)n1,426.48
TN1028,CC(C)C[C@@](O)(CC(=O)OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1)C(=O)OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,726.73
TN1146,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,340.38
TN1182,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,470.69
TN1733,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,464.42
TN1816,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)[C@H](OC(C)=O)[C@H](C)[C@H](C)C2,458.51
TN2008,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)c(O)c1O,288.25
TN2261,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,222.24
T11563,O=C1C(=Cc2ccc(O)c(Br)c2)CCCC1=Cc1ccc(O)c(Br)c1,464.15
T13748,O=C([O-])CC[C@H](O)C(=O)[O-].[Na+].[Na+],192.08
T13316,CC(C)c1ccc(OCC(=O)NC2CC(C)(C)NC(C)(C)C2)c(Br)c1.Cl,447.85
T19618,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,457.00
T15441,CCCOc1ccn2c(C(C)=O)cc(-c3cccc(OC)c3)c2c1,323.39
T16072,N#Cc1cc2cc(CN3CCC(Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)c(O)cc2n1Cc1cn[nH]c1,566.61
T16421,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(I)cc2)c2ccccn2)CC1.Cl,578.88
T16531,CCC(C)OC(=O)N1CCCCC1CCO,229.32
T16932,O=C(Nc1ccccc1-c1cn2c(CN3CC[C@@H](O)C3)csc2n1)c1ccc2ccccc2c1,468.58
T17311,C#CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,437.96
T19626,CCOC(=O)[C@H](C)N[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)C(=O)O,375.85
T4405,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1.O.O,446.46
T5621,C=C1C=CC(C(C)C)CC1,136.24
T7387,CC(=O)[O-].CCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)(O)O)n1,744.75
T7709,CN(C)CCOc1ccc(C(=C(CCCO)c2ccccc2)c2ccc(O)cc2)cc1,417.55
T8157,Cc1cccc(N2CCN(CCc3ccc4ccccc4n3)CC2)c1,331.46
T8234,O=C(C=Cc1ccc(Br)cc1)N1CCN(Cc2ccc(Cl)cc2)CC1,419.75
T8352,O=C1C(=O)c2ncccc2-c2cccnc21,210.19
T8366,O=C(CC(C(=O)O)c1c[nH]c2ccccc12)c1ccc(F)cc1F,329.30
T8432,COc1ccc(CN2CCC(c3ccc4nc(C(=O)N5CCN(Cc6ccc(C(F)(F)F)cc6)CC5)[nH]c4c3)CC2)cn1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1,937.08
T8433,CCCCCCCc1cc(=O)c2ccccc2n1O,259.35
T8455,CC(C)C[C@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)O)[C@@H](C)O)C(C)C)C(C)C,877.05
T8464,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CNC/C1=C\c1ccc([N+](=O)[O-])cc1,365.35
