ID,SMILES,MolWt
T11925,CNC(=O)O[C@H]1CCC[C@@H]1[C@]1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)CN(C)Cc2ccccc21,657.88
T16939,CCN1C(=CC(C)=Cc2sc3ccc4ccccc4c3[n+]2CC)Sc2ccc3ccccc3c21.[Br-],559.60
T17043,O=S(=O)(O)CCNC(CO)(CO)CO,229.25
T17171,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,315.33
T17300,C[C@H](NC(=O)CCc1ccc(F)c(F)c1)c1cncc(N2CCN(c3ccccn3)CC2)n1,452.51
T22305,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,268.27
T22461,C=CC(=O)Nc1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)cc1,515.62
T20549,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N.Cl,288.78
T20641,O=C(O)C[CH2][Ge](=[O])[O][Ge](=[O])[CH2]CC(=O)O,339.36
T22911,CNC[C@H](N)C(=O)O.Cl,154.60
T23498,NC(=O)c1nc(Nc2ccccc2)sc1NC(=O)C1CCCCC1,344.44
T19636,O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,395.38
T4134L,Cc1cc(O)c(-c2ccc(C(C)CN)cc2)c2c1[nH]c(=O)c1sccc12,364.47
T25146,N[C@@H](CCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,333.34
T26674,COc1ccccc1C(Br)=C(NC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)N1CCCCC1,488.34
T27594,CCC(CO)(C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C)c1ccccc1.[I-],459.37
T28416,Cc1cc(C(C)Nc2ccccc2)c2oc(N3CCOCC3)cc(=O)c2c1,364.45
T28827,CCOC(=O)C[N+]1(C)CC[C@@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1.[Br-],470.40
T31532,CCN(CCO)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,314.35
T32668,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,330.48
T6764L,CC(=O)O.CCCCCCCCCCCCCCCC(=O)N[C@@H](CCSC)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,2316.91
TP1074L,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1141.34
TP1496L,CC(=O)O.CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CS)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,1088.34
TP1806L,CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,1256.62
TP2268L,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCCN)C(=O)O,1248.46
T9215,Cc1[nH]n(-c2ccc(OC(F)(F)F)cc2)c(=O)c1C1(C(F)(F)F)C(=O)N(c2ccccc2)C2=C1C(=O)CC(C)(C)C2,579.50
T9177,O=S1(=O)NCN(C2CC2)c2ccc(F)cc21,242.27
T21824,NC(N)=NN=Cc1ccccc1Cl,196.64
TD0092,Oc1cc(O)c2ccccc2c1,160.17
T9209,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1,502.57
T9195,COc1nsc(NC(=O)N2C[C@H]3CC(N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,414.50
TD0101,O=C(Nc1ccc2ncccc2c1)ON1C(=O)CCC1=O,285.26
T9190,CC1=NC2C(OC(CO)C(O)C2O)S1,219.26
T9192,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,435.53
T9198,O=S(=O)(c1ccc(NO)cc1)N(CCOc1ccc2ccccc2c1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,520.56
T9197,Cl.NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F,482.91
T7948,CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(OC(F)F)ccc3c2)CC1,378.42
T9183,CCc1[nH]nc(C(=O)Nc2ccc([C@H]3CNCCO3)cc2)c1C,314.39
T9118,Fc1ccc(-c2ccc(Nc3nc(Cl)nc(Cl)n3)cc2)cc1,335.17
T9149,O=C(COc1ccc(Cl)c(F)c1)NC12CC(NC(=O)c3cnc(C(F)F)cn3)(C1)C2,440.81
T9196,CC1(N)CCN(c2cnc3c(-c4cccc(Cl)c4Cl)n[nH]c3n2)CC1,377.28
T9193,COc1cc2c(cc1Cl)nc(OC)n2CCNC(C)=O,297.74
T9203,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(NC(=O)c3cccc(-c4cc[nH]n4)n3)cc2)c1,452.47
T7949,CC(C1CC1)n1cnc2c(NCc3cccc(C(F)(F)F)c3)nc(NCCN(C)C)nc21,447.51
T9182,COc1cc2c(cc1OC)CN(C(=O)c1c(Sc3c(Cl)cccc3Cl)cc(C(F)(F)F)[nH]c1=O)C2,545.37
T9200,COC(=O)c1nc(C)ccc1C(=O)c1ccc(F)cc1,273.26
T8695,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1CO,258.23
T9160,Oc1cccc2c(Cl)ccnc12,179.61
TD0094,O=S(=O)(O)c1cc(/N=C/c2ccccc2O)c2c(O)cc(S(=O)(=O)[O][Na])cc2c1,445.41
T9212,Fc1ccc(OCCC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,379.26
T9204,COc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1NS(=O)(=O)c1ccc(F)cc1,476.53
T9159,CN(C)Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,271.15
T8409,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,556.59
T9191,CN1C(=O)c2ccccc2N(C)c2nc(Nc3cnn(C4CCNCC4)c3)ncc21.O=C(O)C(F)(F)F,518.50
T9205,COc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1S(=O)(=O)N1CCOCC1,441.51
TQ0179,O=c1ccc2c(OCCCCOc3ccccc3)c3ccoc3cc2o1,350.37
TQ0235,CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C,562.72
TN1455,CC(CCC(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)C(=O)CC12C,474.73
TN2132,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,240.21
TN2362,Oc1ccc2ccccc2c1N=Nc1ccccc1,248.28
TN2364,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,380.45
T12111L,COc1c(CN)cc(CN)cc1OCCCN1Cc2ccccc2C1.Cl.Cl.Cl,450.84
T12171,CCOc1nc2ccccc2n1Cc1ccc(NC(=O)N2CC(c3cccnc3)C2)cc1,427.51
T12270,CC(C)(C[C@H](N)C(=O)O)C(F)F,181.18
T10048,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,332.48
T18894,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2cc(C(=O)O)ccc21.CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccc(C(=O)O)cc21,920.79
T18900,Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21,347.33
T18910,Nc1ccc(/N=N/c2ccc(S(=O)(=O)[O-])cc2)cc1S(=O)(=O)O.[Na+],379.35
T14049,O=C(ON1C(=O)CCC1=O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,473.39
T14996,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+],696.68
T16734,O=c1ccc2nc3ccc(O)cc3oc-2c1,213.19
T14119,Cc1ccc([C@H]2c3c(nc4sc(C)nn34)CCN2C(=O)COc2ccc(NS(C)(=O)=O)nc2Cl)c(F)c1,565.05
T15058,NCCC(=O)N1Cc2ccccc2C#Cc2ccccc21,276.34
T14181,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O.[Na+],342.26
T14371,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,587.55
T14557,CCOCCn1cc(C(=O)Nc2ccc(-n3nc(-c4cccnc4)cc3C(F)(F)F)cn2)ccc1=O,498.47
T15090,Nc1ccc(C#Cc2cnn3c(C(F)(F)F)cc(-c4ccc(C(F)(F)F)cc4)nc23)cn1,447.34
T15233,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1cc(Br)ccc1-c1nn[nH]n1,495.18
T19323,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,416.39
T18919,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,332.41
T18880,CC(=O)Oc1c[nH]c2ccc(Br)c(Cl)c12,288.53
T10566,CC1(C)Oc2ccc(C#N)cc2[C@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@H]1O,408.89
T10599,CC(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cccnc4)cc23)c1F,456.47
T18930,Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,624.39
T11590,O=C(O)CC(O)(C(=O)O)C(O)C(=O)O,208.12
T19588,C=C[C@@H](c1cc(OCc2ccccc2)no1)N(C)C,258.32
T10736,CCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)c(F)cn3)nc2)CC1,506.61
T15543,C#CCCCCNC(=O)CI,265.09
T15617,FC(F)(c1ccc2ncccc2c1)c1nnc2ccc(-c3ccncc3)nn12,374.35
T15735,CCC(=C/[C@H](C)C/C=C/C(C)=C/[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C/C(=O)O)/C=C/[C@@H]1OC(=O)C=C[C@@H]1C,540.74
T18964,CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)Cl)cc2)cc1,323.81
T18984,O=C(CCCCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])ON1C(=O)CCC1=O,394.34
T18991,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(N3C(=O)C=CC3=O)cc21,427.37
T19023,C[n+]1c2ccccc2c(-c2c3ccccc3[n+](C)c3ccccc23)c2ccccc21.O=[N+]([O-])[O-].O=[N+]([O-])[O-],510.51
T19036,O=C1c2ccccc2C(=O)C1(O)O,178.14
T19058,CC1=NN(c2ccccc2)C(=O)C1N=Nc1ccccc1,278.31
T19060,COc1ccc2c(ccc[n+]2CCCS(=O)(=O)[O-])c1,281.33
T16472,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,365.50
T11882,COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F.O=S(=O)(O)c1ccccc1,609.66
T12004,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12.O.O.O,437.52
T22380,O=C1CCC(c2ccccc2)(C2CCNCC2)C(=O)N1,272.35
T22383,O=C1NC(=O)C(=Cc2ccc(Cl)cc2)S1,239.68
T22447,O=C(Oc1ccccc1C(=O)Oc1ccccc1C(=O)O)c1ccccc1O,378.34
T2S1593,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CC(O)C(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,963.17
TN2540,CC(=O)OC1CC2(O)C(OC(C)=O)C3C4(CO4)C(OC(C)=O)CC(OC(C)=O)C3(C)C(OC(C)=O)C(OC(C)=O)C(=C1C)C2(C)C,652.69
TN3601,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,492.39
T20920,CC12CCC(O)CC1CCC1C2CCC2(C)C(O)(C3=CC(=O)OC3)CCC12O,390.52
T22834,O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc([N+](=O)[O-])cc3)c1)C2=O,404.33
T23168,Cl.Cn1c2c(c3ccccc31)CCNCC2,236.75
T23256,Cl.O=c1c2cccnc2n(-c2cccc([N+](=O)[O-])c2)c(=O)n1Cc1ccncc1,411.81
T23347,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCCC3)ncnc21,363.42
T23524,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O.[Br-].[Br-],708.54
T20019,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.[Cl-],364.92
T20033,Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)ccc4cc(S(=O)(=O)[O-])cc(O)c34)cc2)cc1.[Na+].[Na+],728.68
T24677,O=C(O)/C=C(\CCc1ccc(Cl)cc1)c1ccccc1,286.76
T25487,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,530.12
T27246,COc1ccccc1C(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1,390.40
TP1293,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CS)C(=O)O.O=C(O)C(F)(F)F,2221.41
T9257,C[C@H](O)CCO,90.12
T21481,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,669.97
T9220,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1.Cl,428.96
T9224,CC1(C)c2cc(N3CCC(N4CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,454.57
T9227,CC(C)[C@H](N)C(=O)N[C@@H](C)C(=O)Nc1ccc(CO)cc1,293.37
T9252,COc1nc(C)ccc1-c1cc(Nc2cncc(O[C@@H]3CCCNC3)n2)n[nH]1,381.44
T9231,CCc1ccccc1OCCN1CCCCCC1.Cl,283.84
T4680L,Cc1c(C(=O)Nc2cccc(C(F)(F)F)c2)cc(-c2ccccc2)n1CCCN1CCOCC1.Cl,507.98
T9248,Cc1ncc(C)n2nc([C@H]3C[C@@H]3c3nc4c5cccnc5ccn4c3C)nc12,369.43
T9254,CCN(CC)[C@@H]1c2onc(OCc3ccccc3)c2C(=O)[C@]2(O[Si](C)(C)C(C)(C)C)C(=O)C=CC[C@@H]12,510.71
T9207,O=C1Nc2ccc(C(=O)c3ccco3)cc2/C1=C/c1cc(Cl)c(O)c(Cl)c1,400.22
T21826,O=C(CCl)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCl)cc2)cc1,401.27
T9253,CC(=O)OC[C@H]1O[C@H](C#Cc2ccc3c(c2)C2(CCN(C(C)=O)CC2)c2cc(C#C[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)ccc2-3)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,985.99
T9208,Oc1cc(O)c2c(O)cc(O)cc2c1,192.17
T9217,CCc1c(-c2ccc(C(=O)NC)cc2)cnc(N)c1-c1ccc(O)cc1,347.42
T9186,CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CCOC3)cn2)c1,407.43
T9242,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],84.17
T9194,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccn3c2NC2CCCCC2)cc1Cl,479.02
T9211,O=C(NCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12.[Br-],801.64
T9241,Cc1cc(C2(c3cc(C)c(O)c(CN(CC(=O)O)CC(=O)O)c3)OC(=O)c3ccccc32)cc(CN(CC(=O)O)CC(=O)O)c1O,636.61
TD0098,O=C(Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])cc2c1)Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1373.09
T9230,O=C(NN=Cc1ccccc1O)c1ccc(O)c(O)c1,272.26
T9245,O=C(COc1ccccc1Cl)Nc1cc(Cl)ccc1C(=O)O,340.16
T9234,Cc1cccc(C)c1NC(=O)C(C)N.Cl,228.72
TD0102,c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,270.33
T8182L,C=C1C[C@@]23C[C@H]4[C@@H]5[C@@]6(C)C[C@H](OC(C)=O)C[C@@]57[C@@H]2[C@H](O)[C@@H]1[C@@H](OC(C)=O)[C@]3(O)[C@H]7N4C6.Cl,465.97
TN6771,O=C(CCCCCCCCc1ccc(O)cc1)c1c(O)cccc1O,342.44
T8766,O=C(Nc1ccc(Cl)cc1)N1CCN(c2cccc3[nH]ccc23)CC1,354.84
T9249,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](O)CN2C1=O,568.69
T21935L,c1ccc(C(NCCNC(c2ccccc2)c2ccccc2)c2ccccc2)cc1,392.55
T9206,Oc1ccc2ccccc2c1N=Nc1ccccn1,249.27
T9223,N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)c2F)c1,573.23
T9237,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,315.48
T12942L,CC(=O)O.CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(C)C)C(C)C)C(C)C)C(=O)N1CCC[C@H]1C(=O)O,2841.60
T7369L,N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1CC(F)(F)CCC1=O.O=C(O)[C@H](O)[C@@H](O)C(=O)O,639.45
T8945L,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCNC.CS(=O)(=O)O,650.68
T9079,CN1CCN=C1SC(C(=O)NC1CCCCCC1)c1ccccc1,345.51
TP1232L,CC(=O)O.CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O)C(C)C,3980.51
TP1884L1,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,948.09
TP1911L,CC(=O)O.CC(C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C,941.14
TP1942L1,CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)[C@@H](C)CC)C(C)C)C(=O)O,1328.53
TP2212L,CC(=O)O.CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,1724.97
T9228,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.Cl,376.95
TD0104,CNc1ccc(C(=C2CCC(=[N+](C)C)CC2)c2ccc(N(C)C)cc2)cc1.[Cl-],397.99
T9218,C=C1CC[C@@H]2[C@](C)(CO)CCC[C@@]2(C)[C@@H]1CCC1=CCOC1=O,318.46
T9235,CC(=O)N1CCN(c2ccc([N+](=O)[O-])c(-c3ccc(F)c(C=C4SC(=O)NC4=O)c3)n2)CC1,471.47
T5612,Oc1ccc2ccccc2c1N=Nc1ccc(N=Nc2ccccc2)cc1,352.40
T9247,CC(C)c1nc2cc(O)ccc2c(=O)n1-c1ccc(C#N)cc1,305.34
T6072L,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,534.54
T9174,NC(N)=N/N=C/c1ccccc1Cl,196.64
T15805L,CC(=O)O.CC(C)NCCCCC1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CC[C@H](C(=O)N[C@@H](CCCCNC(C)C)C(N)=O)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(N)=O)NC1=O,1250.51
T20482L,CC(=O)O.CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)O,546.60
T7778L,CC(=O)O.NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)O,361.35
T8951,COc1ccccc1C(=O)/C=C/c1ccccc1C(=O)[O][Na],304.28
T9184L,COc1cc(-c2cccc3c2OCCO3)ccc1Nc1cccc(CN(C)C)c1.Cl,426.94
