Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),1/37,0.0165304655004847,0.0287341648632587,0,0,69.28819444444444,284.25829643277825,PPARG
GO_Biological_Process_2023,Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),1/37,0.0165304655004847,0.0287341648632587,0,0,69.28819444444444,284.25829643277825,PPARG
GO_Biological_Process_2023,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),2/456,0.0167934276278655,0.0289966517041145,0,0,12.295154185022026,50.24743876540256,PPARG;PPARD
GO_Biological_Process_2023,Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),1/38,0.0169738449956947,0.0291140785025491,0,0,67.41216216216216,274.77747713172664,PPARA
GO_Biological_Process_2023,Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),1/39,0.0174170468329855,0.0294837590179297,0,0,65.63486842105263,265.8412914846341,PPARA
GO_Biological_Process_2023,Negative Regulation Of Mitochondrion Organization (GO:0010823),1/39,0.0174170468329855,0.0294837590179297,0,0,65.63486842105263,265.8412914846341,PPARG
GO_Biological_Process_2023,Regulation Of Glycolytic Process (GO:0006110),1/40,0.0178600710727219,0.0296522974861216,0,0,63.94871794871795,257.40559445949555,PPARA
GO_Biological_Process_2023,Negative Regulation Of Cell-Cell Adhesion (GO:0022408),1/40,0.0178600710727219,0.0296522974861216,0,0,63.94871794871795,257.40559445949555,PPARA
GO_Biological_Process_2023,Nucleic Acid-Templated Transcription (GO:0097659),1/40,0.0178600710727219,0.0296522974861216,0,0,63.94871794871795,257.40559445949555,THRB
GO_Biological_Process_2023,Regulation Of Amide Metabolic Process (GO:0034248),1/41,0.0183029177773926,0.0300028842047131,0,0,62.346875,249.43081801374976,NR1H4
GO_Biological_Process_2023,Positive Regulation Of Viral Process (GO:0048524),1/41,0.0183029177773926,0.0300028842047131,0,0,62.346875,249.43081801374976,PPARA
GO_Biological_Process_2023,Modulation By Host Of Symbiont Process (GO:0051851),1/42,0.0187455870090272,0.0303444189708628,0,0,60.823170731707314,241.881397652512,FASN
GO_Biological_Process_2023,Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),1/42,0.0187455870090272,0.0303444189708628,0,0,60.823170731707314,241.881397652512,NR1H4
GO_Biological_Process_2023,Positive Regulation Of miRNA Transcription (GO:1902895),1/43,0.01918807882344,0.0306772371313023,0,0,59.37202380952381,234.7252826710072,PPARG
GO_Biological_Process_2023,Negative Regulation Of BMP Signaling Pathway (GO:0030514),1/43,0.01918807882344,0.0306772371313023,0,0,59.37202380952381,234.7252826710072,PPARG
GO_Biological_Process_2023,Positive Regulation Of Biosynthetic Process (GO:0009891),1/44,0.0196303932897657,0.031191851914413,0,0,57.98837209302326,227.93351613623008,PPARA
GO_Biological_Process_2023,Regulation Of Cellular Metabolic Process (GO:0031323),1/45,0.0200725304633905,0.0315077902425343,0,0,56.66761363636363,221.47987353276545,PPARA
GO_Biological_Process_2023,Hexose Metabolic Process (GO:0019318),1/45,0.0200725304633905,0.0315077902425343,0,0,56.66761363636363,221.47987353276545,PPARD
GO_Biological_Process_2023,Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),1/46,0.0205144904077938,0.0318158863210695,0,0,55.40555555555556,215.34055050751047,PPARA
GO_Biological_Process_2023,Negative Regulation Of Cellular Metabolic Process (GO:0031324),1/46,0.0205144904077938,0.0318158863210695,0,0,55.40555555555556,215.34055050751047,PPARA
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),1/47,0.0209562731864944,0.0319274985606003,0,0,54.19836956521739,209.4938923322211,NR1H4
GO_Biological_Process_2023,Response To Organonitrogen Compound (GO:0010243),1/47,0.0209562731864944,0.0319274985606003,0,0,54.19836956521739,209.4938923322211,NR1H4
GO_Biological_Process_2023,Secondary Alcohol Metabolic Process (GO:1902652),1/47,0.0209562731864944,0.0319274985606003,0,0,54.19836956521739,209.4938923322211,PPARD
GO_Biological_Process_2023,Regulation Of DNA Binding (GO:0051101),1/48,0.0213978788543136,0.0323221750764929,0,0,53.04255319148936,203.9201586743584,PPARG
GO_Biological_Process_2023,Fatty Acid Beta-Oxidation (GO:0006635),1/49,0.0218393074841168,0.0323221750764929,0,0,51.934895833333336,198.60131834764672,PPARD
GO_Biological_Process_2023,Positive Regulation Of miRNA Metabolic Process (GO:2000630),1/49,0.0218393074841168,0.0323221750764929,0,0,51.934895833333336,198.60131834764672,PPARG
GO_Biological_Process_2023,Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862),1/49,0.0218393074841168,0.0323221750764929,0,0,51.934895833333336,198.60131834764672,PPARG
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),1/49,0.0218393074841168,0.0323221750764929,0,0,51.934895833333336,198.60131834764672,NR1H4
GO_Biological_Process_2023,Negative Regulation Of MAP Kinase Activity (GO:0043407),1/51,0.0227216338446063,0.033436949805415,0,0,49.8525,188.6636842051162,PPARG
GO_Biological_Process_2023,Fatty Acid Oxidation (GO:0019395),1/52,0.0231625317068993,0.0338931961134855,0,0,48.872549019607845,184.01586571209845,PPARD
GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),1/54,0.0240437970896706,0.0347896281911994,0,0,47.02358490566038,175.29819860584723,PPARG
GO_Biological_Process_2023,Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),1/54,0.0240437970896706,0.0347896281911994,0,0,47.02358490566038,175.29819860584723,PPARG
GO_Biological_Process_2023,Glucose Metabolic Process (GO:0006006),1/59,0.0262438698013582,0.0375533827544297,0,0,42.95905172413793,156.38481754531216,PPARD
GO_Biological_Process_2023,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),1/59,0.0262438698013582,0.0375533827544297,0,0,42.95905172413793,156.38481754531216,PPARG
GO_Biological_Process_2023,Sterol Metabolic Process (GO:0016125),1/60,0.0266833549945496,0.0379717294313231,0,0,42.22881355932204,153.0251984891433,PPARD
GO_Biological_Process_2023,BMP Signaling Pathway (GO:0030509),1/61,0.0271226638795165,0.0379717294313231,0,0,41.52291666666667,149.7891714493676,PPARG
GO_Biological_Process_2023,Fatty Acid Catabolic Process (GO:0009062),1/61,0.0271226638795165,0.0379717294313231,0,0,41.52291666666667,149.7891714493676,PPARD
GO_Biological_Process_2023,Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393),1/61,0.0271226638795165,0.0379717294313231,0,0,41.52291666666667,149.7891714493676,PPARG
GO_Biological_Process_2023,Fat Cell Differentiation (GO:0045444),1/62,0.0275617965208284,0.038379060746745,0,0,40.84016393442623,146.670287413221,PPARG
GO_Biological_Process_2023,Cellular Response To BMP Stimulus (GO:0071773),1/66,0.0293165658483658,0.0405605153108981,0,0,38.31923076923077,135.2516540781936,PPARG
GO_Biological_Process_2023,Regulation Of Viral Genome Replication (GO:0045069),1/67,0.0297548181817399,0.0405605153108981,0,0,37.73674242424242,132.63575146396252,PPARA
GO_Biological_Process_2023,Cholesterol Metabolic Process (GO:0008203),1/67,0.0297548181817399,0.0405605153108981,0,0,37.73674242424242,132.63575146396252,PPARD
GO_Biological_Process_2023,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),1/67,0.0297548181817399,0.0405605153108981,0,0,37.73674242424242,132.63575146396252,PPARG
GO_Biological_Process_2023,Regulation Of Cellular Biosynthetic Process (GO:0031326),1/70,0.0310685201703406,0.0421295640006189,0,0,36.09057971014493,125.29061959707016,NR1H4
GO_Biological_Process_2023,Myeloid Leukocyte Differentiation (GO:0002573),1/71,0.0315060693676755,0.0422801656281241,0,0,35.573214285714286,122.99705899399687,PPARG
GO_Biological_Process_2023,Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288),1/71,0.0315060693676755,0.0422801656281241,0,0,35.573214285714286,122.99705899399687,PPARG
GO_Biological_Process_2023,Cellular Response To Hypoxia (GO:0071456),1/72,0.0319434429318554,0.0424274447146182,0,0,35.070422535211264,120.77511249569656,PPARG
GO_Biological_Process_2023,Negative Regulation Of Catabolic Process (GO:0009895),1/72,0.0319434429318554,0.0424274447146182,0,0,35.070422535211264,120.77511249569656,PPARA
GO_Biological_Process_2023,Cellular Response To Decreased Oxygen Levels (GO:0036294),1/73,0.0323806409307269,0.042571502543443,0,0,34.58159722222222,118.62160586885466,PPARG
GO_Biological_Process_2023,Monocarboxylic Acid Transport (GO:0015718),1/73,0.0323806409307269,0.042571502543443,0,0,34.58159722222222,118.62160586885466,PPARD
GO_Biological_Process_2023,Regulation Of BMP Signaling Pathway (GO:0030510),1/75,0.0332545104577823,0.0434995869119475,0,0,33.64358108108108,114.5081106084989,PPARG
GO_Biological_Process_2023,Positive Regulation Of Protein Secretion (GO:0050714),1/76,0.0336911821161097,0.0438493274777508,0,0,33.193333333333335,112.54263179248726,PPARG
GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),1/77,0.0341276784519277,0.0441953435952463,0,0,32.754934210526315,110.63459017539785,PPARG
GO_Biological_Process_2023,Response To Insulin (GO:0032868),1/79,0.035000145391706,0.0448764240418409,0,0,31.91185897435897,106.9814137861086,PPARG
GO_Biological_Process_2023,Negative Regulation Of Cellular Component Organization (GO:0051129),1/79,0.035000145391706,0.0448764240418409,0,0,31.91185897435897,106.9814137861086,NR1H4
GO_Biological_Process_2023,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),1/80,0.0354361161229414,0.0452115964327184,0,0,31.50632911392405,105.23188749884586,PPARG
GO_Biological_Process_2023,Cellular Response To Organic Substance (GO:0071310),1/82,0.0363075324103127,0.0460963279130932,0,0,30.72530864197531,101.87682930785095,NR1H4
GO_Biological_Process_2023,Positive Regulation Of Amide Metabolic Process (GO:0034250),1/85,0.0376133448283413,0.0472905646142738,0,0,29.623511904761905,97.17686109400611,NR1H4
GO_Biological_Process_2023,Regulation Of Osteoblast Differentiation (GO:0045667),1/85,0.0376133448283413,0.0472905646142738,0,0,29.623511904761905,97.17686109400611,PPARG
GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),1/86,0.038048266007532,0.0474623820602259,0,0,29.273529411764702,95.69223347722578,PPARG
GO_Biological_Process_2023,Glucose Homeostasis (GO:0042593),1/87,0.0384830124812642,0.0474623820602259,0,0,28.93168604651163,94.2460773854509,PPARG
GO_Biological_Process_2023,Regulation Of Type II Interferon Production (GO:0032649),1/87,0.0384830124812642,0.0474623820602259,0,0,28.93168604651163,94.2460773854509,NR1H4
GO_Biological_Process_2023,Regulation Of Insulin Secretion (GO:0050796),1/87,0.0384830124812642,0.0474623820602259,0,0,28.93168604651163,94.2460773854509,NR1H4
GO_Biological_Process_2023,Cellular Response To Peptide Hormone Stimulus (GO:0071375),1/89,0.0393519815341948,0.0483040910775187,0,0,28.271306818181817,91.4635848106468,PPARG
GO_Biological_Process_2023,Positive Regulation Of Binding (GO:0051099),1/91,0.0402202524791915,0.0491370065665595,0,0,27.64027777777778,88.81884342634399,PPARG
GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),1/94,0.0415213510214556,0.0504884033547278,0,0,26.74462365591398,85.08929057374515,THRB
GO_Biological_Process_2023,Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),1/95,0.0419547020061368,0.050776952427988,0,0,26.45877659574468,83.90514010213967,PPARG
GO_Biological_Process_2023,Monocarboxylic Acid Metabolic Process (GO:0032787),1/97,0.0428208815706443,0.0515842247757994,0,0,25.904947916666668,81.61948121913939,FASN
GO_Biological_Process_2023,Cellular Response To Insulin Stimulus (GO:0032869),1/99,0.0436863649787728,0.0523831876365841,0,0,25.37372448979592,79.43800744515411,PPARG
GO_Biological_Process_2023,Cellular Response To Organonitrogen Compound (GO:0071417),1/105,0.0462786431974811,0.0549824247162734,0,0,23.90264423076923,73.4546111134009,NR1H4
GO_Biological_Process_2023,Negative Regulation Of MAPK Cascade (GO:0043409),1/105,0.0462786431974811,0.0549824247162734,0,0,23.90264423076923,73.4546111134009,PPARG
GO_Biological_Process_2023,Lipid Transport (GO:0006869),1/108,0.0475724385673413,0.0562573277344685,0,0,23.22897196261682,70.74387376718869,PPARD
GO_Biological_Process_2023,Negative Regulation Of Developmental Process (GO:0051093),1/109,0.0480033568699519,0.0562573277344685,0,0,23.01273148148148,69.87779866585394,PPARG
GO_Biological_Process_2023,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),1/109,0.0480033568699519,0.0562573277344685,0,0,23.01273148148148,69.87779866585394,PPARG
GO_Biological_Process_2023,Response To Lipid (GO:0033993),1/110,0.0484341018809417,0.056506452194432,0,0,22.80045871559633,69.02955452716058,PPARG
GO_Biological_Process_2023,Regulation Of MAP Kinase Activity (GO:0043405),1/114,0.0501553500503037,0.0582521778611151,0,0,21.988938053097343,65.8047576494752,PPARG
GO_Biological_Process_2023,Cellular Response To Starvation (GO:0009267),1/126,0.0553025020145521,0.0639435179543258,0,0,19.866,57.51082096679438,PPARA
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),1/127,0.0557303101281685,0.0641517792142029,0,0,19.70734126984127,56.89964886057114,NR1H4
GO_Biological_Process_2023,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),1/130,0.0570127014302128,0.0653375649133855,0,0,19.246124031007756,55.13016053401799,PPARG
GO_Biological_Process_2023,Epithelial Cell Differentiation (GO:0030855),1/132,0.0578667687196002,0.066024198671262,0,0,18.950381679389317,54.00123507299854,PPARG
GO_Biological_Process_2023,Regulation Of Protein Kinase B Signaling (GO:0051896),1/136,0.05957284086885,0.0676726569518954,0,0,18.385185185185183,51.85643517216839,PPARA
GO_Biological_Process_2023,Positive Regulation Of Cellular Catabolic Process (GO:0031331),1/146,0.0638260129895522,0.0721874994073974,0,0,17.108620689655172,47.07598564477512,PPARA
GO_Biological_Process_2023,Negative Regulation Of Protein Phosphorylation (GO:0001933),1/149,0.0650986261466565,0.073306713791235,0,0,16.75929054054054,45.783898595160935,PPARG
GO_Biological_Process_2023,Cellular Response To Organic Cyclic Compound (GO:0071407),1/152,0.0663697013463756,0.0744145136307848,0,0,16.423841059602648,44.549909182280224,NR1H4
GO_Biological_Process_2023,Epithelium Development (GO:0060429),1/154,0.0672162312081718,0.0750388098401573,0,0,16.20751633986928,43.7577094204492,PPARG
GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),1/174,0.075644081059286,0.0840850514779188,0,0,14.31936416184971,36.96853275395856,NR1H4
GO_Biological_Process_2023,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),1/186,0.080668238811582,0.089286640394016,0,0,13.382432432432433,33.68907394414253,PPARG
GO_Biological_Process_2023,DNA-templated Transcription (GO:0006351),1/199,0.0860836712559613,0.0948751951289105,0,0,12.495580808080808,30.64460639331933,THRB
GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),1/205,0.0885735237832084,0.0972056892366567,0,0,12.12438725490196,29.388572576263368,PPARG
GO_Biological_Process_2023,Cellular Response To Lipid (GO:0071396),1/228,0.0980621963798774,0.1067147431192783,0,0,10.883259911894273,25.27259840546606,NR1H4
GO_Biological_Process_2023,Apoptotic Process (GO:0006915),1/228,0.0980621963798774,0.1067147431192783,0,0,10.883259911894273,25.27259840546606,PPARD
GO_Biological_Process_2023,Negative Regulation Of Multicellular Organismal Process (GO:0051241),1/231,0.099293352994607,0.107590635408319,0,0,10.73967391304348,24.805174052637938,NR1H4
GO_Biological_Process_2023,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),1/232,0.0997034064440166,0.107590635408319,0,0,10.692640692640692,24.65247587044531,NR1H4
GO_Biological_Process_2023,Positive Regulation Of Developmental Process (GO:0051094),1/233,0.1001132939513702,0.107590635408319,0,0,10.646012931034482,24.501296213308127,PPARG
GO_Biological_Process_2023,Inflammatory Response (GO:0006954),1/236,0.1013419613902403,0.108461024793687,0,0,10.508510638297873,24.056657626920195,AOC3
GO_Biological_Process_2023,Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),1/246,0.1054267572397893,0.1123684367288289,0,0,10.074489795918367,22.664970698303264,PPARG
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),1/266,0.1135468702053249,0.120462644737283,0,0,9.304716981132076,20.242780016871997,THRB
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),1/267,0.1139511504271596,0.120462644737283,0,0,9.269266917293232,20.13271266747813,PPARG
GO_Biological_Process_2023,Protein Transport (GO:0015031),1/313,0.1323718054792203,0.1393670634923499,0,0,7.884214743589744,15.942990792910198,PPARG
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),1/320,0.1351448992979736,0.1417106433934217,0,0,7.70846394984326,15.427779474513477,NR1H4
GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),1/336,0.1414538360872944,0.1477279981718115,0,0,7.334328358208955,14.344346371923631,PPARG
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),1/364,0.1523960990959557,0.1585164243608536,0,0,6.758953168044077,12.715430916082402,PPARG
GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),1/377,0.1574341620812643,0.1631017919161898,0,0,6.52094414893617,12.055581975095372,PPARG
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),1/379,0.1582068814639261,0.1632493318691508,0,0,6.485780423280423,11.958817428486013,PPARG
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),1/381,0.1589789708651786,0.1633950533892114,0,0,6.450986842105263,11.863257356403814,NR1H4
GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),1/387,0.1612914636589969,0.165116557658815,0,0,6.348769430051814,11.583597853606427,PPARG
GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),1/406,0.1685771162955342,0.1718955634667062,0,0,6.045061728395062,10.7623980100199,NR1H4
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),1/480,0.1964195649476877,0.199470892324355,0,0,5.091858037578288,8.287010515508337,PPARG
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),1/482,0.1971604186680884,0.199470892324355,0,0,5.0701663201663205,8.232619558724817,NR1H4
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),1/525,0.2129426259255435,0.2145997669833298,0,0,4.643845419847328,7.182786688835826,PPARG
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),1/705,0.2760562900514851,0.2771262756718397,0,0,3.424538352272727,4.407896199652101,NR1H4
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),1/1127,0.4067302296451739,0.4067302296451739,0,0,2.0942495559502663,1.8839976644116527,PPARG
