ID,SMILES,MolWt
T16510,N#Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(N)n3)cc2)cc1,350.40
T16512,Cn1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cc1C#N,308.35
T16550,O=C1Nc2ccc3ncsc3c2/C1=C/c1cnc[nH]1,268.30
T16560,CC1=CC(=O)C(C(C)C)=C/C1=N/OC(=O)c1ccccc1C,297.35
T16562,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)ccc2c1.[Na+].[Na+].[Na+],604.48
T16571,COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,448.48
T16605,C#CCOCCOCCOCCC(=O)O,216.23
T16608,C#CCOCCOCCOCCBr,251.12
T16635,C#CCOCCOCCOCCOCCOS(=O)(=O)c1ccc(C)cc1,386.47
T16636,C#CCOCCOCCOCCOCCOCCN,275.34
T16669,N#Cc1cc(CN2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F,401.90
T16679,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,383.35
T16725,N#Cc1c(-c2cccs2)cc(-c2cccs2)nc1SCC(=O)c1cccs1,424.60
T16745,Cl.N[C@H](Cc1c[nH]c2ccccc12)C(=O)N/N=C/c1ccc2nccnc2c1,394.87
T1676,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,481.55
T16788,Cc1cc(NC(=O)C(=O)c2cc(Cc3ccc(C#N)cc3)n3ccccc23)sn1,400.46
T1679,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)[C@H]4NC(=O)c5csc(n5)[C@H]([C@](C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C/C)NC(=O)C([C@@H](C)O)NC(=O)c5csc(n5)[C@]3(CC2)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)C([C@@H](C)CC)N[C@@H]2C=Cc3c([C@H](C)O)cc(nc3C2O)C(=O)O[C@@H]4C)n1)C(N)=O,1664.92
T16791,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O,516.55
T16803,N#Cc1ccc(Nc2ncnc3c2CCC3O)cc1,252.28
T16809,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,598.67
T16812,OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1,425.51
T16817,CCN1CC/C(=C\c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1(=O)=O,365.54
T16850,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2[nH]nnc12,357.17
T16865,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,277.33
T16888,CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC,428.87
T16899,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCSC1CC(=O)N(CC3CCC(C(=O)ON4C(=O)CCC4=O)CC3)C1=O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C\C=C(\C)C2,1072.63
T16900,C/C(=C/C(=O)c1ccc(Cl)cc1)Nc1cccc(O)c1,287.75
T16911,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,349.14
T16923,CC(C)n1nc(C#Cc2ccccc2)c2c(N)ncnc21,277.33
T16925,CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3,330.56
T16966,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,464.57
T17036,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,320.76
T17038,CCN(CC)C(=O)COC(=O)/C=C/C(=O)OC,243.26
T17039,CC(C)(C)NC(=Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1)NC#N,405.50
T17042,N#Cc1c(-c2cccs2)nc(SCc2cccc(CC(=O)O)c2)[nH]c1=O,383.45
T17070,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],291.72
T17072,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,631.77
T17143,N#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,291.27
T1716,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,786.73
T17177,Cc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,264.32
T17180,Cc1cc(C)c(-c2n[nH]c(C)c2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,384.48
T17181,COCc1nc(C(F)(F)F)[nH]c1-c1cc(C(=O)N2CC(c3ccc(C#N)cc3)C2)c(C)cc1C,468.48
T17183,CC(C)(C)C(=O)/C(=N/c1ccc(Cl)cc1)NNc1ccc(Cl)cc1,364.28
T17209,CCCCCOc1cc2c(cc1-c1cc(/C=C/C(=O)O)ccc1O)C(C)(C)CCC2(C)C,436.59
T17235,C=C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1214.65
T17252,COc1ccccc1[C@H](c1cccc2ccccc12)[C@@](C)(C#N)C(=O)N1CCC(c2cccc(C(F)(F)F)c2)CC1,556.63
T17280,C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,312.45
T17289,CCC(CC)CNC(=O)Cn1cccc(NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)c2cncn2C)c1=O,528.61
T17296,COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,487.56
T17311,C#CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,437.96
T17317,C#CCOCCOCCOCC(F)(F)F,226.19
T17341,C#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,252.23
T1741,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,334.38
T1742,O=C(O)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,478.46
T1744,CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(N)=O)ccc32)c2ccccc2)c1,412.49
T17445,C#CCOCCOCCOCCOCCNC(=O)CON,304.34
T1771,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1.O=C(O)/C=C/C(=O)O,564.45
T1773,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,718.09
T17742,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)NCCC(=O)N1Cc2ccccc2C#Cc2ccccc21,502.64
T1777,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,539.64
T17791,O=C(CCC(=O)N1Cc2ccccc2C#Cc2ccccc21)NCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O,605.64
T1784,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,958.24
T17859,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)CCOCCOCCOCCOCCC(=O)NCCC(=O)N1Cc2ccccc2C#Cc2ccccc21)OC(=O)CCCCCCCCCCCCCCCCC,1282.69
T1815,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,329.41
T1816,Clc1ccc(N/N=C(/c2ccccc2)c2ccccn2)nc1,308.77
T18222,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOC,422.52
T1829,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,306.37
T1834,CN1CCCN(C(=O)c2cccc(-c3ccc(/C=C4/C(=O)Nc5ccc(Cl)cc54)o3)c2)CC1,461.95
T18391,C#CCCCNC(=O)OC(C)(C)C,183.25
T1840,O=C1Nc2ccccc2/C1=C1\C(=O)Nc2ccccc21,262.27
T18410,O=C(CCOCCOCCN(CCOCCOCCC(=O)ON1C(=O)CCC1=O)C(=O)CCC(=O)N1Cc2ccccc2C#Cc2ccccc21)ON1C(=O)CCC1=O,818.83
T1844,O=C(/C=C/n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,443.31
T1846,Cc1c(C(=O)Nc2ccc(N3CCC(N4CCOCC4)CC3)c(C#N)c2)cnn1-c1ccc(Cl)cc1,505.02
T1848,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2cc1O,322.32
T1849,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,414.47
T1850,CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,411.55
T1854,Cc1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)c(N)cc1O,383.43
T18560,C#CCCC(=O)ON1C(=O)CCC1=O,195.17
T18566,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCBr,691.65
T18568,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,554.67
T18574,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,774.94
T18578,C#CCOCCOCCOCCN,187.24
T18588,C#CCOCCOCCOCCOCCOCCOS(C)(=O)=O,354.42
T1862,N#CSc1cc(SC#N)c(N)nc1N,223.29
T18641,C#CCOc1cccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c1,424.55
T1868,Clc1ccc(N/N=C(\c2ccccc2)c2ccccn2)nc1,308.77
T18680,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C(=O)CCCCCC#Cc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)C[C@H](NC(=O)c3cc4cc(C(F)(F)P(=O)(O)O)ccc4[nH]3)C(=O)N21)C(=O)NC(c1ccccc1)c1ccccc1,1158.17
T18680L,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C(=O)CCCCCC#Cc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)C[C@H](NC(=O)c3cc4cc(C(F)(F)P(=O)(O)O)ccc4[nH]3)C(=O)N21)C(=O)NC(c1ccccc1)c1ccccc1.O=C(O)C(F)(F)F,1272.19
T1872,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,391.56
T18766,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)NCCOCCOCCOCCNC(=O)O[C@@H]1CC/C=C/CCC1,570.75
T1882,CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21,276.30
T18831,C#CCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,312.28
T1886,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,554.53
T18883,CN(C)c1ccc(/C=C/c2cccc[n+]2C)cc1.[I-],366.25
T1890,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,358.49
T18908,CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21.[NH4+].[NH4+],548.69
T18910,Nc1ccc(/N=N/c2ccc(S(=O)(=O)[O-])cc2)cc1S(=O)(=O)O.[Na+],379.35
T18914,CN(C)c1ccc(/C=C/C=C/C2=N[C@@H](C(=O)O)CS2)cc1.Cl,338.86
T18925,O=S(=O)([O][Na])c1cc(O)c2c(/N=N/c3c(S(=O)(=O)[O][Na])cc4cc(S(=O)(=O)[O][Na])cc(O)c4c3O)cc(S(=O)(=O)[O][Na])cc2c1,738.53
T18928,CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(/N=N/c3ccc(/N=N/c4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12.[Na+].[Na+].[Na+].[Na+],867.69
T18944,C#CCNC(=O)CCCCCN1C(=CC=CC2=[N+](CC)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,668.86
T18948,CC1(C)C(=CC=CC=CC2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)O)cc3C2(C)C)N(CCCCCC(=O)NCCC(=O)N2Cc3ccccc3C#Cc3ccccc32)c2ccc(S(=O)(=O)O)cc21,1009.24
T18950,C#CCNC(=O)CCCCCN1C(=CC=CC=CC2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,693.89
T18954L,CCN(CC)CC.CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,881.13
T18956,CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,682.86
T18963,CN(C)c1ccc(/N=N/c2ccc(C(=O)O)cc2)cc1,269.30
T18969,CC1(C)C(=CC=CC2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)O)cc3C2(C)C)N(CCCCCC(=O)NCCC(=O)N2Cc3ccccc3C#Cc3ccccc32)c2ccc(S(=O)(=O)O)cc21,983.20
T18975,O=S(=O)([O-])c1cc(N=C=S)ccc1/C=C/c1ccc(N=C=S)cc1S(=O)(=O)[O-].[Na+].[Na+],498.50
T18979,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O][Na])cc4cc(S(=O)(=O)[O][Na])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O][Na])cc2cc(S(=O)(=O)[O][Na])cc(N)c2c1O,960.82
T1902,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,207.25
T19054,N#Cc1c2cc3c4c(c2[o+]c2c5c6c(cc12)CCCN6CCC5)CCCN4CCC3.[O-][Cl+3]([O-])([O-])[O-],495.96
T19059,CC1=NN(c2ccccc2)C(=O)/C1=C/C1C(=O)N(c2ccccc2)N=C1C,358.40
T19065,CN1/C(=C/c2cc[n+](C)c3ccccc23)Sc2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,476.62
T19085,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,760.09
T1910,CCCC(=O)O[C@H]1CC(=O)N(C)c2cc(cc(OC)c2Cl)C/C(C)=C\C=C/[C@@H](OC)[C@@]2(O)C[C@H](OC(=O)N2)[C@@H](C)[C@@H]2O[C@@]12C,635.15
T19110,CCC\C=C/C=C/C=C/C(=O)OC,180.25
T19118,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=O)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,725.79
T1917,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,356.18
T19180,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,332.53
T1922,COC(=O)C1=CC[C@@]23CC[C@@H]([C@@](C)(/C=C/C=C(\C)C(=O)O)OC2=O)[C@@]3(OC(C)=O)CC1,432.47
T19237,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,651.12
T1924,CC(=O)O/N=C1\C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,397.65
T19252,[2H]C([2H])([2H])NC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,476.74
T1927,O=C1/C(=C/c2cccs2)CC/C1=C\c1cccs1,272.39
T19294,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC,342.52
T19295,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,330.51
T19316,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,310.52
T1934,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,249.33
T1936,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,482.63
T19412,C/[N+]([O-])=N/CO[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,384.34
T19424,COC(=O)CC/C(C)=C/Cc1c(O)c2c(c(C)c1OC)COC2=O,334.37
T19450,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(N)=O)c(F)c1,450.42
T19455,C#CCOC(=O)NCCCC[C@H](N)C(=O)O.Cl,264.71
T19500,CCCCCC/C=C/CCCCCCCC(=O)O,254.41
T19504,CCCCCC/C=C\CCCCCCCCCCCC(=O)O,310.52
T1951,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1.O=C(O)/C=C\C(=O)O,401.85
T19533,C#CCN(C)c1c(C#N)cnn1-c1nn2c(c1Cl)CCCC2,314.78
T19581,C/C=C(\C)C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,243.30
T19583,CCn1cnc2c(Nc3cccc(NC(=O)C#Cc4ccc(C)cc4)c3)nc(N[C@H]3CC[C@H](O)CC3)nc21,509.61
T19589,CCCCCCCC/C=C/C(=O)O,184.28
T19709,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C/c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])CS[C@H]12,516.51
T19714,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,421.50
T19751,CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,419.91
T19752,COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C,310.48
T19755,O=C1/C(=C2/Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+],466.36
T19769,CC(C)NCC(O)c1ccc(N)c(C#N)c1,219.29
T19786,C=CC1=C(C)/C2=C/c3c(C)c(CCC(=O)O)c4[n]3[Fe]([OH])[n]3/c(c(C)c(C=C)/c3=C/C3=NC(=C\4)/C(CCC(=O)O)=C3C)=C\C1=N2,633.51
T1979,CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,477.52
T1980,CCOC(=O)C1=C(N)Oc2ccc(Br)cc2C1C(C#N)C(=O)OCC,409.24
T19807,CCN1\C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],518.49
T19816,CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,494.48
T1982,NC(=S)N/N=C/c1ncccc1N,195.25
T19829,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,407.62
T19853,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,396.44
T19860,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,199.16
T19914,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,265.91
T1993,COc1cccc(/C=N/N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1,350.34
T19939,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,357.38
T19940,CC(c1ccc(C(F)(F)F)nc1)S(C)(=O)=NC#N,277.27
T19965,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,487.96
T1998,N#CN/C(=N\c1ccncc1)NCCCCCCOc1ccc(Cl)cc1,371.87
T2004,O=C(O)/C=C\C(=O)O.O=C(c1ccc(OCCCc2cnc[nH]2)cc1)C1CC1,386.40
T2010,Cc1ccc(CN(Cc2ccc(-c3ccccc3S(=O)(=O)NC#N)cc2)C(=O)c2ccccc2Cl)cc1,530.05
T201032,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1C[C@@H](OCCCCCC#Cc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)C[C@H]1C(=O)N1CCO[C@H](c2ccccc2)C1,1016.07
T20129,C#CCC(N)C(=O)O,113.12
T201315,CC1(C)Oc2cc3oc(=O)ccc3cc2C[C@@H]1OC/C=C/c1ccccc1,362.43
T201415,CN1Cc2c(NCc3ccc(CN4CCN(c5ccc(C#N)c(F)c5)CC4)cc3)cccc2C(=O)N1C1CCC(=O)NC1=O,595.68
T2015,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C2CCCCC2)c1,496.65
T20154,CCCC(=O)OC/C=C(\C)CCC=C(C)C,224.34
T2018,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,418.50
T201918,O=C(O)c1c(O)cc(O)cc1/C=C/c1ccccc1,256.26
T2023,Cn1cc(/C=C/C(=O)c2cccc(F)c2)cc1/C=C/C(=O)NO,314.32
T202605,Cc1nc(C#Cc2ccc(-c3cc(F)cc(C#N)c3)nc2)cs1,319.36
T20261,N#Cc1ccc2ccccc2c1,153.18
T203012,CC(=O)N1CCN(c2ccc(CN(C(=O)/C=C/c3ccc(C(C)(C)C)cc3)[C@@H](Cc3ccccc3)C(=O)N3CCN(Cc4ccc(C#N)cc4)CC3)cc2)CC1,750.99
T203352,Cn1cc(C#N)c(N)n1,122.13
T203413L,CN(Cc1ccc(/C=C/C(=O)NO)cc1)CC12CC3CC(CC(C3)C1)C2.Cl,390.96
T20346,O/N=C/c1ccccc1O,137.14
T203712,C#CCOc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)cc1Cl,501.44
T203822,N#CC(Br)(Br)C(N)=O,241.87
T203826,CCC/C=C/C(=O)OC,128.17
T203835,CCCCCCC#CC(=O)OC,168.24
T203838,CC/C=C\CCOC(=O)C(C)O,172.22
T203844,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1OC,286.33
T203856,C/C=C(/C)C(=O)OCC(C)C,156.22
T203878,CC/C=C\CCC=O,112.17
T203903,CCC/C=C/C(=O)OCC,142.20
T203919,CCCC(=O)OC/C=C(/C)CCC=C(C)C,224.34
T203930,CCCCC/C=C/C(=O)OCC,170.25
T203941,O=C(O)/C=C/Cl,106.51
T203950,C/C(C=O)=C\c1ccco1,136.15
T203953,CCCCCC/C=C/C=C/C=O,166.26
T203955,CC/C=C\CCOC=O,128.17
T203964,CCC/C=C/COC(=O)CCCCC,198.31
T203990,Cl/C=C\CCl,110.97
T204084,C#Cc1c(F)ccc2cc(N)cc(-c3c(F)cc4c(N5CC6C=CC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c12,614.65
T204088,CC1(C)[C@H](NC(=O)c2ccc(N3CCC(CN4CCN(c5ccc6c(=O)n([C@H]7CCC(=O)NC7=O)ncc6c5)CC4)CC3)cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,819.41
T204096,O=C(O)C/C(=C\c1ccccc1)C(=O)O,206.20
T204344,CCOc1ccc(-n2c(SCc3ccc(C#N)cc3)nc3ccccc3c2=O)cc1,413.50
T20453,N#CCC(N)=O,84.08
T20456,N#CCCCCCl,117.58
T204712,CCNc1nc(CC)c(C(=O)NC(C#N)c2cccs2)s1,320.44
T2050,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,305.34
T20506,NC(=O)NC(=O)/C=C\C(=O)O,158.11
T20508,CCC/C=C\CCCCCCCOC(C)=O,226.36
T20516,C/C=C/C=C/CCCCCCCO,182.31
T205434,CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)c(O)c3)cc21,338.43
T20592,O=C(O)CCC/C=C\C[C@H]1[C@H](/C=C/[C@H](O)COc2cccc(Cl)c2)[C@@H](O)C[C@H]1O,424.92
T205924,C[C@H]1Cn2ncc(C(=O)Nc3cccc(C#N)c3)c2C(=O)N1c1ccc(C(F)(F)c2ccccc2)cc1,497.51
T205969,C#CCCC1(CC(=O)O)N=N1,152.15
T2060,Cc1ccc(S(=O)(=O)Nc2cc(-c3ccc(C#N)s3)ccc2C)cc1,368.48
T206027,CC/C=C\CCOC(=O)c1ccccc1,204.27
T206045,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cc(OCCCCN3CCCN(c4nccc(-c5noc([C@@]6(C)CCCc7sc(N)c(C#N)c76)n5)n4)[C@@H](C)C3)no2)C(C)C)cc1,989.24
T2061,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)n3nc(-c4ccncc4)cc3n2)c1,413.49
T206106,CC1=NN(c2ccccc2)C(=O)/C1=C/c1ccc(N(C)C)cc1,305.38
T206169,N#C[C@@H]1CSCN1C(=O)CNC(=O)c1ccnc2ccc(N3CCOCC3)cc12,411.49
T20620,CCSC(C)CC1CC(=O)C(/C(CC)=N/OC/C=C/Cl)=C(O)C1,359.92
