ID,SMILES,MolWt
T3899,O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,478.45
T3903,COc1ccc(CCO[C@@H]2O[C@H](CO[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)[C@@H](OC(=O)/C=C/c3ccc(O)c(OC)c3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)cc1O,784.76
T39044,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(OC[C@@H](O)CO)cc1,479.48
T39056,CC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,539.62
T39113L,Cc1n[nH]c(C)c1-c1cnn(C2(CC#N)CN(c3cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc3F)C2)c1.O=P(O)(O)O,605.46
T39157,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,403.11
T39214L,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ncccc5C)cn4n3)c2)o1.O=C(O)/C=C/C(=O)O,559.51
T39217,CC(=O)Nc1nc(C)c(C#N)c2ccccc12,225.25
T39258,COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F,451.48
T39258L,COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F.Cl,487.94
T3926,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,270.28
T3934,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1.O=S(=O)([O-])O,814.85
T39349,CNCC1CCCCN1C(=O)Oc1ccc(CNC(=O)CCCC/C=C/C(C)C)cc1OC.Cl,496.09
T3940,O=C(O)CC(C(=O)O)N1C(=O)/C(=C2\C(=O)Nc3ccc(Br)cc32)SC1=S,457.28
T39459,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3cc(-c4c[nH]c5ccccc45)ncn3)c2)cc1,531.62
T3951,Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1.Cl,339.87
T3953,CC(C(=O)Nc1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,394.47
T39566,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(Cl)ccc1O,445.73
T39585,CNc1nc(NC2CCN(Cc3ccc4c(cc(C#N)n4C[C@H](C)N4CCN(S(C)(=O)=O)CC4)c3C)CC2)c2cc(CC(F)(F)F)sc2n1,717.89
T39631,COc1cc(/C=C(\C#N)C(=O)Nc2ccc(Cl)cc2Cl)cc(Br)c1O,442.10
T39646,COc1cc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc(F)n1,360.35
T39657,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,240.70
T3966,C#Cc1cnc2[nH]c(=O)n(C(CC)CC)c2n1,230.27
T3968,C(#Cc1nc2ncccc2nc1OCCN1CCCC1)c1ccccc1,344.42
T39682,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c(C(N)=O)c2NC)C1,423.47
T39695,CC1(C)[C@H](NC(=O)c2ccc(N3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,820.39
T3975,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,442.48
T39752,Cn1cc(-c2ccc(N(C(=O)NCc3ccccc3)[C@H]3CC[C@H](Nc4ccc(C#N)cn4)CC3)cc2)ccc1=O,532.65
T39792,Cc1cc(-c2ccc(C3C(C#N)=C(N)Oc4c3c(=O)oc3ccccc43)cc2)cnc1F,425.42
T3980,CC(C)c1cc(/C=C(\C#N)C(=O)NCCCc2ccccc2)cc(C(C)C)c1O,390.53
T39817,CS(=O)c1ccc(/C=C/c2cc(=O)c3ccccc3o2)cc1,310.37
T3982,COC(=O)/C(=C1/OC(=O)C(c2ccccc2)=C1O)c1ccccc1,322.32
T39849,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,350.48
T3989,CCCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,263.32
T3994,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,348.43
T3998,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,553.52
T39986,Cl.Cl.NC/C=C(\F)CS(=O)(=O)c1cccc2cccnc12,353.25
T3O2709,O=C(Nc1ccccc1)c1cc2ccccc2c(/N=N/c2ccccc2)c1O,367.41
T3P2904,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,278.44
T3S0006,COC(=O)/C=C/c1ccc(O)c(OC)c1,208.21
T3S0012,COc1cc(/C=C/COC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,356.37
T3S0013,CCOC(=O)/C=C/c1ccc(O)c(O)c1,208.21
T3S0136,COc1cc(O)c(C(=O)/C=C/c2ccc(O)cc2)cc1CC=C(C)C,338.40
T3S0137,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)cc2)c(O)cc1O,324.38
T3S0153,C=C1C(=O)O[C@H]2C[C@H](C)C(/C=C/C(C)=O)=CC[C@H]12,246.31
T3S0175,CC(/C=C/C=C(\C)C(=O)OC1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)OC1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,976.97
T3S0401,OC[C@H]1O[C@@H](Oc2cc(/C=C/c3cc(O)cc(O)c3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O,406.39
T3S0629,CCN1C[C@]2(COC)CC[C@H](O)[C@]34C1C(O)([C@@H](OC)[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@H]2OC,467.60
T3S0640,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,885.45
T3S0645,COc1cc(/C=C/C(=O)NCCc2ccc(O)cc2)ccc1O,313.35
T3S0738,COc1ccc(/C=C/c2cc(OC)cc(=O)o2)cc1,258.27
T3S1068,Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1,244.25
T3S1088,C[C@@H]1O[C@H](OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,624.59
T3S1553,O=C/C=C/c1ccccc1,132.16
T3S1701,COc1cc(/C=C/C(O)=C/C(=O)CCc2ccc(O)c(OC)c2)ccc1O,370.40
T3S1858,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,568.89
T3S1916,C/C=C(/C)C(=O)O[C@H]1c2cc3c(c4c2[C@@]2(CO4)C(=O)C(OC)=C(OC)C=C2C[C@@H](C)[C@H]1C)OCO3,482.53
T3S2019,C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(O)C[C@H](C)[C@H](O)[C@@H]3[C@H]1O)C2(C)C,334.46
T3S2390,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O,312.23
T40045,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(Oc3ccccn3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,507.93
T40111L,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)N3CCNCC3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2.Cl.Cl,780.19
T40112,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)N3CCN(C(=O)CCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,1076.60
T40130,COc1cccc2c(Nc3ccc4[nH]c(C(=O)N/N=C/c5ccc(SC)cc5)cc4c3)cc(C)nc12,495.61
T4014,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,469.55
T4025,COc1ccc(S(=O)(=O)Nc2ccccc2/C=C/c2ccncc2)cc1,366.44
T40254,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1c(F)c(Cl)cc(OC2CC2)c1C#N,464.89
T4026,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,310.35
T40276,CC(C)C(=O)OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,501.54
T40284,Cn1cnc2ccc(Oc3c(F)ccc(NS(=O)(=O)N4CC[C@@H](F)C4)c3C#N)cc2c1=O,461.45
T40286,C=CC(=O)N1CCN2C(=O)c3cc(F)c(-c4ccc(F)c5sc(N)c(C#N)c45)c(Cl)c3OCC[C@H]2C1,528.97
T40335,CC1(C)Oc2ccc(/C(Cn3ccnc3)=N\OC(=O)c3ccc4ccccc4c3)cc2O1,427.46
T4041,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1CNc1nc(-c2ccc(F)cc2)c(C#N)s1,588.71
T4046,C/C(=C1/C(=O)Nc2ccc(NC(N)=O)cc21)c1ccc[nH]1,282.30
T4047,C(=N\NC1=NCCN1)/c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,398.47
T40475,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N\O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,690.67
T4054,O.O.O.O.O.O.O.O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+].[Na+],798.58
T40548,Cc1cc(OCC(=O)O)cc(C)c1Cc1cc(C#Cc2ccc([N+](=O)[O-])cc2)c(O)c(C(C)C)c1,473.53
T40560,N#C[Se]Cc1ccccc1,196.11
T40598,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,340.46
T40637,CCCCCCCC/C=C\CCCCCCCCCC(=O)O,310.52
T40659L,C#CC(N)CCC(=O)O.Cl,163.60
T40660,C=C1[C@H](OC(=O)c2ccccc2)[C@H]2[C@@H](OC(C)=O)[C@](C)(O)[C@H](O)[C@@]2(OC(C)=O)C(=O)[C@@H](C)[C@@H]2O[C@H]2C(C)(C)C(=O)[C@H](O)[C@H]1OC(=O)c1ccccc1,722.74
T4067,C=CC(=O)N1CC/C(=C\c2ccc(F)c([N+](=O)[O-])c2)C(=O)/C(=C/c2ccc(F)c([N+](=O)[O-])c2)C1,469.40
T40712,CCOC(=O)/C=C/C(=O)OCC,172.18
T4077,COc1cc(OCc2ccccn2)ccc1/C=C/c1cc(/C=C/c2ccc3cc[nH]c3c2)n[nH]1,448.53
T40781L,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O.CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,1628.31
T40781L1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,933.37
T4084,CC(=O)N1CCC2(CC1)c1cc(C#C[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)ccc1-c1ccc(C#C[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc12,649.69
T40867,C(=C\[C@H]1CCNC1)/c1cncnc1,175.24
T40872,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN3CCCC3)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,642.79
T4089,O=C(O)CCN1C(=O)/C(=C2/C(=O)Nc3ccc(Cl)cc32)SC1=S,368.82
T40900,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,284.31
T4092,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,215.17
T4100,NN(/C=C1\C(=O)C=Cc2ccccc21)C(=O)c1ccncc1,291.31
T4105,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,375.43
T41089,C#CCC[C@H](N)C(=O)O.Cl,163.60
T4109,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,420.41
T41141,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,720.66
T4117,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,400.98
T41244,CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82
T41247,O=C(O)/C=C\C(=O)O.S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,408.52
T41249,CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O,592.55
T41277,C#CC(=O)N(c1ccc(OC)cc1OC)C(C(=O)NCC(=O)OCC)c1cccs1,430.48
T41288,CCCC/C=C\CCCCCCCC(=O)O,226.36
T4129,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,304.47
T41291,C#CCOc1ccccc1CCCCCC(=O)NS(C)(=O)=O,323.41
T41302,C#CCCCCCCOC(=O)CC(=C)C(=O)O,238.28
T41321,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,356.55
T41323,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC,320.52
T41324,CCCCCC/C=C\COC(=O)CCCCCCCC(CCCCCCCC(=O)OC/C=C\CCCCCC)OC(=O)CCCN(C)C,678.05
T41335,CCCCCC/C=C\CCCCCCCCCC(=O)O,282.47
T41340,Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,422.87
T4138,COc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(c2cccc4ccccc24)C3)cc1,422.48
T4140,N#Cc1ccc2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c2c1,337.43
T4164,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1,423.44
T4184,O=C1NC(=S)S/C1=C\c1ccc(I)cc1,347.20
T4189,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1=O,405.54
T4194,O=C1Nc2ccc(Cl)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,429.50
T4205,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,280.28
T4214,Cc1nn2c(nc(O)c3cccnc32)c1C#N,225.21
T4216,O=C(N/N=C/c1coc2ccccc2c1=O)c1cccnc1,293.28
T4227,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1.Cl,408.93
T4231,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1OC,358.39
T4235,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,506.57
T4253,O=C(O)COc1ccc(Br)cc1/C=C1\SC(=S)N(Cc2cccnc2)C1=O,465.35
T4270,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCCC4)CS[C@H]12)c1csc(N)n1.O=S(=O)(O)O,626.70
T4271,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,255.23
T4273,O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,264.20
T4277,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,227.24
T4281,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,373.50
T4285,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,251.05
T4293,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)cc1,558.09
T4308,Cc1ccc(/C=C2\SC(=S)N(CCCCCC(=O)Nc3ccc(C(=O)O)c(O)c3)C2=O)cc1,484.60
T4310,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,365.40
T4311,O=C1C=Cc2ccccc2/C1=C/Nc1ccccc1O,263.30
T4319,O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21,254.24
T4325,S=C(N/N=C1\CCCc2cccnc21)N1CCN(c2ccccn2)CC1,366.49
T4326,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,322.36
T4327,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1.Cl.Cl,438.32
T4338,CS(=O)(=O)c1ccc(NC(=O)c2cc(C#N)c(Sc3c(Cl)cncc3Cl)s2)cc1,484.41
T4340,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(F)cc3)cc2/C1=N/Nc1cccc(C(=O)O)c1,468.47
T4354,Nc1ccc(/C=C/C(=O)NCc2cc3cc(-c4ccc(C(=O)N5CCC(F)(F)CC5)cc4)cc(-c4ccc(F)cc4)c3o2)cn1,610.64
T4356,C[C@@H]1CN(c2ccc3cc(C#N)c4nc5ccccc5n4c3n2)C[C@H](C)N1,356.43
T4358,Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,393.83
T4370,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1.Cl,385.87
T4399,O=C(COc1c(Cl)cc(Cl)cc1Cl)N/N=C/c1ccc[nH]1,346.60
T4408,CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1,384.50
T4410,Fc1ccc2c(/C=C/c3nnn[nH]3)c[nH]c2c1,229.22
T4420,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,387.52
T4422,O=C(O)/C=C\C(=O)O.OC1CN(CCCOCCc2ccc3sccc3c2)C1,407.49
T4435,Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)c2[nH]cc(C#N)c12,336.38
T4441,N#C/C(=C\c1cn(-c2ccccc2)c2ccccc12)C(=O)O,288.31
T4453,CC(C)[C@H](/N=C(/NS(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1)C(N)=O,572.52
T4454,O=C(O)/C=C/CCCCCCCCC(=O)O,228.29
T4477,Cc1ccc(S(=O)(=O)O)cc1.Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1,619.73
T4481,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,390.42
T4486,Cc1cc(/C=C2\SC(=O)N(c3ccccc3)C2=O)c(C)n1-c1cccnc1,375.45
T4501,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,383.41
T4511,CC(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)C)c1O,272.35
T4517,Nc1[nH]c(=S)[nH]c(=O)c1/N=C/c1ccccc1,246.30
T4518,COc1c(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2)ccc(O)c1O,354.40
T4525,C/C(=C/C(=O)O)C(=O)O,130.10
T4527,C/C(=N/NC(=O)c1cccc(S(=O)(=O)N2CCN(C)CC2)c1)c1cc(Cl)ccc1O,450.95
T4528,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,306.32
T4530,COc1ccc(S(=O)(=O)Nc2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1.O=P(O)(O)O,554.99
T4538,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,414.55
T4546,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO,475.62
T4551,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.45
T4554,CC(C)c1cc(C=C(C#N)C#N)cc(C(C)C)c1O,254.33
T4566,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,311.64
T4571,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,357.32
T4589,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c2c1[C@H](C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2,732.65
T4590,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,230.26
T4595,COc1ccc(/C(C#N)=C/c2ccc(N3CCC(O)CC3)s2)cc1OC,370.47
T4605,Oc1cc(CNC(=S)/C=C/c2cc(O)c(O)c(Br)c2)cc(O)c1O,412.26
T4607,FC(F)(F)c1ccc(/C=C/c2cc(Cl)cc(Cl)c2)cc1,317.14
T4608,Clc1ccc(/C=C/c2cc(Cl)cc(Cl)c2)cc1,283.58
T4615,O.O.O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],437.32
T4627,COC(=O)c1cccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)NCc4ccc(F)cc4)cc32)c1,482.49
T4640,O=C(N/C(=N\c1cc(C(F)(F)F)[nH]n1)Nc1cc(F)cc(Cl)c1)c1cccc(Cl)c1,460.22
T4644,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,254.33
T4656,O=c1c2ccccc2nc(/C=C/c2cccnc2)n1Cc1ccccc1,339.40
T4661,Cc1[nH]c2ccccc2c1/C=C1\NC(=S)NC1=O,257.32
T4672,C/C=C(/C)C(=O)O[C@H]1[C@@H]2[C@H](C)C(=O)O[C@@H]2C[C@@H](C)[C@@H]2C=CC(=O)[C@]21C,346.42
T4686,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,749.96
T4692,Cl.O=C1NC(=O)/C(=C/c2c[nH]c(=O)c(-c3ccc(N4CCNCC4)nc3)c2)S1,419.89
T4736,CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21,300.27
T4740,CCCCCCCC/C=C/CCCCCCCC(=O)O,282.47
T4803,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O,338.36
T4807,C/C=C/C=C/C(=O)[O-].[K+],150.22
T4861,O=C(O)/C=C(\CC(=O)O)C(=O)O,174.11
T4867,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,338.58
T4868,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,278.44
T4870,CCCCCCCCCCC/C=C\CCCCC(=O)O,282.47
T4872,CCCCCC/C=C\CCCCCCCC(=O)O,254.41
T4905,NC(=O)/C=C\C(=O)O,115.09
T4913,O=C(O)/C=C\C(=O)O,116.07
T4931,O.O=C(O)/C(O)=C(\O)C(=O)O,166.08
T4943,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,356.55
T4944,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O,366.63
T4961,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)[C@H]1c2c(/C=C/C(=O)O[C@H](Cc3ccc(O)c(O)c3)C(=O)O)ccc(O)c2O[C@@H]1c1ccc(O)c(O)c1,732.65
T4967,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,445.39
T4977,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,450.53
T4980,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1.O=C(O)/C=C\C(=O)O,567.99
T4982,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,260.25
T4984,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1.[Cl-],552.00
T4985,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1.Cl,338.90
T4998,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,557.61
T4998L,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.46
T4P2931,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,280.45
T4S0145,CC(C)=CCC/C(C)=C/Cc1cc(-c2coc3cc(O)ccc3c2=O)ccc1O,390.48
T4S0176,O=C(/C=C/C=C/c1ccccc1)CCc1ccccc1,262.35
T4S0350,COc1c(/C=C/C(=O)c2ccc(O)cc2)ccc(O)c1O,286.28
T4S0398,OC[C@H]1O[C@@H](OC/C=C/c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,296.32
T4S0544,C/C1=C\C(=O)c2c(C)coc2C/C(C)=C/CC1,230.31
T4S0931,CC(=O)O[C@@]12CCC(C)=CC[C@]13CC[C@H]2[C@](C)(/C=C/C=C(\C)C(=O)O)OC3=O,388.46
