Rank,ID,SMILES,Score
126,TN9318,Cn1cnc2ccccc21,0.7549
127,T7455,Cl.Nc1ccc(Cl)cc1C(=O)C(F)(F)F,0.7549
128,TN9639,N#Cc1ccccc1C#N,0.7544
129,T20456,N#CCCCCCl,0.7539
130,T4809,c1cncnc1,0.7534
131,TYD-02831,Cc1c(F)cc(N)cc1F,0.7529
132,T19972,COc1ccc(-c2cnco2)cc1,0.7524
133,T40569,CN1CCC[C@H]1C(=O)O,0.7520
134,TN9352,NC1=CC(=O)CCC1,0.7520
135,T5002,COC(=O)CCC(=O)CN.Cl,0.7520
136,T80672,Oc1ccc(O)c2ccccc12,0.7515
137,TN7147,O=C1Nc2cc(O)ccc2C1=O,0.7515
138,T41274,N[C@@H](Cc1ccc(F)cc1)C(=O)O,0.7510
139,T39686,COc1cccc2ccccc12,0.7510
140,T201584,NC(=O)C(=O)O,0.7500
141,TN1593,O=C(O)C1CCCN1,0.7495
142,T20013,NC1(C(=O)O)C2CC3CC(C2)CC1C3,0.7490
143,T4835,Nc1ccccc1S(=O)(=O)O,0.7490
144,T4292,O=C(O)[C@@H]1CSCN1,0.7490
145,T15694,C#CCC[C@H](N)C(=O)O,0.7490
146,T5284,NC(=O)NC(CC(=O)O)C(=O)O,0.7485
147,T0961,NC(CO)(CO)CO,0.7476
148,TNU0130,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=S,0.7476
149,T78509,Cc1ncc(CO)c(C=O)c1O,0.7471
150,T19893,CN(C)C1=NC(=O)C(c2ccccc2)O1,0.7466
151,T0728,CCC1(C)CC(=O)NC1=O,0.7461
152,T4871,N[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO,0.7461
153,T5235,COc1ccc2[nH]cc(CC(N)C(=O)O)c2c1,0.7461
154,T1396,CCC1(C)CC(=O)NC(=O)C1,0.7451
155,T19302,CC[C@@H](N)C(=O)O,0.7446
156,T37000,Cc1cc(=O)oc2cc(N=[N+]=[N-])ccc12,0.7446
157,T5365,O=C1N[C@H](C(=O)O)CS1,0.7446
158,T2S2108,COc1ccc2[nH]c(=O)oc2c1,0.7441
159,T26396,N[C@@H](Cc1cc(O)c(O)cc1O)C(=O)O,0.7432
160,T1103,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0.7422
161,T9367,O=Cc1cccc(C(F)(F)F)c1,0.7417
162,T50053,Cc1nc[nH]c1-c1ccc(Cl)cc1,0.7412
163,T22214,CN1C(=O)NC(=O)C1(C)C,0.7412
164,T50111,Cl.NCCc1c[nH]c2cc(F)ccc12,0.7412
165,T2O2683,O=C(O)[C@@H]1CCCN1,0.7407
166,T38060,COc1cccc(C=O)c1,0.7407
167,T7716,O=C(O)[C@@H]1Cc2c([nH]c3ccccc23)CN1,0.7407
168,T32116,O=C1CC(C(=O)O)NC(=O)N1,0.7402
169,T5302,O=C(O)[C@H]1CCCN1,0.7402
170,T0005,CC(=O)Oc1ccccc1C(=O)O,0.7402
171,TN9338,Cc1cc([N+](=O)[O-])ccc1O,0.7397
172,T2O2774,NC(=O)CC(N)C(=O)O,0.7397
173,T7919,Nc1ccc(C(=O)O)cn1,0.7393
174,T19418,CS(=O)CCC(N)C(=O)O,0.7388
175,T8095,CC(=O)OC[C@H](N)C(=O)O,0.7388
176,T5955,Cc1cccc2sc3nncn3c12,0.7383
177,T0058,CCOc1ccccc1C(N)=O,0.7383
178,TN9593,CNc1ccc(N)cc1,0.7383
179,TN9694,CC1=CC(=O)C(C)=CC1=O,0.7373
180,TN5088,COc1cccc(OC)c1O,0.7373
181,T74048,CCCN(CCCN)N(O)N=O,0.7373
182,T37190,C=CC[C@H](N)C(=O)O,0.7373
183,TN9248,CC(=O)CCOC(C)=O,0.7368
184,T2772,C=CCSC[C@H](N)C(=O)O,0.7368
185,T66353,CN(C)CC(=O)O.Cl,0.7363
186,T2547,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,0.7363
187,T21425,CCC1(c2ccccc2)NC(=O)N(C)C1=O,0.7358
