name,smiles,max_tc,DrugCLIP_Target,DrugCLIP_Score,active_score,toxicity_score,recommend_score
T1088,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0.187500,PPARG,0.304400,0.175333,0.453182,0.095875
T2110,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0.187500,RXRA,0.396700,0.228573,0.635195,0.083385
T3056,COc1cc2c(cc1CC=C(C)C)C(=O)C[C@@H](c1ccc(O)cc1)O2,0.187500,PPARG,0.302000,0.112840,0.571993,0.048296
T3194,COc1cccc(Oc2c(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)ncnc2OCCO)c1,0.187500,THRSP,0.254200,0.182201,0.549545,0.082073
T6923,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,0.187500,AOC3,0.263400,0.211052,0.660632,0.071624
T7201,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,0.187500,AOC3,0.395800,0.204676,0.599771,0.081917
T8505,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,0.187500,RXRG,0.127300,0.186337,0.694829,0.056865
T19618,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0.187500,RXRA,0.372600,0.228573,0.635195,0.083385
TN2601,[H][C@@]12CCc3cc(C(C)C)c(OC)c(O)c3[C@@]1(C(=O)O)CCCC2(C)C,0.187500,NR1H3,0.465600,0.061134,0.552834,0.027337
T10466,NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2)ccc1Oc1cccc(Cl)c1,0.187500,PPARG,0.175500,0.163058,0.697291,0.049359
T22349,CCNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1Cl,0.187500,THRSP,0.264900,0.115796,0.756657,0.028178
TN2080,[H][C@]12CO[C@H](c3ccc(O)c(OC)c3)[C@@]1([H])CO[C@@H]2c1ccc(O)c(OC)c1,0.187500,NR1H3,0.263700,0.062368,0.647209,0.022003
T9573,CCc1c(C#N)c(SC(C(N)=O)c2ccccc2)nc(N2CCC(N)CC2)c1C#N,0.187500,ACACA,0.332300,0.175598,0.651817,0.061140
TN2079,COc1cc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,0.187500,NR1H3,0.267800,0.062368,0.647209,0.022003
T9566,O=C(NCCCc1nccs1)c1cc(-c2ccccc2)on1,0.187500,PPARG,0.343300,0.201657,0.541111,0.092538
T15124,CCOC(=O)c1ccc(-c2ncc(C(=O)OCC)s2)nc1,0.187500,PPARG,0.415300,0.070653,0.681290,0.022518
T22671,Cc1cn2c(N)c(Cl)cc(C(=O)NCC3CCN(CC(C)C)CC3)c2n1,0.187500,GPAM,0.260300,0.243206,0.634454,0.088903
T15830,CCC(=NNC(=O)c1ccnc(NCCCN2CCOCC2)c1)c1ccc(Cl)cc1O,0.187500,THRSP,0.493400,0.245034,0.736948,0.064457
T10355,COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,0.187500,AOC3,0.354500,0.153393,0.638677,0.055424
T27467,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc3ccccc3c2)CC(=O)N1,0.187500,ACACA,0.239500,0.232108,0.729947,0.062682
T22789,COc1cc(C=NNC(=O)c2ccc3c(c2)OCO3)ccc1OCc1ccccc1,0.187500,PPARG,0.303000,0.146219,0.543331,0.066773
T67748,O=C(Cc1c(F)cccc1Cl)Nc1nc(-c2ccncc2)cs1,0.187500,XPR1,0.394500,0.207774,0.561680,0.091071
T35556,CN1CCN(C(=O)c2ccc(Nc3nccc(-c4cccs4)n3)cc2Cl)CC1,0.187500,THRSP,0.219700,0.287898,0.859129,0.040557
T38995,C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1,0.187500,NR1H3,0.470000,0.340546,0.782963,0.073911
T39719,CCOC(=O)C[C@@H](c1ccc(C)c(CN2C[C@@H](C)Oc3ccccc3S2(=O)=O)c1)c1cc(OC)c2c(c1)nnn2C,0.187500,AOC3,0.422400,0.244054,0.547216,0.110504
T21766,COc1ccc(C(=O)NCc2cc(C(C)C)no2)cc1OC1CCN(C)CC1,0.187500,PPARG,0.192300,0.218397,0.619077,0.083192
T70585,[H][C@@]12CCCC[C@]1([H])N(C(=O)c1ccco1)CCN2c1nc(N)c2cc(OC)c(OC)cc2n1,0.187500,PPARG,0.575200,0.129282,0.683591,0.040906
T12484,O=C(O)Cc1nn(-c2ccc(F)cc2)cc1-c1ccc(Cl)cc1,0.187500,PPARG,0.287600,0.101214,0.658424,0.034572
T87086,NS(=O)(=O)c1cc(NC(=O)Cc2c(Cl)cccc2Cl)ccc1Oc1cccc(Cl)c1,0.187500,THRB,0.287400,0.182432,0.688897,0.056755
T11377,O=C(NS(=O)(=O)N1CCC1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,0.187500,RXRB,0.167000,0.220977,0.654782,0.076285
T28788,CC(C)(C)c1ccc2oc(-c3ccc4cc(OCCCCCC(C(=O)[O-])C(=O)[O-])ccc4c3)nc2c1,0.187500,MLXIPL,0.397700,0.117498,0.636034,0.042765
T2490,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.187000,AOC3,0.411900,0.277781,0.798677,0.055924
T8499,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,0.187000,PPARD,0.445800,0.298465,0.682318,0.094817
T22277L,COc1cc(C(=O)N2C[C@H](N)CC[C@@H]2C)cc2nc(-c3cc4cccnc4n3CC3CC3)n(C)c12,0.187000,GPAM,0.313700,0.345183,0.710680,0.099868
T79888,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(C)c4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,0.187000,NR1H4,0.386700,0.267664,0.808164,0.051348
T2595,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,0.186900,PPARG,0.184600,0.203532,0.489214,0.103961
T2701,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,0.186900,RXRG,0.388700,0.335001,0.673578,0.109352
T15261,C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12,0.186900,PPARG,0.171100,0.189975,0.625260,0.071191
T8776,Cc1nc2cccc(OCC(C)(C)C(=O)NC(C)C)c2c(N)c1C(=O)O,0.186900,THRSP,0.298800,0.113749,0.792689,0.023581
T9088,COc1cc2c(=O)n(CCN(C)C)c3c4cc5c(cc4ncc3c2cc1OC)OCO5,0.186900,NR1H4,0.382800,0.219020,0.717272,0.061923
T16762,Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)c(CO)nc1-c1cccc(Cl)c1Cl,0.186900,PPARG,0.377700,0.289727,0.595841,0.117096
T4S1951,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OC)ccc3nc2-1,0.186900,THRSP,0.320600,0.186376,0.671868,0.061156
T1890,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,0.186800,AOC3,0.427000,0.340556,0.719846,0.095408
T5S1133,CC(CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O,0.186800,THRSP,0.206200,0.106570,0.626919,0.039759
T5S1261,COc1ccc(C[C@@H]2COc3c(C)c(O)c(C)c(O)c3C2=O)cc1,0.186800,PPARG,0.340800,0.098034,0.594845,0.039719
T6S1141,CC(CC(=O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O)C(=O)O,0.186800,AOC3,0.249900,0.051936,0.683721,0.016426
T8697,CCS(=O)(=O)c1ncc(Cl)c(C(=O)N(Cc2ccc(Cl)cc2)Cc2ccco2)n1,0.186800,THRSP,0.402300,0.156738,0.640657,0.056323
T15278,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,0.186800,PPARG,0.353500,0.249293,0.551814,0.111730
T11657,Cc1cc(N2CCCCC2)cc(C)c1-c1csc(NC(=O)c2ccncc2)n1,0.186800,PPARG,0.163200,0.271997,0.712181,0.078286
T77594,Cc1cc(C)c2sc(NC(=O)C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)nc2c1,0.186800,AOC3,0.331300,0.232322,0.590646,0.095102
T25813,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc32)CC1,0.186800,RXRA,0.527300,0.317889,0.642543,0.113632
TN3118,COc1cc(CCC(O)CC(=O)CCc2ccccc2)ccc1O,0.186800,PPARG,0.514200,0.126837,0.552528,0.056756
TN1187,[H][C@@]12C[C@H](O)C3=C(C(=O)C(O)[C@@]4(C)[C@@]3(C)C(=O)C[C@]4([H])[C@H](C)CC(=O)CC(C)C(=O)O)[C@@]1(C)CCC(=O)C2(C)C,0.186800,AOC3,0.233000,0.110097,0.630855,0.040642
T61668,O=C(Nc1cccc(C(=O)N2CCC3(CCNCC3)CC2)c1)c1cccs1,0.186800,PPARG,0.435500,0.323935,0.684046,0.102349
T3454,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,0.186700,THRSP,0.211400,0.169349,0.689277,0.052621
T10202,COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1,0.186700,PPARG,0.306400,0.219142,0.695336,0.066765
T27400L,CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)cc3)n2CCN1C(=O)CN,0.186700,PPARG,0.297400,0.172822,0.442201,0.096400
T8990,CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(Br)cc1)c1ccccc1,0.186700,AOC3,0.233500,0.131846,0.568179,0.056934
T73053,COc1ccc(C(=O)c2sc(N(c3ccc(F)cc3)[C@H](C)C(N)=O)nc2N)cc1,0.186700,AOC3,0.323700,0.217851,0.660063,0.074056
T202246,O=S(=O)(c1cccc2ccccc12)n1cnc2ccccc21,0.186700,NR1H3,0.671900,0.110795,0.823612,0.019543
T8472,COc1cc(F)cc([C@@H](CO)NC(=O)[C@@H](C)N2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Cl)cc3C2=O)c1,0.186600,AOC3,0.408400,0.340195,0.725743,0.093301
T1516,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0.186400,PPARG,0.472200,0.051648,0.524599,0.024553
T12979,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1O[C@H]1CCOC1,0.186400,XPR1,0.428000,0.296497,0.703566,0.087892
T8635,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0.186400,PPARG,0.431600,0.051648,0.524599,0.024553
TN2269,COc1ccc(/C=C/C(=O)C(C)(C)C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,0.186400,PPARG,0.387900,0.057939,0.574675,0.024643
T21314,C[Si](C)(C)c1cc(C(=O)Nc2ccc(C(=O)O)cc2)cc([Si](C)(C)C)c1,0.186400,PPARG,0.590300,0.067224,0.726279,0.018401
TYD-02843,CC(C)CC(=O)NS(=O)(=O)c1ccc(Br)cc1,0.186400,AOC3,0.411600,0.152747,0.563592,0.066660
T2093,Cc1cn2cc(C(=O)N(C)CCO)cc(N[C@@H]3CCOc4cccc(C)c43)c2n1,0.186300,ACACA,0.292700,0.280152,0.598242,0.112553
T6239,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.186300,THRSP,0.245400,0.212761,0.641488,0.076278
T5813,COc1c2ccoc2c(OC[C@@H](O)C(C)(C)O)c2oc(=O)ccc12,0.186300,AOC3,0.208700,0.052827,0.756835,0.012846
T5465,Cc1cnc(-c2cc(N3CCN(C(=O)CCS(C)(=O)=O)CC3)ncc2Cl)c(C)c1,0.186300,THRSP,0.226000,0.259628,0.655904,0.089337
TQ0068,CS(=O)(=O)N1CCC(NC(=O)c2n[nH]cc2NC(=O)c2c(Cl)cccc2Cl)CC1,0.186300,SCD,0.260300,0.308394,0.719621,0.086467
T12886,C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1,0.186300,PPARG,0.713400,0.351268,0.801969,0.069562
T11909,NC(=O)c1ccc(Oc2ccc(CN3CCC[C@H]3c3cccc(F)c3)cc2)c(F)c1,0.186300,MLXIPL,0.213100,0.221683,0.613842,0.085605
T2093L,Cc1cn2cc(C(=O)N(C)CCO)cc(N[C@H]3CCOc4cccc(C)c43)c2n1,0.186300,AOC3,0.318400,0.280152,0.598242,0.112553
T34256,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,0.186300,AOC3,0.336400,0.124838,0.654331,0.043152
T15273,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C,0.186300,AOC3,0.224700,0.281975,0.593591,0.114597
T27262,COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1,0.186300,PPARG,0.224100,0.082286,0.689848,0.025521
T18707,CC(C)(CCC(=O)ON1C(=O)CCC1=O)SSc1ccccn1,0.186300,PPARG,0.193400,0.061490,0.762218,0.014621
T15024,O=C([O-])c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,0.186000,PPARG,0.478000,0.161589,0.773507,0.036599
T8957L,CC[C@@H](N)CNc1nc(-c2cc(Cl)ccc2O)nc2ccccc12,0.186000,SCD,0.271000,0.219425,0.760684,0.052512
T9094,O=C(Oc1ccc([N+](=O)[O-])c2cccnc12)c1ccc(Cl)cc1Cl,0.186000,AOC3,0.216300,0.196031,0.735962,0.051760
T11267,CC[C@H](C)C(=O)Nc1nc(-c2ccc(S(=O)(=O)N(CC)CC)cc2)cs1,0.186000,PPARG,0.336400,0.300937,0.636213,0.109477
TN1475,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@@]1(C)CO,0.186000,PPARG,0.517100,0.075361,0.531057,0.035340
T10811,O=C(Nc1ccc2ccccc2c1)C(c1csc2ccc(Cl)cc12)P(=O)(O)O,0.186000,GPAM,0.446000,0.156949,0.642254,0.056148
T77697,CCOC(=O)C1=CN(Cc2ccccc2)C=C(C(=O)OCC)C1c1ccccc1,0.186000,GPAM,0.438700,0.054255,0.760633,0.012987
T71137,C=CCc1c(OC(=O)N2CCC(N3CCCCC3)CC2)ccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)[C@]2(O)CC,0.186000,RXRG,0.408200,0.146577,0.677649,0.047249
T23344L,N[C@@H](Cc1cc(-c2ccc(Cl)cc2Cl)cc(CP(=O)([O-])O)c1O)C(=O)O,0.186000,XPR1,0.111500,0.089376,0.491856,0.045416
T6419,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.185800,XPR1,0.351300,0.270915,0.678010,0.087232
T15454,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,0.185800,PPARD,0.392800,0.170887,0.523668,0.081399
T22289,Cc1cc(-c2cnn3c(NC[C@H]4C[C@@](C)(O)C4)cc(Oc4cccnc4)nc23)ccc1C(=O)NC1CC1,0.185800,THRSP,0.358600,0.352142,0.776075,0.078853
T26866,O=C(O)[C@H]1CCCN(C[C@@H](O)c2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1,0.185800,PPARG,0.251200,0.223437,0.561854,0.097898
T79213,C=CC(=O)N1CCN2Cc3cc(C#CC)c(-c4c(O)cccc4Cl)c(F)c3OCC2C1,0.185800,PPARG,0.350100,0.148203,0.620765,0.056204
T3600,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,0.185700,NR1H3,0.205300,0.137229,0.654352,0.047433
T13330,N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O,0.185700,NR1H4,0.280000,0.101401,0.561085,0.044507
T22171,CN(Cc1cccc(-c2ccccc2)c1)C(=O)Oc1cccc(-c2ccc(C(N)=O)cc2)c1,0.185700,MLXIPL,0.258100,0.180431,0.740792,0.046769
T6972,O=C(Nc1ccc(Br)cc1)c1ccc(Br)c(S(=O)(=O)NCc2ccccc2)c1,0.185700,ACACA,0.427000,0.203926,0.561760,0.089369
T13403,COC(=O)c1cc2c(C(O)CNC(C)(C)C)ccc(O)c2[nH]1,0.185700,PPARA,0.319800,0.074820,0.871604,0.009607
T86161,COC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)Cc1cc(F)cc(F)c1)c1ccccc1,0.185700,PPARG,0.437300,0.108845,0.430125,0.062028
T4S0999,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C[C@@H](c1ccc(O)cc1)O2,0.185600,PPARA,0.275900,0.093411,0.574440,0.039752
T7138,Cc1noc(C)c1-c1cc(Cl)c(Nc2ccccc2C(=O)NO)c(Cl)c1,0.185600,RXRA,0.377400,0.174659,0.712908,0.050143
T5500,C[C@@H]1CC[C@@H](COc2ccc(F)cn2)CN1C(=O)c1cc(F)ccc1-c1ncccn1,0.185600,AOC3,0.407500,0.338529,0.668798,0.112121
T14571,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,0.185600,PPARG,0.174000,0.127329,0.710934,0.036807
T24557,COc1ccc2c(c1)N(CCO)C1=C(C(=O)OC1)C2c1ccccc1,0.185600,PPARG,0.492200,0.073871,0.775755,0.016565
T21764,O=C1NC(=O)C(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)S1,0.185600,PPARG,0.246700,0.221384,0.594609,0.089747
T11256,Cc1ccc2nc(-c3ccc(NC(=O)C4CCN(S(=O)(=O)c5cccs5)CC4)cc3)sc2c1,0.185600,AOC3,0.342000,0.256030,0.640601,0.092017
T75643,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,0.185600,PPARA,0.242400,0.079955,0.592417,0.032588
T27920,CN1CCC(N2CCN(C(=O)[C@H](NC(=O)c3ccc4cc[nH]c4c3)c3ccccc3)CC2)CC1,0.185600,PPARG,0.545400,0.316974,0.621143,0.120088
T14338,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,0.185600,THRSP,0.275400,0.234111,0.712652,0.067271
T205607,Cc1nc(-c2ccc(N3CCOCC3)cc2)sc1C(=O)O,0.185600,PPARG,0.497800,0.122395,0.614567,0.047175
T31587,COc1cccc(Cn2cc(C(=O)Nc3ccc(C)c(S(=O)(=O)N4CCOCC4)c3)c(-c3ccc(C)cc3)n2)c1,0.185500,THRSP,0.278100,0.285108,0.583911,0.118630
T1792,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0.185200,SCD,0.242800,0.221322,0.648158,0.077870
T3599,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc2cc(Oc3cc(CO)ncn3)ccc12,0.185200,AOC3,0.200400,0.161461,0.541124,0.074091
T4024,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,0.185200,PPARG,0.370800,0.044982,0.784696,0.009685
T11071,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1,0.185200,THRSP,0.553200,0.137396,0.644939,0.048784
T12997,Nc1c(C(=O)NCc2ccc(C(=O)NCCCC3CCCCC3)cc2)cnn1-c1ccccc1,0.185200,AOC3,0.399400,0.329125,0.638094,0.119112
T9967,COc1nn(-c2ccc(NC(=O)OCc3ccccc3)c(C)c2)c(=O)o1,0.185200,PPARG,0.186300,0.134934,0.516636,0.065222
T19583,CCn1cnc2c(Nc3cccc(NC(=O)C#Cc4ccc(C)cc4)c3)nc(N[C@H]3CC[C@H](O)CC3)nc21,0.185200,AOC3,0.372300,0.349145,0.823836,0.061507
T64377,COc1ccc(-n2cc3cnc(=NCC(F)(F)F)[nH]c3c(-c3ccc(Br)cc3)c2=O)cc1,0.185200,PPARG,0.425300,0.240140,0.560191,0.105616
T27625,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC2)c1,0.185200,GPAM,0.464800,0.237297,0.647761,0.083585
T73585,O=S(=O)(NCc1ccncc1)c1ccc(C2CCCCC2)cc1,0.185200,THRSP,0.403800,0.186460,0.592478,0.075987
T77719,COc1ccc(C#N)cc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)c1,0.185200,PPARG,0.262500,0.208182,0.768769,0.048138
T29064,O=C1CCC2=CC=C(OCCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)NC2=N1,0.185200,NR1H4,0.349400,0.183260,0.694305,0.056022
T78209,Cn1c(Nc2ccc(I)cc2F)c(C(=O)NOCCO)c2cccnc21,0.185200,SCD,0.235400,0.169400,0.717273,0.047894
T33955,C#CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCN(Cc3ccc(S(=O)(=O)F)cc3)CC2)n1,0.185200,THRSP,0.388900,0.344083,0.696156,0.104548
T210452,COc1cc(OC)c2c(=O)nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1,0.185200,AOC3,0.413600,0.167865,0.552673,0.075091
T0519,C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12,0.184900,ACACA,0.329100,0.078132,0.662436,0.026374
T15159,CC(C)C[C@@H](C(=O)Nc1ccn(C[C@@H](O)CO)n1)N1CC(Oc2ccccc2Cl)=CC1=O,0.184900,AOC3,0.388200,0.270964,0.551147,0.121623
T4255,O=C(COCC(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1)Nc1ccc(Cl)cc1C(=O)[O-],0.184800,AOC3,0.376000,0.087713,0.756990,0.021315
T6271,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0.184800,RXRA,0.289800,0.253310,0.591259,0.103538
T3S1251,[H][C@@]12CC=C3C[C@@H](O)C[C@@H](O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CCC(=C)CO3)[C@@H](C)[C@]12[H],0.184800,NR1H3,0.306400,0.072806,0.544366,0.033173
T5S0106,CC1=C2C[C@H]3[C@@H](CC(=O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0.184800,AOC3,0.155400,0.056303,0.650899,0.019655
TN1146,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,0.184800,PPARG,0.344500,0.096540,0.632196,0.035508
T15605,O=C(CCCCCn1cc(Nc2ncc(Cl)c(Nc3ccc(Cl)cc3)n2)cn1)NO,0.184800,PPARG,0.234600,0.352690,0.742908,0.090674
T11529,Cc1csc(NC(=O)C2CCN(C(=O)N(C)Cc3ccccc3)CC2)n1,0.184800,PPARG,0.546400,0.195003,0.550886,0.087579
T14175,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,0.184800,PPARG,0.250700,0.132220,0.558311,0.058400
T17102,Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0.184800,RXRA,0.320800,0.253310,0.591259,0.103538
T28001,O=C(N[C@H](Cc1ccccc1)C(=O)Nc1ccc(Cl)cc1)c1cc(Cl)ccc1O,0.184800,PPARG,0.478500,0.200400,0.490407,0.102122
T60035,O=C(N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(Cl)cc1)c1cc(Cl)ccc1O,0.184800,PPARG,0.476600,0.200400,0.490407,0.102122
T67777,CCc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)NC(C)=O)cc3)c3ccccc3n2)cc1,0.184800,RXRG,0.385000,0.260660,0.679721,0.083484
T19703,Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C,0.184800,RXRG,0.394000,0.095591,0.704784,0.028220
T5331,O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1ccc(Cl)cc1,0.184600,PPARG,0.297400,0.144444,0.629225,0.053556
T6195,COC(=O)OCOc1c2n(ccc1=O)N(C1c3ccccc3SCc3c1ccc(F)c3F)C1COCCN1C2=O,0.184600,THRSP,0.334000,0.067141,0.708015,0.019604
T8108,CCOC1(c2ccc(-c3cc4c(N5CCN(C(=O)OC6CCOC6)CC5)ccnn4c3)nc2)CCN(C(C)C)CC1,0.184600,XPR1,0.324200,0.289343,0.656851,0.099288
T19763,NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,0.184600,AOC3,0.390900,0.043502,0.774911,0.009792
T84309,O=C1Nc2ccccc2C1=NNC(=O)c1ccc(Br)cc1,0.184600,PPARG,0.496600,0.159543,0.647487,0.056241
T1973,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)n2C,0.184500,PPARG,0.430400,0.235708,0.621857,0.089132
T6121,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,0.184500,ACACA,0.294200,0.358670,0.836305,0.058712
T7263,Fc1ccc(Cl)c(COc2cccc3onc(Nc4cccnc4)c23)c1,0.184500,ACACA,0.257100,0.177573,0.614950,0.068374
T16115,[H][C@]1(C)CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@@]([H])(C)O1,0.184500,PPARG,0.107200,0.280901,0.722885,0.077842
T8806,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2nc(C(F)(F)F)nc2C1,0.184500,GPAM,0.346400,0.255635,0.558731,0.112804
T16367,CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,0.184500,AOC3,0.315400,0.309250,0.660868,0.104877
T9209,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1,0.184500,AOC3,0.452100,0.302900,0.586547,0.125235
T33429,Cc1cc(C(=O)O)cnc1N1CCN(c2cc(-c3ccc(F)cc3)nc(N3CCC[C@H]3C)n2)[C@H](C)C1,0.184500,RXRG,0.408900,0.286327,0.567045,0.123966
T27135,Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl,0.184500,PPARG,0.202500,0.318634,0.627800,0.118595
