name,smiles,max_tc,DrugCLIP_Target,DrugCLIP_Score,active_score,toxicity_score,recommend_score
T68020,[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])CC[C@@]4(O)C#C)[C@@]1(C)Cc1cn(S(C)(=O)=O)nc1C2,0.129000,PPARG,0.235200,0.063365,0.734103,0.016849
T5351L,CC(C)NCCCn1c(Sc2cc(Cl)cc(Cl)c2)nc2c(N)ncnc21,0.129000,RXRA,0.333700,0.160036,0.670140,0.052789
T14326,CCCc1c(OCc2cccn3c(=O)c(-c4nnn[nH]4)cnc23)ccc(C(C)=O)c1O,0.129000,RXRB,0.360800,0.240549,0.578087,0.101491
T2373,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,0.128700,GPAM,0.320800,0.189704,0.707152,0.055554
T2421,COc1cc2ncnc(Sc3nnc(C)s3)c2cc1OC,0.128700,PPARG,0.493200,0.071003,0.736872,0.018683
T6075,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,0.128700,PPARG,0.520500,0.139426,0.527750,0.065844
T4S1999,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,0.128700,GPAM,0.196700,0.103798,0.640876,0.037276
T16708,Cc1cccc(-c2n[nH]cc2-c2ccc(F)c(-c3cnn(CCO)c3)c2)n1,0.128700,PPARG,0.185200,0.223118,0.604822,0.088171
T14844,CC(C)c1cc(Br)c(NC(=O)Nc2cccnc2)c(Br)c1,0.128700,THRSP,0.301500,0.301816,0.696129,0.091713
T12871,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,0.128700,PPARG,0.311000,0.317452,0.684713,0.100089
T8981,C=CCn1nc(-c2ccc(O)cc2O)c2cccc(C(F)(F)F)c21,0.128700,ACACA,0.378700,0.138462,0.649928,0.048472
T34896,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,0.128700,AOC3,0.329600,0.128876,0.663481,0.043369
TN1579,[H][C@@]12CC=C3C(C)(C)C(=O)[C@@H](O)C[C@@]3([H])[C@]1(C)C(=O)C[C@@]1(C)[C@@]2(C)C[C@@H](O)[C@]1([H])[C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O,0.128700,THRB,0.410200,0.098707,0.589581,0.040511
T62042,Cc1nnc(N2N=C(c3ccc(N)c(C)c3)c3cc4c(cc3C[C@H]2C)OCO4)s1,0.128700,PPARG,0.330100,0.259331,0.687061,0.081155
T73185,CNCCN(C)Cc1cncc(-c2ccc(NS(=O)(=O)C3CC3)cc2)c1,0.128700,SCD,0.158100,0.355120,0.708220,0.103617
T10183,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc(OC)c1O,0.128700,PPARG,0.363500,0.062034,0.619618,0.023596
T15666,CCCCCCOc1cccc2cc(-c3nnn[nH]3)c(=O)oc12,0.128700,PPARG,0.432400,0.153196,0.680561,0.048937
T79086,O=C(O)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc[nH]3)C2=O)cc1,0.128700,SCD,0.172000,0.121931,0.824924,0.021347
T69745L,CN[C@@H]1COc2c(S(=O)(=O)[N-]C(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,0.128700,NR1H3,0.241600,0.089652,0.708715,0.026114
T75554,[H][C@@]12CC(C)=C([C@@H](C)CCCO)[C@@H](OC(=O)C(C)C)[C@]1([H])C(=C)C(=O)O2,0.128700,SCD,0.547900,0.107691,0.613845,0.041585
T9858,CC(C)(C)c1ccc(-c2noc(C3CC(Br)=NO3)n2)cc1,0.128600,PPARG,0.244900,0.243159,0.630367,0.089880
T72594,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,0.128600,PPARG,0.537100,0.125692,0.545652,0.057108
T24750,Cc1oc2ccccc2c1CNC(=O)NCc1cccs1,0.128600,PPARA,0.524900,0.122184,0.642174,0.043721
T4576,O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,0.128400,SCD,0.251700,0.189287,0.710359,0.054825
T8136,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,0.128400,PPARG,0.304400,0.118594,0.744641,0.030284
TQ0071,O[C@H](C[C@H]1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@H](O)CC1,0.128400,ACACA,0.305700,0.281420,0.568318,0.121484
TN1079,[H][C@]12C=C(C[C@H](OC(=O)C(=C)C)[C@@]3([H])C(=C)C(=O)O[C@]3([H])/C=C(/C)C1)C(=O)O2,0.128400,SCD,0.426500,0.090180,0.672415,0.029542
T10117,CC(=O)O[C@H]1Cc2c(cc3oc(C)cc(=O)c3c2O)OC1(C)C,0.128400,NR1H3,0.516600,0.049070,0.797904,0.009917
TN1141,C=C(C)C(=O)O[C@H]1CC2=C[C@H](C/C(C)=C\[C@H]3OC(=O)C(=C)[C@H]13)OC2=O,0.128400,SCD,0.362300,0.090180,0.672415,0.029542
T22391,COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,0.128400,THRSP,0.572300,0.086068,0.653059,0.029861
T10220,Cc1nc2c(F)cc(-c3nc(Nc4ccc(CN5CCNCC5)cn4)ncc3F)cc2n1C(C)C,0.128400,THRSP,0.223000,0.369749,0.841957,0.058436
T1938,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cc1,0.128200,AOC3,0.314200,0.282387,0.555164,0.125616
T6300,CCC[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,0.128200,AOC3,0.299600,0.277298,0.533918,0.129244
T14895,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,0.128200,ACACA,0.502000,0.334460,0.759828,0.080328
T20615,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,0.128200,FASN,0.431900,0.061752,0.827942,0.010625
T28865,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)Nc3ccc(O)cc3)ccc21,0.128200,PPARG,0.424100,0.157307,0.742438,0.040516
T28509,Cc1nc(-c2ccccn2)nc(NCCNc2cccc(C(F)(F)F)n2)c1Cl,0.128200,NR1H3,0.388200,0.230563,0.656529,0.079192
T10827,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2n1CC(=O)O,0.128200,NR1H3,0.455100,0.103321,0.721884,0.028735
T40357,CNc1cc(N2CCC3(CC2)CN(c2cc(F)c(CN4CCC(C)(C)CC4)cc2F)CC(=O)N3)ncn1,0.128200,ACACA,0.280800,0.370235,0.760760,0.088575
T64357,CN(C)S(=O)(=O)c1ccc(N2CCC(CN3C4C=CC=CC4=NC3C(F)(F)F)CC2)cc1,0.128200,RXRG,0.482400,0.270051,0.621619,0.102182
TN1953,CC(C)(O)CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,0.128200,PPARG,0.311300,0.120757,0.733988,0.032123
T79956,CC=C(C)C(=O)OC1c2cc3c(c4c2C2(CO4)C(=CC(=O)C(OC)=C2OC)CC(C)C1C)OCO3,0.128000,NR1H3,0.346400,0.052788,0.588560,0.021719
T1956,Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,0.127900,THRSP,0.274200,0.154615,0.833393,0.025760
T4664,Cc1cc(NC(=O)Nc2ccc(F)c(F)c2)n(-c2ccccc2)n1,0.127900,PPARA,0.237200,0.183834,0.562179,0.080487
T5691,[H][C@]12CO[C@H](c3ccc4c(c3)OCO4)[C@@]1(O)CO[C@@H]2c1ccc2c(c1)OCO2,0.127900,PPARG,0.308100,0.060168,0.628477,0.022354
T16686,Cc1ccc(S(=O)(=O)Nc2ccc(-n3nc(C(F)(F)F)cc3C(F)(F)F)cc2)cc1,0.127900,RXRB,0.151000,0.167085,0.653223,0.057941
T8982,Nc1nnc(Sc2cc(-n3cccc3)c(Cl)cc2[N+](=O)[O-])[nH]1,0.127900,PPARG,0.332300,0.138431,0.814850,0.025630
T9680,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21,0.127900,ACACA,0.472200,0.079503,0.759872,0.019091
T12459,COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.127900,RXRG,0.247700,0.243882,0.596315,0.098452
T34624,CC[C@](O)(c1nnc(NCc2ccc3c(-c4ccc(F)cc4)cc(=O)oc3c2)o1)C(F)(F)F,0.127900,RXRG,0.317900,0.205937,0.521998,0.098439
T39520,O=C(NCc1ncccc1F)c1coc(CCNCCc2nc3ccccc3[nH]2)n1,0.127900,THRSP,0.252000,0.190588,0.556909,0.084448
T16885,[H][C@@]12C(=C[C@H](C)C[C@@H]1OC(=O)C(C)(C)CC)C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(=O)[O-],0.127900,SCD,0.200400,0.062489,0.732842,0.016694
T2293,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,0.127700,NR1H3,0.446500,0.180258,0.769498,0.041550
T2680,Cn1cc(-c2ccc3ncc(Cc4ccc5ncccc5c4)n3n2)cn1,0.127700,NR1H3,0.538100,0.278670,0.668618,0.092346
T4019,O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1Cc1c(O)ccc2ccccc12,0.127700,GPAM,0.513200,0.164567,0.719781,0.046115
T4463,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,0.127700,GPAM,0.484400,0.272978,0.746101,0.069309
T6289,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,0.127700,PPARG,0.296100,0.272163,0.780441,0.059756
T6713,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](c1ccc(N(C)C)cc1)C1=C3CCC(=O)C=C3CC[C@]12[H],0.127700,PPARG,0.277600,0.123611,0.871195,0.015922
T6787,CC(=O)O/N=C1\C(=C2\C(=O)Nc3cc(Br)ccc32)Nc2ccccc21,0.127700,PPARG,0.308300,0.105948,0.684466,0.033430
T8871,O=c1c2cc(F)ccc2nc(/C=C/c2ccc([N+](=O)[O-])o2)n1-c1ccccc1,0.127700,PPARG,0.409900,0.185327,0.658191,0.063347
T8954,O=c1cc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)[nH]c(=O)n1C1CCCCC1,0.127700,RXRA,0.463400,0.206518,0.582491,0.086223
T9034,O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21,0.127700,ACACA,0.198100,0.263173,0.802608,0.051948
TQ0233,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,0.127700,THRSP,0.276400,0.136087,0.753476,0.033549
TN6733,CC(=O)O[C@H]1C(C)=CC23C(=O)C(C=C(C)[C@@H](OC(=O)c4ccccc4)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,0.127700,THRB,0.393100,0.101660,0.661126,0.034450
T18900,Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21,0.127700,ACACA,0.618200,0.056317,0.836806,0.009191
T21870,COc1cc2nc(N3CCC(N4CCCCC4)CC3)nc(NC3CCCCCC3)c2cc1OC,0.127700,AOC3,0.448700,0.245384,0.688465,0.076446
T9570,N#Cc1ccc(N2C[C@H](N)C[C@H](C(F)(F)F)C2)c2cccnc12,0.127700,NR1H3,0.518100,0.289045,0.702738,0.085922
T9987,Clc1ccccc1CSc1nnc(-c2ccncc2)o1,0.127700,MLXIPL,0.285600,0.108300,0.638305,0.039172
T60055,CN(C)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccc(C(F)(F)F)c1,0.127700,PPARG,0.460900,0.163615,0.715518,0.046545
T72420,FC(F)(F)c1cc2c(N[C@@H]3CCCc4ccccc43)ncnc2[nH]1,0.127700,AOC3,0.302200,0.303037,0.603436,0.120173
TN2481,COc1cc2oc3cc(OC)c(OC)c(OC)c3c(=O)c2cc1OC,0.127700,PPARG,0.310100,0.054322,0.744852,0.013860
T4308,Cc1ccc(/C=C2\SC(=S)N(CCCCCC(=O)Nc3ccc(C(=O)O)c(O)c3)C2=O)cc1,0.127500,PPARG,0.399400,0.183216,0.665060,0.061366
T4444,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,0.127500,XPR1,0.252700,0.250020,0.632685,0.091836
T6122,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,0.127500,PPARG,0.285200,0.367363,0.807593,0.070683
T5169,COc1cc(Nc2ccnc3ccc(Br)cc23)cc(OC)c1OC,0.127500,ACACA,0.346900,0.127182,0.543966,0.058000
TN1982,COc1c(CC=C(C)C)c(O)cc2oc(=O)c3c4ccc(O)cc4oc3c12,0.127500,PPARG,0.309300,0.077479,0.689270,0.024075
TN2121,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,0.127500,PPARG,0.227300,0.067916,0.636996,0.024654
T15660,CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12,0.127500,THRSP,0.352800,0.339502,0.814693,0.062912
T15729,Nc1c(C(=O)c2ccccc2)sc2[nH]c(=O)c(C(=O)O)cc12,0.127500,PPARG,0.421400,0.133005,0.770930,0.030467
T11158,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n([C@@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,0.127500,AOC3,0.516600,0.368772,0.803057,0.072627
T16516,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1,0.127500,AOC3,0.317100,0.308033,0.668908,0.101987
T28540,CCCc1nc(C)n2[nH]c(=O)nc2c1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.127500,AOC3,0.408700,0.310150,0.584227,0.128952
T11706,COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCN(C)CC1,0.127500,PPARG,0.369100,0.304893,0.663546,0.102582
T71952,O=S(=O)(NCC1(O)CCOc2ccccc21)c1ccc(Br)s1,0.127500,GPAM,0.491700,0.126287,0.680850,0.040304
T207787,CC(=NNc1ncnc2sc3c(c12)CCCC3)c1cc(O)ccc1O,0.127500,GPAM,0.369100,0.184461,0.653321,0.063949
T8142,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0.127300,THRSP,0.488000,0.099426,0.814989,0.018395
T13216,O=C1C2C3CC(C2C(=O)N1c1ccccc1)C1C(c2ccccc2)c2sc(=O)[nH]c2SC31,0.127300,RXRA,0.321000,0.146327,0.697963,0.044196
T11160,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,0.127300,THRSP,0.517600,0.335669,0.841205,0.053303
T15431,CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,0.127300,RXRB,0.258100,0.308818,0.777650,0.068666
T23382,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,0.127300,MLXIPL,0.452900,0.153605,0.744865,0.039190
T68359L,N=C(N)c1ccc(-c2ccc(-c3ccc(-c4ccc(C(=N)N)cc4)s3)s2)cc1,0.127300,PPARG,0.211400,0.076540,0.575960,0.032456
T62759,CS(C)(=O)=Nc1cccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c12,0.127300,AOC3,0.272500,0.353718,0.788754,0.074722
T83630,CC1(C)CCN(Cc2ccc3nc(Cn4cc(-c5cc(Br)cc6[nH]ncc56)nn4)cn3c2)CC1,0.127300,GPAM,0.461900,0.375005,0.702117,0.111708
T6313,COc1ccc2c(c1)c(C1=C(c3c[nH]c4ccccc34)C(=O)NC1=O)cn2CCCN(C)C,0.127100,NR1H3,0.565900,0.300627,0.818101,0.054684
T7029,COC(=O)C1=CC[C@@]23CC[C@@H]([C@@](C)(/C=C/C=C(\C)C(=O)O)OC2=O)[C@@]3(O)CC1,0.127100,NR1H3,0.257100,0.072523,0.559775,0.031927
T5475,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,0.127100,ACACA,0.363300,0.241329,0.666793,0.080413
T8325,Cn1cc(-n2cnc3c(NCc4nc5cc(Cl)c(Cl)cc5[nH]4)nc(N4CCOCC4)nc32)cn1,0.127100,AOC3,0.251200,0.224183,0.703140,0.066551
TN2068,[H][C@]12C[C@]3([H])N(C/C1=C/C)[C@]1([H])C[C@]4(c5ccccc5N[C@@]43O1)[C@@H]2C(=O)OC,0.127100,PPARG,0.741700,0.076818,0.644972,0.027273
T81761,CC(C)(O)CCc1c(-c2ccc(O)cc2O)oc2cc3c(c(O)c2c1=O)C=CC(C)(C)O3,0.127100,PPARG,0.342000,0.126254,0.723442,0.034917
T2693,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,0.127000,NR1H3,0.486100,0.118031,0.586278,0.048832
T6072,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,0.127000,AOC3,0.203900,0.246474,0.586406,0.101940
T12551,Cn1cc2c3c(c[nH]c3c1=O)CN(c1ncc(F)cc1F)c1cc(C(=O)O)c(CS(C)(=O)=O)cc1-2,0.127000,AOC3,0.248800,0.225352,0.616148,0.086502
T17163,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.127000,ACACA,0.436000,0.087351,0.760864,0.020889
T1493,CC(C)C(C(=O)O)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S,0.126800,PPARG,0.329100,0.102422,0.699138,0.030815
T2424,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1,0.126800,PPARG,0.120300,0.107453,0.676343,0.034778
T4222,Cc1ccc(-c2nnc(NC(=O)c3ccc(Br)s3)o2)cc1,0.126800,GPAM,0.272000,0.175277,0.576705,0.074194
T11760,CS(=O)(=O)Oc1ccc2c(=O)c(-c3ccc(Br)cc3)coc2c1,0.126800,PPARG,0.236000,0.094328,0.675169,0.030641
T67912,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(F)ccc1O,0.126800,PPARG,0.486300,0.135821,0.689233,0.042209
T61051,CC(C)(C)C(=O)Nc1sc2c(c1C(N)=O)CCC(C(C)(C)C)C2,0.126800,PPARG,0.165900,0.177517,0.610954,0.069062
T3103,Cc1c(Br)cc(NCC(=O)N/N=C/c2cc([N+](=O)[O-])ccc2O)cc1Br,0.126600,ACACA,0.357700,0.161354,0.610431,0.062858
T7109,Cc1cc(-c2cc(C)c(NCCCS(=O)(=O)O)c(C)c2)cc(C)c1N,0.126600,PPARG,0.486800,0.128300,0.676155,0.041549
T8971,NC(=O)c1ncn2c1CN=C(c1ccccc1Br)c1cc(F)ccc1-2,0.126600,THRSP,0.387000,0.232929,0.663809,0.078309
T9070,Fc1ccc(Nc2nc(NCc3ncccn3)nc(Nc3ccccc3)n2)cc1,0.126600,THRSP,0.307600,0.185976,0.664388,0.062416
T22229,O=S(=O)([O-])c1cccc(N=Nc2ccc(Nc3ccccc3)cc2)c1,0.126600,PPARG,0.437000,0.099772,0.882400,0.011733
T69360,O=C(N[C@H](Cc1ccc(F)cc1)C(=O)O)OCc1cc2cc(-c3ccc(F)cc3)ccc2o1,0.126600,PPARG,0.414100,0.148475,0.467990,0.078990
T73443,Clc1nnc2ccc(Oc3ccccc3-c3ccccc3)nn12,0.126600,NR1H3,0.466600,0.123174,0.768933,0.028461
T3040,O=C1OC2(c3ccccc31)c1ccc(O)c(O)c1Oc1c2ccc(O)c1O,0.126400,PPARG,0.618200,0.040914,0.809709,0.007786
T8081,O=C1Nc2ccc(Br)cc2/C1=C/c1cc(O)c(O)c(Br)c1,0.126400,PPARG,0.454300,0.120485,0.598421,0.048384
T16338,[H][C@@]12CCC3=CC(=NO)CC[C@]3([H])[C@@]1([H])CC[C@@]1(CC)[C@@]2([H])CC[C@@]1(O)C#C,0.126400,SCD,0.300800,0.059710,0.701871,0.017801
T35610,Cc1ccc(C)c(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c1,0.126400,RXRG,0.124800,0.231744,0.657874,0.079286
T11562,O=[N+]([O-])c1cc(Nc2ccc3nonc3c2[N+](=O)[O-])ccc1Cl,0.126400,PPARG,0.182600,0.128869,0.835405,0.021211
T1717,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,0.126300,PPARG,0.253900,0.089057,0.619937,0.033847
T6933,NC(=O)c1cnc2[nH]ccc2c1N[C@H]1C2CC3CC1C[C@](O)(C3)C2,0.126300,AOC3,0.278300,0.266739,0.626960,0.099504
T7358,[H][C@@]12CC[C@]3(OC(C)(OC)O/C3=C/C(=O)OC)[C@@]1(C)CC[C@]1([H])C3CCC(=O)C=C3CC[C@@]21[H],0.126300,SCD,0.338100,0.050124,0.657628,0.017161
T14919,CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2F)s1,0.126300,AOC3,0.282200,0.206551,0.801228,0.041057
TN1859,CC(C)=CCc1cc2c(=O)cc(-c3ccc(O)cc3)oc2cc1O,0.126300,PPARG,0.240400,0.123373,0.633921,0.045164
T60932,COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)c(OC)c1OC,0.126300,PPARG,0.161600,0.066312,0.669500,0.021916
T61618,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3ccc(N)cc3)nc12,0.126300,THRSP,0.264600,0.211407,0.688583,0.065836
T23066,c1ccc(-c2ncc(CN3CCN(c4ncccn4)CC3)[nH]2)cc1,0.126300,PPARG,0.372100,0.234212,0.637065,0.085004
T36809,CC(C)S(=O)(=O)N[C@H]1Cc2ccc(-c3ccc(F)nc3)cc2C1,0.126300,PPARG,0.335700,0.287156,0.585134,0.119131
T89116,[H][C@@]12c3cc(OC4=C5CCC(=O)N=C5NC=C4)ccc3O[C@]1([H])[C@H]2NC(=O)Nc1cc(F)c(F)cc1F,0.126300,RXRG,0.264900,0.200542,0.690744,0.062019
T1615,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.126200,PPARG,0.331500,0.349217,0.700686,0.104526
T6811,C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1,0.126200,ACACA,0.184600,0.348443,0.772119,0.079403
T7130,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,0.126200,ACACA,0.389200,0.239763,0.642889,0.085622
T8215,O=C(O)CNC(=O)C1(Nc2ccccc2)CCN(Cc2cccc3ccccc23)CC1,0.126200,PPARD,0.260500,0.171078,0.591989,0.069802
T8477,O=C(ON=C1c2ccccc2-c2nc3ccccc3nc21)c1ccco1,0.126200,AOC3,0.457300,0.134827,0.762392,0.032036
T13951,Cc1ccc(C)c(Cn2c(C(O)c3ccncc3)nc3ccc(-c4cnn(C)c4)cc32)c1,0.126200,RXRB,0.426000,0.330158,0.673153,0.107911
TN1018,C/C=C(/C)C(=O)Oc1c(OC)c(OC)cc2c1-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@@H](C)C2,0.126200,AOC3,0.292000,0.068670,0.554745,0.030576
TN7020,[H][C@@]12[C@@H](O)C[C@]3([H])C(=CC[C@]4(C)[C@@H]([C@@]5(C)CC[C@@H](C(C)(C)O)O5)[C@@H](O)C[C@@]34C)[C@@]1(C)CC[C@H](O)C2(C)C,0.126200,THRB,0.416700,0.096379,0.565535,0.041873
T23104,O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,0.126200,PPARG,0.226400,0.215210,0.712279,0.061920
TN2272,C/C=C(\C)C(=O)Oc1c(OC)c(OC)cc2c1-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@@H](C)C2,0.126200,THRB,0.251500,0.068670,0.554745,0.030576
T40108,O=C(CCc1c(-c2ccc(F)cc2)[nH]c2c(F)cc(F)cc12)N[C@@H]1C(=O)NC[C@H]1O,0.126200,NR1H3,0.314200,0.296458,0.642633,0.105944
T18914,CN(C)c1ccc(/C=C/C=C/C2=N[C@@H](C(=O)O)CS2)cc1,0.126200,PPARG,0.435800,0.080893,0.727175,0.022069
TN8921,CC(C)=CCC/C(C)=C/Cc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,0.126200,PPARG,0.348100,0.125069,0.567085,0.054144
T0120,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,0.126100,AOC3,0.379400,0.211019,0.646171,0.074664
T1095,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0.126100,ACACA,0.498500,0.061754,0.787321,0.013134
T1276,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0.126100,PPARG,0.221700,0.054694,0.758776,0.013194
T2261,Cc1[nH]c2ccccc2c1C1=C(NCCc2ccc(F)cc2)C(=O)N(C)C1=O,0.126100,PPARG,0.309800,0.247087,0.700217,0.074072
T2704,Cc1ncc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(C(F)(F)F)cc1NC(=S)C2,0.126100,ACACA,0.492900,0.341621,0.768277,0.079161
T3A2467,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,0.126100,THRSP,0.295900,0.112479,0.674303,0.036634
T7865,CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0.126100,PPARG,0.536600,0.093742,0.747832,0.023639
T8659,Cc1ccc(-n2cc3c(C)nn(CCCC(=O)NCCc4ccc(F)cc4)c(=O)c3n2)cc1,0.126100,AOC3,0.176000,0.266659,0.544109,0.121567
T9615,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,0.126100,AOC3,0.166500,0.173837,0.799003,0.034941
T10738,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(CO)n(C(C)C)c5c4)n3)nc2)CC1,0.126100,THRSP,0.321500,0.362528,0.806689,0.070081
T60160,O=C(Nc1nnc(-c2ccco2)o1)c1cc(-c2ccccc2)nc2ccccc12,0.126100,PPARG,0.495100,0.105838,0.741109,0.027401
T72032,CC(C)c1ccccc1-c1nc(NCc2ccccn2)c2c(ccn2C)n1,0.126100,GPAM,0.361800,0.320394,0.645776,0.113491
T38851,CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cc(C(=O)O)ccc1C(=O)[O-],0.126100,PPARG,0.436300,0.146928,0.809130,0.028044
T77502,C=CCOc1c(Br)cc(C2C(C#N)=C(N)Oc3cc4c(cc32)OCO4)cc1OC,0.126100,PPARG,0.394800,0.086947,0.710892,0.025137
