Rank,ID,SMILES,Score
159,TN9444,Cc1ncccc1C(N)=O,0.7021
160,T5426,COC1=C(OC)C(=O)c2ccccc2C1=O,0.7017
161,TYD-02600,O=Cc1cccc2c1NCC2,0.7017
162,T18616,CC(C)(C)OC(=O)NCCN,0.7012
163,T5304,Cc1ccc(O)cc1,0.7012
164,TN9326,Cc1ccc(C#N)cc1C,0.7012
165,TN9551,Cc1nc2ccccc2n1C,0.7012
166,T38060,COc1cccc(C=O)c1,0.7007
167,T4834,NC(=O)Cc1c[nH]c2ccccc12,0.7007
168,T11106,NC(=O)Cc1ccccc1-c1ccccc1F,0.7007
169,TN9233,CCC(C)(C)c1ccccc1,0.7002
170,TN9570,O=C1Cc2ccccc2O1,0.7002
171,T0728,CCC1(C)CC(=O)NC1=O,0.7002
172,T19893,CN(C)C1=NC(=O)C(c2ccccc2)O1,0.6997
173,T5548,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,0.6992
174,TN9248,CC(=O)CCOC(C)=O,0.6992
175,T21524,Nc1ccc2c3c(cccc13)C(=O)NC2=O,0.6992
176,T5709,CC1=C2C[C@H]3CC[C@@H](C)[C@]2(CC1=O)C3(C)C,0.6992
177,T1144,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl,0.6987
178,T21425,CCC1(c2ccccc2)NC(=O)N(C)C1=O,0.6982
179,T3S0717,Cc1ccc(C(C)C)c(O)c1,0.6982
180,T16910,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,0.6978
181,T207069,CCCc1c(O)cccc1O,0.6978
182,TN7203,Cc1cccc2c1[nH]c1ccccc12,0.6973
183,T203990,Cl/C=C\CCl,0.6968
184,T4307,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,0.6968
185,T72250,CC1=COC(=O)[C@H]2[C@@H]1CC[C@@H]2C,0.6963
186,T206039,Cc1cc(O)cc(C)c1C,0.6963
187,T0664,NNC(=O)c1cccnc1,0.6958
188,T0954,FC(F)(F)C(Cl)Br,0.6953
189,T2S2108,COc1ccc2[nH]c(=O)oc2c1,0.6953
190,T50098,O=c1[nH]c2sccc2c2ccccc12,0.6953
191,T83625,N#Cc1cccc2c(Br)n[nH]c12,0.6948
192,T50075,Cc1noc(C)c1-c1ccccc1,0.6948
