ID,SMILES,CID,MolecularFormula,MolecularWeight,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
T2402,CN1c2ccccc2C(NCCCCCCC(=O)[O-])c2ccc(Cl)cc2S1(=O)=O.[Na+],23663953,C21H24ClN2NaO4S,458.9,,97.9,660,1,6,8
T2403,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+],11954316,C30H28Br2N2Na2O9,766.3,,169,361,5,11,6
T2405,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C.Cl,204103,C22H24ClFN4,398.9,,41.1,481,2,5,3
T2406,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,156418,C22H23ClF3N,393.9,,12,422,2,4,6
T2407,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,60648,C20H25NO2S2,375.6,2.7,97,474,1,5,6
T2409,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,9574768,C21H29N6O5P,476.5,1.9,143,680,2,10,12
T2412,Cl.O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,25232708,C25H24ClN7OS,506.0,,116,707,3,7,5
T2413,Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1cc(Cl)ccc1Cl,3463933,C13H10Cl2N2O4S,361.2,3.9,100,505,1,5,3
T2414,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,135565635,C16H16N6O,308.34,2,106,435,3,5,2
T2415,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,24905142,C17H17N7,319.4,2.1,98.3,454,2,5,2
T2416,CN(C)Cc1cccc(NC(=C2C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,135659062,C27H28N4O2,440.5,4.5,71.9,688,2,4,6
T2418,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1,42636535,C17H23N5O2S2,393.5,2.8,158,556,2,6,4
T2419,Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,44155856,C23H15ClF2N4O3,468.8,3.8,106,803,3,8,5
T2420,CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,44240850,C20H31N3O2S2,409.6,7.4,109,474,1,6,14
T2421,COc1cc2ncnc(Sc3nnc(C)s3)c2cc1OC,71461003,C13H12N4O2S2,320.4,3.1,124,352,0,8,4
T2422,Cl.O=C(N[C@H]1CN2CCC1CC2)c1ccc(Cl)cc1,11243536,C14H18Cl2N2O,301.2,,32.3,307,2,2,2
T2423,COc1cccc(NCC(F)Cn2c3ccc(Br)cc3c3cc(Br)ccc32)c1,46853447,C22H19Br2FN2O,506.2,6.7,26.2,487,1,3,6
T2424,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1,46931953,C12H7F2NO3S2,315.3,4.1,116,393,0,7,3
T2427,CCn1c2ccccc2c2cc(Nc3ccnc(NCCCN4CCOCC4)n3)ccc21,51031035,C25H30N6O,430.5,4.1,67.2,573,2,6,8
T2430,O=C(NO)c1ccc(CC(=O)N(CCO)c2ccccc2)cc1,71532921,C17H18N2O4,314.34,1,89.9,388,3,4,6
T2431,COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)cc32)cc1,791637,C16H14N2O4,298.29,3.5,80.2,405,1,4,2
T2432,O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,4712,C20H13FN4O2,360.3,3.9,87.4,495,1,5,3
T2433,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,9860529,C17H15NO3,281.30,2.8,38.8,441,0,4,1
T2436,CCCOc1ccn2c(C(C)=O)cc(-c3ccccc3S(C)(=O)=O)c2c1,73010930,C20H21NO4S,371.5,4.2,73.2,599,0,4,6
T2437,CCOC(=O)c1csc(Nc2ccc(Cl)cc2)n1,53428670,C12H11ClN2O2S,282.75,4,79.5,285,1,5,5
T2441,COc1ccc(C(=C2C(=O)Nc3ccccc32)c2ccc(OC)cc2)cc1,9885087,C23H19NO3,357.4,4.7,47.6,530,1,3,4
T2442,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(N)=O)c1nnc(C)n1-2,19704953,C19H18ClN5OS,399.9,2.9,114,611,1,5,3
T2443,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,6918454,C17H14ClF2IN2O2,478.7,5.6,50.4,472,2,5,6
T2445,O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O,6914666,C12H9ClN2O4,280.66,2.5,99.5,366,3,5,3
T2446,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,11317348,C24H18F3N3O4,469.4,4.5,81.7,677,2,8,6
T2447,CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c2)cc1,16741245,C19H18ClF3N2O5S,478.9,2.7,112,778,2,8,5
T2449,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,6419753,C23H18N4O3,398.4,2.6,103,597,2,5,4
T2456,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,9911830,C22H19ClN4O5,454.9,4,108,631,2,7,6
T2457,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,11983295,C20H21N5O4,395.4,2,105,580,1,6,5
T2458,O=C1NCCCc2c1oc1ccc(O)cc21,755673,C12H11NO3,217.22,2,62.5,294,2,3,0
T2459,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1,2438,C14H18N2O,230.31,1.5,39.3,263,2,2,1
T2462,Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,9858940,C20H21N3O2,335.4,4.3,60,466,1,4,3
T2463,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,2950007,C22H21N3O3S,407.5,3.6,93.4,668,1,6,5
T2465,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,11713159,C21H20F3N7O3S,507.5,2,138,856,3,12,7
T2466,NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,10027278,C26H19F3N4O,460.4,5.2,72.9,711,2,6,4
T2467,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,11213558,C22H23FN6O5,470.5,3.1,129,691,3,11,7
T2469,CN(C)[C@@H]1c2onc(OCc3ccccc3)c2C(=O)[C@@]2(O[Si](C)(C)C(C)(C)C)C(=O)C=CC[C@@H]12,11363682,C26H34N2O5Si,482.6,,81.9,816,0,7,7
T2471,O=C(c1cccc(Cl)c1F)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1,11676373,C20H19ClFN5OS,431.9,3.6,89.6,553,1,7,5
T2472,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,24857323,C34H37N5O4,579.7,4.4,103,1070,2,5,7
T2473,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,24180719,C17H14ClF2N3O3S,413.8,3.3,100,648,2,7,6
T2475,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)cc1CO,16736978,C25H31N5O4,465.5,2.6,93.1,643,1,9,5
T2476,C[Si](C)(C)CCOCn1ccc2c(-c3cn[nH]c3)ncnc21,42631346,C15H21N5OSi,315.45,,68.6,364,1,4,6
T2477,CN(C)CCN1C(=O)c2cccc3cc(NC(N)=O)cc(c23)C1=O,16048966,C17H18N4O3,326.35,0.8,95.7,536,2,4,4
T2480,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,135564749,C20H22N2O5,370.4,2.3,89.4,542,2,6,6
T2482,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,24905401,C17H16ClN3O,313.8,2.2,74.9,354,3,3,4
T2484,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,44199317,C22H22FN3O3,395.4,2.6,71,647,1,5,4
T2486,O=C(NCc1ccc(Oc2ccccc2)cc1)c1nc(-c2cc(Br)c(O)c(Br)c2)no1,135565181,C22H15Br2N3O4,545.2,5.5,97.5,575,2,6,6
T2487,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,44595079,C20H27N7O3S,445.5,1.9,142,711,3,9,8
T2488,Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1ccnc(N2CCN(C3CC3)CC2)c1,67377767,C26H26F3N7O2,525.5,4.7,85.3,774,0,11,7
T2489,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,53340666,C24H27N5O3,433.5,3.4,107,538,3,6,11
T2490,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,71496458,C28H33N7O2,499.6,3.7,87.6,752,2,7,10
T2491,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,71496460,C27H31N7O2,485.6,3.8,98.4,722,3,7,10
T2492,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,148177,C25H52NO4P,461.7,8.3,58.6,454,0,4,20
T2494,CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,176873,C27H40N8O7,588.7,-1,238,1020,7,8,9
T2495,Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1,3025944,C10H8BrN5OS,326.17,2,118,299,2,6,3
T2498,NNC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,9819086,C15H12Cl2N4O,335.2,3.3,72.9,411,2,3,3
T2499,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)C[C@H]1CC,159325,C26H25F9N2O4,600.5,7,59.1,889,0,13,7
T2500,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,9933475,C25H27FN4O3,450.5,4.9,72.5,624,1,7,8
T2501,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,156413,C24H27Cl3FN5O3,558.9,,88.6,671,4,8,9
T2502,Cc1ccc(-c2csc(NC(=O)c3ccccc3)n2)c(C)c1,959043,C18H16N2OS,308.4,4.5,70.2,383,1,3,3
T2504,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,491941,C18H18N4O3S2,402.5,2.1,143,617,1,7,5
T2506,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,16747683,C18H21N5O2S,371.5,2.2,98.2,556,1,6,5
T2507,CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1,11180124,C32H38ClN3O2,532.1,8.3,39.5,626,0,4,14
T2508,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,10288191,C17H15BrF2N4O3,441.2,3.1,88.4,521,3,7,6
T2509,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,5494449,C23H28N8OS,464.6,3.4,127,650,3,8,7
T2510,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1,10090485,C22H19N5O,369.4,2.4,86.7,585,1,4,3
T2512,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515,C23H20N6O,396.4,2.8,106,538,3,6,6
T2513,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,10341154,C19H12F4N4O2,404.3,2.5,102,603,2,7,4
T2514,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,11485656,C21H18FN5O,375.4,3.9,95.8,541,4,4,3
T2515,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,11256664,C19H16N2O5,352.3,3.4,109,508,3,6,5
T2516,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,11282283,C23H21N5O3S,447.5,3.5,108,678,1,7,3
T2517,Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1,46239015,C15H18BrN7,376.25,0.8,86.1,425,2,5,2
T2518,Cc1cc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)ccc1Oc1ccn2ncnc2c1,42598643,C29H27N7O4S,569.6,3.6,145,954,2,10,10
T2520,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,124087,C19H19ClN2,310.8,4.5,24.9,425,1,2,0
T2522,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N.O.O.O,11954371,C15H34N4O7,382.45,,154,460,8,8,7
T2523,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,129228,C10H8F2N4O,238.19,0.7,73.8,281,1,5,3
T2524,Cc1cccc([C@H](C)c2cnc[nH]2)c1C,5311068,C13H16N2,200.28,3.1,28.7,205,1,1,2
T2525,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,60758,C17H19ClN4O,330.8,,53.9,442,2,2,2
T2526,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,6918155,C32H44O7,540.7,5.3,99.1,1100,1,7,6
T2527,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,130904,C30H37NO4,475.6,3.5,63.7,984,0,5,5
T2529,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,60855,C12H20N4O7,332.31,-3.2,201,518,7,8,6
T2532,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9848818,C26H45NO6S,499.7,3.6,132,858,4,6,7
T2533,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,19371515,C19H21N3O,307.4,1.7,38.1,479,0,3,1
T2535,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,3045381,C27H37ClN2O5,505.0,,60.5,663,1,6,10
T2537,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl.O,60946,C22H39ClN2O6S,495.1,,114,579,5,8,14
T2539,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,107969,C19H34ClNO2,343.9,,66.5,258,4,3,12
T2542,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,3052762,C18H26ClN3O3,367.9,2,76.8,445,2,5,6
T2543,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,9854073,C45H57NO14,835.9,2.7,202,1690,3,14,15
T2544,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,154256,C32H38N2O5,530.7,,95.2,654,3,6,7
T2545,CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,11274333,C40H41F6N3O5S,789.8,,124,1200,3,12,10
T2546,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,16362,C28H29F2N3O,461.5,6.3,35.6,632,1,4,7
T2547,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,92974,C9H11NO5,213.19,-3.2,124,235,5,6,3
T2548,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,71415,C22H28F2O5,410.5,1.9,94.8,839,3,7,2
T2550,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,5509,C15H15NO3,257.28,2.8,59.3,347,1,3,4
T2552,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,2724354,C4H6O4S2,182.2,0.1,76.6,139,4,6,3
T2553,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,35375,C18H18F3NO4,369.3,4.7,67.8,433,2,8,9
T2554,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1,65777,C18H18ClNO5,363.8,3.5,74.7,449,0,6,9
T2555,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],11519741,C26H30BrNO4S2,564.6,,112,647,1,7,10
T2558,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,20279,C10H12ClN5O3,285.69,0.8,119,338,3,7,2
T2559,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,235905,C21H32O,300.5,5.3,20.2,492,1,1,2
T2561,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,16004692,C19H20Br2N6O4S,588.3,3.7,137,642,2,10,11
T2563,CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C.[Cl-],2733928,C9H18ClNO4,239.69,,63.6,219,1,5,6
T2565,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,72281,C16H14O6,302.28,2.4,96.2,413,3,6,2
T2569,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,11289,C23H21ClO3,380.9,6.4,27.7,442,0,3,6
T2570,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,11310,C15H14O4,258.27,3,52.6,352,0,4,4
T2571,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,66448,C20H26ClNO3,363.9,,49.8,351,2,4,9
T2574,C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC.Cl,6410734,C16H22ClN5O2,351.8,,83.1,433,3,5,6
T2575,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,86471,C10H24N4O4S,296.39,,151,248,4,6,3
T2576,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,11154925,C22H24FN5O4,441.5,3.1,117,660,2,8,8
T2578,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,135398739,C10H12N4O3,236.23,-1.2,88.7,348,2,5,2
T2585,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,5388906,C32H31BrN2O2,555.5,7.2,45.6,715,1,4,8
T2586,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,25102847,C28H24FN3O5,501.5,5.4,98.8,795,2,7,8
T2587,CC(C)c1cc2c(cc1S(=O)(=O)[O-])[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2.[Na+],23663982,C20H27NaO5S,402.5,,103,672,1,5,3
T2588,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,16220172,C24H28N2O3,392.5,5.6,78.4,671,3,4,4
T2589,CS(=O)(=O)O.O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,6918119,C20H26N2O7S,438.5,,126,627,3,8,3
T2590,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,24776445,C19H14Cl2N2O3S,421.3,3.8,84.5,625,1,4,4
T2591,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,11960529,C13H16N4O,244.29,0.5,83.8,348,3,3,2
T2592,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,68727,C16H25ClN2O,296.83,,32.3,286,2,2,7
T2593,Cl.NCCCC(N)(C(=O)O)C(F)F.O,441361,C6H15ClF2N2O3,236.64,,90.3,166,5,7,5
T2594,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,65833,C15H22N2O,246.35,1.4,46.3,295,1,2,5
T2595,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,16678941,C24H18F2N2O5,452.4,4.4,97.8,776,2,8,5
T2596,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,210320,C11H16N2O8,304.25,-2.1,170,448,5,8,9
T2598,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(N)CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,50587,C30H49N9O9,679.8,-6.4,328,1110,11,12,22
T2599,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,4847,C23H24FN3O2,393.5,2.6,53,782,0,5,5
T2601,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,9820008,C20H18FNO4,355.4,3.4,75.6,576,2,5,5
T2602,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,16007391,C26H30FN7O3,507.6,3,128,693,4,9,13
T2603,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,59174488,C22H22FN5O3,423.4,3.6,97.4,561,3,8,10
T2604,CCn1c(=O)[nH]c2ccccc21,82320,C9H10N2O,162.19,1.1,32.3,193,1,1,1
T2605,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC.[Na+].[Na+],25008120,C23H24FN6Na2O9P,624.4,,192,893,2,15,9
T2607,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,10429242,C19H18N2O4S,370.4,3.5,111,534,1,6,7
T2608,Nc1nc(NCCNc2ncc(-n3ccnc3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],53396311,C20H17Cl2N9O2,486.3,4.2,152,645,3,9,7
T2609,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,10074640,C28H30N6OS,498.6,4.3,102,696,2,7,7
