ID,SMILES,CID,MolecularFormula,MolecularWeight,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
T0895,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,54675779,C22H24N2O9,460.4,-1.6,202,1000,7,10,2
T0897,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,1839,C6H6N4O4,198.14,0.2,126,261,2,5,2
T0898,Cc1cc(O)cc(C)c1Cl,2723,C8H9ClO,156.61,2,20.2,104,1,1,0
T0899,CC(=O)C1C(=O)C=C(C)OC1=O,122903,C8H8O4,168.15,0.3,60.4,287,0,4,1
T0900,CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Cl-],22324,C21H40ClNO,358.0,,4.9,208,1,2,15
T0901,CC(C)(O)C(Cl)(Cl)Cl,5977,C4H7Cl3O,177.45,2,20.2,83,1,1,0
T0902,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,4583,C18H20FN3O4,361.4,-0.4,73.3,634,1,8,2
T0905,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,14190,C16H20N2O4S2,368.5,1.2,157,346,4,8,7
T0908,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,6301,C10H7Cl2NO,228.07,3.5,33.1,214,1,2,0
T0909,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,4421,C12H12N2O3,232.23,1.4,70.5,378,1,5,2
T0909L,CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21.[Na+],3864541,C12H11N2NaO3,254.22,,73.3,384,0,5,2
T0910,CC(C)(O)[C@H]1CC[C@@](C)(O)CC1.O,17141,C10H22O3,190.28,,41.5,155,3,3,1
T0912,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,54704426,C22H25ClN2O8,480.9,,182,971,7,9,2
T0913,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,5325,C11H12N4O2S,264.31,0.1,106,360,2,6,3
T0914,CC(=O)Nc1cccc(O)c1,12124,C8H9NO2,151.16,0.7,49.3,147,2,2,1
T0916,CCCCOC(=O)c1ccc(N)cc1,2482,C11H15NO2,193.24,2.9,52.3,174,1,3,5
T0917,Nc1ccc(S(=O)(=O)[N-]c2cnc3ccccc3n2)cc1.[Na+],3693427,C14H11N4NaO2S,322.32,,95.3,448,1,6,3
T0918,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,5573,C22H29NO5,387.5,4,57.2,466,0,6,10
T0920,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,2132,C13H18Br2N2O,378.10,2.6,58.3,259,3,3,3
T0921,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,5319,C13H12N2O3S,276.31,0.7,97.6,402,2,4,3
T0922,Nc1nc2cc(Cl)ccc2o1,6103,C7H5ClN2O,168.58,2.5,52.1,155,1,3,0
T0923,CS(=O)(=O)OCCCCOS(C)(=O)=O,2478,C6H14O6S2,246.3,-0.5,104,293,0,6,7
T0924,CCOC(=O)c1ccc(N)cc1,2337,C9H11NO2,165.19,1.9,52.3,151,1,3,3
T0925,NC(=O)NC1NC(=O)NC1=O,204,C4H6N4O3,158.12,-2.2,113,225,4,3,1
T0926,O=C(O)CCCCCCCC(=O)O,2266,C9H16O4,188.22,1.6,74.6,147,2,4,8
T0927,CCCCOC(=O)c1ccc(O)cc1,7184,C11H14O3,194.23,3.6,46.5,171,1,3,5
T0928,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,54670067,C6H8O6,176.12,-1.6,107,232,4,6,2
T0929,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],23673837,C20H37NaO7S,444.6,,118,546,0,7,18
T0930,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,5215,C10H10N4O2S,250.28,-0.1,106,327,2,6,3
T0933,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7027,C6H10O6,178.14,-2,107,181,4,6,1
T0934,NC(=O)c1cccnc1,936,C6H6N2O,122.12,-0.4,56,114,1,2,1
T0935,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,31404,C15H24O,220.35,5.3,20.2,207,1,1,2
T0937,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,1072,C17H20N4O6,376.4,-1.5,155,680,5,7,5
T0938,c1ccc2[nH]c(-c3cscn3)nc2c1,5430,C10H7N3S,201.25,2.5,69.8,212,1,3,1
T0939,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1775,C15H12N2O2,252.27,2.5,58.2,350,2,2,2
T0940,CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],11074431,C4H4KNO4S,201.24,,69.8,288,0,5,0
T0941,O=S(=O)(O)NC1CCCCC1,7533,C6H13NO3S,179.24,0.6,74.8,200,2,4,2
T0942,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl,6239,C23H32Cl3N3O,472.9,,37.4,461,3,4,9
T0943,NC(=O)N1c2ccccc2C=Cc2ccccc21,2554,C15H12N2O,236.27,2.5,46.3,326,1,1,0
T0946,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,66070,C15H23ClN2O,282.81,,32.3,282,2,2,2
T0947,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,236702,C24H31FO6,434.5,2.8,101,910,2,7,4
T0948L,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,5753,C21H30O4,346.5,1.9,74.6,638,2,4,2
T0949,NC[C@H]1CC[C@H](C(=O)O)CC1,5526,C8H15NO2,157.21,-2,63.3,139,2,3,2
T0950,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,24978553,C23H52N6O25S3,908.9,,602,953,19,31,9
T0951,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,12947,C18H28ClN3O5S,434.0,,131,413,4,8,9
T0952,CCOC(=O)n1ccn(C)c1=S,31072,C7H10N2O2S,186.23,0.7,64.9,240,0,3,2
T0953,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+],23675322,C14H13N8NaO4S3,476.5,,238,746,1,12,7
T0954,FC(F)(F)C(Cl)Br,3562,C2HBrClF3,197.38,2.3,0,60,0,3,0
T0955,O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,16779,C13H6Cl5NO3,401.4,5.7,69.6,415,3,3,2
T0957,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,3784,C19H21N3O5,371.4,4.3,104,685,1,8,6
T0959,CCOc1cc(NC(C)=O)ccc1C(=O)OC,6034,C12H15NO4,237.25,1.2,64.6,280,1,4,5
T0960,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,3735,C11H12I3NO2,570.93,3.9,63.3,277,2,3,4
T0961,NC(CO)(CO)CO,6503,C4H11NO3,121.14,-2.9,86.7,54,4,4,3
T0962,CN1[C@@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,154417,C17H23NO3,289.4,1.8,49.8,353,1,4,5
T0963,Cl.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,5485201,C20H24ClNO4,377.9,,70,621,3,5,2
T0964,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,5790,C9H11FN2O5,246.19,-1.2,99.1,386,3,6,2
T0965,NCCc1cnc[nH]1,774,C5H9N3,111.15,-0.7,54.7,64,2,2,2
T0966,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,73111,C42H38O20,862.7,1.2,348,1550,12,20,9
T0968,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,36314,C47H51NO14,853.9,2.5,221,1790,4,14,14
T0970,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C(O)C2,2198,C17H23NO4,305.4,0.9,70,396,2,5,5
T0971,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,6473883,C42H78N2O14,835.1,4.2,196,1300,5,16,12
T0972,NNC(=O)c1ccncc1,3767,C6H7N3O,137.14,-0.7,68,120,2,3,1
T0973,Cc1ncc(CO)c(CO)c1O,1054,C8H11NO3,169.18,-0.8,73.6,142,3,4,2
T0973L,Cc1ncc(CO)c(CO)c1O.Cl,6019,C8H12ClNO3,205.64,,73.6,142,4,4,2
T0974,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],23663939,C31H35N2NaO11,634.6,,199,1160,4,11,9
T0975,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,2708,C14H19Cl2NO2,304.2,1.7,40.5,250,1,3,9
T0976,CNC(=O)Oc1ccccc1OC(C)C,4944,C11H15NO3,209.24,1.5,47.6,206,1,3,4
T0977,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,247839,C22H32O3,344.5,2.7,54.4,650,1,3,1
T0978,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,452306,C22H42N4O8S2,554.7,-2.2,248,652,8,10,19
T0979,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-],10649,C30H40Cl2N4,527.6,,59.8,532,2,4,11
T0980,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,4487,C17H16N4O2,308.33,2,65.5,511,1,4,3
T0983,CC(C)(S)[C@@H](N)C(=O)O,5852,C5H11NO2S,149.21,-1.8,64.3,124,3,4,2
T0983L,CC(C)(S)C(N)C(=O)O,4727,C5H11NO2S,149.21,-1.8,64.3,124,3,4,2
T0984,O=c1[nH]cc(F)c(=O)[nH]1,3385,C4H3FN2O2,130.08,-0.9,58.2,199,2,3,0
T0985,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],23667631,C19H18N3NaO5S,423.4,,141,687,1,7,4
T0986,Nc1[nH]c(=O)ncc1F,3366,C4H4FN3O,129.09,-0.9,67.5,208,2,3,0
T0987,O=c1cc(O)c(Cl)c[nH]1,54679224,C5H4ClNO2,145.54,-0.1,49.3,207,2,2,0
T0988,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl,83201,C14H24Cl2N2O3,339.3,,43,259,3,5,5
T0989,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,441328,C10H12N2O5S,272.28,-4,135,461,2,7,4
T0990,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3168,C22H22FN3O2,379.4,3.5,52.7,615,1,4,6
T0991,CNCCCN1c2ccccc2CCc2ccccc21.Cl,65327,C18H23ClN2,302.8,,15.3,267,2,2,4
T0992,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12.[Na+].[Na+],636402,C34H48Na2O7,614.7,,124,1190,0,7,4
T0993,COc1ccc(OC)c(C(O)C(C)N)c1.Cl,6081,C11H18ClNO3,247.72,,64.7,189,3,4,4
T0997,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,5392,C16H20O6P2S3,466.5,6,145,474,0,9,10
T0999,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,153994,C21H23Cl2NO6,456.3,4.3,90.9,748,1,7,10
T1000,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,2713,C22H30Cl2N10,505.4,0.1,178,648,6,2,13
T1000L,CC(=O)O.CC(=O)O.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,5967,C26H38Cl2N10O4,625.5,,252,679,8,6,13
T1001,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],23675786,C19H18Cl2N3NaO6S,510.3,,142,752,2,8,4
T1002,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,3308,C17H21NO3,287.35,2.8,62.3,399,2,3,4
T1004,c1ccc(CNc2ncnc3nc[nH]c23)cc1,62389,C12H11N5,225.25,2.1,66.5,241,2,4,3
T1005,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,33613,C16H19N3O5S,365.4,-2,158,590,4,7,4
T1005L,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O.O.O.O,62883,C16H25N3O8S,419.5,,161,590,7,10,4
T1006,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],9279,C23H30BrNO3,448.4,,35.5,474,0,4,7
T1007,CC1CCCC(C)N1,68843,C7H15N,113.20,1.5,12,62,1,1,0
T1008,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,27447,C16H17N3O4S,347.4,0.6,138,600,3,6,4
T1009,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,5870,C18H22O2,270.4,3.1,37.3,418,1,2,0
T1011,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,55283,C35H38Cl2N8O4,705.6,5.7,101,1120,0,9,11
T1012,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,441307,C18H29ClN2O4,372.9,,87.7,400,4,5,10
T1013,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,37768,C22H43N5O13,585.6,-7.9,332,819,13,17,10
T1018,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,5865,C21H26O5,358.4,1.5,91.7,764,2,5,2
T1020,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,443939,C27H30ClNO11,580.0,,206,977,7,12,5
T1021,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,9578005,C16H14F3N3O2S,369.4,2.8,87.1,480,1,8,5
T1022,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@H]23)O[C@H]([C@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,23777801,C20H37N3O13,527.5,-6.6,272,756,11,16,6
T1023,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+],23667300,C16H16N3NaO7S2,449.4,,205,750,2,9,8
T1024,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,449193,C17H14Cl2F2N2O3,403.2,4.6,60.5,475,1,6,7
T1025,Cl.N[C@@H]1C[C@H]1c1ccccc1,2723716,C9H12ClN,169.65,,26,116,2,1,1
T1026,Cl.NCc1ccc(S(N)(=O)=O)cc1,67313,C7H11ClN2O2S,222.69,,94.6,224,3,4,2
T1027,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5280445,C15H10O6,286.24,1.4,107,447,4,6,1
T1028,COc1nc(C)nc(Cl)c1N=C1NCCN1,4810,C9H12ClN5O,241.68,0.6,71.4,275,2,4,3
T1031,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],23675743,C19H19ClN3NaO6S,475.9,,142,728,2,8,4
T1032,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,12560,C37H67NO13,733.9,2.7,194,1180,5,14,7
T1033,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1.[Na+],23667299,C36H61NaO11,692.9,,156,1110,3,11,10
T1034,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,148124,C43H53NO14,807.9,1.6,224,1660,5,14,13
T1035,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,10621,C28H34O15,610.6,-1.1,234,940,8,15,7
T1036,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,62115,C42H92N10O34S5,1441.6,,814,754,26,44,16
T1037,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12.O,636377,C15H26N4O7S2,438.5,,197,780,6,11,7
T1038,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,657237,C10H12FN5O4,285.23,-0.6,140,367,4,9,2
T1039,C[N+](C)(C)CCO.[Cl-],6209,C5H14ClNO,139.62,,20.2,46,1,2,2
T1041,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+],4194514,C7H10NNaO7P2,305.09,,151,375,4,8,4
T1042,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2.Cl,6918003,C18H25ClN4O,348.9,,50.2,442,2,3,2
T1043,O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O,77254,C13H9BrClNO2,326.57,4.6,49.3,295,2,2,2
T1044,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,18087,C7H7Cl2NO,192.04,2.6,29.1,252,1,2,0
T1046,Cc1cccc(C)c1OCC(C)N.Cl,21467,C11H18ClNO,215.72,,35.3,139,2,2,3
T1048,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,5757,C18H24O2,272.4,4,40.5,382,2,2,0
T1050,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,68546,C19H22ClN5O4,419.9,,107,544,2,8,4
T1052,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,4922,C18H26N2O4,334.4,2.4,86.7,413,2,4,10
T1053,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,4031,C25H35NO5,429.5,5.2,57.2,494,0,6,14
T1054,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,5505,C12H18N2O3S,270.35,2.3,83.7,354,2,3,5
T1055,O=P1(NCCCl)OCCCN1CCCl,3690,C7H15Cl2N2O2P,261.08,0.9,41.6,218,1,4,5
T1056,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,5807,C11H18ClNO3,247.72,,72.7,187,5,4,4
T1057,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,135415867,C25H20N4O5,456.4,4.4,115,783,2,7,7
T1058,O=C([O-])C1(C(=O)[O-])CCC1.[NH2-].[NH2-].[Pt+4],73554252,C6H10N2O4Pt,369.24,,82.3,153,2,6,0
T1060,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,3374,C14H12FNO3,261.25,2.9,57.6,462,1,5,1
T1061,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(SC(F)(F)F)cc1,68591,C18H14F3N3O4S,425.4,4.4,104,655,1,8,4
T1063,CC1(C)S[C@@H]2[C@@H](NC(=O)C(C(=O)[O-])c3ccsc3)C(=O)N2[C@@H]1C(=O)[O-].[Na+].[Na+],163358710,C15H14N2Na2O6S2,428.4,,183,628,1,8,3
T1065,NCC(CC(=O)O)c1ccc(Cl)cc1,2284,C10H12ClNO2,213.66,-1,63.3,191,2,3,4
T1066,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3822,C22H22FN3O3,395.4,2.6,69.7,627,1,5,5
T1068,O=C1c2c(O)cccc2Cc2cccc(O)c21,2202,C14H10O3,226.23,3.2,57.5,287,2,3,0
T1069,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl,23659,C14H23Cl2N3O2,336.3,,67.6,300,3,4,7
T1071L,CNCC(O)c1ccc(O)c(O)c1.Cl,5924,C9H14ClNO3,219.66,,72.7,154,5,4,3
T1073,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,219025,C31H45ClN2O5S,593.2,,97.2,800,2,7,18
T1076,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5743,C22H29FO5,392.5,1.9,94.8,805,3,6,2
T1078,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,5323,C12H14N4O4S,310.33,1.6,125,419,2,8,5
T1079,Cc1ncc([N+](=O)[O-])n1CCO,4173,C6H9N3O3,171.15,0,83.9,170,1,4,2
T1080,NCCS,6058,C2H7NS,77.15,-0.4,27,10,2,2,1
T1081,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C(O)C(=O)O,312915,C26H35NO7,473.6,,113,536,2,8,12
T1082,S=C=NCc1ccccc1,2346,C8H7NS,149.21,3.2,44.5,132,0,2,2
T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,2153,C7H8N4O2,180.16,0,69.3,267,1,3,0
T1083L,Cn1c(=O)c2[nH]cnc2n(C)c1=O.O,91268,C7H10N4O3,198.18,,70.3,267,2,4,0
T1084,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O.O=S(=O)(O)O,3081544,C21H43N5O15S,637.7,,367,841,13,20,6
T1085L,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,65359,C20H32N6O12S2,612.6,-9.1,368,879,10,16,21
T1087,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21.Cl,135398741,C13H21ClN6O4,360.80,,147,483,4,7,8
T1088,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,65981,C27H36N2O4,452.6,5.2,78.9,619,2,5,10
T1090,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4748,C21H26ClN3OS,404.0,4.2,55.3,463,1,5,6
T1091,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,2732,C14H11ClN2O4S,338.8,0.9,118,564,3,5,2
T1092,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,60857,C16H21N3O2,287.36,2.2,57.4,375,2,3,5
T1093,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,60164,C28H28O3,412.5,7.7,46.5,644,1,3,4
T1094,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,5510,C19H17NOS,307.4,5.5,44.6,386,0,2,3
T1095,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,60464,C19H22F2N4O3,392.4,0.1,98.9,691,3,9,3
T1097,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,3957,C22H23ClN2O2,382.9,5.2,42.4,569,0,3,2
