ID,SMILES,CID,MolecularFormula,MolecularWeight,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
T22790,COc1ccc(-c2nc(C(=O)N3CCN(C)CC3)sc2-c2ccc(OC)cc2)cc1.Cl,196840,C23H26ClN3O3S,460.0,,83.1,556,1,6,5
T22817,Cl.O=C1N(CC2CCCCN2)CCN1c1ccccc1,57347570,C15H22ClN3O,295.81,,35.6,315,2,2,3
T22843,CN1c2ccc([N+](=O)[O-])cc2N=C(c2ccc(C(=O)O)cc2)c2cc3c(cc21)C(C)(C)CCC3(C)C,11755040,C29H29N3O4,483.6,7.2,98.7,901,1,6,2
T22936,Cl.Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1,21071391,C20H20ClF5N2O,434.8,,37.1,482,3,7,9
T22956,CC(N)c1cccc(Cl)c1Cl.Cl,11957540,C8H10Cl3N,226.5,,26,129,2,1,1
T22980,CCC(=O)OCN1C(=O)C=CC1=O,227681,C8H9NO4,183.16,-0.1,63.7,264,0,4,4
T22988,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,24958198,C19H20N4O,320.4,2.2,72.9,449,2,3,3
T23044,O=C(NC1CCCCC1)NC1CCCCC1,4277,C13H24N2O,224.34,3,41.1,196,2,1,2
T23046,CC(C)(C)[N+]([O-])=Cc1ccccc1,4390,C11H15NO,177.24,1.3,28.8,185,0,1,2
T19706,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,5087,C15H22N2O3,278.35,2.4,59.6,311,2,3,7
T19799,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I,34536,C12H11I3N2O5,643.94,1.2,116,450,4,5,5
T19820,O=S(=O)([O-])CCCN1CCOCC1.[Na+],3859613,C7H14NNaO4S,231.25,,78.1,233,0,5,4
T19841,CCOC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,196122,C29H34O6,478.6,3.9,66.4,555,1,6,13
T8343,Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,135440064,C10H13N5O5,283.24,-2.6,150,544,5,6,2
T19859,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,73281,C15H18N6O6S,410.4,0.6,161,642,2,9,6
T19861,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,4476,C29H24N4O8,556.5,2.3,157,745,0,12,16
T19865,COc1ccc(C=O)cc1OC1CCCC1,2735893,C13H16O3,220.26,2.6,35.5,223,0,3,4
T23636,Nc1c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2nc[n+]1[O-],459896,C10H13N5O5,283.24,-1.5,147,434,5,8,2
T26193,O=C(CSc1nc2ccc(NC(=O)CCl)cc2s1)NCc1ccccc1,51003475,C18H16ClN3O2S2,405.9,3.9,125,491,2,5,7
T26399,Cn1cnc2nc[nH]c(=S)c21,3034139,C6H6N4S,166.21,0.1,74.3,215,1,2,0
T26859,Cc1c(COc2ccc(CN3CCCCC3C(=O)O)cc2Br)cccc1-c1ccccc1,117941742,C27H28BrNO3,494.4,4.1,49.8,595,1,4,7
T29110,c1ccc2c(c1)CC(c1c[nH]c3ccccc13)N2,243118,C16H14N2,234.29,3.6,27.8,303,2,1,1
TN7068,COC1=C[C@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CC[N+]3(C)[O-])CC1=O,163355498,C19H23NO5,345.4,1.6,73.8,607,1,5,2
T9494,O=C(O)CCc1cnc[nH]1,70630,C6H8N2O2,140.14,-0.3,66,127,2,3,3
T9349,Cc1ccc(OCCN(C)C(=O)Cn2cc(NC(=O)CCOc3ccccc3)cn2)cc1,26357859,C24H28N4O4,436.5,2.7,85.7,576,1,5,11
TN7103,CC1=CC(=O)[C@@H](O)[C@]2(C)[C@H]3[C@@]4(O)OC[C@@]35[C@@H](C[C@@H]12)OC(=O)[C@H](O)[C@@]5(O)[C@@H](C)[C@H]4O,13936707,C20H26O9,410.4,-2,154,855,5,9,0
T9576,COc1cc(C2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,60162119,C28H32F3N5O2,527.6,4.6,93.4,748,2,9,9
T9636,CC(=O)c1c(C)c2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,86279927,C25H30N6O2,446.5,2.5,100,773,2,7,5
TN7060,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,10695622,C31H48O3,468.7,7.5,43.4,942,0,3,2
T9568,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ccccc3O)nnc2N)CC1,137045929,C19H25N5O3,371.4,1.6,105,504,2,7,4
T9577,CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@]1(C)F,122510185,C12H17FN6O3,312.30,0.4,131,420,4,9,3
TN7058,COc1cc2c(c3ccccc13)OC(C)(C)CC2,849479,C16H18O2,242.31,4.1,18.5,299,0,2,1
T40028,Cc1ncsc1-c1ccc([C@@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,163355497,C23H32N4O3S,444.6,2.5,137,647,3,6,6
T9635,O=C(O)CC1CCN(C(=O)c2ccc(Cl)c(Cn3ccc4cc(C(F)(F)F)cc(Cl)c43)c2Cl)CC1,124123797,C24H20Cl3F3N2O3,547.8,6.1,62.5,781,1,6,5
T9578,O=C(Nc1ccn(-c2ccnc(F)c2)n1)C1(c2ccccc2F)CC1,134587945,C18H14F2N4O,340.3,2.8,59.8,501,1,5,4
TN7056,COc1cc(C=Cc2ccc(OC)c(OC)c2)oc(=O)c1,310013,C16H16O5,288.29,2.7,54,463,0,5,5
TN7054,O=CN1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,179619,C12H14N2O2,218.25,0.1,40.6,400,0,2,0
TN7057,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,5099,C18H16O8,360.3,2.4,145,519,5,8,7
TN7053,COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,5748558,C18H16O7,344.3,2.5,94.5,532,2,7,4
T9583,CC(=O)N1c2ccccc2Oc2ccccc21,3304561,C14H11NO2,225.24,2.4,29.5,283,0,2,0
TN7070,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CCC2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,5283658,C28H48O,400.7,8.2,20.2,632,1,1,5
TN7064,C[N+](C)(C)CCc1ccc(O)cc1,23135,C11H18NO+,180.27,2.1,20.2,143,1,1,3
TN7066,C[N+](C)(C)CCc1ccc(O)c(O)c1,165581,C11H18NO2+,196.27,0,40.5,177,2,2,3
TN7063,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N(C)C(C)=O)CC2,23758,C23H27NO6,413.5,1.3,74.3,770,0,6,5
TN7059,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@@]1(C)C2=CC(=O)O[C@@H](c4ccoc4)[C@]2(C)CC[C@@H]13,23928032,C26H30O7,454.5,2.2,92,968,0,7,1
T6881L,CC(=O)O.NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCN)C(c1ccccc1)c1ccccc1)C(N)=O,166596983,C80H110N18O11,1499.8,,517,2700,19,17,46
TQ0008,CSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O,656970,C13H19N5OS,293.39,0,116,334,3,6,4
TQ0062,CC(C)(C)C(=O)CN1C(=O)[C@H](NC(=O)Nc2cccc(C(=O)O)c2)CN(C2CCCCC2)c2ccccc21,9872609,C29H36N4O5,520.6,4.4,119,881,3,6,7
T17946,C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N[C@@H](C)C(=O)N[C@H](CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,163355508,C44H42N4O7,738.8,6.1,163,1260,5,7,15
T18540,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCNC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)Nc1ccc(CO)cc1,135393461,C41H44N4O3,640.8,6,116,882,5,5,16
T14379,O=c1[nH]c(=S)n(C[C@H]2CCCO2)c2[nH]cnc12,10264211,C10H12N4O2S,252.30,0.5,102,351,2,4,2
T12711,Cc1ccc(C2Nc3ccccc3C(=O)N2c2ccccc2)s1,71716811,C19H16N2OS,320.4,4.4,60.6,437,1,3,2
T15246,Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cn(CCO)c1-c1ccccc1C(F)(F)F,25052023,C22H21F3N2O4S,466.5,2.9,96.8,747,2,7,6
T11539,Cl.Cl.Cl.Cl.c1cc(-c2cnc([C@@H]3CCCN3)[nH]2)ccc1-c1ccc(-c2cnc([C@@H]3CCCN3)[nH]2)cc1,91864750,C26H32Cl4N6,570.4,,81.4,547,8,4,5
T13305,O=c1[nH]c2ccccc2c(-c2cccc(O)c2)c1O,115033,C15H11NO3,253.25,2,69.6,404,3,3,1
T13325,O=C1C(=O)N(Cc2ccc(-c3ccccc3)cc2)c2ccc(OC(F)(F)F)cc21,45281794,C22H14F3NO3,397.3,5.2,46.6,609,0,6,4
T15507,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,3634,C20H24N2O2S,356.5,2.7,77.9,443,2,5,7
T15623,O=C1Cc2cc(-c3c(-c4ccc(F)cc4)nn4c(N5CCC(O)CC5)nccc34)ccc2N1,122656119,C25H22FN5O2,443.5,3,82.8,711,2,6,3
T13416,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,142497299,C23H28ClN7O3S,518.0,3.5,120,765,3,10,8
T16091,CO[C@H]1COCC[C@H]1N[C@H]1CC[C@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1.O=C(O)CCC(=O)O,163355504,C28H40F3N3O7,587.6,,138,784,3,12,8
T19399,NCCC[C@H](N)C(=O)O.N[C@@H](CC(=O)O)C(=O)O,10220941,C9H19N3O6,265.26,,190,227,6,9,7
T11851,CC1(C)Oc2cc(N3CCN(C(=O)OCc4ccccc4)CC3)c([N+](=O)[O-])cc2-c2c1cnn2-c1ccc(C(=O)O)cc1,134694995,C31H29N5O7,583.6,4.3,143,1020,1,9,6
T21425,CCC1(c2ccccc2)NC(=O)N(C)C1=O,4060,C12H14N2O2,218.25,1.5,49.4,310,1,2,2
T22665,CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC,122327,C23H39NO4,393.6,7.1,56.8,413,1,4,14
T22959,Cl.N=C(N)NC(=N)Nc1cccc(Cl)c1,2730228,C8H11Cl2N5,248.11,,103,246,4,1,2
T22974,COC(=O)C=Cc1cc(O)ccc1O,3248,C10H10O4,194.18,1.5,66.8,224,2,4,3
T22981,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],14250,C17H38BrN,336.4,,0,157,0,1,13
T23107,COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,259632,C15H14O4,258.27,3.2,66.8,297,2,4,4
T23861,O=C1OC(O)C(c2cc3ccccc3s2)=C1Br,16220835,C12H7BrO3S,311.15,2.8,74.8,382,1,4,1
T26543,COc1ccc(CC(=O)N(Cc2ccc(C)cc2)C2CCN(C)CC2)cc1.Cl,22643461,C23H31ClN2O2,403.0,,32.8,445,1,3,6
T27154,Nc1nc(=O)n([C@H]2C=C[C@@H](CO)O2)cc1F,64973,C9H10FN3O3,227.19,-1.3,88.2,405,2,4,2
T29111,Cc1cccc2c(-c3ccc4ccccc4n3)c[nH]c12,18729606,C18H14N2,258.3,4.3,28.7,342,1,1,1
T35233,CC(C)c1ccc(C(=O)c2cccs2)c(SCCCCCCCCN(C)C)n1.Cc1ccc(S(=O)(=O)O)cc1,9851449,C30H42N2O4S3,590.9,,149,651,1,8,14
TQ0318L,CON(C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@@]1(CCCN)c1ccccc1.Cl,72942033,C20H23ClF2N4O2S,456.9,,96.5,605,2,7,6
T9587,COc1ccc(-c2cccc(NC(=O)C(Cl)Cl)c2)cc1OC,73438576,C16H15Cl2NO3,340.2,4,47.6,367,1,3,5
T25268L,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@H]5CCCN5C(=O)[C@H](NC(=O)OC)C(C)C)[nH]4)cc3)c3c2OCO3)[nH]1)C(C)C.Cl.Cl,163355505,C41H52Cl2N8O8,855.8,,193,1410,6,10,13
T6303L,Cl.NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,146013807,C18H21Cl2N5,378.3,,70.8,418,3,4,3
T9584,O=C1COc2cc(C(=O)N(Cc3ccc(C(=O)Nc4ccncn4)cc3)C3CC3)ccc2N1,146676966,C24H21N5O4,443.5,1.8,114,736,2,6,6
T7586,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,11518241,C29H33NO4,459.6,6.3,70,647,2,5,8
TN1016,O=C(CCc1ccc(O)c(O)c1)NCCCNCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1,5318865,C28H42N4O6,530.7,1.8,163,601,8,8,19
TN1202,CC1=CC[C@H]2C[C@@H]1C2(C)C,440968,C10H16,136.23,2.8,0,186,0,0,0
TN1237,COc1cc(C(=O)O)cc(O)c1O,19829,C8H8O5,184.15,0.7,87,193,3,5,2
TN2158,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12,5281692,C15H10O7,302.23,1.6,127,476,5,7,1
T19438,CCCCCCCCCCCCCCOC(=O)c1cccnc1,531641,C20H33NO2,319.5,7.9,39.2,281,0,3,15
T19445,CC(O)CN(CC(C)O)N=O,40828,C6H14N2O3,162.19,-0.3,73.1,110,2,5,4
T13789,CCCCCCCCCCCC(=O)N[C@H]1CCOC1=O,10221437,C16H29NO3,283.41,4.8,55.4,291,1,3,11
T13791,CNc1nc2[nH]cnc2c(=O)[nH]1,135426867,C6H7N5O,165.15,-0.7,82.2,238,3,3,1
T19493,CCCCCCCCCCCCCCCCCC=O,12533,C18H36O,268.5,8.1,17.1,165,0,1,16
T10023,Oc1cccc2ccccc12,7005,C10H8O,144.17,2.8,20.2,133,1,1,0
T19094,CC(O)C(C)O,262,C4H10O2,90.12,-0.9,40.5,30,2,2,1
T19129,COc1cc(CCC(=O)O)cc(OC)c1OC,64860,C12H16O5,240.25,1.2,65,229,1,5,6
T19138,CC(C)CCC(=O)O,12587,C6H12O2,116.16,1.4,37.3,76,1,2,3
T13633,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,91581,C23H26O3,350.4,6.2,35.5,512,0,3,7
T18494,CC(C)(C)OC(=O)COCCOCCOCCOCCOCCOCCN,11732002,C18H37NO8,395.5,-0.7,108,336,1,9,21
T19189,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,160636,C24H40O5,408.6,3.6,98,637,4,5,4
T10389,C[C@@H]1NC(=O)[C@H](CC(=O)O)NC1=O,9815453,C7H10N2O4,186.17,-1.4,95.5,263,3,4,2
T15130,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.Cl.Cl,6419915,C31H46Cl2N2O10,677.6,,114,727,2,12,18
T15371,CCNCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,44592366,C17H23N5O,313.4,1,89,404,3,5,5
T13675,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1.Cl.Cl,67479909,C30H40Cl2N2O2,531.6,,44.7,578,4,4,10
T13600,O=[N+]([O-])c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,618227,C22H17N3O2,355.4,4.3,63.6,443,0,3,4
T13601,Nc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,9862108,C22H19N3,325.4,4.4,43.8,360,1,2,4
T15700,O=C[C@@H](O)[C@H](O)[C@@H](O)CO,95259,C5H10O5,150.13,-2.3,98,104,4,5,4
T11760,CS(=O)(=O)Oc1ccc2c(=O)c(-c3ccc(Br)cc3)coc2c1,1998840,C16H11BrO5S,395.2,3.4,78.1,586,0,5,3
T15781,COc1ncccc1-c1cnn2ccc(N3CCN(C(=O)OC(C)C)CC3)nc12,86697436,C20H24N6O3,396.4,2.1,85.1,556,0,7,5
T16522,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,219100,C15H12O3,240.25,2.7,49.7,318,2,3,1
T16681,C[C@@H](O)c1nnc([C@H]2C[C@H](NC(=O)c3cc(-c4ccccc4)no3)C2)o1,121439966,C18H18N4O4,354.4,1.4,114,496,2,7,5
T13752,O=C[C@H](O)[C@@H](O)[C@@H](O)CO,5460291,C5H10O5,150.13,-2.3,98,104,4,5,4
T16763,O=[N+]([O-])c1cc(Cl)ccc1S(=O)(=O)N1CCN(Cc2ccccc2)CC1,5068295,C17H18ClN3O4S,395.9,2.8,94.8,578,0,6,4
T16952,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br,8310,C12H13BrN4O2S,357.23,1,106,408,2,6,3
T17244,Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)(F)F)cc3)c(N)c2c1C,73774630,C17H15F3N4O3S2,444.5,3.4,152,708,2,10,4
T22316,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,3157,C23H25N5O5,451.5,2.5,112,678,1,9,4
TN2730,O=Cc1cc(O)ccc1O,70949,C7H6O3,138.12,1.2,57.5,124,2,3,1
TN3604,C=C(C)C1CC=C(C)C(O)C1,7438,C10H16O,152.23,2.1,20.2,191,1,1,1
TN3866,COc1cc(CCCO)cc(OC)c1O,529893,C11H16O4,212.24,1.4,58.9,160,2,4,5
TN4619,CCCCCCCCCCCCC,12388,C13H28,184.36,6.6,0,66,0,0,10
T20682,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]9CO)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,5287407,C48H80O40,1297.1,-17.2,633,1720,24,40,8
T21095,NCc1ccc(O)cc1,97472,C7H9NO,123.15,0,46.3,77,2,2,1
T22921,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,4350931,C20H22N2,290.4,4.3,19,369,1,1,0
T23132,Cl.Cl.N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,10431865,C19H26Cl2N4O2,413.3,,118,376,6,4,10
T23154,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,154575,C18H18Cl2N2O3,381.2,4.2,60.5,438,1,4,5
T23160,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,22463,C20H14O2S2,350.5,5.8,91.1,380,2,4,3
T23172,CC1(C)CCC[C@]2(C)[C@@H](C=O)C(C=O)=CC[C@@H]12,72503,C15H22O2,234.33,3.2,34.1,367,0,2,2
T23204,CCCCC1CCC(c2nc(-c3ccncc3)no2)CC1,2875918,C17H23N3O,285.4,4.8,51.8,298,0,4,5
T23259,NC(C(=O)O)c1cccc(O)c1,1217,C8H9NO3,167.16,-2.1,83.6,172,3,4,2
T23322,CCN(CCNC(=O)Nc1ccccc1Br)c1cccc(C)c1,9842609,C18H22BrN3O,376.3,4.2,44.4,366,2,2,6
T19930,N[C@@H](CCC(=O)N[C@@H](CSN=O)C(=O)NCC(=O)O)C(=O)O,104858,C10H16N4O7S,336.32,-4.8,214,445,5,10,10
T20113,O=C(O)C[C@@H](O)C(=O)O,92824,C4H6O5,134.09,-1.3,94.8,129,3,5,3
T25817,CN(C)CCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,327044,C16H15N3O4,313.31,2,86.4,516,0,5,3
T26690,Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1.Cl,126843189,C21H25ClN2,340.9,,8.2,389,1,1,3
T28628,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4CCCC4)c(C)c3)nc2c1,135567084,C24H29N3O4,423.5,3.5,72.4,639,1,6,7
T29112,Nc1scc(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,24873485,C18H12F3NOS,347.4,5.7,71.3,450,1,6,3
T31011,COc1cc2cc3c4cc(OC)c(OC)cc4cc[n+]3c(C)c2cc1OC.[Cl-],23306,C22H22ClNO4,399.9,,41,503,0,5,4
T31101,C[C@H](NC(=O)CCc1nc2cccnc2n1Cc1ccc(OC(F)(F)F)cc1)c1ccc(Cl)cc1,122199235,C25H22ClF3N4O2,502.9,5.5,69,684,1,7,8
T34746,[N-]=[N+]=Nc1ccc(NCCCCCC(=O)ON2C(=O)CC(S(=O)(=O)O)C2=O)c([N+](=O)[O-])c1,3035866,C16H18N6O9S,470.4,2.8,199,893,2,12,11
TN6832,CC(=O)CCC=C(C)C,9862,C8H14O,126.20,1.9,17.1,119,0,1,3
TN6848,O=C(O)c1ccc2c(c1)OCO2,7196,C8H6O4,166.13,0.4,55.8,191,1,4,1
TN6928,O=C(O)[C@@H]1CCN1,16486,C4H7NO2,101.10,-2.9,49.3,91,2,3,1
TN6953,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,11197,C24H48O2,368.6,10.7,37.3,275,1,2,22
TN6961,CCCCCCCCCCCCCCCCCCCCC,12403,C21H44,296.6,11,0,143,0,0,18
T9589,OCCNc1nc(NCCc2ccccc2)c2cnn(C=Cc3ccccc3)c2n1,75971653,C23H24N6O,400.5,4.2,87.9,520,3,6,9
T9593,O=C(c1cc(Cn2c(=O)[nH]c(=O)c3c(F)cccc32)ccc1F)N1CCN(c2ncccn2)CC1,68389008,C24H20F2N6O3,478.5,2,98.7,804,1,8,4
T9592,C[C@H]1CN(C2CCN(c3nc(N)n[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,126642132,C19H27ClN6O,390.9,3.4,83.3,469,2,6,4
T9590,COC(=O)OC[C@H]1O[C@@H](Oc2cc(C)cc(O)c2C(=O)CCc2ccc3occc3c2)[C@H](O)[C@@H](O)[C@@H]1O,6918410,C26H28O11,516.5,2.7,165,778,4,11,10
TN7106,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,102212,C10H14N2O6,258.23,-1.4,108,385,3,6,3
TN7098,Cc1cc(=O)c2c(O)c3c(cc2o1)O[C@H](C(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,163358503,C21H26O10,438.4,0.5,155,723,5,10,4
T9602,CCCCCCCCCC(=O)OCC(O)CO,92926,C13H26O4,246.34,3.1,66.8,182,2,4,12
TN7105,O=C(O)c1cccc2nc3ccccc3nc12,95069,C13H8N2O2,224.21,2.2,63.1,308,1,4,1
T9621,COc1ccccc1Oc1c(Cl)nc(-c2ccncc2)nc1NS(=O)(=O)c1ccc(C)cn1,11202530,C22H18ClN5O4S,483.9,3.7,125,720,1,9,7
TN7086,CCC(=O)c1cc(OC)c(O)c(OC)c1,79735,C11H14O4,210.23,0.7,55.8,203,1,4,4
T19893,CN(C)C1=NC(=O)C(c2ccccc2)O1,12602,C11H12N2O2,204.22,1.5,41.9,280,0,2,2
T9599,COc1cc(C=O)cc(OC)c1OC,6858,C10H12O4,196.20,0.9,44.8,169,0,4,4
T9595,COc1cc(C(=O)c2cc(NS(C)(=O)=O)cc(-c3cccc4[nH]ccc34)c2)ccn1,15603282,C22H19N3O4S,421.5,3.2,110,710,2,6,6
TN1683,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,5281636,C14H10O5,258.23,2.8,76,358,2,5,1
T19444,O=C(O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,446905,C16H27N3O4S,357.5,0.7,133,461,4,5,11
T19456,O=C(CO)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(O)(C(=O)O)C[C@@H]1O,440001,C11H19NO10,325.27,-4.1,197,418,8,10,6
T19459,Cn1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,99543,C10H14N2O6,258.23,-2.6,119,409,4,6,2
T14591,[N-]=[N+]=NCCOCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,60146223,C18H32N6O5S,444.6,0.5,138,577,3,8,17
T14380,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(CCO)CC1,25001557,C23H27FN6O3,454.5,2.2,117,652,3,9,7
T10392,CN[C@H](CC(N)=O)C(=O)NC(C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(O)cc1,70549604,C21H27N5O7S,493.5,-3.3,216,860,6,9,9
T14955,O=C1NC(CCCl)Oc2ccccc21,8602,C10H10ClNO2,211.64,2.1,38.3,222,1,2,2
T13276,FC(F)(F)c1ccc(Nc2nccc(-c3cccc(Cl)c3)n2)cc1,10172275,C17H11ClF3N3,349.7,5.3,37.8,399,1,6,3
T13480,N[C@@H](Cn1cc(F)c(=O)[nH]c1=O)C(=O)O,126569,C7H8FN3O4,217.15,-4.4,113,354,3,6,3
T11799,Cl.Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,11957618,C18H20Cl2N4,363.3,,35.2,377,2,3,3
T11929,Cc1ccc(Cn2cc(CNC3=C(Cl)C(=O)c4cccnc4C3=O)nn2)cc1,139600304,C20H16ClN5O2,393.8,3,89.8,647,1,6,5
T12013,COC(=O)c1cc(O)c(O)c(OC)c1,99622,C9H10O5,198.17,1.2,76,205,2,5,3
T12015,COC(=O)Cc1ccc(OC)c(OC)c1,85213,C11H14O4,210.23,1.3,44.8,205,0,4,5
T22337,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1.[NaH],172995330,C9H14N5NaO4,279.23,,135,346,4,7,5
T20626,COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,9568614,C17H19N3O3S,345.4,2.2,96.3,453,1,6,5
